ep_reward_mean,policy_loss,serial_timesteps,fps,ep_len_mean,value_loss,explained_variance,n_updates,total_timesteps,approxkl,clipfrac,time_elapsed,policy_entropy
1068.4222487000002,-0.0013232843,1386496,508,1381.06,20.314901,0.8941407650709152,677,1386496,0.0022746066,0.020703126,2630.748833656311,7.046617
1053.2596277000002,-0.0016417053,1388544,534,1365.81,21.796654,0.9263358786702156,678,1388544,0.002355691,0.026708985,2634.780685186386,7.0428114
1053.43759091,-0.0017853975,1390592,503,1365.81,20.137766,0.88752681016922,679,1390592,0.002058741,0.015625,2638.609248638153,7.031872
1053.48381764,-0.001750699,1392640,512,1365.81,20.363386,0.8948223888874054,680,1392640,0.0043263016,0.050097656,2642.6744997501373,7.022044
1063.31704774,-0.0009978067,1394688,519,1372.86,20.325893,0.8916357904672623,681,1394688,0.0025537016,0.02631836,2646.6720447540283,7.0257254
1078.2502381499999,-0.0015894447,1396736,510,1387.66,20.361671,0.8826491013169289,682,1396736,0.0029715837,0.03261719,2650.6110501289368,7.033358
1094.0688193600001,-0.0013232603,1398784,510,1403.27,20.042828,0.8790759816765785,683,1398784,0.0030990713,0.034521483,2654.623660802841,7.039155
1104.4873944400001,-0.003481527,1400832,506,1410.83,20.100368,0.869953379034996,684,1400832,0.0038935482,0.049951173,2658.6374926567078,7.0468626
1120.3376951700002,-0.0024926355,1402880,510,1426.07,20.1861,0.8962315544486046,685,1402880,0.003181529,0.035058595,2662.679929971695,7.0436707
1119.55048409,-0.00089399517,1404928,504,1426.07,19.758114,0.892220713198185,686,1404928,0.0021122007,0.022265624,2666.694189310074,7.045119
1134.5515593,-0.0030452292,1406976,500,1441.23,20.08733,0.8826020807027817,687,1406976,0.0036452475,0.039501954,2670.758115053177,7.05527
1140.15768825,-0.0022579783,1409024,516,1441.23,20.503252,0.8906686753034592,688,1409024,0.0037217713,0.04067383,2674.8480191230774,7.0529
1153.36014771,-0.0024682728,1411072,501,1453.83,20.46021,0.8799311369657516,689,1411072,0.004274318,0.04633789,2678.816520214081,7.0445633
1167.1368995999999,-0.0051478175,1413120,515,1465.95,24.70975,0.9208823442459106,690,1413120,0.0044137225,0.0515625,2682.897144794464,7.052839
1166.70129594,-0.0012422146,1415168,508,1465.95,19.897,0.8831890001893044,691,1415168,0.0032364551,0.03491211,2686.871930837631,7.057189
1166.8381744499998,-0.004495892,1417216,512,1465.95,21.796772,0.8881696164608002,692,1417216,0.0047103604,0.05595703,2690.901695251465,7.05139
1176.8182445699997,-0.0048744325,1419264,548,1481.39,14.756132,0.9008478820323944,693,1419264,0.0059084455,0.05317383,2694.899760723114,7.058387
1177.37558857,-0.0020758584,1421312,512,1481.39,20.278597,0.8876341208815575,694,1421312,0.0019065905,0.018554688,2698.6313893795013,7.0690026
1192.55259493,-0.00054076995,1423360,506,1496.91,20.368515,0.8910304456949234,695,1423360,0.001467267,0.012451172,2702.6247057914734,7.0705338
1207.48933949,-0.0026201766,1425408,490,1512.32,20.262676,0.888130247592926,696,1425408,0.001991972,0.018554688,2706.6686339378357,7.060871
1207.33477646,-0.003066412,1427456,514,1512.32,20.654102,0.8915703743696213,697,1427456,0.0032802757,0.036083985,2710.8448989391327,7.0617394
1206.34642274,-0.004106199,1429504,526,1512.32,20.661243,0.8890695720911026,698,1429504,0.0059768045,0.0815918,2714.825619459152,7.074361
1205.1461403300002,-0.0045370487,1431552,514,1512.32,20.222843,0.8876941427588463,699,1431552,0.0046723066,0.050878905,2718.7132329940796,7.0723786
1205.38853076,-0.0022565485,1433600,509,1512.32,20.341652,0.8964943960309029,700,1433600,0.003831011,0.04736328,2722.6943764686584,7.06465
1220.2817567400002,-0.0032520555,1435648,507,1527.83,19.7479,0.8902335837483406,701,1435648,0.004228967,0.04902344,2726.7198724746704,7.0616097
1222.25319371,-0.006352228,1437696,518,1530.93,31.303314,0.8723304271697998,702,1437696,0.0037441466,0.04082031,2730.7542474269867,7.063492
1237.4763346500001,-0.0019284475,1439744,508,1546.58,20.238466,0.8884867280721664,703,1439744,0.004972537,0.061914064,2734.7065720558167,7.062068
1252.9440800700002,2.900478e-05,1441792,515,1562.03,20.289461,0.8813653290271759,704,1441792,0.0022889015,0.020898437,2738.7315056324005,7.053829
1268.22532968,-0.0010020884,1443840,517,1576.83,19.963587,0.8853063732385635,705,1443840,0.0018024752,0.016503906,2742.70454955101,7.0553026
1268.57052015,-0.0016058022,1445888,509,1576.83,20.260263,0.8751465380191803,706,1445888,0.002486273,0.026123047,2746.6648190021515,7.052104
1284.38737162,-0.0014230132,1447936,509,1591.93,20.132256,0.8687839806079865,707,1447936,0.0020130617,0.021582032,2750.682846546173,7.045192
1299.46505834,-0.0017939613,1449984,514,1606.53,19.900646,0.879017673432827,708,1449984,0.003865344,0.047753908,2754.705799341202,7.043226
1315.20369046,-0.0032788806,1452032,523,1622.14,20.293562,0.8713495582342148,709,1452032,0.0043444503,0.05053711,2758.683488368988,7.044961
1304.57242182,-0.00054300146,1454080,546,1612.34,18.035404,0.7864076942205429,710,1454080,0.0016591443,0.016455078,2762.598608970642,7.0396338
1307.3964901600002,-0.0056226957,1456128,571,1614.42,37.965405,0.7247262299060822,711,1456128,0.003429671,0.032226562,2766.349568605423,7.038035
1291.30442099,-0.0021687865,1458176,558,1595.53,16.723864,0.8010895699262619,712,1458176,0.0021802303,0.021337891,2769.9343526363373,7.0288534
1258.2391565699997,-0.0012286168,1460224,564,1566.22,21.094866,0.85517817735672,713,1460224,0.00077854964,0.0064453124,2773.599680662155,7.0115004
1273.57046385,-0.0015384891,1462272,516,1581.43,19.849825,0.8814157918095589,714,1462272,0.004107683,0.047314454,2777.230294942856,7.0102797
1258.3606777,-0.0016446861,1464320,530,1565.87,6.9657965,0.9710250422358513,715,1464320,0.0018457586,0.017822266,2781.1946341991425,7.0161085
1273.7879131900002,-0.00063593185,1466368,502,1581.35,19.548735,0.8700325340032578,716,1466368,0.0026517424,0.027392577,2785.054850578308,7.021023
1274.67115059,-0.00043902476,1468416,507,1581.35,19.705486,0.8697102069854736,717,1468416,0.004619049,0.05571289,2789.1288731098175,7.0293326
1289.5691487899999,-0.0039159465,1470464,509,1595.73,20.312525,0.872907429933548,718,1470464,0.0070891925,0.09335937,2793.1615793704987,7.03065
1257.74158094,-0.004618683,1472512,548,1561.91,39.284107,0.8548377156257629,719,1472512,0.005517635,0.046484374,2797.1796712875366,7.0303946
1256.62351504,-0.0030788465,1474560,559,1560.31,13.9072695,0.8801687806844711,720,1474560,0.0021453234,0.022900391,2800.9155502319336,7.0315847
1268.80627487,-0.002394708,1476608,510,1575.78,20.408665,0.872473880648613,721,1476608,0.00342981,0.03955078,2804.575272321701,7.02928
1269.3720453,-0.0032243673,1478656,517,1575.78,20.903332,0.877351276576519,722,1478656,0.005774417,0.07138672,2808.586899280548,7.0169306
1269.29234386,-0.0014852086,1480704,513,1575.78,19.973356,0.8744133561849594,723,1480704,0.0042364593,0.04941406,2812.5475256443024,7.0052543
1258.9862982000002,-0.0024369524,1482752,522,1560.24,27.107264,0.9021385535597801,724,1482752,0.0023156002,0.023730468,2816.536617040634,7.0206175
1259.01710397,-0.0031674248,1484800,517,1560.24,20.045925,0.8828678950667381,725,1484800,0.0064429184,0.087890625,2820.45463848114,7.0418634
1264.0779209500001,-0.0028616723,1486848,547,1560.24,25.844263,0.9015196710824966,726,1486848,0.0021561773,0.019873047,2824.4117925167084,7.0486894
1264.61909,2.0658026e-05,1488896,525,1560.24,20.342892,0.8705151081085205,727,1488896,0.0032341848,0.035205077,2828.153720140457,7.0614843
1264.7142210700001,-0.0014355432,1490944,497,1560.24,20.122019,0.8701239675283432,728,1490944,0.002870005,0.03022461,2832.0550904273987,7.0628138
1280.9393979000001,-0.0041764537,1492992,508,1576.58,20.066135,0.8777018040418625,729,1492992,0.0055539655,0.07119141,2836.1691484451294,7.0668015
