total_timesteps,fps,clipfrac,approxkl,n_updates,policy_entropy,serial_timesteps,policy_loss,value_loss,explained_variance,time_elapsed,ep_len_mean,ep_reward_mean
796672,607,0.025244141,0.0022051332,389,5.462911,796672,-0.0039086575,11.405054,0.8431083112955093,1413.3750808238983,1407.16,1072.1757005600002
798720,564,0.025537109,0.0024255514,390,5.4767227,798720,-0.0020622269,10.9362755,0.9408341459929943,1416.7462964057922,1425.2,1084.0545063600002
800768,588,0.019921875,0.0020519204,391,5.4789124,800768,-0.0023978802,25.508434,0.8281115293502808,1420.3768470287323,1406.97,1068.7679371400002
802816,560,0.03754883,0.003621922,392,5.4876075,802816,-0.0050636865,11.389166,0.9396074190735817,1423.8588409423828,1406.97,1063.1774381700002
804864,573,0.01508789,0.0016242588,393,5.504361,804864,-0.0008466987,20.856403,0.8306456655263901,1427.5104973316193,1406.97,1064.66212404
806912,580,0.029003907,0.0031477246,394,5.5051413,806912,-0.0031176256,16.395227,0.9371011555194855,1431.0797760486603,1404.33,1058.1273882999997
808960,550,0.055664062,0.004398025,395,5.509571,808960,-0.0013652903,19.54137,0.8690449744462967,1434.6082813739777,1404.33,1058.8369964899998
811008,588,0.021972656,0.0021957988,396,5.512173,811008,-0.0038339011,20.929173,0.8367424756288528,1438.329191684723,1404.33,1059.79860601
813056,578,0.037158202,0.005687604,397,5.5212016,813056,-0.008094762,12.84183,0.9282712563872337,1441.8126382827759,1404.33,1056.40333552
815104,577,0.029833984,0.0026515275,398,5.527976,815104,-0.003306163,20.39999,0.8758237585425377,1445.3547008037567,1404.33,1057.81831577
817152,572,0.014160156,0.001785193,399,5.527958,817152,-0.0022467342,20.52322,0.8750069066882133,1448.9037909507751,1404.33,1056.8378813699999
819200,561,0.016748047,0.0017924057,400,5.5321393,819200,-0.0023201504,20.14948,0.8826532810926437,1452.483369588852,1404.33,1056.5515376
821248,577,0.018017579,0.0018888976,401,5.5337453,821248,-0.0023958439,31.315756,0.8870509117841721,1456.1305694580078,1418.47,1071.1983965600002
823296,577,0.018066406,0.0019741603,402,5.52955,823296,-0.001992004,19.273722,0.8988261222839355,1459.676569223404,1418.47,1072.6441859000001
825344,586,0.02421875,0.0025102813,403,5.5443087,825344,-0.0015513424,14.762045,0.9351947903633118,1463.2235856056213,1407.31,1061.33083466
827392,569,0.045898438,0.0039728647,404,5.5546017,827392,-0.0047434783,23.066381,0.9215197637677193,1466.7163326740265,1424.51,1076.8982095
829440,562,0.029492188,0.0036760927,405,5.5604973,829440,-0.0046501043,29.114141,0.8962740823626518,1470.31321144104,1425.6,1078.70552713
831488,571,0.03413086,0.0033829398,406,5.5607047,831488,-0.0020808335,19.8049,0.8879081532359123,1473.9562442302704,1425.6,1079.45385353
833536,587,0.006982422,0.0008629321,407,5.552032,833536,-0.0019436581,10.32894,0.9373633489012718,1477.5434772968292,1412.28,1066.41909049
835584,564,0.025341798,0.0025599478,408,5.5455847,835584,-0.0011906327,20.041922,0.8883605748414993,1481.031396150589,1412.28,1065.97171559
837632,573,0.025195312,0.002447681,409,5.546164,837632,-0.0027313975,20.290775,0.8812451735138893,1484.6625564098358,1412.28,1067.89850767
839680,563,0.0171875,0.0021191838,410,5.554081,839680,-0.0030156118,19.963789,0.8878208175301552,1488.236798286438,1427.77,1081.4741627600001
841728,573,0.030371094,0.003016884,411,5.561776,841728,-0.0032062544,20.957504,0.8772242292761803,1491.8706374168396,1427.77,1085.5636848
843776,586,0.019726563,0.0022108206,412,5.5582356,843776,-0.0022646927,12.124132,0.9183372408151627,1495.44562125206,1443.26,1098.6275695799998
845824,577,0.038378906,0.0033316799,413,5.553609,845824,-0.004979518,26.32568,0.9024527296423912,1498.937637090683,1455.67,1110.0994423099999
847872,558,0.030517578,0.0029541128,414,5.5481896,847872,-0.002350634,19.994781,0.8836122304201126,1502.4861135482788,1459.69,1117.25501026
849920,592,0.026416015,0.0029046815,415,5.5352793,849920,0.0012323655,25.400238,0.8829055577516556,1506.157133102417,1443.13,1104.60021244
851968,604,0.040722657,0.0032432065,416,5.5333695,851968,-0.0034050054,21.224064,0.8233413249254227,1509.617336988449,1443.13,1100.9539851700001
854016,603,0.047802735,0.0039939242,417,5.5373626,854016,-0.0037475352,12.120473,0.7701033800840378,1513.0082235336304,1443.13,1100.5878281
856064,602,0.049609374,0.0045789336,418,5.5430574,856064,-0.0042016353,13.527583,0.8736911863088608,1516.4044425487518,1444.67,1099.31537608
858112,605,0.023144532,0.0025231354,419,5.536433,858112,-0.0028208997,13.479828,0.8965251371264458,1519.8042862415314,1452.9,1105.21650642
860160,580,0.04736328,0.003841748,420,5.5169463,860160,-0.0028272006,20.220188,0.8837267681956291,1523.188016653061,1452.9,1102.23383014
862208,577,0.06953125,0.005186077,421,5.522626,862208,-0.0052914564,19.634285,0.8741714060306549,1526.7176315784454,1452.9,1104.1478083499999
864256,618,0.031201173,0.002860998,422,5.5451035,864256,-0.0042860955,25.78807,0.7213000357151031,1530.2643492221832,1437.52,1089.75862627
866304,558,0.035498045,0.0031061068,423,5.5559893,866304,-0.0031165075,19.870476,0.8870382383465767,1533.5769882202148,1437.52,1089.8348826899999
868352,556,0.02602539,0.0030117282,424,5.5671434,868352,-0.0037631555,29.287601,0.8630647361278534,1537.2448964118958,1421.83,1077.6396273299997
870400,604,0.017773438,0.00180496,425,5.5770545,870400,-0.0033803608,15.299525,0.8968696594238281,1540.924706697464,1413.24,1066.54698891
872448,557,0.05625,0.0046362067,426,5.5812697,872448,-0.00306818,19.48539,0.8946863412857056,1544.3125004768372,1432.24,1083.9213427000002
874496,565,0.035546876,0.003526623,427,5.6080327,874496,-0.005211477,8.450331,0.9595670029520988,1547.9848277568817,1435.56,1085.4549639600002
876544,587,0.023339843,0.0023390935,428,5.627447,876544,-0.0022516802,35.567833,0.7825003415346146,1551.604813337326,1434.68,1086.2056695600002
878592,592,0.042871095,0.0041338345,429,5.636565,878592,-0.00487792,11.259756,0.730501115322113,1555.0940792560577,1453.6,1098.0653577300002
880640,601,0.032910157,0.0032912954,430,5.63898,880640,-0.0039692046,21.174654,0.7400860488414764,1558.5531792640686,1437.66,1077.0111741399999
882688,605,0.023876954,0.0021661788,431,5.6368284,882688,-0.005728024,10.998702,0.850972056388855,1561.9585363864899,1429.87,1072.72355302
884736,593,0.030810546,0.003768199,432,5.620057,884736,-0.0060396856,18.566097,0.9076798483729362,1565.344361782074,1446.18,1083.47092765
886784,581,0.032226562,0.0028492692,433,5.610091,886784,-0.0033182823,23.495575,0.9090500846505165,1568.7936799526215,1430.81,1068.21053063
888832,551,0.0203125,0.0020276706,434,5.630083,888832,-0.0011060915,24.6187,0.9082336574792862,1572.3189494609833,1415.37,1057.03731738
890880,607,0.022998046,0.0020167574,435,5.644906,890880,-0.0024959203,17.172916,0.8302373290061951,1576.0325725078583,1391.05,1034.01172846
892928,574,0.02084961,0.00214317,436,5.650752,892928,-0.0038883642,4.8604207,0.9773337487131357,1579.4057660102844,1375.62,1018.56355302
894976,585,0.043115236,0.0038266163,437,5.6532345,894976,-0.00669951,30.78721,0.8858935683965683,1582.9686379432678,1349.42,993.1026407700001
897024,571,0.053125,0.006572495,438,5.661676,897024,-0.0041413386,25.533169,0.9023321121931076,1586.4661915302277,1332.9,976.5055622300002
899072,562,0.025732422,0.0025038705,439,5.665832,899072,-0.004174036,18.86622,0.8938826695084572,1590.048420906067,1332.9,976.69494281
901120,611,0.014013672,0.0014988326,440,5.663429,901120,-0.0012387447,18.038124,0.8639731854200363,1593.6931402683258,1304.24,949.47505162
903168,565,0.061914064,0.0046759117,441,5.6653795,903168,-0.003966215,20.069738,0.8925898373126984,1597.0434668064117,1318.61,963.9637823300001
905216,587,0.021533202,0.00229539,442,5.658896,905216,-0.0025267033,21.618452,0.8786569535732269,1600.6652419567108,1334.22,977.48970118
907264,563,0.07148437,0.0054445937,443,5.6595473,907264,-0.004098318,20.020517,0.9105276092886925,1604.1531567573547,1350.13,993.0399457300002
909312,610,0.015625,0.0015626397,444,5.66812,909312,-0.0051011117,27.884329,0.7872566282749176,1607.787270784378,1344.93,986.9039655799997
911360,585,0.033203125,0.0030357346,445,5.680693,911360,-0.00446726,8.212915,0.9727841895073652,1611.141438484192,1346.46,987.6998727299999
913408,580,0.021533202,0.0024662886,446,5.681754,913408,-0.004270642,24.496857,0.9164624512195587,1614.6381044387817,1360.77,1002.1986763600001
915456,569,0.01171875,0.0014095522,447,5.673115,915456,-0.0017523324,21.137886,0.8805550634860992,1618.1696496009827,1374.79,1017.0898076200001
917504,561,0.047949217,0.00393292,448,5.6604915,917504,-0.0061932327,2.8333647,0.9831038545817137,1621.766986131668,1381.69,1022.3416478199999
919552,607,0.012304688,0.0013677109,449,5.6521597,919552,-0.002526816,20.938488,0.8787719234824181,1625.4135372638702,1353.74,994.3192284999999
921600,562,0.03300781,0.0028912104,450,5.6478577,921600,-0.002654949,19.94038,0.8884488940238953,1628.787656545639,1353.74,993.8516933899998
923648,552,0.06987305,0.005090828,451,5.641426,923648,-0.006551242,19.76334,0.8873173743486404,1632.4322304725647,1367.32,1007.6009457
925696,554,0.05356445,0.0042255605,452,5.637119,925696,-0.0028353455,19.60116,0.8767088279128075,1636.1369035243988,1382.59,1022.7529487799998
927744,571,0.057421874,0.0052808966,453,5.638388,927744,-0.0056541385,19.976109,0.8847348541021347,1639.8308992385864,1398.58,1038.70204113
929792,572,0.0171875,0.0015790671,454,5.6426926,929792,-0.0013407355,25.014734,0.8967585787177086,1643.4136865139008,1415.07,1052.92652127
931840,619,0.015966797,0.0015589538,455,5.6450396,931840,-0.0013252052,27.279129,0.7170394361019135,1646.9922184944153,1371.4,1009.89205171
933888,580,0.021728516,0.0020393967,456,5.6468935,933888,-0.0025363823,9.114439,0.9466051757335663,1650.2981684207916,1382.41,1019.80136098
935936,559,0.044970702,0.0038770312,457,5.644317,935936,-0.0025094748,19.742796,0.8940343111753464,1653.8254628181458,1382.41,1023.9597454600001
937984,566,0.05961914,0.005100319,458,5.6470838,937984,-0.0066030906,24.435368,0.9108783900737762,1657.484474182129,1385.35,1025.85561079
940032,571,0.020019531,0.0020480792,459,5.651293,940032,-0.0032846984,19.628231,0.8869867995381355,1661.1001880168915,1385.35,1030.13324136
942080,543,0.07695313,0.005761131,460,5.648707,942080,-0.004381996,18.737432,0.8772555217146873,1664.6882965564728,1385.35,1029.35518888
944128,574,0.07280274,0.0062742434,461,5.63284,944128,-0.0043766904,19.8728,0.8645630776882172,1668.4582567214966,1388.85,1036.26860086
946176,556,0.03413086,0.003103278,462,5.6113324,946176,-0.00097129017,19.051413,0.8758842870593071,1672.0255596637726,1404.38,1051.07138388
948224,608,0.027539063,0.0026714392,463,5.604417,948224,-0.0024252548,28.27116,0.7141857147216797,1675.7085094451904,1325.02,979.43616119
950272,620,0.019921875,0.001970438,464,5.6075954,950272,-0.0014898689,19.362839,0.774836927652359,1679.0763063430786,1294.3,950.4641566299998
952320,553,0.03310547,0.0032015308,465,5.6137834,952320,-0.0057685627,6.605072,0.9606608673930168,1682.3788907527924,1297.78,952.62558614
954368,613,0.0140625,0.0015473581,466,5.613843,954368,-0.0025535242,35.772713,0.733833909034729,1686.0808906555176,1278.15,935.7001034
956416,555,0.036132812,0.0034833096,467,5.6173887,956416,-0.0045530093,22.631735,0.8957077786326408,1689.4183633327484,1279.48,936.5357440800002
958464,606,0.024853516,0.002783954,468,5.632037,958464,-0.0036790192,17.97269,0.8269126266241074,1693.1050765514374,1242.74,903.23272352
960512,612,0.021923829,0.0020951056,469,5.640922,960512,-0.0014650116,22.64925,0.7315671145915985,1696.4855725765228,1163.02,832.1868865799999
962560,605,0.024658203,0.0023904887,470,5.6401453,962560,-0.003465198,23.6871,0.7129524946212769,1699.8291006088257,1114.7,787.95833793
964608,613,0.024658203,0.0022234449,471,5.637608,964608,-0.0027508067,16.351543,0.8254128992557526,1703.2112975120544,1071.69,757.3418307599999
966656,601,0.013916016,0.0014878296,472,5.643018,966656,-0.004705971,14.958017,0.9356684759259224,1706.5479996204376,1021.17,716.7368855700001
968704,566,0.04511719,0.0040640803,473,5.652911,968704,-0.007236047,27.662674,0.9134510233998299,1709.951401233673,1003.44,699.3025486099999
970752,619,0.026171874,0.0021836848,474,5.663974,970752,-0.0037981593,26.254822,0.7933120727539062,1713.5671293735504,978.32,678.36648388
972800,579,0.030322265,0.0026844232,475,5.668084,972800,-0.0034829534,7.098732,0.9783334583044052,1716.8735723495483,958.21,659.8548196799999
974848,602,0.008544922,0.0010352862,476,5.665264,974848,-0.0017737325,27.393839,0.8665514290332794,1720.4104914665222,943.03,655.1719724999999
976896,605,0.01665039,0.0015656657,477,5.66031,976896,-0.0010296368,19.403938,0.8489277213811874,1723.812257528305,920.4,639.61275084
978944,602,0.021142578,0.0019469548,478,5.6582904,978944,-0.001725483,12.257772,0.7713071256875992,1727.1983008384705,920.4,635.32054571
980992,597,0.022216797,0.0021946758,479,5.655536,980992,-0.000862497,17.203003,0.8530938476324081,1730.596033334732,935.77,645.52338259
983040,570,0.03413086,0.0031374365,480,5.648397,983040,-0.0037019614,30.024572,0.9114711061120033,1734.0240054130554,927.62,639.7950747
985088,604,0.048876952,0.0043298653,481,5.6378894,985088,-0.0068227,11.521031,0.8087495565414429,1737.6142928600311,944.14,650.92531578
987136,560,0.06347656,0.005306129,482,5.628144,987136,-0.0048082224,19.232506,0.8743266612291336,1741.0049698352814,959.57,665.91682078
989184,601,0.026464844,0.0023220882,483,5.6203284,989184,-0.0038456977,14.788908,0.9407257735729218,1744.6602911949158,941.98,649.5064545400002
991232,561,0.07651367,0.005979304,484,5.6254997,991232,-0.0011976644,18.871601,0.8830239176750183,1748.0667521953583,941.98,649.89146963
993280,565,0.057177734,0.004573332,485,5.6351776,993280,-0.004449536,18.539894,0.8940487429499626,1751.716295003891,958.5,665.89194658
995328,571,0.032958984,0.0029115896,486,5.6468806,995328,-0.0022656578,19.811707,0.888392984867096,1755.3415260314941,958.5,664.20194854
997376,566,0.05629883,0.004456557,487,5.639713,997376,-0.0031559174,19.41956,0.8803870603442192,1758.9251861572266,971.99,678.2616440200001
999424,562,0.03696289,0.0037984694,488,5.6323457,999424,-0.0037993025,22.94716,0.9079211205244064,1762.5443034172058,987.09,693.1575579500001
