approxkl,serial_timesteps,explained_variance,policy_entropy,n_updates,value_loss,fps,clipfrac,total_timesteps,policy_loss,time_elapsed,ep_reward_mean,ep_len_mean
0.004135251,702464,0.8759589493274689,4.473288,343,19.929342,363,0.050048828,702464,-0.0030716003,1562.511608839035,1084.97598862,1370.64
0.0030230337,704512,0.9318605959415436,4.467404,344,12.771763,423,0.03310547,704512,-0.0056675053,1568.14683842659,1062.09170382,1342.48
0.003426392,706560,0.8855139017105103,4.4722776,345,17.986998,377,0.036572266,706560,-0.005044976,1572.9837818145752,1068.50933907,1342.48
0.0017197262,708608,0.9136167541146278,4.4651423,346,24.02148,377,0.011523438,708608,-0.0021595038,1578.4023263454437,1068.8244672499998,1344.53
0.005745521,710656,0.8383489400148392,4.4587803,347,20.937412,378,0.08105469,710656,-0.001527047,1583.8344402313232,1067.98178412,1344.53
0.0051102163,712704,0.8688277006149292,4.452141,348,19.9247,386,0.061669923,712704,-0.0052370178,1589.2515482902527,1085.15035954,1362.04
0.0021961897,714752,0.8382623791694641,4.460074,349,9.533236,408,0.021337891,714752,-0.002959442,1594.5526921749115,1068.28483428,1345.57
0.0023366094,716800,0.7648395001888275,4.458815,350,18.878645,433,0.026367188,716800,-0.0038065854,1599.5615408420563,1062.6595393899997,1345.78
0.004297842,718848,0.8960038125514984,4.458005,351,13.587077,415,0.049951173,718848,-0.0032945678,1604.2859086990356,1039.6146925599999,1329.72
0.0033882186,720896,0.8732853829860687,4.457214,352,25.699993,389,0.034521483,720896,-0.0038008757,1609.2212352752686,1056.4230965000002,1346.47
0.007415776,722944,0.6792008876800537,4.4720535,353,8.749696,388,0.09697266,722944,-0.004413506,1614.4782350063324,1065.60819389,1360.88
0.0050083036,724992,0.9746856726706028,4.4784455,354,4.4376655,377,0.050683595,724992,-0.006939119,1619.7568514347076,1048.58009809,1343.63
0.0033251024,727040,0.8470156192779541,4.470145,355,52.653698,416,0.037646484,727040,-0.0069233826,1625.188937664032,1007.0057790200002,1295.98
0.004261781,729088,0.8670831024646759,4.4729776,356,20.36735,385,0.053613283,729088,-0.003471957,1630.1110227108002,1007.3843067400002,1295.98
0.0037152115,731136,0.9296237081289291,4.4804654,357,10.232217,382,0.045410156,731136,8.248016e-05,1635.4284420013428,1007.44654374,1295.98
0.0025666403,733184,0.8740357905626297,4.4867487,358,26.865627,400,0.025585938,733184,-0.0030808288,1640.7806193828583,1025.37758315,1314.07
0.0061611016,735232,0.8551483750343323,4.4947505,359,25.392467,400,0.079394534,735232,-0.0034662217,1645.8932569026947,1026.4848111599997,1305.76
0.0034245893,737280,0.8081763088703156,4.491151,360,20.193903,379,0.035595704,737280,-0.0021136394,1651.002173423767,1043.90821633,1323.28
0.0046102167,739328,0.864504411816597,4.478503,361,20.135649,380,0.053710938,739328,-0.0026782108,1656.3979966640472,1058.21446421,1337.81
0.004119673,741376,0.9393029436469078,4.4728184,362,18.77405,381,0.038720705,741376,-0.008853325,1661.7803282737732,1021.5878498099999,1283.02
0.0018369136,743424,0.8392653167247772,4.469996,363,20.381989,384,0.0146484375,743424,-0.0021444845,1667.1510653495789,1022.35478987,1283.02
0.0026059132,745472,0.8388815671205521,4.461425,364,20.189737,396,0.029248048,745472,-0.002099913,1672.4736106395721,1038.94939153,1300.05
0.0040833415,747520,0.5927167534828186,4.467923,365,16.173363,420,0.047216795,747520,-0.0052255793,1677.6402406692505,1015.5847113299997,1283.17
0.005381779,749568,0.5978778302669525,4.467668,366,8.46525,396,0.06391601,749568,-0.002819072,1682.5125534534454,1009.0879427499999,1283.17
0.005439184,751616,0.9651802815496922,4.4683275,367,5.454251,401,0.043066405,751616,-0.007968799,1687.6765072345734,999.1368176299999,1275.4
0.0022963053,753664,0.8923717513680458,4.467936,368,26.055447,399,0.021923829,753664,-0.002463533,1692.7757894992828,1001.8110494899998,1278.25
0.005566476,755712,0.8319833874702454,4.4623294,369,20.350115,394,0.070410155,755712,-0.0046272753,1697.9021472930908,1001.3661443999999,1278.25
0.005636542,757760,0.8164526671171188,4.4529433,370,20.011765,386,0.06577148,757760,-0.0038883213,1703.0970249176025,1014.4281764699997,1289.86
0.0016072951,759808,0.8794076442718506,4.4446473,371,21.344324,410,0.014697266,759808,-0.0013045014,1708.3905563354492,1028.1568135999999,1302.05
0.0026347656,761856,0.8787902817130089,4.4420447,372,28.44022,410,0.031982422,761856,-0.0031315002,1713.3792414665222,1027.5427549299998,1304.06
0.0042409017,763904,0.8740420341491699,4.439954,373,20.038246,387,0.042236328,763904,-0.0011829063,1718.37216258049,1027.69987464,1304.06
0.0034853234,765952,0.918394036591053,4.437953,374,22.636118,418,0.04082031,765952,-0.0034611442,1723.6573736667633,1028.44221849,1304.45
0.0033073805,768000,0.9652923457324505,4.4487977,375,9.834837,413,0.034179688,768000,-0.005949746,1728.5562672615051,1010.2665050499999,1285.99
0.0023661952,770048,0.8497032970190048,4.456006,376,20.205822,391,0.022460938,770048,-0.001096067,1733.5071918964386,1010.1045923799998,1285.99
0.0011538777,772096,0.8764168098568916,4.4488845,377,27.490398,407,0.009667968,772096,-0.0019264573,1738.7352905273438,1011.9527428999999,1286.4
0.004623009,774144,0.8625849634408951,4.461309,378,19.961054,399,0.057128906,774144,-0.0008947516,1743.7583003044128,1010.1254299199999,1286.4
0.003957142,776192,0.8790862113237381,4.4704647,379,20.421553,397,0.043896485,776192,-0.002991431,1748.8872818946838,1026.9109733799999,1304.0
0.0072946018,778240,0.83192078769207,4.4711847,380,20.83334,386,0.09375,778240,-0.006145171,1754.0464100837708,1026.80316078,1304.0
0.005829616,780288,0.8716252893209457,4.4711123,381,19.721699,399,0.058935545,780288,-0.0020095883,1759.3452439308167,1026.4276837300001,1304.0
0.004573296,782336,0.8184168934822083,4.4703817,382,20.42534,378,0.055908203,782336,-0.0052239737,1764.477455854416,1024.44613709,1304.0
0.002026025,784384,0.892706923186779,4.4545174,383,29.903301,390,0.019189453,784384,-0.0036577005,1769.8846099376678,1023.8771438899998,1302.07
0.0046362383,786432,0.8407918214797974,4.4540315,384,20.497236,401,0.058447264,786432,-0.0027222368,1775.1259725093842,1037.23993619,1315.24
0.0024010206,788480,0.7998144328594208,4.456828,385,20.023193,389,0.023291016,788480,-0.0022748564,1780.2235074043274,1037.34045029,1315.24
0.0031614383,790528,0.873491182923317,4.46557,386,20.542274,398,0.03491211,790528,-0.0015541352,1785.4857957363129,1053.55322891,1332.64
0.0023901071,792576,0.968902125954628,4.473633,387,5.144968,394,0.022607422,792576,-0.0034473531,1790.6285157203674,1053.05770751,1331.77
0.0026930526,794624,0.8770930990576744,4.497567,388,20.679678,385,0.028564453,794624,-0.00256994,1795.8195099830627,1054.8514976899999,1331.77
0.0050428836,796672,0.8444012105464935,4.512725,389,20.207203,402,0.0637207,796672,-0.002168886,1801.1303284168243,1069.72329583,1347.26
0.003064696,798720,0.8481173515319824,4.506765,390,20.163198,391,0.034326173,798720,-0.0025447083,1806.2222962379456,1086.36817524,1364.6
0.0019029279,800768,0.779374361038208,4.499076,391,20.255583,377,0.019189453,800768,-0.0013597605,1811.4604802131653,1086.4229141600001,1364.6
0.0027253476,802816,0.8200146406888962,4.4829187,392,28.84906,436,0.03017578,802816,-0.0031426076,1816.889261007309,1103.82521907,1381.86
0.0027789155,804864,0.9762198626995087,4.4831743,393,4.765349,414,0.028515626,804864,-0.0016212387,1821.5801413059235,1090.39558519,1368.55
0.0052900137,806912,0.7987451702356339,4.4802656,394,20.616238,377,0.0597168,806912,-0.0036359113,1826.515897512436,1092.1892652200002,1368.55
0.0038660131,808960,0.8121960908174515,4.4681396,395,19.849016,394,0.047607422,808960,-0.0023503243,1831.946121454239,1101.75775741,1370.41
0.001456933,811008,0.8618355840444565,4.463191,396,31.437592,434,0.01303711,811008,-0.0029813496,1837.143161535263,1073.23242092,1341.35
0.0029877345,813056,0.8733467757701874,4.4788847,397,19.644321,382,0.035205077,813056,-0.0030901483,1841.853429555893,1079.32396806,1341.35
0.0037883897,815104,0.9700901508331299,4.488794,398,4.748706,402,0.041064452,815104,-0.004707226,1847.2047901153564,1078.69605027,1339.23
0.002971806,817152,0.8306041210889816,4.4827895,399,19.513832,379,0.031396486,817152,-0.0035786678,1852.291223526001,1092.80258333,1352.23
0.004466706,819200,0.8453168720006943,4.475355,400,19.907658,384,0.05253906,819200,-0.003156693,1857.6879613399506,1095.57083175,1352.23
0.004761399,821248,0.8746792823076248,4.4681134,401,20.005547,405,0.050830077,821248,-0.0030960892,1863.0121886730194,1096.55088842,1352.23
0.0036580213,823296,0.8202600926160812,4.457467,402,19.453608,385,0.043164063,823296,-0.0045578685,1868.069169998169,1097.06247062,1352.23
0.0033598815,825344,0.8440512120723724,4.456509,403,20.49117,386,0.027050782,825344,-0.0005588511,1873.3804285526276,1111.62958381,1365.13
0.00550962,827392,0.8830223232507706,4.465413,404,10.135557,413,0.06738281,827392,-0.002443233,1878.6864960193634,1122.90801372,1382.18
0.0029865846,829440,0.8407603353261948,4.4755716,405,19.620659,384,0.03359375,829440,-0.003164344,1883.6440551280975,1139.96271761,1398.83
0.0029223957,831488,0.7764716744422913,4.471636,406,19.12824,376,0.02836914,831488,-5.1793562e-05,1888.9775228500366,1157.0218526,1415.9
0.0040683956,833536,0.8011178225278854,4.468034,407,18.560686,379,0.043847658,833536,-0.0027493269,1894.4220583438873,1156.9483240400002,1415.9
0.0037694233,835584,0.7564799338579178,4.468851,408,18.427273,384,0.042529296,835584,-0.0032577876,1899.819473028183,1173.92503368,1433.87
0.0046701813,837632,0.8320598155260086,4.4651527,409,17.86932,406,0.053466797,837632,-0.0025710866,1905.1516320705414,1174.3925170800003,1433.87
0.0039385105,839680,0.9026366621255875,4.4721265,410,9.762202,403,0.046533205,839680,-0.003673179,1910.1958134174347,1168.1681372400003,1433.87
0.0014189015,841728,0.8691322952508926,4.4741693,411,29.083942,397,0.012646484,841728,-0.002815764,1915.270276069641,1152.22623523,1417.15
0.0036109302,843776,0.839857429265976,4.4609365,412,19.792322,400,0.04350586,843776,-0.0026220703,1920.4250011444092,1167.8772844999999,1432.35
0.006775926,845824,0.8118559420108795,4.4428716,413,20.076603,372,0.08388672,845824,-0.005043271,1925.5424854755402,1168.4658551399998,1432.35
0.005592172,847872,0.8266455978155136,4.423561,414,20.171421,389,0.06704102,847872,-0.0031875495,1931.0447444915771,1182.69384592,1445.1
0.0028094114,849920,0.9563564285635948,4.4193764,415,5.8548307,389,0.024072265,849920,-0.0059724776,1936.2982370853424,1182.01722641,1443.76
0.004079926,851968,0.8636941462755203,4.412139,416,30.346416,379,0.046728514,851968,-0.0028573452,1941.557953119278,1166.30946152,1426.04
0.0021511293,854016,0.812055692076683,4.4106045,417,36.540863,451,0.0203125,854016,-0.0026400427,1946.9534413814545,1151.62746584,1410.08
0.0022378254,856064,0.9817386455833912,4.4122367,418,3.0689442,390,0.021777343,856064,-0.00455615,1951.4869873523712,1152.1074049400002,1410.16
0.0036139619,858112,0.7587834894657135,4.419669,419,20.237703,353,0.041308593,858112,-0.0028284008,1956.7282302379608,1158.6453019799999,1410.16
0.006171411,860160,0.8856761753559113,4.4287286,420,23.77563,384,0.055029295,860160,-0.0075247595,1962.5220081806183,1176.80635419,1428.81
0.0054579605,862208,0.7783238887786865,4.4272,421,22.616726,389,0.07197265,862208,-0.0050666328,1967.8439280986786,1183.38665973,1428.81
0.0023347735,864256,0.7412504553794861,4.4271746,422,20.179117,380,0.025195312,864256,-0.00072504365,1973.0962326526642,1198.72956904,1444.87
0.005685514,866304,0.7707663029432297,4.416762,423,20.311522,395,0.07368164,866304,-0.003910721,1978.486077785492,1199.41297372,1444.87
0.0045666946,868352,0.8683142215013504,4.408867,424,24.982176,413,0.05,868352,-0.0054766187,1983.6675412654877,1206.82203871,1446.32
0.0031608369,870400,0.8691614419221878,4.41617,425,33.92992,407,0.035839844,870400,-0.004393189,1988.6240997314453,1211.7707887,1452.22
0.0023658234,872448,0.9562041573226452,4.437863,426,12.863045,414,0.027978515,872448,-0.004923473,1993.6541481018066,1213.84699067,1456.34
0.0010785683,874496,0.8564790189266205,4.453154,427,32.204082,424,0.010302735,874496,-0.0018012658,1998.5928633213043,1217.303985,1461.09
0.005341937,876544,0.9402817524969578,4.4498286,428,6.2262177,394,0.027685547,876544,-0.0124289235,2003.4191212654114,1207.4511262499998,1444.9
0.003868422,878592,0.5466281473636627,4.4514103,429,25.409725,405,0.040039062,878592,-0.0036912493,2008.6117284297943,1204.74698483,1440.86
0.0022684643,880640,0.9215719178318977,4.4500976,430,11.826583,381,0.024560547,880640,-0.0028993725,2013.657619714737,1199.3646709500001,1440.86
0.0072093406,882688,0.8138346821069717,4.463241,431,19.746014,371,0.089697264,882688,-0.0055583557,2019.029881477356,1216.0124477,1458.26
0.0026008314,884736,0.863487720489502,4.4870834,432,20.616108,401,0.028759766,884736,-0.00307148,2024.5401043891907,1215.74192029,1458.26
0.0012173086,886784,0.8160446137189865,4.4945774,433,39.39781,449,0.010351563,886784,-0.0019834342,2029.6405501365662,1199.46178922,1443.72
0.002594637,888832,0.8029400706291199,4.501445,434,19.868336,380,0.028808594,888832,-0.0032264318,2034.1984181404114,1199.1473448,1443.72
0.007651777,890880,0.7959702908992767,4.502123,435,20.11396,391,0.09746094,890880,-0.0051619587,2039.5837070941925,1204.7485581,1443.72
0.0036773428,892928,0.8262999355792999,4.4963074,436,19.582088,390,0.041015625,892928,-0.0015884679,2044.8166046142578,1221.10432325,1460.6
0.002950557,894976,0.8068470656871796,4.492428,437,19.80407,379,0.02734375,894976,-0.0013725201,2050.0572578907013,1226.8754673600001,1460.6
0.0018865425,897024,0.8862155452370644,4.47597,438,23.928795,398,0.015673827,897024,-0.001878464,2055.4588255882263,1220.08657971,1450.48
0.0016894313,899072,0.9667928479611874,4.469654,439,9.573814,418,0.017480468,899072,-0.0033652547,2060.600638151169,1185.411349,1413.71
0.0019999342,901120,0.8803263679146767,4.455266,440,23.998693,388,0.01669922,901120,-0.0021627364,2065.49441075325,1170.1159885000002,1395.77
0.002546723,903168,0.9143797010183334,4.445776,441,26.238132,411,0.02758789,903168,-0.0023841069,2070.760495901108,1152.04556627,1375.12
0.0019453333,905216,0.8774144724011421,4.4457335,442,23.391544,396,0.017382812,905216,-0.0018755529,2075.7381114959717,1166.73867414,1387.23
0.004087152,907264,0.8012408912181854,4.4444127,443,19.538431,384,0.048193358,907264,-0.00115489,2080.8994483947754,1184.2602981700002,1404.81
0.006931712,909312,0.978318253532052,4.443162,444,3.7656791,394,0.03652344,909312,-0.0072577437,2086.2330322265625,1166.92574426,1386.91
0.0028979986,911360,0.8966730162501335,4.437033,445,22.890781,388,0.03276367,911360,-0.0020581204,2091.4249260425568,1165.7632076700002,1384.22
0.0037505203,913408,0.8124230802059174,4.430054,446,20.259544,404,0.041992188,913408,-0.005447731,2096.7034118175507,1167.43632126,1384.22
0.002450451,915456,0.8884301111102104,4.435429,447,25.82015,420,0.026953125,915456,-0.002949673,2101.7725570201874,1148.1663904900001,1367.13
0.0029699951,917504,0.8236184120178223,4.43938,448,20.147762,394,0.029052734,917504,-0.0017482883,2106.639413833618,1148.63127349,1367.13
0.0042444225,919552,0.924612820148468,4.440894,449,13.071666,398,0.05239258,919552,-0.0048019006,2111.8255071640015,1126.91707509,1348.87
0.003734279,921600,0.9095303937792778,4.4440513,450,26.475275,399,0.039794922,921600,-0.0051645664,2116.9713373184204,1129.3850001,1351.56
0.004385723,923648,0.8410470485687256,4.43781,451,22.248213,396,0.046826173,923648,-0.0044340407,2122.1029975414276,1128.27589385,1351.56
0.003030055,925696,0.8158848881721497,4.4240694,452,20.957268,390,0.02993164,925696,-0.0022842507,2127.2643761634827,1129.05301889,1351.56
0.002861707,927744,0.7941594272851944,4.417737,453,19.973787,413,0.03203125,927744,-0.0055486774,2132.505641937256,1118.42129171,1344.35
0.003541932,929792,0.8156819194555283,4.4214306,454,19.64327,389,0.03730469,929792,-0.0034089778,2137.458984851837,1119.90463482,1344.35
0.002598486,931840,0.8250233829021454,4.4251738,455,20.87843,438,0.029003907,931840,-0.0045555877,2142.71822142601,1066.53161001,1286.15
0.0044884565,933888,0.9063290953636169,4.4257946,456,10.676852,400,0.053369142,933888,-0.0026154532,2147.385493993759,1075.20323132,1299.46
0.003126324,935936,0.9066977798938751,4.425061,457,22.02763,406,0.031201173,935936,-0.003747649,2152.4968757629395,1059.22776056,1284.55
0.00236081,937984,0.8475527167320251,4.414434,458,6.211737,421,0.021826172,937984,-0.0025972272,2157.533120393753,1042.22482787,1267.79
0.0051968517,940032,0.9143671914935112,4.4179273,459,11.735913,398,0.046191406,940032,-0.0061375913,2162.3885984420776,1051.03263862,1281.94
0.008622142,942080,0.7644405961036682,4.4239044,460,20.138355,382,0.117333986,942080,-0.0059176697,2167.5250272750854,1066.65042832,1296.85
0.0041353228,944128,0.8142268359661102,4.4132924,461,20.009676,404,0.049560547,944128,-0.002822977,2172.8836641311646,1067.1641685,1296.85
0.003972744,946176,0.9056835472583771,4.410083,462,29.58131,437,0.043945312,946176,-0.004456614,2177.9494366645813,1020.8382980100001,1246.43
0.0036698058,948224,0.8203722536563873,4.4063387,463,19.027264,388,0.04145508,948224,-0.0019753638,2182.6307094097137,1021.6380210000002,1246.43
0.003482518,950272,0.9000814631581306,4.4063597,464,22.786175,404,0.041748047,950272,-0.0024586734,2187.9001824855804,1010.67010346,1229.28
0.00539667,952320,0.7641516625881195,4.4070854,465,20.488602,405,0.06914063,952320,-0.0053151385,2192.9648604393005,1010.8861036000001,1229.28
0.004149197,954368,0.9094737619161606,4.4023714,466,22.226713,405,0.045703124,954368,-0.0034816894,2198.016660451889,994.5770415000001,1212.35
0.0026356915,956416,0.971066290512681,4.4107246,467,3.812488,390,0.025,956416,-0.005464689,2203.0720846652985,977.9543459100001,1194.59
0.0041814772,958464,0.8350252658128738,4.4053106,468,20.812885,401,0.046533205,958464,-0.003637969,2208.315793991089,978.60957916,1194.59
0.0038981983,960512,0.9113260507583618,4.3964467,469,22.455223,412,0.04848633,960512,-0.0051702885,2213.412752866745,966.7566670499998,1177.38
0.0023590908,962560,0.8957131057977676,4.401449,470,32.408825,423,0.025488282,962560,-0.0049068113,2218.3728218078613,932.3987884600001,1143.3
0.004333892,964608,0.9009295329451561,4.4092216,471,22.196157,389,0.046582032,964608,-0.0070403637,2223.208246946335,933.2197953,1144.35
0.0036906325,966656,0.7614479809999466,4.4046702,472,20.168497,370,0.038232423,966656,-0.00410787,2228.465618133545,950.9243197399999,1162.07
0.0024128414,968704,0.8435040265321732,4.388101,473,20.659994,377,0.02446289,968704,-0.001655726,2233.9881188869476,950.35107763,1162.07
0.0036067222,970752,0.9518938064575195,4.3892508,474,7.9197235,397,0.038183592,970752,-0.004252451,2239.419492959976,949.9767069100001,1161.63
0.0020790526,972800,0.8053692728281021,4.383606,475,21.941092,375,0.020068359,972800,-0.003305555,2244.572875022888,967.36265814,1179.72
0.0031122866,974848,0.7933577746152878,4.365253,476,20.799694,414,0.029199218,974848,-0.001188929,2250.035383939743,982.7663143799999,1195.61
0.0026440127,976896,0.7804218679666519,4.353686,477,20.59219,391,0.026171874,976896,-0.0009544293,2254.9793648719788,999.1395627699999,1211.86
0.005724546,978944,0.7858162075281143,4.337388,478,20.341618,376,0.06665039,978944,-0.0035340134,2260.2100524902344,999.0744387999999,1211.86
0.0030049009,980992,0.8909334614872932,4.3227644,479,28.79899,432,0.029638672,980992,-0.004593327,2265.6538400650024,966.9418882000001,1178.89
0.0034883947,983040,0.9675693027675152,4.3227816,480,7.47309,419,0.028515626,983040,-0.006801578,2270.394106864929,934.06737975,1147.55
0.005341594,985088,0.8261460959911346,4.334313,481,20.21831,387,0.06723633,985088,-0.0037732758,2275.2786366939545,949.07875991,1163.48
0.0064608185,987136,0.9379213154315948,4.357786,482,9.48285,401,0.075927734,987136,-0.0042425706,2280.5588989257812,942.677922,1163.48
0.0034413666,989184,0.797343373298645,4.3730884,483,20.780865,404,0.040722657,989184,-0.0013473075,2285.6543464660645,959.4894593,1180.29
0.003015804,991232,0.8567192554473877,4.363566,484,20.403507,398,0.033496093,991232,-0.0029734257,2290.7154138088226,973.73003054,1194.69
0.0071580685,993280,0.8357144892215729,4.367023,485,20.098303,408,0.09760742,993280,-0.003715822,2295.8601133823395,988.8775110500002,1212.16
0.0032428626,995328,0.9060399979352951,4.368144,486,29.695242,419,0.037646484,995328,-0.0030496889,2300.8733460903168,988.1614360600001,1213.53
0.0051504998,997376,0.955802146345377,4.379965,487,4.174299,411,0.05678711,997376,-0.0064669647,2305.761295557022,985.5528428300001,1210.95
0.0020477367,999424,0.9235015511512756,4.3929834,488,15.034422,412,0.020214844,999424,-0.002857574,2310.740792274475,980.2004624599999,1213.22
