value_loss,time_elapsed,policy_entropy,total_timesteps,serial_timesteps,fps,explained_variance,policy_loss,clipfrac,approxkl,n_updates,ep_len_mean,ep_reward_mean
5.8632293,326.2267847061157,2.789103,151552,151552,486,0.9036656618118286,3.529573e-05,0.063964844,0.005834722,74,1224.01,738.7063861900001
17.217922,330.4334967136383,2.793628,153600,153600,437,0.8344360888004303,-0.0007197276,0.03359375,0.0032645664,75,1242.66,751.64113575
11.541865,335.1168384552002,2.7917671,155648,155648,463,0.8302320092916489,-0.0009035198,0.030859375,0.003212158,76,1242.66,752.1365306399998
9.518241,339.5386800765991,2.7843935,157696,157696,495,0.8655133098363876,-0.0047833943,0.052783202,0.0046313033,77,1260.86,764.9361115899999
18.465145,343.6708080768585,2.781566,159744,159744,500,0.8239745050668716,-0.0033692673,0.037060548,0.0035501276,78,1256.59,761.33429505
9.400415,347.7600746154785,2.7790246,161792,161792,493,0.872491180896759,-0.0016360584,0.06586914,0.0053826813,79,1274.66,774.0938822
10.096817,351.91198563575745,2.7735655,163840,163840,483,0.9029568508267403,-0.0044483817,0.033251952,0.0031133648,80,1270.43,771.8573437800001
8.825777,356.14457273483276,2.779192,165888,165888,501,0.8736584782600403,-0.0007040306,0.025927734,0.002630218,81,1288.65,785.0525370000001
6.1178503,360.22740387916565,2.7851682,167936,167936,484,0.927352175116539,-0.008884956,0.046484374,0.004018281,82,1298.64,791.4308513000001
18.861355,364.4532027244568,2.7953436,169984,169984,489,0.8513543158769608,-0.0013316859,0.049951173,0.004718703,83,1316.28,804.1909220699999
14.251099,368.6407849788666,2.7916481,172032,172032,466,0.8411204814910889,-0.0013488558,0.044287108,0.0039061673,84,1316.56,806.45085694
17.22369,373.0360267162323,2.7865233,174080,174080,442,0.8581379503011703,-0.0019090254,0.048779298,0.0043829298,85,1296.52,793.5195235299999
9.135614,377.66883635520935,2.7889767,176128,176128,442,0.8846030160784721,-0.004935478,0.042089842,0.0038049784,86,1287.08,787.4475547000001
16.942848,382.29590249061584,2.795734,178176,178176,445,0.8178725391626358,-0.0044254484,0.046875,0.0040235724,87,1284.1,786.7797162199998
11.421889,386.89822697639465,2.8069909,180224,180224,468,0.8904886543750763,-0.0058467267,0.05332031,0.0044640666,88,1270.02,777.57765303
5.0513506,391.2666983604431,2.816319,182272,182272,470,0.9355080351233482,-0.0064943517,0.064892575,0.00568346,89,1265.42,775.2097928999999
5.329888,395.61630511283875,2.8085449,184320,184320,480,0.9155493900179863,-0.0025346305,0.04951172,0.004516159,90,1258.81,770.9064399299999
15.639221,399.8781590461731,2.8167214,186368,186368,467,0.8667313903570175,-0.0017596334,0.04042969,0.003504249,91,1256.35,769.30879585
7.547258,404.2603716850281,2.8241572,188416,188416,448,0.8583941906690598,-0.0012256883,0.047509767,0.004060909,92,1256.35,769.60300607
14.36891,408.82876420021057,2.8137918,190464,190464,456,0.8702370524406433,-0.0016294161,0.04086914,0.0038107247,93,1238.53,756.6081131599998
11.264288,413.31828236579895,2.8181176,192512,192512,481,0.8827749863266945,-0.0034622434,0.03227539,0.0031514005,94,1233.2,753.1002144899998
10.373525,417.57627177238464,2.8214145,194560,194560,499,0.8854874074459076,-0.0014636649,0.043603517,0.003626782,95,1223.09,746.12100241
7.4998727,421.67769289016724,2.8188424,196608,196608,475,0.8879017233848572,-0.0039024185,0.04790039,0.004315428,96,1213.32,739.9296844699999
12.222975,425.98821806907654,2.8149,198656,198656,472,0.8010945618152618,-0.004965764,0.05859375,0.004846445,97,1231.5,752.48337872
11.113924,430.32532501220703,2.81775,200704,200704,464,0.8851514309644699,-0.0027770838,0.068359375,0.0066171573,98,1233.35,754.3540891199998
7.850503,434.73184394836426,2.8239906,202752,202752,484,0.8950675651431084,-0.001520668,0.042822264,0.0037602694,99,1230.92,753.0219043899998
18.871155,438.9626467227936,2.8327737,204800,204800,491,0.7915492802858353,-0.0016512139,0.031445313,0.0030111594,100,1258.8,772.6532034699999
6.098544,443.1284303665161,2.8410325,206848,206848,476,0.9045057371258736,-0.0029816716,0.07280274,0.006186331,101,1255.8,770.53812558
11.56791,447.4279856681824,2.8445678,208896,208896,477,0.8304020911455154,-0.003683697,0.042041015,0.0037146464,102,1258.59,772.8245081700001
6.66864,451.7188925743103,2.846605,210944,210944,464,0.9015919789671898,-0.0053102183,0.07099609,0.0057602506,103,1261.24,774.0944005100001
11.496443,456.1286268234253,2.849587,212992,212992,477,0.8430135101079941,-0.0042180587,0.0715332,0.0056166737,104,1272.4,782.6211351000001
12.956572,460.41653847694397,2.8492694,215040,215040,476,0.8158416152000427,-0.002135979,0.037158202,0.003485006,105,1278.59,787.5083283700001
14.942862,464.7142508029938,2.8478532,217088,217088,474,0.9011988714337349,-0.0014469207,0.04536133,0.004520905,106,1281.23,789.4208266599999
13.895327,469.02718448638916,2.8468106,219136,219136,450,0.8764582797884941,-0.003863731,0.048779298,0.004139458,107,1281.29,789.07901813
15.750414,473.5741093158722,2.8529649,221184,221184,452,0.8271785378456116,-0.0036235913,0.048876952,0.004852108,108,1263.25,776.14594269
14.011438,478.1041491031647,2.8537567,223232,223232,490,0.8301940560340881,-0.004870869,0.050927736,0.0042823954,109,1273.37,783.6842854800001
12.917749,482.2778432369232,2.854235,225280,225280,492,0.8395329117774963,-0.0034134542,0.039453126,0.0033955597,110,1273.37,783.1641725900001
13.459785,486.4402322769165,2.8593297,227328,227328,493,0.82072414457798,-0.0019518614,0.0362793,0.0031500072,111,1273.37,783.0442367999999
11.111491,490.5904109477997,2.8593998,229376,229376,442,0.8771209791302681,-0.0077142515,0.07163086,0.006327295,112,1291.33,795.7775801099998
9.322415,495.2219731807709,2.8517442,231424,231424,481,0.8771701604127884,-0.0032027154,0.058007814,0.0051938025,113,1309.28,808.4286006299997
9.160108,499.4750792980194,2.8407302,233472,233472,503,0.8622928857803345,-0.0013537698,0.07773437,0.006633109,114,1310.4,809.7893598699999
9.463076,503.5397186279297,2.8361278,235520,235520,495,0.8777851089835167,-0.00430602,0.06040039,0.0051123262,115,1310.4,810.75002352
9.100294,507.67168712615967,2.829126,237568,237568,495,0.9296720921993256,-0.0072645666,0.07529297,0.0066949734,116,1276.89,787.5718592999999
11.512438,511.80670499801636,2.8232925,239616,239616,465,0.8447413593530655,-0.0027024,0.038330078,0.003403314,117,1276.89,787.1601616399998
11.53705,516.2062478065491,2.8275862,241664,241664,463,0.8702857494354248,-0.0030096534,0.044873048,0.0039493656,118,1294.78,800.0218427999998
10.000635,520.6260914802551,2.8194337,243712,243712,481,0.8791104331612587,-0.003531163,0.07792969,0.0068555875,119,1294.78,800.8061308099999
13.381157,524.8794355392456,2.8079896,245760,245760,492,0.8086869716644287,-0.0011648488,0.038378906,0.0035097233,120,1299.17,804.1536455300001
14.279495,529.0351514816284,2.805221,247808,247808,477,0.8680859208106995,-0.004412274,0.04824219,0.0041417885,121,1298.88,804.1278770900001
14.129529,533.3212411403656,2.807844,249856,249856,462,0.8043727725744247,-0.0028322581,0.06708984,0.005639074,122,1298.88,804.3052053199999
10.345948,537.7519755363464,2.8069353,251904,251904,483,0.8613870739936829,-0.00449624,0.07709961,0.0058526136,123,1298.88,804.9148752200001
11.690088,541.9873654842377,2.7963574,253952,253952,494,0.8589716702699661,-0.005221627,0.055029295,0.004758437,124,1298.88,805.8542247900001
11.367888,546.1267287731171,2.7890823,256000,256000,441,0.8740207850933075,-0.0016178958,0.03754883,0.0034732488,125,1316.84,818.3891379499998
11.262335,550.7726635932922,2.8044012,258048,258048,477,0.8583171963691711,-0.003136058,0.0796875,0.007093006,126,1334.64,830.9573049899998
5.470071,555.0578918457031,2.8185043,260096,260096,482,0.9353622421622276,-0.0021463013,0.04663086,0.0042537036,127,1350.31,842.8107588
16.330006,559.3050928115845,2.8197198,262144,262144,478,0.8584090620279312,-0.0037661027,0.056933593,0.005346135,128,1335.6,832.9251510399997
10.704801,563.5856168270111,2.8153596,264192,264192,472,0.8863782286643982,-0.0026687947,0.056347657,0.004773828,129,1335.6,833.6947087099999
17.282507,567.9170815944672,2.81549,266240,266240,472,0.8695198148488998,-0.0026472243,0.031201173,0.0028817074,130,1338.2,835.85070778
9.542289,572.2528412342072,2.8196003,268288,268288,493,0.8762091025710106,-0.0040379884,0.054101564,0.00457556,131,1352.93,846.6910970199999
5.9986334,576.4016706943512,2.813994,270336,270336,492,0.9203586727380753,-0.0015859561,0.0440918,0.00392383,132,1352.14,845.5190496099999
6.3892984,580.5630433559418,2.8118014,272384,272384,493,0.9057740792632103,-0.0023737163,0.055419922,0.004515814,133,1347.79,842.03319954
12.665255,584.7102179527283,2.8157275,274432,274432,415,0.870426818728447,-0.0030991624,0.06333008,0.005329865,134,1365.59,855.3565000300001
18.443052,589.6371631622314,2.821987,276480,276480,424,0.7731936722993851,-0.0030935616,0.04506836,0.0038207683,135,1358.97,848.9881425400002
16.920153,594.4673998355865,2.831267,278528,278528,485,0.8217121809720993,-0.0032721807,0.045556642,0.004295372,136,1376.71,860.7983972700001
5.8264003,598.6848673820496,2.8334982,280576,280576,467,0.9231430217623711,-0.0020750077,0.038134765,0.003316662,137,1365.81,852.9678252700002
19.37849,603.0645768642426,2.8379426,282624,282624,455,0.8301875442266464,-0.006952946,0.061279297,0.0052771126,138,1368.95,854.4946318100001
15.573122,607.5607302188873,2.8396583,284672,284672,463,0.8306042850017548,-0.0037173405,0.06323242,0.0050825737,139,1369.01,854.09459013
13.893328,611.9842672348022,2.8427017,286720,286720,477,0.8466105163097382,-0.0036102354,0.047851562,0.004123145,140,1379.09,862.2726462699998
5.8923707,616.2697305679321,2.851015,288768,288768,508,0.9181840568780899,-0.0038046413,0.05722656,0.004788434,141,1381.22,863.6626346600001
7.0307198,620.299022436142,2.851018,290816,290816,488,0.8859007358551025,-0.0017392964,0.0578125,0.0054152953,142,1376.12,860.38486906
17.861301,624.4924118518829,2.8474946,292864,292864,480,0.8327641636133194,-0.005608727,0.057177734,0.0045811064,143,1382.83,865.58144287
5.341897,628.7518985271454,2.8508277,294912,294912,481,0.9329099357128143,-0.0073986785,0.07114258,0.0060369624,144,1375.26,860.24466428
14.005649,633.0062100887299,2.8491662,296960,296960,455,0.832926869392395,-0.0013090549,0.019433593,0.0021268975,145,1375.26,862.0530003199998
14.9962435,637.4985780715942,2.8467739,299008,299008,471,0.8587322235107422,-0.0011669032,0.025976563,0.0028003638,146,1385.12,869.9859023799999
15.949283,641.8399665355682,2.8508859,301056,301056,459,0.8271860182285309,-0.0064113056,0.0921875,0.007852671,147,1383.33,868.7383057000001
5.776699,646.2932436466217,2.8604114,303104,303104,459,0.9040055871009827,-0.0012475764,0.035546876,0.0032244492,148,1390.23,873.42560803
9.592688,650.7468194961548,2.878832,305152,305152,455,0.7836466431617737,-0.0034600652,0.07734375,0.0070221177,149,1390.23,871.95110886
16.21804,655.2455928325653,2.905241,307200,307200,439,0.7805915325880051,-0.004135917,0.06547852,0.0055958387,150,1384.75,866.9007002499998
5.773956,659.9084830284119,2.912704,309248,309248,456,0.897764578461647,-0.0053714556,0.03652344,0.0034929118,151,1390.42,870.3154360899998
11.356779,664.3938479423523,2.9291463,311296,311296,453,0.7407516837120056,-0.004067558,0.08081055,0.0069212853,152,1390.42,868.7692975799999
11.15776,668.9079225063324,2.9396064,313344,313344,447,0.7176368236541748,-0.0061600376,0.06333008,0.0056800325,153,1408.14,880.00001041
19.37001,673.4814832210541,2.9406576,315392,315392,468,0.7964277118444443,-0.0076816916,0.05649414,0.0044278274,154,1415.01,883.70966525
10.313482,677.8514094352722,2.9601445,317440,317440,468,0.7488758862018585,-0.0024333033,0.05415039,0.0044887676,155,1424.45,889.4685040700001
17.523111,682.2202467918396,2.9842114,319488,319488,407,0.7001419961452484,-0.0041620675,0.052441407,0.00437099,156,1409.75,877.4486382600002
10.304761,687.2522923946381,3.0061789,321536,321536,441,0.7516393959522247,-0.0031174687,0.068359375,0.005619384,157,1421.26,884.3855120200002
34.511204,691.887099981308,3.0165,323584,323584,473,0.6465900540351868,-0.004424828,0.02998047,0.002829528,158,1383.99,859.2121439899998
5.451339,696.212334394455,3.0182066,325632,325632,428,0.8747473657131195,-0.007822634,0.04863281,0.004109063,159,1379.99,856.7873092499999
14.1574955,700.9922535419464,3.0105321,327680,327680,443,0.5635938048362732,-0.004966424,0.036328126,0.0035521972,160,1379.99,855.09686696
32.486782,705.6112072467804,3.0001645,329728,329728,479,0.6504243314266205,-0.0031568944,0.031054687,0.0027208175,161,1368.54,846.37028462
12.926264,709.884167432785,3.0035906,331776,331776,472,0.8193086981773376,-0.0074211555,0.046728514,0.0039983103,162,1361.36,841.40501512
10.126648,714.2158422470093,3.0161688,333824,333824,428,0.6925541758537292,-0.004207572,0.068408206,0.0058940016,163,1371.13,847.3651209999999
17.314495,719.0006372928619,3.0252597,335872,335872,473,0.6980152130126953,-0.005030539,0.037744142,0.0033151996,164,1361.06,838.96188742
9.655054,723.3220555782318,3.03106,337920,337920,450,0.7336025536060333,-0.0033658058,0.05732422,0.004609083,165,1371.7,845.0023344400001
17.283401,727.8655910491943,3.0523129,339968,339968,438,0.6962211430072784,-0.00406142,0.054052733,0.0044249096,166,1365.13,838.5747426400001
8.503728,732.5413274765015,3.0692387,342016,342016,449,0.7645641267299652,-0.0039582225,0.066064455,0.005429917,167,1373.3,843.1384706
14.493177,737.0930750370026,3.0825057,344064,344064,500,0.834481880068779,-0.0015123151,0.0440918,0.0039116344,168,1348.57,825.7054530099999
9.80389,741.1815052032471,3.0965133,346112,346112,473,0.7108340263366699,-0.003997237,0.06914063,0.0064527085,169,1349.58,826.12094155
9.1347065,745.5094435214996,3.1033626,348160,348160,491,0.7666337490081787,-0.00417501,0.05805664,0.0050038686,170,1349.58,824.2923679299998
9.481293,749.6763782501221,3.1038413,350208,350208,483,0.8334371000528336,-0.005797686,0.06113281,0.0050893626,171,1349.58,823.3174182799999
10.145898,753.9148888587952,3.099543,352256,352256,514,0.8092662543058395,-0.0015475034,0.038330078,0.0035274648,172,1349.58,822.9175299199998
12.95857,757.8960094451904,3.0920076,354304,354304,466,0.8671038299798965,-0.0015612628,0.040039062,0.003619214,173,1352.13,825.7070109199999
21.007963,762.2872047424316,3.0866954,356352,356352,476,0.7617454379796982,-0.00044104905,0.02084961,0.0023542955,174,1350.81,824.27664519
25.076061,766.5831823348999,3.085056,358400,358400,477,0.7930414974689484,-0.0026001802,0.026708985,0.002534754,175,1289.12,781.05305309
6.6517286,770.8702869415283,3.0741863,360448,360448,422,0.8887744471430779,-0.004339831,0.036474608,0.0036395434,176,1279.52,773.72126479
5.2234793,775.7132737636566,3.0701685,362496,362496,395,0.9224542006850243,-0.0023478766,0.03339844,0.003187044,177,1272.77,769.27895595
13.39948,780.8903546333313,3.0765333,364544,364544,447,0.8582182228565216,-0.0029145135,0.038769532,0.0033065607,178,1275.05,770.9546138499999
25.449108,785.4663834571838,3.0865383,366592,366592,431,0.7657851725816727,-0.0062353634,0.05180664,0.004366355,179,1241.29,746.6658371399999
12.481396,790.2096116542816,3.0917428,368640,368640,478,0.8422874212265015,-0.005136921,0.04135742,0.0034299581,180,1220.69,731.2926210999999
5.764775,794.4932405948639,3.0928943,370688,370688,482,0.9105590283870697,-0.0022233205,0.030859375,0.002895912,181,1231.03,738.5267556700002
7.4854174,798.734808921814,3.0976765,372736,372736,485,0.867230087518692,-0.0042362893,0.042773437,0.0036959643,182,1227.72,735.7482407
11.949907,802.95583152771,3.111213,374784,374784,421,0.8673637211322784,-0.0023369151,0.043408204,0.0038162332,183,1206.93,720.7042347199999
15.932365,807.8201406002045,3.1167746,376832,376832,476,0.8529524803161621,-0.0047441055,0.04741211,0.004286828,184,1194.79,712.25754074
9.739975,812.1166973114014,3.123189,378880,378880,486,0.8865627348423004,-0.0041447375,0.038867187,0.0036525398,185,1169.17,692.2797058200001
30.07994,816.3287117481232,3.129415,380928,380928,476,0.8001910597085953,-0.0014558553,0.024609376,0.0023616143,186,1148.59,677.87091412
18.520367,820.6306519508362,3.1203644,382976,382976,458,0.8154567331075668,-0.0020718547,0.025292968,0.0024910197,187,1085.08,633.8992320899999
3.7057164,825.0974726676941,3.123342,385024,385024,407,0.9244728162884712,-0.0011548034,0.0625,0.0054459637,188,1086.99,635.1417674400001
17.695257,830.1241619586945,3.1284919,387072,387072,387,0.8435603082180023,-0.004682647,0.0546875,0.0049344553,189,1112.54,653.5962145
9.466692,835.4099612236023,3.1280835,389120,389120,397,0.9190535768866539,-0.0059693907,0.031542968,0.0030330222,190,1110.25,653.8861113
27.389486,840.5579187870026,3.1338804,391168,391168,421,0.6754530966281891,-0.0035615948,0.026611328,0.002578952,191,1090.51,642.40666712
14.089228,845.4212279319763,3.141667,393216,393216,467,0.8793714046478271,-0.0057110884,0.03364258,0.0031881456,192,1068.2,627.3924461700001
11.454536,849.8051357269287,3.144344,395264,395264,504,0.8713033497333527,-0.0038858862,0.038964845,0.0034253497,193,1060.84,622.75626828
8.998017,853.8667883872986,3.150716,397312,397312,433,0.7840742319822311,-0.0010043592,0.05415039,0.0048596077,194,1065.94,626.3326247
