value_loss,time_elapsed,policy_entropy,total_timesteps,serial_timesteps,fps,explained_variance,policy_loss,clipfrac,approxkl,n_updates,ep_len_mean,ep_reward_mean
5.590989,1740.1775209903717,3.7047324,800768,800768,474,0.9410382993519306,-0.0036677837,0.02319336,0.0022336221,391,1233.67,763.6932205399999
8.415083,1744.490282535553,3.7029521,802816,802816,462,0.9164928942918777,-0.0019958727,0.025878906,0.0027479853,392,1258.37,780.9634367900002
4.5336795,1748.9166769981384,3.7092423,804864,804864,452,0.9320790767669678,-0.0062574893,0.071875,0.006506005,393,1257.26,780.76568426
11.876824,1753.441560268402,3.7129433,806912,806912,465,0.7943100780248642,-0.006158584,0.076611325,0.0062951855,394,1275.17,792.01754389
9.852231,1757.8390381336212,3.7139835,808960,808960,458,0.8596209585666656,-0.0021503181,0.037646484,0.003224535,395,1293.07,804.51875002
13.763306,1762.305418252945,3.714753,811008,811008,468,0.8238909691572189,-0.0029145398,0.019824218,0.0020546746,396,1304.65,813.96286849
16.99805,1766.6752502918243,3.707936,813056,813056,441,0.802000105381012,-0.0065495335,0.071826175,0.0063532935,397,1305.93,817.19150676
11.868191,1771.3098454475403,3.7113361,815104,815104,470,0.8416223376989365,-0.0032063883,0.044189453,0.0041376804,398,1320.67,827.01491618
15.133822,1775.66468334198,3.7124627,817152,817152,449,0.8402035534381866,-0.0028024863,0.040039062,0.0034491005,399,1334.17,838.9293919100002
9.989681,1780.2180421352386,3.7087216,819200,819200,446,0.7876535356044769,-0.001912005,0.028466797,0.0026908002,400,1346.91,847.5794585399999
9.513029,1784.8096413612366,3.709118,821248,821248,448,0.8487756699323654,-0.00092511077,0.043310545,0.0040382585,401,1359.44,857.57649987
11.494989,1789.3718078136444,3.6982663,823296,823296,423,0.7379765510559082,-0.002376543,0.084375,0.0069534807,402,1377.19,868.9047153099999
20.53313,1794.2125115394592,3.6949646,825344,825344,459,0.797713041305542,-0.0040583583,0.048193358,0.004462874,403,1367.83,862.1540495700001
6.7313223,1798.6706116199493,3.7062964,827392,827392,431,0.9062374159693718,-0.0048689405,0.036035158,0.0030748125,404,1362.47,858.2620031999999
9.79352,1803.412618637085,3.7081254,829440,829440,415,0.7360502779483795,-0.003428176,0.063964844,0.005205679,405,1362.47,858.4836412099999
8.65372,1808.3402018547058,3.7012355,831488,831488,452,0.7559624016284943,-0.0018723458,0.04082031,0.0034607835,406,1380.32,869.86212486
9.796503,1812.8700847625732,3.6999161,833536,833536,468,0.8726085871458054,-0.0030010946,0.053222656,0.004626414,407,1398.41,881.0051024399999
14.837469,1817.2376306056976,3.71175,835584,835584,458,0.8458945602178574,-0.0020232785,0.036035158,0.0031147785,408,1403.92,885.7088305699998
10.955589,1821.701987028122,3.7178402,837632,837632,461,0.795026421546936,-0.0030371612,0.029638672,0.0027325265,409,1416.44,896.0238400699999
8.664929,1826.14178109169,3.7195404,839680,839680,460,0.771727055311203,-0.005095139,0.059814453,0.0049037687,410,1417.82,896.09881368
16.14317,1830.5862605571747,3.7220676,841728,841728,460,0.8066264688968658,-0.005313565,0.051611327,0.004537618,411,1422.42,899.2752828600002
12.99557,1835.0300736427307,3.729449,843776,843776,451,0.8945067599415779,-0.0018973916,0.046484374,0.004289262,412,1401.01,884.0251912800003
4.657525,1839.564636707306,3.7379088,845824,845824,454,0.9365580454468727,-0.004977876,0.045654297,0.004089273,413,1402.89,886.8690054700003
9.810901,1844.0687313079834,3.731898,847872,847872,447,0.8645128160715103,-0.0025926747,0.031396486,0.002845324,414,1413.76,894.8202518500002
10.782946,1848.6434636116028,3.7246106,849920,849920,442,0.8696567863225937,-0.002110477,0.038964845,0.0034667323,415,1415.65,896.9730127600001
16.092463,1853.2696166038513,3.7312627,851968,851968,451,0.807703047990799,-0.005076383,0.054736327,0.004847749,416,1401.3,888.80638446
12.499174,1857.809945821762,3.7305713,854016,854016,456,0.7121098935604095,-0.0015742199,0.05332031,0.0046024765,417,1419.29,900.32180712
13.358595,1862.2965471744537,3.7190526,856064,856064,429,0.839157298207283,-0.0041107433,0.04296875,0.003606829,418,1424.37,904.9614320700001
12.683754,1867.0651400089264,3.712078,858112,858112,459,0.7926013022661209,-0.0014304842,0.030859375,0.0030573097,419,1436.04,913.2329909900001
10.828987,1871.5186660289764,3.70065,860160,860160,460,0.8639252483844757,-0.0030222195,0.024316406,0.0026401307,420,1436.04,914.4240985500002
4.134175,1875.968237400055,3.6919188,862208,862208,455,0.9507014267146587,-0.003772936,0.04868164,0.004484712,421,1440.79,918.54517677
16.60812,1880.460307598114,3.686866,864256,864256,427,0.874407947063446,-0.0028951545,0.033203125,0.0032278472,422,1434.69,915.46958319
9.596289,1885.2547597885132,3.6930718,866304,866304,436,0.8148795664310455,-0.0033386964,0.07724609,0.006401679,423,1445.36,924.37822929
10.796447,1889.9498388767242,3.703818,868352,868352,453,0.7563440203666687,-0.001482545,0.07216797,0.006449281,424,1445.36,924.03086682
9.771938,1894.4706802368164,3.713923,870400,870400,474,0.7911895364522934,-0.0031662486,0.064453125,0.005307468,425,1458.74,932.7567488600002
10.836565,1898.7875306606293,3.7313275,872448,872448,444,0.7452789545059204,-0.006157079,0.084423825,0.0072519137,426,1466.0,937.1503884900001
9.67906,1903.396240234375,3.7461782,874496,874496,461,0.8520020395517349,-0.002405043,0.027783204,0.0026082047,427,1466.0,935.4111932800001
12.2089815,1907.829847574234,3.74783,876544,876544,458,0.8643699735403061,-0.005408018,0.058789063,0.004931121,428,1462.92,933.07586546
11.089387,1912.3006219863892,3.7535424,878592,878592,463,0.8839295655488968,-0.0028455541,0.028515626,0.0027961251,429,1456.73,928.5159267000001
10.693932,1916.7168827056885,3.7622223,880640,880640,470,0.8584103286266327,-0.007524424,0.05239258,0.004262603,430,1456.73,929.3144303700001
4.9008102,1921.0731406211853,3.7644494,882688,882688,467,0.9544114544987679,-0.006765066,0.046191406,0.0043559913,431,1453.27,927.68876437
9.31798,1925.4542140960693,3.763909,884736,884736,483,0.8899725899100304,-0.004596092,0.04423828,0.0038280473,432,1453.27,927.6056580899999
11.408607,1929.6911442279816,3.7627048,886784,886784,463,0.8817495703697205,-0.006343941,0.08852539,0.0065205246,433,1453.27,929.21674851
11.338032,1934.1128635406494,3.7733257,888832,888832,428,0.9020171985030174,-0.003776506,0.05805664,0.004816648,434,1461.14,936.4422968700002
11.757106,1938.8895230293274,3.7879002,890880,890880,431,0.7788579314947128,-0.002329139,0.09785156,0.00824744,435,1461.14,935.5349841199999
10.801905,1943.6325387954712,3.7934673,892928,892928,438,0.7553084939718246,-0.0023956483,0.07358398,0.006571997,436,1461.14,935.1237506000001
8.6504545,1948.308296918869,3.7989051,894976,894976,450,0.8344672322273254,-0.0063901506,0.06123047,0.0054966514,437,1446.39,924.4879988399998
11.359919,1952.85471200943,3.7914677,897024,897024,469,0.8412292301654816,-0.0055984547,0.027685547,0.0029042272,438,1455.83,930.7555796699999
17.336329,1957.2169797420502,3.786242,899072,899072,450,0.8126677125692368,-0.005622397,0.03618164,0.0032540616,439,1461.18,934.5731758599999
15.945145,1961.7661559581757,3.786673,901120,901120,431,0.8190034776926041,-0.0033822928,0.026367188,0.0026065619,440,1438.36,917.6204167599999
11.766169,1966.5106036663055,3.7832348,903168,903168,453,0.8974128812551498,-0.0047367914,0.043945312,0.0039753546,441,1438.56,917.92842403
11.561302,1971.0265259742737,3.7821083,905216,905216,454,0.7793706804513931,-0.0019063915,0.01689453,0.001856537,442,1438.56,916.8455774800001
7.4473696,1975.52880525589,3.7790866,907264,907264,459,0.8631161451339722,-0.0024991522,0.024902344,0.0025876155,443,1424.33,906.16384166
11.503175,1979.9857449531555,3.7835793,909312,909312,470,0.809600219130516,-0.0046720826,0.07324219,0.0065082437,444,1424.33,905.4017612199999
14.575964,1984.3381526470184,3.7876477,911360,911360,485,0.8538412004709244,-0.003577381,0.04194336,0.0037908354,445,1427.31,906.8540792299999
4.4446177,1988.5549352169037,3.7789474,913408,913408,463,0.949060071259737,-0.004464014,0.039892577,0.0036883012,446,1433.1,911.7807604899999
13.173917,1992.9740204811096,3.767181,915456,915456,480,0.7752348035573959,-0.0017802333,0.024560547,0.0025608984,447,1433.1,911.7393081399999
12.336584,1997.2403602600098,3.7673786,917504,917504,461,0.8706849962472916,-0.0036551144,0.030859375,0.0027211406,448,1440.04,916.6778805999999
10.508707,2001.6822686195374,3.7557118,919552,919552,435,0.8944355174899101,-0.005071583,0.09233399,0.0077404887,449,1440.04,917.44322415
5.305336,2006.3823609352112,3.7597365,921600,921600,430,0.9354869350790977,-0.003360904,0.028710937,0.00284337,450,1434.77,913.8615882199999
11.589165,2011.1389088630676,3.7858524,923648,923648,437,0.7524408996105194,-0.0046055997,0.072021484,0.006135247,451,1443.77,918.6886001300002
16.369854,2015.8240144252777,3.7931552,925696,925696,443,0.8452417850494385,-0.006736183,0.04550781,0.0039095776,452,1438.23,914.3260375800002
12.432839,2020.446776151657,3.793129,927744,927744,479,0.7112405598163605,-0.003028438,0.078027345,0.006620828,453,1448.74,921.4102276200002
8.363943,2024.717248916626,3.8015285,929792,929792,424,0.8259032219648361,-0.0034131587,0.041796874,0.0036160492,454,1463.6,931.3301273700001
4.720746,2029.545268535614,3.802232,931840,931840,468,0.9355413541197777,-0.0052426844,0.042919923,0.0037466225,455,1458.91,926.9365385
14.352354,2033.915402173996,3.8016782,933888,933888,441,0.8731263130903244,-0.0023186337,0.028173828,0.0026162174,456,1466.2,932.54605376
11.488715,2038.551245689392,3.803657,935936,935936,413,0.7318024635314941,-0.0073132813,0.08066406,0.006834677,457,1480.01,941.32934771
4.9058924,2043.507021188736,3.8091125,937984,937984,444,0.9338019117712975,-0.0034545518,0.032958984,0.003262153,458,1481.59,942.16076423
20.206585,2048.114104747772,3.8192916,940032,940032,479,0.7769935727119446,-0.007825517,0.05703125,0.0046396893,459,1497.71,954.4050755300002
4.3759966,2052.388849258423,3.8222904,942080,942080,479,0.9435412995517254,-0.0034410555,0.033984374,0.0032212413,460,1501.86,957.2202465800001
11.396177,2056.6590893268585,3.8309543,944128,944128,424,0.7186454832553864,-0.0030083312,0.09609375,0.008178722,461,1515.84,966.1834026200002
9.399275,2061.4846172332764,3.8479047,946176,946176,407,0.7774208635091782,-0.0018020095,0.05908203,0.0050469013,462,1525.14,971.8924604000001
16.308357,2066.5060687065125,3.8600273,948224,948224,427,0.8093464821577072,-0.0036429826,0.028515626,0.0026734245,463,1538.58,981.4024323000002
11.331684,2071.2958970069885,3.8674254,950272,950272,428,0.8946218267083168,-0.0047978,0.033203125,0.003508519,464,1530.05,973.6951418400001
14.31069,2076.07830119133,3.8677075,952320,952320,448,0.8486749231815338,-0.0032896376,0.024658203,0.002700793,465,1525.21,970.2705106600001
10.765838,2080.6445491313934,3.8578675,954368,954368,421,0.8626532107591629,-0.0031725795,0.01171875,0.0014036956,466,1513.2,961.29491809
7.149602,2085.509462594986,3.8494384,956416,956416,457,0.9043686389923096,-0.0033572935,0.031591795,0.003007003,467,1515.59,962.36644377
12.982603,2089.9880361557007,3.8566403,958464,958464,446,0.8511838316917419,-0.0034217958,0.031542968,0.0025830662,468,1506.66,957.5388406499999
9.752934,2094.573559522629,3.8738093,960512,960512,470,0.916636623442173,-0.00453334,0.037890624,0.0035172205,469,1473.73,931.9928515900001
14.651102,2098.9293599128723,3.8791108,962560,962560,431,0.7785795032978058,-0.006465619,0.045214843,0.0045786784,470,1456.89,917.76315346
15.990517,2103.6744384765625,3.8918347,964608,964608,438,0.7770415097475052,-0.0059360866,0.040234376,0.0035088486,471,1418.17,890.7209568700001
16.535809,2108.346377134323,3.8995087,966656,966656,349,0.7834221571683884,-0.002859647,0.042675782,0.0047185654,472,1408.45,882.7936456099998
13.594089,2114.2059280872345,3.899997,968704,968704,397,0.8312106728553772,-0.0044160197,0.032177735,0.0030669884,473,1344.2,839.1099647600001
19.673437,2119.3555777072906,3.9097195,970752,970752,464,0.6952188909053802,-0.0053979633,0.04921875,0.0044067097,474,1297.24,805.5565013099999
16.060139,2123.7663419246674,3.914517,972800,972800,434,0.7992021888494492,-0.0036599715,0.04116211,0.003465614,475,1310.21,815.6422177000001
13.649862,2128.481985807419,3.9086514,974848,974848,464,0.7972527742385864,-0.0017505304,0.01508789,0.0015528091,476,1323.81,826.67213291
3.957887,2132.890900373459,3.910976,976896,976896,401,0.9405120275914669,-0.0049518384,0.04121094,0.0035670337,477,1326.8,828.90506142
14.998548,2137.99737739563,3.9084766,978944,978944,428,0.7532006651163101,-0.0012663427,0.015820313,0.0018985712,478,1319.51,821.6524346900001
8.558791,2142.7816965579987,3.8969288,980992,980992,455,0.8598310202360153,-0.0029135305,0.044287108,0.003936167,479,1313.85,816.7535886900001
4.2120104,2147.273467540741,3.8857536,983040,983040,466,0.9250464141368866,-0.005296901,0.044287108,0.0037445233,480,1310.41,814.0063298199999
12.31774,2151.664365053177,3.887607,985088,985088,461,0.8537818342447281,-0.006120305,0.04121094,0.0036092408,481,1317.88,820.1224515699998
11.647192,2156.106607437134,3.891747,987136,987136,448,0.8396817147731781,-0.0047518956,0.038378906,0.0034846806,482,1289.77,799.2398736599998
7.9293394,2160.6756706237793,3.8902225,989184,989184,416,0.8758532702922821,-0.0041817543,0.05239258,0.00423704,483,1289.77,798.06553963
19.765057,2165.5940120220184,3.896304,991232,991232,404,0.8546125441789627,-0.005472624,0.051660158,0.005107656,484,1282.5,792.62746563
7.768369,2170.6534950733185,3.9122157,993280,993280,370,0.9326003193855286,-0.003934155,0.027294923,0.0028072281,485,1261.95,777.73535838
6.3459206,2176.187093734741,3.916637,995328,995328,449,0.9398469366133213,-0.003262865,0.022949219,0.0023404672,486,1229.18,756.11399932
9.726943,2180.7411398887634,3.9206371,997376,997376,446,0.8493477553129196,-0.0013966856,0.06333008,0.0052634254,487,1229.18,757.2959065999999
11.636052,2185.3317787647247,3.922591,999424,999424,418,0.7941468209028244,-0.0052407677,0.042626955,0.0038157043,488,1233.83,760.5007076499999
