total_timesteps,approxkl,n_updates,ep_len_mean,serial_timesteps,policy_entropy,clipfrac,policy_loss,value_loss,time_elapsed,fps,explained_variance,ep_reward_mean
788480,0.0016224459,385,2049.0,788480,3.2450676,0.013232422,-0.0004915529,19.93098,1397.682951927185,549,0.0002504587173461914,2034.1093909800004
790528,0.0017684291,386,2049.0,790528,3.2509322,0.009716797,-1.2752915e-05,19.945215,1401.4134647846222,545,-0.00047278404235839844,2034.10823229
792576,0.0023174535,387,2049.0,792576,3.2473817,0.020654297,0.00030194348,19.701561,1405.1720554828644,548,0.011428236961364746,2034.0706936100003
794624,0.0021771365,388,2049.0,794624,3.2528553,0.018359374,0.00010849561,19.74633,1408.9070415496826,555,-0.013130664825439453,2033.9862759900002
796672,0.0040158955,389,2049.0,796672,3.258894,0.045214843,0.00017600552,19.554264,1412.5926733016968,557,0.00732344388961792,2033.95581822
798720,0.0038289216,390,2049.0,798720,3.2588093,0.042578124,-0.0019366366,19.670832,1416.2676060199738,556,-0.00027108192443847656,2033.93191752
800768,0.00300896,391,2049.0,800768,3.2658882,0.028320312,-0.0017320085,19.49728,1419.9476385116577,557,0.0076506733894348145,2033.8718788400004
802816,0.004012391,392,2049.0,802816,3.2755458,0.04526367,-0.0025018405,19.175556,1423.6221125125885,556,0.02262800931930542,2033.69514377
804864,0.0065024914,393,2049.0,804864,3.282823,0.0925293,-0.0040943325,19.055492,1427.3060739040375,546,0.01839369535446167,2033.51940301
806912,0.0035921496,394,2049.0,806912,3.293134,0.036865234,-0.0005643709,18.716047,1431.0559463500977,537,0.017494916915893555,2033.3460043199998
808960,0.003039934,395,2049.0,808960,3.3202217,0.026708985,-0.00047737273,18.16631,1434.8672277927399,540,0.07692956924438477,2033.1722621499998
811008,0.0026825957,396,2049.0,811008,3.326374,0.023974609,-0.0010426402,18.61161,1438.6604573726654,525,0.04609864950180054,2033.1215577699998
813056,0.006671497,397,2049.0,813056,3.3252227,0.091357425,-0.0027992916,18.539526,1442.5574350357056,556,0.08815491199493408,2033.0544599799998
815104,0.0027870615,398,2049.0,815104,3.3274887,0.026904296,-0.00011037639,18.277788,1446.2364721298218,550,0.10844671726226807,2033.0266733500002
817152,0.0011255011,399,2049.0,817152,3.3273559,0.0052734376,0.00038675073,19.802788,1449.9570167064667,569,-0.006538033485412598,2033.1328617600002
819200,0.0024882497,400,2049.0,819200,3.3367581,0.027197266,-0.00081666664,19.825502,1453.5526096820831,546,0.0018423795700073242,2033.2525708800001
821248,0.0027080413,401,2049.0,821248,3.3505566,0.029736329,-0.0006602668,19.512913,1457.3045327663422,554,0.021269023418426514,2033.3398453300001
823296,0.0023882545,402,2049.0,823296,3.3508143,0.019970704,2.806557e-05,19.632639,1460.9969866275787,541,0.0024077296257019043,2033.29426002
825344,0.0032669767,403,2049.0,825344,3.3573747,0.036132812,-0.0009978304,19.603626,1464.7786440849304,535,0.008791565895080566,2033.26132875
827392,0.002580298,404,2049.0,827392,3.3754692,0.028271485,0.00060056045,19.470676,1468.602251291275,556,-0.00890350341796875,2033.10363355
829440,0.0045360294,405,2049.0,829440,3.37929,0.054541014,-0.001140369,19.758366,1472.2853014469147,558,-0.004267334938049316,2033.0599476199998
831488,0.0031824629,406,2049.0,831488,3.3898616,0.036572266,-0.00082664064,19.27489,1475.9544160366058,550,0.02593255043029785,2032.9538244100002
833536,0.004250559,407,2049.0,833536,3.3882065,0.05239258,-0.0014497731,19.657377,1479.6787221431732,558,-0.0017366409301757812,2032.7980637100002
835584,0.0029425125,408,2049.0,835584,3.394518,0.029150391,-0.0023858245,19.234077,1483.3483681678772,571,0.014998078346252441,2032.6522075100002
837632,0.0021430159,409,2049.0,837632,3.4009488,0.017333984,-0.00031503564,19.051954,1486.9339830875397,554,0.028632402420043945,2032.53523505
839680,0.001977319,410,2049.0,839680,3.4000773,0.013769532,-2.8835715e-05,18.901869,1490.6295948028564,553,0.03860527276992798,2032.37418111
841728,0.002633314,411,2049.0,841728,3.4024513,0.02631836,0.0006767285,18.483807,1494.3278901576996,547,0.0668497085571289,2032.15278364
843776,0.0031744395,412,2049.0,843776,3.4089248,0.03334961,-0.001836303,18.304745,1498.0714266300201,555,0.11411488056182861,2031.90411666
845824,0.0018933329,413,2049.0,845824,3.4082782,0.011474609,0.00093577633,19.203327,1501.7598247528076,563,0.03184700012207031,2031.72078962
847872,0.008014465,414,2049.0,847872,3.4041393,0.108789064,-0.0066088224,18.225286,1505.3919212818146,561,0.10272330045700073,2031.5385306399999
849920,0.0037881434,415,2049.0,849920,3.4113364,0.04248047,-0.0007245663,19.862213,1509.0414600372314,547,0.00342637300491333,2031.4502044099997
851968,0.0028569372,416,2049.0,851968,3.412508,0.022949219,0.00049486785,19.712599,1512.7802107334137,565,0.018809139728546143,2031.3732663700002
854016,0.0029874223,417,2049.0,854016,3.4019241,0.029541016,0.00048788084,20.091265,1516.4027545452118,544,-0.007663607597351074,2031.2741622
856064,0.003238142,418,2049.0,856064,3.3958137,0.03793945,-3.76662e-05,19.981943,1520.163491010666,550,0.0036658048629760742,2031.24559926
858112,0.0023129755,419,2049.0,858112,3.4017615,0.02084961,-0.0009664392,19.88183,1523.8836631774902,552,0.006546616554260254,2031.13227433
860160,0.0025899108,420,2049.0,860160,3.4045918,0.026367188,-0.00071115093,19.635746,1527.5930306911469,551,0.027629077434539795,2031.01719304
862208,0.0023246934,421,2049.0,862208,3.4014535,0.02216797,-0.00089737604,19.943592,1531.3098893165588,555,0.01585477590560913,2030.9800755899998
864256,0.0041375277,422,2049.0,864256,3.3992183,0.049121093,-0.0015028039,19.900316,1534.997920513153,570,0.014336764812469482,2030.9680519599997
866304,0.002730903,423,2049.0,866304,3.4089253,0.026757812,-0.00088122656,20.334827,1538.5892100334167,551,0.0024605989456176758,2031.0498997299999
868352,0.003722407,424,2049.0,868352,3.421362,0.041308593,-0.0016460149,20.40473,1542.3024740219116,552,0.002593994140625,2031.13386476
870400,0.004008892,425,2049.0,870400,3.4324207,0.04824219,-1.1187605e-05,20.30285,1546.0100152492523,566,-0.0001461505889892578,2031.1146376200004
872448,0.0026936557,426,2049.0,872448,3.4394467,0.023974609,-0.0013554202,20.307709,1549.6269264221191,538,-0.00029969215393066406,2031.1461066700003
874496,0.004314121,427,2049.0,874496,3.444674,0.045654297,0.0003689622,20.213095,1553.4290976524353,556,0.0023851990699768066,2031.16139979
876544,0.0017745048,428,2049.0,876544,3.4440625,0.013867187,-0.0004401823,20.394444,1557.1089270114899,553,-0.009614229202270508,2031.1962558199998
878592,0.0023312229,429,2049.0,878592,3.4532974,0.020361328,-2.9193214e-05,20.234997,1560.813220024109,545,0.0016704201698303223,2031.20378064
880640,0.004774172,430,2049.0,880640,3.4523816,0.05419922,-0.00060058164,20.189205,1564.566436290741,560,0.0024566054344177246,2031.2028639500004
882688,0.005998859,431,2049.0,882688,3.4482772,0.07954101,-0.0027961405,20.301426,1568.2242240905762,544,-0.003710150718688965,2031.15208305
884736,0.0041346205,432,2049.0,884736,3.4486194,0.05258789,-0.0012301133,20.298267,1571.9848544597626,559,-0.004851937294006348,2031.1220427699998
886784,0.0038429976,433,2049.0,886784,3.4454448,0.041796874,-0.0021379576,20.20658,1575.6481161117554,555,-0.0018481016159057617,2030.9890265099998
888832,0.0007117562,434,2049.0,888832,3.453801,0.0044921874,0.00033671074,20.122612,1579.335326910019,564,-5.5789947509765625e-05,2030.8878092
890880,0.0020813833,435,2049.0,890880,3.4648387,0.017382812,0.0007581522,19.9869,1582.967458486557,537,0.007264375686645508,2030.8551613500001
892928,0.0014320957,436,2049.0,892928,3.4779785,0.011572266,-0.00059078215,20.141914,1586.780642747879,546,-0.004442572593688965,2030.7888331699996
894976,0.002058658,437,2049.0,894976,3.4905746,0.012744141,-0.00021753283,20.07004,1590.5301015377045,556,-0.003955245018005371,2030.7446873599997
897024,0.003401333,438,2049.0,897024,3.4847603,0.029296875,-0.00058802805,20.00552,1594.209900856018,547,-0.00012218952178955078,2030.6569418
899072,0.0021977976,439,2049.0,899072,3.4769719,0.015917968,-7.1708535e-05,19.998241,1597.9518551826477,544,0.0012941956520080566,2030.57559665
901120,0.0014801288,440,2049.0,901120,3.4803925,0.0068359375,-0.0003368834,20.053112,1601.7141506671906,552,0.0011075139045715332,2030.5873663200002
903168,0.0025230325,441,2049.0,903168,3.4824264,0.02211914,-0.0009880906,20.053598,1605.4224154949188,555,0.001576840877532959,2030.59454746
905216,0.0038337826,442,2049.0,905216,3.4833465,0.04321289,-0.0020789704,20.139774,1609.1099588871002,558,-0.013770222663879395,2030.57940189
907264,0.0041462528,443,2049.0,907264,3.482825,0.04975586,-0.0012387291,19.976915,1612.7772953510284,550,0.0038701891899108887,2030.5466678000003
909312,0.0018684969,444,2049.0,909312,3.4904327,0.01665039,-0.0006878998,20.008808,1616.4971313476562,541,0.0035254359245300293,2030.5702783300003
911360,0.005501312,445,2049.0,911360,3.4978886,0.068115234,-0.0013539593,20.116978,1620.2798202037811,544,0.006434977054595947,2030.5543333400003
913408,0.006975636,446,2049.0,913408,3.4882774,0.08208008,-0.007128203,17.969908,1624.0410072803497,549,0.1511426568031311,2030.5432533300002
915456,0.0042177523,447,2049.0,915456,3.4799995,0.043310545,-0.0028803828,19.882084,1627.771402835846,558,0.015152513980865479,2030.54150576
917504,0.00411134,448,2049.0,917504,3.4825375,0.050341796,-0.0013389473,20.286507,1631.4411659240723,551,-0.031537771224975586,2030.5754420200005
919552,0.010194505,449,2049.0,919552,3.4924827,0.13828126,-0.0050233533,20.202772,1635.1525783538818,554,0.0011881589889526367,2030.6590440600003
921600,0.0034829336,450,2049.0,921600,3.5024943,0.039453126,-0.0017982319,20.239094,1638.8456346988678,554,0.0037249326705932617,2030.6249739200002
923648,0.0030400772,451,2049.0,923648,3.51646,0.033154298,-0.0007096857,20.205748,1642.5417759418488,536,0.003791213035583496,2030.6331184500002
925696,0.005288916,452,2049.0,925696,3.5224106,0.07070313,-0.0015212898,20.287867,1646.360247373581,555,-0.0018541812896728516,2030.5892386
927744,0.0039357888,453,2049.0,927744,3.5379086,0.046289064,-0.0005119507,20.223827,1650.0462846755981,561,-0.0009065866470336914,2030.5411823400002
929792,0.0046702856,454,2049.0,929792,3.5636837,0.054980468,-0.0015191216,20.122326,1653.6951274871826,552,0.0031263232231140137,2030.63464623
931840,0.0046480345,455,2049.0,931840,3.5720024,0.058007814,-0.002264392,20.183216,1657.405063867569,566,0.00032085180282592773,2030.7390956200002
933888,0.0035093748,456,2049.0,933888,3.5727718,0.039501954,-0.0016148749,20.171032,1661.0209279060364,542,0.003327310085296631,2030.8994518200002
935936,0.0031325526,457,2049.0,935936,3.5755413,0.0328125,-0.0017511484,20.157223,1664.7982444763184,550,-0.0015201568603515625,2031.0368088
937984,0.001777197,458,2049.0,937984,3.5777612,0.012744141,0.0008274492,20.12388,1668.5222842693329,542,1.8298625946044922e-05,2031.1477492300003
940032,0.0052248104,459,2049.0,940032,3.5632186,0.055078126,-0.0060204556,0.00084533467,1672.296460866928,536,0.6500604450702667,2031.1477492300003
942080,0.0044707498,460,2049.0,942080,3.5329087,0.045947265,-0.0037630382,2.3528824,1676.1116144657135,542,0.0017927289009094238,2031.31105282
944128,0.003096368,461,2049.0,944128,3.5275745,0.030664062,-0.0031504724,4.4343424,1679.886634349823,544,0.002049565315246582,2031.3811496900005
946176,0.003638647,462,2049.0,946176,3.5312405,0.0340332,-0.0028643743,6.2933245,1683.6463294029236,549,0.001416921615600586,2031.4105441800004
948224,0.0019221567,463,2049.0,948224,3.5209155,0.0125,-0.0013249667,7.9425497,1687.372596502304,538,0.0010294914245605469,2031.4723999200003
950272,0.0018504465,464,2049.0,950272,3.5101733,0.012744141,-0.0006338272,9.414791,1691.177670955658,556,-0.0005018711090087891,2031.4863259300002
952320,0.0029532355,465,2049.0,952320,3.516185,0.032421876,-0.0019265169,10.687371,1694.8583300113678,542,-0.0006428956985473633,2031.5577378199998
954368,0.004005178,466,2049.0,954368,3.5237622,0.0418457,-0.002851232,11.743711,1698.6376860141754,546,0.0031241178512573242,2031.5741621099996
956416,0.004055629,467,2049.0,956416,3.5150745,0.038867187,-0.0035189763,12.820017,1702.3826615810394,550,-0.0017737150192260742,2031.67911291
958464,0.0043530418,468,2049.0,958464,3.497799,0.04536133,-0.0034776796,13.690077,1706.101062297821,550,-0.00020170211791992188,2031.69877504
960512,0.0029404466,469,2049.0,960512,3.4841003,0.02470703,-0.0012905766,14.466761,1709.8192856311798,541,-0.0002554655075073242,2031.71656338
962560,0.0031152167,470,2049.0,962560,3.4721608,0.029345702,-0.0026128627,15.133229,1713.5993556976318,539,0.0010001063346862793,2031.75005566
964608,0.005910953,471,2049.0,964608,3.4624858,0.072216794,-0.0020853737,15.72455,1717.3961186408997,543,0.003115355968475342,2031.8580504399997
966656,0.00242094,472,2049.0,966656,3.4574573,0.0234375,-0.0013731602,16.26247,1721.1640417575836,541,0.005115389823913574,2031.92809642
968704,0.0027712525,473,2049.0,968704,3.4526932,0.025439452,-0.000762557,16.820187,1724.9495038986206,536,0.0035879015922546387,2032.006568
970752,0.0024755877,474,2049.0,970752,3.4426117,0.020654297,-0.0007726132,17.313734,1728.7691383361816,541,-0.0005804300308227539,2032.0918032099999
972800,0.0022051025,475,2049.0,972800,3.4415944,0.019091796,-0.00060730416,17.634445,1732.550020456314,534,3.039836883544922e-05,2032.2047454699998
974848,0.0020981417,476,2049.0,974848,3.435065,0.015478516,-0.0004093622,17.936787,1736.3808054924011,540,-0.0011072158813476562,2032.3624230599996
976896,0.004161449,477,2049.0,976896,3.430385,0.044970702,-0.0013679089,18.239391,1740.1696763038635,495,-0.001873016357421875,2032.5225299299998
978944,0.001812288,478,2049.0,978944,3.4230657,0.01225586,0.0006633218,18.379322,1744.3047573566437,526,0.002977728843688965,2032.5856146699994
980992,0.0025817854,479,2049.0,980992,3.408313,0.021337891,0.00015917125,18.664375,1748.1982572078705,520,0.0008382201194763184,2032.7318411099998
983040,0.004061206,480,2049.0,983040,3.4048162,0.041894533,-0.002112943,18.835297,1752.1344695091248,524,-0.0020287036895751953,2032.8234075499997
985088,0.0036176324,481,2049.0,985088,3.4011142,0.036865234,-0.0010372493,18.85882,1756.036964893341,535,0.00529026985168457,2033.0179421599998
987136,0.0038110863,482,2049.0,987136,3.3986912,0.040771484,-0.0013777062,19.048992,1759.859941959381,549,0.00034946203231811523,2033.1436671300003
989184,0.003061649,483,2049.0,989184,3.398695,0.03251953,-5.4532808e-05,19.035393,1763.5852382183075,526,-0.008440732955932617,2033.3042847799998
991232,0.005900783,484,2049.0,991232,3.395822,0.073876955,-0.0019698092,19.089615,1767.4796404838562,522,-0.0016760826110839844,2033.4162911500002
993280,0.004977918,485,2049.0,993280,3.3974419,0.058691405,-0.001368782,18.975277,1771.40207529068,526,0.004316508769989014,2033.47492958
995328,0.0061190384,486,2049.0,995328,3.404309,0.07993164,-0.0039009836,18.997087,1775.2936084270477,531,-0.00421750545501709,2033.4513317400001
997376,0.0054258974,487,2049.0,997376,3.3947225,0.0647461,-0.0024368898,18.934536,1779.149833202362,548,-0.0019799470901489258,2033.3742005299998
999424,0.005749587,488,2049.0,999424,3.3924034,0.07133789,-0.0014431356,18.643177,1782.8814737796783,545,0.018790125846862793,2033.29170893
