policy_loss,fps,total_timesteps,clipfrac,n_updates,approxkl,time_elapsed,policy_entropy,serial_timesteps,value_loss,explained_variance,ep_reward_mean,ep_len_mean
-0.0020244431,100,63488,0.01328125,31,0.0014668073,459.7682240009308,4.622028,63488,15.799721,0.8645189255475998,693.7007399577464,891.1408450704225
-0.0048625013,97,65536,0.018066406,32,0.0018487977,480.24840688705444,4.6209803,65536,19.351084,0.8731593042612076,662.3783459736843,859.6052631578947
-0.006350173,106,67584,0.03354492,33,0.0028736568,501.26892280578613,4.621558,67584,17.877598,0.8472640365362167,640.6979272125,838.5
-0.004164719,175,69632,0.042333983,34,0.0039805495,520.4432971477509,4.6252513,69632,3.8562622,0.9807054698467255,631.9705363536585,830.560975609756
-0.0047177384,92,71680,0.03881836,35,0.0035533006,532.1191940307617,4.62449,71680,14.270353,0.9235231801867485,621.766125586207,820.5057471264367
-0.00014898788,150,73728,0.05234375,36,0.008630691,554.3794741630554,4.6501684,73728,7.0887575,0.9625317640602589,612.395953258427,810.4494382022472
-0.0031982318,105,75776,0.022998046,37,0.0022247513,567.9777193069458,4.670526,75776,19.526325,0.8590116798877716,612.1600659032258,811.4516129032259
-0.0065507055,178,77824,0.117041014,38,0.008893893,587.3091621398926,4.6672873,77824,2.2596345,0.9707675166428089,607.2830514042553,806.1382978723404
-0.0037580081,137,79872,0.029394532,39,0.0027722241,598.7951948642731,4.656315,79872,8.413093,0.9463429376482964,619.1132140729167,819.8333333333334
-0.0038704567,174,81920,0.04423828,40,0.004204465,613.7118859291077,4.643008,81920,3.3385212,0.9718333352357149,621.5660014948454,823.4329896907217
-0.0038985997,202,83968,0.030371094,41,0.003165792,625.4308562278748,4.61806,83968,2.6334817,0.9638879299163818,633.2639687959183,835.9285714285714
