total_timesteps,serial_timesteps,fps,approxkl,n_updates,ep_reward_mean,time_elapsed,explained_variance,policy_entropy,clipfrac,ep_len_mean,value_loss,policy_loss
780288,780288,518,0.0032355965,381,2024.7026611,1480.5248348712921,0.018526315689086914,3.655671,0.034228515,2049.0,18.665903,-0.0005611296
782336,782336,525,0.005404054,382,2024.25421343,1484.4748902320862,0.016989171504974365,3.6580105,0.068408206,2049.0,18.657272,-0.0036574446
784384,784384,506,0.0028851393,383,2023.78950751,1488.3758919239044,0.020986437797546387,3.6644015,0.028955078,2049.0,18.629158,-0.002089947
786432,786432,497,0.0030897474,384,2023.28876791,1492.4168810844421,0.008183717727661133,3.666139,0.029101562,2049.0,18.869093,-0.001185749
788480,788480,514,0.0045034876,385,2022.6979550900003,1496.533857345581,-0.021602511405944824,3.676052,0.057373047,2049.0,19.082516,-0.0023889705
790528,790528,487,0.0019611514,386,2022.14374093,1500.5183408260345,0.03530150651931763,3.6856303,0.01875,2049.0,18.809052,-0.0019119851
792576,792576,385,0.004042425,387,2021.5868726799997,1504.718522310257,-0.07284724712371826,3.690044,0.0453125,2049.0,19.84309,-0.0020923049
794624,794624,459,0.001892987,388,2021.0741762399996,1510.0315284729004,0.009499847888946533,3.700536,0.017871093,2049.0,19.147755,-0.0014772145
796672,796672,494,0.0017678326,389,2020.5795902899997,1514.4890139102936,-0.004350066184997559,3.7171142,0.017675782,2049.0,19.243336,-0.00028519338
798720,798720,487,0.0015131833,390,2020.1137366899995,1518.6295039653778,-0.01202547550201416,3.734003,0.013330078,2049.0,19.626835,-2.5619875e-05
800768,800768,518,0.0021934372,391,2019.6753497099999,1522.8335077762604,0.05313771963119507,3.7453823,0.021191407,2049.0,18.720406,-0.00044603078
802816,802816,513,0.001473682,392,2019.2356550200002,1526.7869100570679,0.06704819202423096,3.758559,0.012402344,2049.0,18.499634,0.0003002284
804864,804864,501,0.0033110012,393,2018.76562925,1530.7739355564117,0.02895897626876831,3.7661273,0.038330078,2049.0,18.901407,-0.0016371983
806912,806912,510,0.005109206,394,2018.3156826299999,1534.8569829463959,0.06376457214355469,3.7660384,0.062060546,2049.0,18.775398,-0.0024353494
808960,808960,525,0.0035328984,395,2017.86556651,1538.8674275875092,0.08141952753067017,3.764408,0.03540039,2049.0,18.614346,-0.0039141444
811008,811008,531,0.003113627,396,2017.4638875500002,1542.7657673358917,0.048252880573272705,3.7656658,0.034814455,2049.0,18.81802,-0.0012274487
813056,813056,531,0.004372644,397,2017.12056786,1546.623287677765,-0.0012096166610717773,3.7736878,0.056591798,2049.0,19.2563,-0.0029116648
815104,815104,521,0.006114562,398,2016.83608746,1550.4780547618866,0.014777898788452148,3.7827308,0.08017578,2049.0,19.055025,-0.0038423568
817152,817152,518,0.006161636,399,2016.5371589600002,1554.4050929546356,0.12902820110321045,3.797086,0.07416992,2049.0,17.967224,-0.005242741
819200,819200,501,0.0012969751,400,2016.21312757,1558.3529760837555,0.07295900583267212,3.8062172,0.010205078,2049.0,18.77094,-0.0001860464
821248,821248,508,0.0051092906,401,2015.90003354,1562.4381680488586,0.055784404277801514,3.8116765,0.06845703,2049.0,18.88162,-0.0034295234
823296,823296,515,0.002231675,402,2015.6195432499999,1566.4663534164429,0.06931984424591064,3.8199902,0.024560547,2049.0,18.749922,-0.0007342404
825344,825344,508,0.004195816,403,2015.37082044,1570.438546180725,-0.026534318923950195,3.8450131,0.047802735,2049.0,19.895092,-0.0018716315
827392,827392,504,0.002489745,404,2015.17957615,1574.4633412361145,0.0203859806060791,3.857505,0.024609376,2049.0,19.515526,-0.0019565017
829440,829440,513,0.0027529714,405,2014.76640308,1578.5204327106476,-0.008775472640991211,3.8635182,0.029833984,2049.0,19.87267,-0.00070629036
831488,831488,527,0.0026794295,406,2014.66031631,1582.5085263252258,-0.006263136863708496,3.8805287,0.031396486,2049.0,19.81068,-0.0025796797
833536,833536,519,0.0034539413,407,2014.50904775,1586.392811536789,0.06792813539505005,3.8974113,0.041503906,2049.0,19.117865,-0.002528261
835584,835584,514,0.001960802,408,2014.4768020000001,1590.337131023407,-0.006875514984130859,3.893128,0.016992187,2049.0,19.939344,-0.0012190981
837632,837632,517,0.0014643853,409,2014.4938665500001,1594.3164541721344,0.011762022972106934,3.887135,0.0126953125,2049.0,19.769682,0.00013398001
839680,839680,519,0.0010083196,410,2014.5315239799997,1598.2728955745697,0.015646636486053467,3.8972263,0.0069335937,2049.0,19.732542,-0.00046824678
841728,841728,516,0.0036337357,411,2014.58071882,1602.216777086258,-0.016724467277526855,3.9010854,0.043554686,2049.0,20.11237,-0.0017876985
843776,843776,528,0.0014572478,412,2014.5856912600002,1606.1838645935059,0.0031739473342895508,3.910787,0.012939453,2049.0,19.906704,-0.00083091145
845824,845824,521,0.002069648,413,2014.56305885,1610.0588891506195,0.013339817523956299,3.9238772,0.019238282,2049.0,19.775785,-0.0013413663
847872,847872,526,0.004966113,414,2014.5159669300006,1613.9886519908905,-0.008291840553283691,3.9327736,0.06088867,2049.0,19.880322,-0.004375125
849920,849920,530,0.003293166,415,2014.4097547500005,1617.8826551437378,0.018727540969848633,3.937931,0.03461914,2049.0,19.689945,0.00054718385
851968,851968,527,0.0017250829,416,2014.3241502,1621.7468194961548,-0.0027669668197631836,3.9458046,0.0147949215,2049.0,19.981121,-0.0016170787
854016,854016,531,0.0012060872,417,2014.25066901,1625.630474805832,0.01254814863204956,3.9535763,0.008837891,2049.0,19.857058,-0.00018665529
856064,856064,525,0.0046316283,418,2014.2155294099998,1629.4859673976898,0.10204625129699707,3.9785447,0.053271484,2049.0,18.945745,-0.0038384623
858112,858112,520,0.0021524127,419,2014.2271391999998,1633.3877584934235,-0.0034502744674682617,3.9987926,0.020166015,2049.0,20.22572,-0.00079898286
860160,860160,524,0.0025780504,420,2014.1346295599997,1637.3270184993744,-0.012604832649230957,3.999213,0.030029297,2049.0,20.261642,-0.0018489531
862208,862208,520,0.0076268846,421,2014.0814614300002,1641.2313685417175,0.0163571834564209,4.013402,0.096875,2049.0,19.952662,-0.0036763786
864256,864256,513,0.0037851047,422,2014.01083702,1645.1642196178436,-0.0026706457138061523,4.0240664,0.043896485,2049.0,20.191942,-0.0019163737
866304,866304,481,0.0029750345,423,2013.9908386800003,1649.1524159908295,-0.0028188228607177734,4.024974,0.026416015,2049.0,20.203331,0.0002445381
868352,868352,444,0.0028936884,424,2013.9547068800002,1653.4040389060974,-0.002039194107055664,4.023337,0.028466797,2049.0,20.134106,-0.001288096
870400,870400,473,0.0018677829,425,2013.93592749,1658.0116164684296,0.004949033260345459,4.032334,0.016308594,2049.0,20.012043,-0.0009722207
872448,872448,472,0.0025422268,426,2013.9141133500002,1662.3352105617523,0.01409381628036499,4.0488963,0.021484375,2049.0,19.938587,-0.00058959605
874496,874496,539,0.0047430783,427,2013.87192095,1666.6671221256256,0.015935838222503662,4.0484304,0.056640625,2049.0,19.985813,-0.0042389496
876544,876544,537,0.0030380848,428,2013.7393683500004,1670.4672677516937,-0.0026361942291259766,4.0438046,0.029589843,2049.0,20.218225,-0.00185808
878592,878592,528,0.0014363017,429,2013.6519644300006,1674.2816498279572,-0.006492018699645996,4.048085,0.008056641,2049.0,20.175451,-0.00045953208
880640,880640,525,0.00416461,430,2013.52362195,1678.1573815345764,0.0010032057762145996,4.0732155,0.04897461,2049.0,20.063019,-0.0056969877
882688,882688,524,0.0030203478,431,2013.3635867200003,1682.059012889862,-0.003786921501159668,4.0887737,0.03671875,2049.0,20.071949,-0.0004065399
884736,884736,529,0.0028801397,432,2013.1694431300002,1685.9676070213318,0.002115964889526367,4.1002817,0.034716796,2049.0,20.015095,-0.00073418417
886784,886784,522,0.0063054143,433,2013.0059124700003,1689.8380188941956,0.00839322805404663,4.1096926,0.08481445,2049.0,19.889797,-0.0039626034
888832,888832,535,0.0027863204,434,2012.8614421399998,1693.7588770389557,0.004975020885467529,4.1134496,0.023291016,2049.0,19.996456,-0.00044578436
890880,890880,516,0.0033663802,435,2012.79214194,1697.5815286636353,0.014127552509307861,4.11568,0.03173828,2049.0,19.939594,0.0010684971
892928,892928,502,0.001065979,436,2012.72784181,1701.5496580600739,-0.011288285255432129,4.1330094,0.007373047,2049.0,20.26677,-0.0003144713
894976,894976,521,0.004837154,437,2012.6686145100002,1705.6237778663635,0.008603334426879883,4.1509066,0.06274414,2049.0,19.989864,-0.00068104436
897024,897024,536,0.0014865925,438,2012.65968229,1709.5518295764923,-0.0025458335876464844,4.1583414,0.013574218,2049.0,20.214975,-0.0020329137
899072,899072,536,0.0034455012,439,2012.74682109,1713.3722398281097,-0.0041435956954956055,4.1640224,0.032177735,2049.0,20.204948,-2.1210628e-05
901120,901120,529,0.007503885,440,2012.8774419699998,1717.192440032959,-0.0007928609848022461,4.160452,0.10205078,2049.0,20.14552,-0.0036413334
903168,903168,538,0.008304116,441,2013.0222600999996,1721.0611021518707,-0.0007337331771850586,4.1676035,0.1149414,2049.0,20.115067,-0.002575398
905216,905216,532,0.0041064834,442,2013.1339255599999,1724.8627996444702,-0.0003415346145629883,4.173932,0.043359376,2049.0,19.994705,-0.0023308438
907264,907264,543,0.0032413932,443,2013.24310851,1728.7117767333984,0.0006410479545593262,4.1744814,0.032470703,2049.0,19.984507,0.0001400152
909312,909312,512,0.003853881,444,2013.2702434000003,1732.4791116714478,0.00812995433807373,4.1808014,0.044042967,2049.0,19.836613,-0.0016260523
911360,911360,513,0.0033497747,445,2013.2816406000004,1736.4733715057373,0.011053919792175293,4.1950154,0.03803711,2049.0,19.764902,-0.00087519456
913408,913408,504,0.003523421,446,2013.3363954900005,1740.4591083526611,0.016305148601531982,4.205462,0.038183592,2049.0,19.586304,-0.0009572318
915456,915456,525,0.005609622,447,2013.3491476800002,1744.5206048488617,0.03755521774291992,4.2102137,0.07128906,2049.0,19.255291,-0.0011578246
917504,917504,485,0.0031141427,448,2013.40388319,1748.4166049957275,0.023459792137145996,4.209968,0.03310547,2049.0,19.595547,-0.0008039644
919552,919552,506,0.0020030662,449,2013.44961597,1752.6369457244873,0.002563297748565674,4.208871,0.015332031,2049.0,19.84574,-0.000806817
921600,921600,524,0.0024425518,450,2013.4853821,1756.6783683300018,0.027167677879333496,4.2152896,0.02236328,2049.0,19.552324,-0.0011952327
923648,923648,524,0.0035603452,451,2013.6146692600003,1760.5838356018066,-0.003165006637573242,4.2245836,0.03696289,2049.0,19.946098,-0.0012776882
925696,925696,522,0.00495639,452,2013.71541756,1764.4864439964294,0.002157747745513916,4.2303963,0.06435547,2049.0,19.846603,-0.0023390877
927744,927744,522,0.0034703582,453,2013.8888628600002,1768.407187461853,-0.009380340576171875,4.2349734,0.039746094,2049.0,20.184072,-0.0013382693
929792,929792,525,0.0045960816,454,2014.1282802100002,1772.3276743888855,0.010083913803100586,4.239916,0.050732423,2049.0,19.952282,-0.0011580021
931840,931840,525,0.0042243768,455,2014.3985149599998,1776.2284140586853,0.009118258953094482,4.236822,0.04848633,2049.0,19.99142,-0.0027349629
933888,933888,528,0.0023420178,456,2014.6793420599997,1780.1298863887787,-0.000767827033996582,4.2417912,0.021582032,2049.0,20.099874,0.00032012392
935936,935936,518,0.0030334308,457,2014.9371478799994,1784.0088183879852,0.016153693199157715,4.246736,0.029443359,2049.0,19.781338,7.1284594e-05
937984,937984,532,0.0012075267,458,2015.2376985399999,1787.9580619335175,-0.0073087215423583984,4.253462,0.00546875,2049.0,20.12521,0.0006782365
940032,940032,530,0.004197501,459,2015.4934978099998,1791.808317899704,0.0033339262008666992,4.2597184,0.048779298,2049.0,19.971838,-0.0018711931
942080,942080,523,0.0071608336,460,2015.7496327499998,1795.6689882278442,0.01619863510131836,4.263433,0.09194336,2049.0,19.641994,-0.004304917
944128,944128,516,0.0034594357,461,2015.9822337699998,1799.579845905304,-0.011565327644348145,4.2639904,0.038623046,2049.0,20.273281,0.00015078727
946176,946176,503,0.004011088,462,2016.2165988299998,1803.5484471321106,0.009890496730804443,4.2622805,0.04506836,2049.0,20.032362,0.00011458017
948224,948224,515,0.008060703,463,2016.4403957299999,1807.6174731254578,-0.014654994010925293,4.267709,0.10976563,2049.0,20.308819,-0.0046613757
950272,950272,516,0.0032018505,464,2016.7051767899995,1811.5933129787445,-0.002355217933654785,4.2803698,0.03720703,2049.0,20.380648,0.0002894795
952320,952320,531,0.0033166173,465,2016.97559257,1815.557817697525,-0.003041863441467285,4.2986937,0.036572266,2049.0,20.316286,-0.0011593964
954368,954368,515,0.0013312779,466,2017.2461291200002,1819.4146893024445,-0.0003758668899536133,4.322568,0.010986328,2049.0,20.247684,0.00023162905
956416,956416,507,0.005138089,467,2017.4970466799998,1823.38889503479,0.000823974609375,4.3421717,0.06347656,2049.0,20.137165,-0.0016324775
958464,958464,516,0.0033903967,468,2017.77365678,1827.4243688583374,-0.004903197288513184,4.350539,0.035449218,2049.0,20.150301,-0.00040550233
960512,960512,500,0.003016212,469,2018.04937324,1831.3895993232727,-0.0008096694946289062,4.3712454,0.03046875,2049.0,20.129576,-0.0011879
962560,962560,473,0.0013394973,470,2018.4302551700002,1835.4864494800568,-0.006076812744140625,4.3845015,0.007373047,2049.0,20.172976,0.0001810292
964608,964608,489,0.002350979,471,2018.8462826399998,1839.8093066215515,-0.0018237829208374023,4.3830137,0.023144532,2049.0,20.077957,-0.0008274938
966656,966656,480,0.0042486163,472,2019.2618740999999,1843.9902794361115,0.0016372203826904297,4.390132,0.04941406,2049.0,20.029884,-0.0015156214
968704,968704,480,0.0014976998,473,2019.6455618099997,1848.257393360138,0.0030754804611206055,4.401784,0.012744141,2049.0,20.010067,0.00022570234
970752,970752,514,0.0032767362,474,2019.95974462,1852.5166237354279,0.006019949913024902,4.4109507,0.03300781,2049.0,19.975092,-0.0017569421
972800,972800,486,0.0056209792,475,2020.2594576499998,1856.4971196651459,-0.003937244415283203,4.4157743,0.074072264,2049.0,20.011047,-0.0023911078
974848,974848,461,0.0028529656,476,2020.5676067499999,1860.7069773674011,-0.001059412956237793,4.416323,0.031347655,2049.0,19.967287,-0.0010439263
976896,976896,510,0.002978928,477,2020.8610845199996,1865.1425671577454,0.01081937551498413,4.4202414,0.03364258,2049.0,19.730738,-0.0017202249
978944,978944,485,0.0025670487,478,2021.2193042299998,1869.1543507575989,-0.0009741783142089844,4.4282956,0.024658203,2049.0,19.947212,0.00079393666
980992,980992,511,0.0019345653,479,2021.5985604999996,1873.372680902481,0.002229452133178711,4.440328,0.017822266,2049.0,19.782087,7.125042e-05
983040,983040,516,0.0026538842,480,2021.93872076,1877.375638961792,0.015052378177642822,4.452319,0.023144532,2049.0,19.623682,-0.00019641833
985088,985088,483,0.005163013,481,2022.2682631599998,1881.3419842720032,0.011926412582397461,4.4446254,0.06552734,2049.0,19.64892,-0.002891947
987136,987136,518,0.0032161367,482,2022.63363965,1885.5814521312714,0.01752990484237671,4.4496775,0.037109375,2049.0,19.749067,-0.0016341697
989184,989184,515,0.0040094294,483,2023.0317906,1889.5302560329437,0.010737240314483643,4.464406,0.048583984,2049.0,19.865784,-0.0021491593
991232,991232,521,0.004410668,484,2023.51930023,1893.5014765262604,-0.005014181137084961,4.462077,0.05029297,2049.0,20.080194,-0.002524556
993280,993280,522,0.0032369283,485,2024.0367233899995,1897.4309029579163,-0.020087599754333496,4.4569235,0.03388672,2049.0,20.305996,-0.0015801499
995328,995328,522,0.002019648,486,2024.5691032599996,1901.348819732666,-0.007863402366638184,4.456904,0.018164063,2049.0,20.267366,-9.255431e-05
997376,997376,481,0.0061229696,487,2025.18332462,1905.2671165466309,0.0004253983497619629,4.46325,0.07724609,2049.0,20.13955,-0.0027653587
999424,999424,510,0.0037305274,488,2025.75923749,1909.522910118103,0.0029717683792114258,4.469606,0.04121094,2049.0,20.115025,-0.0004155552
