policy_loss,serial_timesteps,policy_entropy,fps,time_elapsed,value_loss,clipfrac,explained_variance,approxkl,n_updates,total_timesteps,ep_len_mean,ep_reward_mean
-0.0056758574,100352,4.8913183,506,202.46079230308533,30.363312,0.033496093,0.8471285104751587,0.0032735257,49,100352,945.38,722.30509196
-0.0020653596,102400,4.8871994,486,206.50145602226257,22.807888,0.021679688,0.9035682752728462,0.002145424,50,102400,945.43,723.45492673
-0.004756592,104448,4.8816004,529,210.7161900997162,16.266361,0.0296875,0.8653980642557144,0.0026411721,51,104448,915.54,699.01116618
-0.003455655,106496,4.884774,498,214.5839021205902,5.6173043,0.033154298,0.9634182527661324,0.0035694302,52,106496,921.58,702.6268059399999
-0.00382494,108544,4.8795004,542,218.68984866142273,42.54151,0.022851562,0.6414394378662109,0.0021854376,53,108544,901.07,683.80955234
-0.003967843,110592,4.8828616,548,222.46766710281372,18.588491,0.014453125,0.9088352024555206,0.001606147,54,110592,870.32,652.82825289
-0.0034833464,112640,4.8794622,478,226.20092129707336,20.21985,0.04736328,0.8144165724515915,0.0040360657,55,112640,884.81,667.70918435
-0.003700649,114688,4.871704,554,230.48103618621826,31.554815,0.0203125,0.8000582307577133,0.0019480193,56,114688,831.23,616.0122691400001
-0.0019987454,116736,4.8734827,539,234.1745297908783,8.623295,0.030957032,0.9629226662218571,0.0026396173,57,116736,836.45,622.02606044
-0.006311291,118784,4.8497057,522,237.9706733226776,2.141,0.06171875,0.9872042341157794,0.0052874265,58,118784,841.27,624.86034574
-0.0070820116,120832,4.836091,538,241.88807010650635,32.706936,0.051220704,0.8778100088238716,0.0045945654,59,120832,822.43,607.3582928699999
-0.0022089933,122880,4.8367786,557,245.6903200149536,13.194147,0.017138671,0.8962860554456711,0.0016642377,60,122880,779.84,567.16305104
-0.0017437559,124928,4.828874,514,249.36645698547363,7.8049912,0.022558594,0.9682575985789299,0.0022705747,61,124928,776.26,564.7737284799999
-0.0011108884,126976,4.8258357,534,253.34412264823914,37.058495,0.0056152344,0.832659125328064,0.0007763434,62,126976,791.59,579.9686624899999
-0.0055999076,129024,4.8270483,492,257.17572140693665,3.5864944,0.04536133,0.9738429300487041,0.0053640464,63,129024,791.84,580.20723878
-0.0023450917,131072,4.828809,482,261.3355088233948,22.862946,0.03803711,0.8918124660849571,0.0031954017,64,131072,804.79,594.0158268
-0.0029252027,133120,4.836501,520,265.578804731369,25.500454,0.03017578,0.8331046551465988,0.0026323397,65,133120,787.19,578.89532193
-0.0065056225,135168,4.8323207,489,269.5172927379608,18.760492,0.07001953,0.7409088015556335,0.0062505202,66,135168,805.87,591.2617504200001
-0.0030437058,137216,4.824283,489,273.70001697540283,26.440546,0.037890624,0.8586082756519318,0.0037116613,67,137216,823.39,605.51515597
-0.0047227535,139264,4.8093853,480,277.88006377220154,3.9821537,0.07050781,0.9752027951180935,0.005518043,68,139264,829.86,611.09129881
-0.0040911203,141312,4.8089004,497,282.14043974876404,18.974567,0.061767578,0.8302390426397324,0.0050911587,69,141312,829.86,611.88883382
-0.003216241,143360,4.806233,502,286.2604203224182,21.516531,0.034472656,0.724554181098938,0.0029774795,70,143360,845.02,627.13260887
-0.0051250006,145408,4.802561,514,290.33549904823303,9.815355,0.040234376,0.9353616535663605,0.00364129,71,145408,843.63,620.3656817100001
-0.0027958148,147456,4.7976217,521,294.3176829814911,28.885807,0.028271485,0.7886154055595398,0.002649235,72,147456,869.71,641.0416704200001
-0.001801995,149504,4.7816777,495,298.2429747581482,19.323614,0.050390624,0.8155421614646912,0.004487549,73,149504,885.75,657.3800368000001
-0.0022680305,151552,4.7652774,480,302.38044142723083,23.6989,0.031884767,0.8527734577655792,0.0032001461,74,151552,904.73,675.2116461999999
-0.002293698,153600,4.7604957,485,306.6468551158905,19.330631,0.043164063,0.8206048458814621,0.0040332787,75,153600,904.73,677.04586546
-0.0032324821,155648,4.76554,536,310.8699266910553,11.252531,0.022753906,0.9452951103448868,0.0023399575,76,155648,890.84,663.11460133
-0.00039968383,157696,4.7542753,474,314.6865587234497,19.139484,0.032080077,0.7524485737085342,0.0030572487,77,157696,908.65,680.28531572
-0.0037329278,159744,4.7387705,483,319.00443029403687,19.932863,0.023242187,0.8094857037067413,0.0026139952,78,159744,925.02,696.92827295
-0.0026983595,161792,4.729711,522,323.2444152832031,30.934437,0.025976563,0.8666749000549316,0.0026221292,79,161792,937.54,710.2146618300001
-0.0010045634,163840,4.727091,494,327.1613631248474,18.43716,0.0715332,0.8098414391279221,0.006033288,80,163840,955.07,727.04837412
-0.0027291693,165888,4.71825,490,331.30329418182373,19.352962,0.07519531,0.7634019255638123,0.0058754957,81,165888,955.07,727.52474467
-0.0023059126,167936,4.7178807,493,335.4805064201355,19.600937,0.058251955,0.8323671519756317,0.0045066457,82,167936,972.04,744.64307145
-0.0011791291,169984,4.7277255,486,339.62997245788574,20.090439,0.027490234,0.8693718761205673,0.002805425,83,169984,986.05,758.6887362800001
-0.0010890185,172032,4.7293115,481,343.838933467865,19.646349,0.024267578,0.8156042546033859,0.002470856,84,172032,986.05,757.6809452100001
-0.0032148391,174080,4.727874,481,348.09690952301025,21.149904,0.034228515,0.9084914550185204,0.0033134003,85,174080,996.65,768.8419895399999
-0.004047474,176128,4.733392,526,352.34752464294434,7.566334,0.030664062,0.932475246489048,0.002662984,86,176128,1011.68,779.0751115499999
-0.0023162088,178176,4.7354403,491,356.2412078380585,19.367903,0.050439455,0.8137235194444656,0.004164909,87,178176,1011.68,779.30788978
