serial_timesteps,policy_entropy,fps,total_timesteps,time_elapsed,explained_variance,approxkl,policy_loss,value_loss,clipfrac,n_updates,ep_len_mean,ep_reward_mean
92160,3.6451344,489,92160,193.04817152023315,0.8189549595117569,0.004866184,-0.0028725567,8.611706,0.053759765,45,1828.32,1192.6116655
94208,3.6484249,490,94208,197.2323021888733,0.8468213081359863,0.004242436,-0.00078606233,9.7301655,0.046240233,46,1832.6470588235295,1196.973733137255
96256,3.6527317,469,96256,201.40710616111755,0.7960547655820847,0.003770316,-0.0019451843,10.189664,0.042529296,47,1836.8076923076924,1200.261189076923
98304,3.655524,470,98304,205.76739525794983,0.7905123978853226,0.0032288334,-0.0031522005,11.691032,0.03466797,48,1840.811320754717,1204.2911309245283
100352,3.6598866,484,100352,210.12119913101196,0.8161141276359558,0.0054331785,-0.003766983,10.123325,0.05649414,49,1844.6666666666667,1207.0172395185186
102400,3.6664836,480,102400,214.35146164894104,0.8115440160036087,0.0044478653,-0.0056953025,11.7578335,0.054736327,50,1848.3818181818183,1210.3263709090909
104448,3.666336,493,104448,218.61233043670654,0.7653457820415497,0.004710051,-0.0045558237,12.244399,0.052783202,51,1851.9642857142858,1212.8662620357143
106496,3.6669261,480,106496,222.76077342033386,0.8153697103261948,0.0072730766,-0.0061462084,12.314768,0.08408203,52,1855.421052631579,1217.283678122807
108544,3.6643338,491,108544,227.02596974372864,0.749309241771698,0.0038986306,-0.0063475715,14.510551,0.046289064,53,1858.7586206896551,1220.5823526551726
110592,3.6702316,452,110592,231.19252848625183,0.7757928669452667,0.0053300187,-0.0012699587,9.517982,0.061083984,54,1861.9830508474577,1221.6331917118644
112640,3.6763363,477,112640,235.71566820144653,0.7509624660015106,0.003292722,-0.002086569,12.131584,0.033837892,55,1865.1,1223.02086655
114688,3.6866393,475,114688,240.00827383995056,0.808080330491066,0.0039368314,-0.002805742,9.265349,0.04399414,56,1868.1147540983607,1225.060371967213
116736,3.6937785,474,116736,244.3139786720276,0.8260906785726547,0.006076755,-0.0062333075,14.054102,0.07929687,57,1847.3015873015872,1210.061426825397
118784,3.701173,468,118784,248.63292002677917,0.861135259270668,0.0034361822,-0.0042613847,14.088585,0.037646484,58,1825.0307692307692,1194.995342123077
120832,3.7118843,474,120832,253.00253319740295,0.7804844677448273,0.003816257,-0.002541787,12.483541,0.047509767,59,1828.4242424242425,1197.145638257576
122880,3.7256215,489,122880,257.3213436603546,0.9104899987578392,0.003876587,-0.0053492673,6.776702,0.047460936,60,1805.3432835820895,1180.9754520895526
124928,3.7403178,481,124928,261.50392031669617,0.7770881503820419,0.004844418,-0.003374538,14.851791,0.057177734,61,1808.9264705882354,1184.4539784852946
126976,3.749401,485,126976,265.7550916671753,0.8007495105266571,0.0037128564,-0.0035181127,12.436008,0.042626955,62,1812.4057971014493,1187.6456337681163
129024,3.7462564,498,129024,269.97757863998413,0.7606540322303772,0.0035401166,-0.0035822443,12.922351,0.039160155,63,1815.7857142857142,1191.304982571429
131072,3.7495868,509,131072,274.0893380641937,0.8130013793706894,0.002950794,-0.0029725863,10.4957905,0.033935547,64,1819.0704225352113,1193.8105014366201
133120,3.7582679,461,133120,278.1083414554596,0.8138109147548676,0.002436847,-0.0008651026,9.317473,0.027294923,65,1822.263888888889,1196.2274782361112
135168,3.7626731,492,135168,282.5481026172638,0.8761118501424789,0.0044337385,-0.002263053,9.466784,0.04848633,66,1825.3698630136987,1198.2147487534248
137216,3.7669406,489,137216,286.70589661598206,0.7250122129917145,0.0061220606,-0.0021297992,21.750744,0.064208984,67,1821.7733333333333,1196.25688796
139264,3.7601333,465,139264,290.8870601654053,0.8005106300115585,0.003446297,-0.0018188569,10.687982,0.036865234,68,1824.7631578947369,1198.545035013158
141312,3.758204,458,141312,295.29038858413696,0.807245284318924,0.0020420386,-0.0015049407,12.032904,0.0203125,69,1827.6753246753246,1201.1903786493508
143360,3.7680218,458,143360,299.75362396240234,0.8769782409071922,0.004028382,-0.0033794001,8.00968,0.04633789,70,1830.5128205128206,1204.0963576282052
145408,3.7643933,464,145408,304.22541093826294,0.8254660218954086,0.004169399,-0.0028308865,9.523619,0.044042967,71,1833.2784810126582,1206.5774080886076
147456,3.7576172,462,147456,308.63644099235535,0.8324137479066849,0.0053013195,-0.0034997123,10.99074,0.050927736,72,1835.975,1209.3022659125
149504,3.746139,481,149504,313.06068325042725,0.7927875071763992,0.0040931026,-0.0029737693,15.087263,0.044287108,73,1838.6049382716049,1211.8234135679013
151552,3.7430885,493,151552,317.31658697128296,0.8031040579080582,0.006238468,-0.0016992599,13.939665,0.064501956,74,1841.1707317073171,1213.8837196585366
153600,3.7470753,490,153600,321.4639530181885,0.8107948303222656,0.005194585,-0.00457189,10.230277,0.05229492,75,1827.2650602409637,1203.2588550963856
155648,3.752711,475,155648,325.64389419555664,0.8521245867013931,0.004324744,-0.0051621054,10.291228,0.05253906,76,1829.904761904762,1205.1423864642857
157696,3.7558804,498,157696,329.94957852363586,0.7513392716646194,0.0071385875,-0.0049986374,14.369998,0.083984375,77,1832.4823529411765,1207.7480549764705
159744,3.7548394,476,159744,334.05952644348145,0.8505486100912094,0.002656171,-0.0004838785,13.115402,0.027197266,78,1835.0,1210.0291239186045
161792,3.7543762,507,161792,338.35400915145874,0.8570954948663712,0.0050410586,-0.0041484167,10.21119,0.06035156,79,1837.4597701149426,1212.6457829425285
163840,3.7430217,472,163840,342.3924560546875,0.8307677805423737,0.0031813313,-0.0008973611,11.771257,0.030664062,80,1839.8636363636363,1215.0287023863636
165888,3.727042,464,165888,346.72318744659424,0.877211682498455,0.0047877375,-0.003284828,9.287973,0.05708008,81,1842.2134831460673,1217.4100971235955
167936,3.7243779,479,167936,351.13195419311523,0.8215499371290207,0.0031901808,-0.002083631,10.74692,0.03251953,82,1844.5111111111112,1219.1664475555554
169984,3.7347388,479,169984,355.4040606021881,0.8894810751080513,0.0032058402,-0.002285452,13.228098,0.037060548,83,1832.0434782608695,1209.7049829130433
172032,3.7405102,462,172032,359.6743597984314,0.8476318866014481,0.0024477304,-0.0004838475,9.974413,0.02602539,84,1834.3763440860216,1212.0935559784946
174080,3.736824,489,174080,364.10212111473083,0.8177299350500107,0.0037878244,-0.0016622068,11.4287405,0.04018555,85,1836.659574468085,1214.0173015851062
176128,3.7361367,478,176128,368.28759145736694,0.8246587514877319,0.005064499,-0.003919916,11.469744,0.04941406,86,1838.8947368421052,1216.057203242105
178176,3.7340252,475,178176,372.5701584815979,0.819110631942749,0.0058061634,-7.429862e-05,14.437082,0.06557617,87,1841.0833333333333,1218.5884315208334
180224,3.7208283,494,180224,376.87670612335205,0.841377392411232,0.00495098,-0.0038693089,10.153076,0.049072266,88,1843.2268041237114,1220.4223326288661
182272,3.7165763,466,182272,381.0191888809204,0.7998505234718323,0.0034316767,-0.0032404214,11.352232,0.04086914,89,1845.3265306122448,1221.7478452959185
184320,3.7175508,465,184320,385.4064562320709,0.8263419419527054,0.003811444,-0.0026942356,13.158705,0.042919923,90,1847.3838383838383,1223.5682015353536
186368,3.7201438,475,186368,389.80197310447693,0.8351048231124878,0.00557232,-0.0035288297,10.531676,0.06557617,91,1849.4,1225.2243080800001
188416,3.720858,491,188416,394.11210083961487,0.8329330682754517,0.0044985525,-0.003228486,11.727915,0.045654297,92,1849.4,1225.0963891600002
190464,3.7245567,481,190464,398.2760224342346,0.8462705761194229,0.0051398417,-0.0036087348,10.617748,0.061279297,93,1849.4,1225.9045884200002
192512,3.7320209,477,192512,402.5275480747223,0.7896152287721634,0.0031328015,-0.0016542636,12.6749,0.035986327,94,1849.4,1225.36636459
194560,3.731301,477,194560,406.8148865699768,0.7910851985216141,0.0044058794,-0.0060279653,11.870703,0.049804688,95,1849.4,1226.80851007
196608,3.7240767,497,196608,411.108158826828,0.8259923011064529,0.0033848397,-0.0020904618,11.140041,0.040527344,96,1849.4,1228.2536688200003
198656,3.7235813,463,198656,415.22362089157104,0.8341998010873795,0.004609823,-0.0014411449,13.543953,0.04790039,97,1849.4,1229.6039066
200704,3.7215347,471,200704,419.6467206478119,0.8254161477088928,0.0053745727,-0.004017246,13.726298,0.05834961,98,1849.4,1231.91919849
202752,3.7321687,473,202752,423.99307012557983,0.7851190567016602,0.006871464,-0.00489737,13.546103,0.07421875,99,1849.4,1233.5210416
204800,3.7571144,485,204800,428.31634521484375,0.7541990280151367,0.0073487023,-0.0045404513,14.974701,0.07080078,100,1849.4,1234.7078048600001
206848,3.7673535,465,206848,432.53944182395935,0.7868677228689194,0.0048135035,-0.0030611367,11.986776,0.053515624,101,1849.4,1236.4125555800001
208896,3.7586784,482,208896,436.9417791366577,0.7347995638847351,0.004801741,-0.0016007537,15.408751,0.05205078,102,1849.4,1237.80036509
210944,3.7382443,477,210944,441.1888027191162,0.8357109129428864,0.0056596394,-0.005927493,9.312978,0.065136716,103,1849.4,1238.94335375
212992,3.7307808,480,212992,445.48286151885986,0.831433966755867,0.005916511,-0.0016171646,10.94485,0.06347656,104,1849.4,1240.10129207
215040,3.7206178,470,215040,449.743857383728,0.8334340453147888,0.004216769,-0.0043945094,12.657762,0.048583984,105,1865.06,1251.4106433900001
217088,3.727024,518,217088,454.09792375564575,0.7747951596975327,0.00526867,-0.0055230292,12.0244875,0.061328124,106,1865.06,1252.9620843500002
219136,3.7368672,489,219136,458.04895973205566,0.8194410800933838,0.0045780577,-0.0010605288,9.640344,0.054248046,107,1865.06,1252.62112969
221184,3.7375157,475,221184,462.23730063438416,0.8287879526615143,0.0031282897,0.00048689655,11.075848,0.035302736,108,1865.06,1252.15846243
223232,3.7443519,455,223232,466.5467360019684,0.8379612863063812,0.0028908106,-0.0011275469,9.463072,0.033203125,109,1865.06,1253.55549132
225280,3.752227,470,225280,471.03881311416626,0.8076493591070175,0.0053169285,-0.0025144408,10.103605,0.062402345,110,1865.06,1251.95986416
227328,3.7366116,472,227328,475.3888063430786,0.8517312407493591,0.003881038,-0.0031446274,11.528768,0.04057617,111,1865.06,1251.4501268899999
229376,3.7154381,474,229376,479.7257750034332,0.7895561158657074,0.0072921454,-0.0043718955,10.813174,0.086035155,112,1865.06,1251.77114701
231424,3.705164,468,231424,484.0454444885254,0.83907650411129,0.0029668973,-0.0022759212,11.442618,0.031689454,113,1865.06,1251.98785601
233472,3.7060132,466,233472,488.41359877586365,0.765740841627121,0.007053138,-0.0010501808,11.198462,0.08735351,114,1865.06,1252.7696589599998
235520,3.711469,465,235520,492.8011772632599,0.806927964091301,0.004072993,-0.00026590182,9.795459,0.047607422,115,1865.06,1250.9371603399998
237568,3.7045922,473,237568,497.1989257335663,0.833593025803566,0.00394665,-0.0047837608,10.373449,0.042333983,116,1865.06,1250.57390007
239616,3.6888604,466,239616,501.52030515670776,0.7812165319919586,0.0049256156,-0.0025578192,9.310862,0.061572265,117,1865.06,1250.1846544
241664,3.6983905,454,241664,505.911372423172,0.7485200762748718,0.008368563,-0.0046552103,8.101835,0.09492187,118,1872.15,1253.76352513
243712,3.7022839,476,243712,510.41380739212036,0.8368726074695587,0.0036086843,-0.0012852337,8.477163,0.04018555,119,1872.15,1252.31332729
245760,3.6991684,483,245760,514.7088670730591,0.7880697399377823,0.0028613962,-0.0011541499,12.247981,0.03310547,120,1872.15,1253.02131102
247808,3.6971126,463,247808,518.9409866333008,0.7822015434503555,0.0039160317,-0.0024622665,13.381566,0.04448242,121,1880.8,1259.17596083
249856,3.7068412,456,249856,523.3635482788086,0.7439961433410645,0.0056035556,-0.0037509804,12.378831,0.062353514,122,1880.8,1259.5070602399999
251904,3.7184098,468,251904,527.852541923523,0.7860911935567856,0.00861173,-0.009367399,15.769152,0.10249023,123,1895.32,1269.1805201099999
253952,3.727513,466,253952,532.2225530147552,0.7676999568939209,0.004104018,-0.00061306136,10.955175,0.0440918,124,1895.32,1268.33317837
256000,3.7411983,459,256000,536.6115665435791,0.758390948176384,0.0057260683,-6.876272e-05,10.164481,0.06826172,125,1895.32,1266.6236222699997
258048,3.7535052,460,258048,541.071604013443,0.7069400548934937,0.009010439,-0.0017933771,9.0997305,0.09116211,126,1912.27,1277.1206129
260096,3.7621417,455,260096,545.5214025974274,0.7369475364685059,0.0059255785,-8.67466e-05,8.773892,0.06357422,127,1912.27,1275.44748402
262144,3.782359,408,262144,550.0180323123932,0.7752579599618912,0.0051857545,-0.0024313047,8.269274,0.062402345,128,1929.05,1285.98061102
264192,3.8049743,425,264192,555.0301282405853,0.668472409248352,0.005333885,-0.005066158,20.18608,0.064208984,129,1929.53,1284.9999236900003
266240,3.8011444,475,266240,559.8385860919952,0.8583956360816956,0.0054056915,-0.0028843912,9.731356,0.061523438,130,1929.53,1285.2032430000002
268288,3.7981648,480,268288,564.1462979316711,0.7098233103752136,0.0023676367,0.0010797705,12.909788,0.024023438,131,1929.53,1284.0888088000002
270336,3.8087344,471,270336,568.4130499362946,0.801947832107544,0.0035671708,-0.002782625,9.124841,0.039697267,132,1929.53,1283.40947604
272384,3.8189557,477,272384,572.7603240013123,0.7689169198274612,0.0021222136,0.00016054271,13.175685,0.019091796,133,1929.53,1283.5530505899999
274432,3.8251526,463,274432,577.0490362644196,0.793148934841156,0.0040848264,-0.0032899976,15.738022,0.04575195,134,1929.53,1284.50361507
276480,3.8295255,455,276480,581.4703316688538,0.8628971725702286,0.0039498857,-0.002553494,9.105951,0.04453125,135,1929.53,1284.70743076
278528,3.8264675,487,278528,585.9712316989899,0.7733151465654373,0.0037760139,-0.0030436325,11.841114,0.042578124,136,1929.53,1284.21236047
280576,3.8252282,453,280576,590.1728463172913,0.682542622089386,0.00752799,-0.0018609747,9.53872,0.0894043,137,1929.53,1283.2932440200002
282624,3.8259823,478,282624,594.6940152645111,0.8497920632362366,0.0035123047,-0.0013858996,9.500895,0.038232423,138,1929.53,1283.7105498
284672,3.821928,460,284672,598.9705567359924,0.7974134236574173,0.0031979897,-0.001464624,12.65713,0.034375,139,1929.53,1283.7030576099999
286720,3.8166976,450,286720,603.4197504520416,0.8552916944026947,0.0020789406,-0.0012111455,9.7651,0.020410156,140,1929.53,1283.89733055
288768,3.8176494,454,288768,607.9645812511444,0.7745604366064072,0.0035484503,-0.0012233892,13.353,0.041992188,141,1929.53,1284.04271986
290816,3.8263848,464,290816,612.4740164279938,0.779096782207489,0.00740786,-0.0023224738,8.9092045,0.09003906,142,1929.53,1282.5935342900002
292864,3.8373387,478,292864,616.8806402683258,0.7161972522735596,0.0026995952,-0.0015794545,14.379494,0.030029297,143,1929.53,1282.76375312
294912,3.8425758,493,294912,621.157018661499,0.8378617912530899,0.002958102,-0.004924721,10.247202,0.030615235,144,1929.53,1283.03899286
296960,3.836657,466,296960,625.3088719844818,0.8601606488227844,0.0026242412,-0.002830341,8.413203,0.02841797,145,1929.53,1283.16663213
299008,3.8402228,474,299008,629.7042229175568,0.8113466203212738,0.0031462114,-0.001540725,11.884664,0.03730469,146,1929.53,1282.3252522100001
301056,3.8508105,477,301056,634.0227258205414,0.7861668318510056,0.0045309733,-0.0050707553,14.214899,0.0546875,147,1929.53,1282.3257291199998
303104,3.8624191,459,303104,638.3080260753632,0.8546634316444397,0.006579295,-0.0050229826,7.5151086,0.072216794,148,1929.53,1282.36185279
305152,3.8543334,490,305152,642.7644877433777,0.7944289147853851,0.00522081,-0.0020397773,11.577772,0.062158205,149,1929.53,1282.81826322
307200,3.844775,455,307200,646.9434814453125,0.7904020100831985,0.0065695373,-0.0044342238,10.747095,0.072460935,150,1929.53,1282.50087022
309248,3.8461392,433,309248,651.4460046291351,0.7581707686185837,0.008963443,0.00022731125,8.150461,0.08364258,151,1929.53,1281.2254968200002
311296,3.839238,486,311296,656.1760139465332,0.7822398245334625,0.004641504,-0.005216669,10.964322,0.050683595,152,1946.26,1292.97678677
313344,3.8325672,436,313344,660.3822636604309,0.7818675935268402,0.0041563734,-0.0020993226,7.5049095,0.047314454,153,1962.47,1303.1181305
315392,3.8383567,459,315392,665.0798008441925,0.8068905025720596,0.007077012,-0.0015446569,8.547365,0.08383789,154,1964.77,1303.4171687
317440,3.845693,454,317440,669.5376915931702,0.7615428417921066,0.004666924,-0.0010856085,10.613691,0.054052733,155,1964.77,1302.50928758
319488,3.8552432,486,319488,674.0451457500458,0.8270174711942673,0.0032556306,-0.003568633,8.937792,0.03642578,156,1972.93,1307.80482877
321536,3.8688304,475,321536,678.25652384758,0.8359785377979279,0.0040637176,-0.0044381768,15.801245,0.050488282,157,1957.46,1295.74808635
323584,3.8801377,469,323584,682.5682265758514,0.9080622643232346,0.0036911624,-0.005787624,5.77063,0.045703124,158,1954.97,1293.80368342
325632,3.880591,470,325632,686.9346244335175,0.7139390408992767,0.0050085215,-0.0034131273,12.170369,0.058496095,159,1954.97,1292.95202649
327680,3.8776898,504,327680,691.2896032333374,0.8180743604898453,0.0030445028,-0.0031281903,11.528538,0.03125,160,1954.97,1293.1840704299998
329728,3.878357,484,329728,695.3524172306061,0.8140203505754471,0.004599969,-0.004009827,11.350212,0.05571289,161,1954.97,1294.0303776399999
331776,3.873452,501,331776,699.5822908878326,0.8642828911542892,0.00214531,-0.0028066656,9.2556095,0.022021484,162,1954.97,1293.64112102
333824,3.8752294,480,333824,703.6686499118805,0.7807306796312332,0.0029679742,-0.004193044,12.888356,0.034960937,163,1962.14,1298.83419254
335872,3.8772202,500,335872,707.9335882663727,0.8065334409475327,0.0051516844,-0.0043672384,18.255434,0.057373047,164,1946.36,1287.0929559600002
337920,3.8781426,476,337920,712.0228269100189,0.8568845242261887,0.0035022725,-0.0048269182,10.26559,0.039892577,165,1946.36,1287.1160883
339968,3.8857574,481,339968,716.3255908489227,0.8338324278593063,0.004606056,-0.005111296,11.102797,0.057421874,166,1946.36,1287.1978976999999
342016,3.8902726,474,342016,720.5780899524689,0.8018860965967178,0.0026868968,-0.0016406439,11.721756,0.02866211,167,1946.36,1286.0811813899998
344064,3.9123344,458,344064,724.8931429386139,0.7515612691640854,0.0073480443,-0.0021082598,10.10596,0.09101562,168,1946.36,1284.5286966499998
346112,3.927328,463,346112,729.3646578788757,0.8042504191398621,0.0051746005,-0.004791364,16.08659,0.054833986,169,1943.86,1283.1941468599998
348160,3.9285972,444,348160,733.7868256568909,0.7456318736076355,0.0056897863,-0.004424953,12.672084,0.072070315,170,1943.86,1282.7301991499999
350208,3.9360623,473,350208,738.4000926017761,0.8223553150892258,0.004355992,-0.0029923464,11.328162,0.049902342,171,1943.86,1282.85633762
352256,3.9453533,475,352256,742.7300221920013,0.9128102213144302,0.0035235356,-0.0023323197,6.1278305,0.037353516,172,1942.92,1281.44087696
354304,3.9522133,462,354304,747.0409135818481,0.7724326401948929,0.0039497777,-0.0022466178,11.191381,0.049072266,173,1942.92,1280.36731736
356352,3.9626212,478,356352,751.4715890884399,0.7674375623464584,0.004882669,-0.0032161106,12.856852,0.054101564,174,1942.92,1279.7392611799996
358400,3.9710517,463,358400,755.7522668838501,0.8599142134189606,0.002139267,-0.0011607029,9.288759,0.023095703,175,1942.92,1279.72612674
360448,3.9758892,480,360448,760.169543504715,0.9076633527874947,0.0036504087,-0.0033767163,6.0400076,0.042529296,176,1940.12,1277.6993018399999
362496,3.980307,466,362496,764.4356446266174,0.8015512079000473,0.008379014,-0.0056712483,13.865672,0.07744141,177,1940.12,1278.24655033
364544,3.985683,476,364544,768.8281774520874,0.8174007534980774,0.0039996104,-0.0030247862,12.217623,0.043164063,178,1955.68,1289.9442042800001
366592,3.9917552,493,366592,773.1228773593903,0.8413662910461426,0.0044409717,-0.0043719574,10.781614,0.04897461,179,1955.68,1289.6125428500002
368640,3.9942703,464,368640,777.2737815380096,0.8068893998861313,0.0029875427,-0.0014581255,13.045786,0.030761719,180,1955.68,1289.86031017
370688,3.9911504,465,370688,781.6832814216614,0.8533459454774857,0.0034603043,-0.004173451,9.695779,0.037890624,181,1951.05,1286.12956706
372736,3.9889932,480,372736,786.0867986679077,0.7830512374639511,0.0055583385,-0.0019159417,12.471967,0.0597168,182,1951.05,1284.86830257
374784,3.980629,462,374784,790.3471126556396,0.831721693277359,0.0071516647,-0.0031202445,9.608698,0.085595705,183,1951.05,1284.61469551
376832,3.9854946,477,376832,794.7750413417816,0.772490069270134,0.010102104,-0.004671901,10.086559,0.09677734,184,1951.05,1283.3196293899998
378880,3.9859452,469,378880,799.0609722137451,0.720282256603241,0.0054696547,0.00051600515,12.822374,0.06914063,185,1951.05,1282.5329414300002
380928,3.976405,477,380928,803.420741558075,0.8022751659154892,0.007481768,-0.002304373,11.032786,0.07529297,186,1951.05,1281.10737236
382976,3.9852035,470,382976,807.7061543464661,0.742735892534256,0.006010543,-0.0065872585,11.565081,0.062451173,187,1951.05,1280.95227276
385024,4.006339,472,385024,812.0567717552185,0.7748550027608871,0.0061181267,-0.0019849415,10.333296,0.06772461,188,1951.05,1279.04454461
387072,4.007575,481,387072,816.3925678730011,0.8048506677150726,0.003457409,-0.0021243154,12.250758,0.03676758,189,1951.05,1278.5415921499998
389120,4.0115695,494,389120,820.6507053375244,0.6237203180789948,0.0037873262,-0.0048337323,31.159595,0.044433594,190,1918.75,1254.2769112999997
391168,4.006358,484,391168,824.7909333705902,0.8228558897972107,0.0024325983,-0.0035556953,10.169017,0.023486327,191,1918.75,1253.50448846
