serial_timesteps,ep_len_mean,policy_loss,policy_entropy,n_updates,ep_reward_mean,total_timesteps,approxkl,time_elapsed,value_loss,fps,explained_variance,clipfrac
417792,1234.36,-0.0037703111,1.7937969,204,724.3367351899999,417792,0.007940591,922.8997642993927,9.683161,487,0.8514342308044434,0.072265625
419840,1250.17,-0.003041062,1.7967609,205,736.0642695399999,419840,0.0048934678,927.0996737480164,9.797017,481,0.7052944600582123,0.06098633
421888,1265.6,-4.9059698e-05,1.795769,206,746.3048260300001,421888,0.0042100297,931.3521687984467,10.831453,466,0.6510703563690186,0.051171876
423936,1278.74,-0.0009951451,1.7966585,207,756.1420029900002,423936,0.004287692,935.7473185062408,13.06029,457,0.7756841331720352,0.050341796
425984,1285.97,-0.0013230143,1.791219,208,761.2812941400001,425984,0.006077059,940.2246789932251,10.322523,458,0.5904004275798798,0.0769043
428032,1297.59,6.823102e-06,1.7950271,209,770.8748159700001,428032,0.00536596,944.6878819465637,13.327123,481,0.7228103578090668,0.056933593
430080,1313.55,-0.0019379391,1.7913942,210,781.9542129,430080,0.0057216557,948.9433739185333,7.6000776,476,0.7102847397327423,0.06479492
432128,1324.72,2.2554712e-05,1.7847021,211,791.55650368,432128,0.0045920843,953.2444152832031,22.874866,461,0.6797863841056824,0.049609374
434176,1339.63,-0.0048360666,1.7853298,212,802.1311562100001,434176,0.00866622,957.6851234436035,10.19586,473,0.6473118364810944,0.1065918
436224,1356.28,-0.0063146628,1.7830217,213,812.89588307,436224,0.008024933,962.0116074085236,5.622737,466,0.854010596871376,0.091845706
438272,1372.25,-0.0034395442,1.7784313,214,824.22524792,438272,0.006376581,966.407173871994,10.354692,476,0.654387891292572,0.06992187
440320,1383.89,-0.0034308124,1.7680432,215,833.10268769,440320,0.00609117,970.7036068439484,11.564985,485,0.6617718935012817,0.07460938
442368,1400.32,-0.002424097,1.7602466,216,844.46490547,442368,0.007282777,974.9245643615723,10.596011,477,0.6390796005725861,0.080566406
444416,1395.21,-0.00033028837,1.7502687,217,841.63482444,444416,0.015976634,979.2167179584503,9.880867,474,0.8110112398862839,0.09760742
446464,1410.37,-0.00043083756,1.7474388,218,852.5281510199999,446464,0.0060386034,983.531498670578,8.5124235,483,0.7723246961832047,0.06821289
448512,1418.42,-0.0029512465,1.7511733,219,858.7801399699997,448512,0.004666587,987.7712466716766,10.814573,466,0.5396398603916168,0.057128906
450560,1429.9,-0.0058988677,1.7590926,220,866.6124466899997,450560,0.010611222,992.1646678447723,10.035429,489,0.7067118883132935,0.117333986
452608,1441.5,-0.0031047873,1.7719383,221,875.6568850499998,452608,0.0060976204,996.3525054454803,11.422087,485,0.6328758299350739,0.06899414
454656,1456.47,-4.82613e-05,1.7711821,222,886.7193895399998,454656,0.0058946777,1000.5695977210999,11.942222,486,0.6013377010822296,0.074804686
456704,1472.35,0.00017688642,1.7709017,223,898.59019139,456704,0.006793443,1004.7806696891785,8.614166,488,0.7042010724544525,0.08291016
458752,1487.46,-0.0008894789,1.7624366,224,909.9219756,458752,0.008397307,1008.9736783504486,11.514285,476,0.6611900627613068,0.101708986
460800,1487.76,-0.0007289111,1.758514,225,911.6833021099999,460800,0.0053899763,1013.2709805965424,9.101331,483,0.625776082277298,0.060839843
462848,1487.07,-0.0027852193,1.7575567,226,912.1067375000001,462848,0.007387674,1017.5100281238556,17.276657,466,0.7113095819950104,0.038964845
464896,1491.38,-0.0035158365,1.7559786,227,916.25286124,464896,0.006959004,1021.8977274894714,14.141096,478,0.7219655513763428,0.08222656
466944,1455.66,-0.0021595715,1.7558126,228,894.5087526700001,466944,0.0058385893,1026.1766843795776,19.737186,501,0.7600900232791901,0.0578125
468992,1464.62,-0.0013222729,1.7504905,229,901.9539656800001,468992,0.005436831,1030.2598237991333,10.183115,463,0.6316527724266052,0.064208984
471040,1464.62,-0.0019290599,1.7529787,230,903.11625452,471040,0.006737021,1034.6784706115723,8.841763,460,0.7044698894023895,0.08017578
473088,1464.62,-0.0012996003,1.748805,231,904.10237778,473088,0.008332295,1039.12766289711,10.563034,486,0.6221043169498444,0.10625
475136,1464.62,-0.0016719045,1.7384291,232,905.39490418,475136,0.0077485302,1043.3362123966217,9.80376,462,0.5967423915863037,0.09604492
477184,1464.62,-0.0007008353,1.7385283,233,906.9534519200001,477184,0.006664542,1047.7694418430328,8.964847,462,0.6896545588970184,0.08100586
479232,1425.12,-0.006182256,1.7403886,234,882.7151522600001,479232,0.008138845,1052.2000806331635,19.199173,474,0.7044748365879059,0.101464845
481280,1425.12,-0.0008421185,1.7501665,235,882.6604571400001,481280,0.01053526,1056.513873577118,11.633074,452,0.5382344722747803,0.10292969
483328,1425.12,-0.00087464246,1.763188,236,882.47280141,483328,0.0072689466,1061.0427486896515,9.608801,439,0.5261980593204498,0.0831543
485376,1425.12,-0.0014966872,1.7824781,237,882.8033043200002,485376,0.012053781,1065.7035286426544,10.406382,447,0.546576052904129,0.1294922
487424,1407.18,0.00012933555,1.7972317,238,871.0207084400001,487424,0.046605136,1070.2808616161346,13.125104,441,0.7042377889156342,0.087207034
489472,1407.18,0.00022474719,1.8094752,239,870.44602883,489472,0.007919347,1074.9254803657532,11.836927,424,0.5854795873165131,0.0921875
491520,1407.46,-0.0025532234,1.8154875,240,870.9373403600002,491520,0.0069890716,1079.7555713653564,10.415509,454,0.5781125128269196,0.09511719
493568,1407.46,-0.0011821169,1.8117855,241,871.8668037700002,493568,0.0053251097,1084.26349401474,8.476838,469,0.7213749587535858,0.0597168
495616,1388.95,-0.005075826,1.8023033,242,860.45724325,495616,0.008549767,1088.6268107891083,9.056918,511,0.6446922123432159,0.10268555
497664,1408.93,-0.0030435515,1.795562,243,870.1937003599998,497664,0.008192507,1092.6317346096039,6.3678594,461,0.832672581076622,0.09995117
499712,1408.93,-0.003303758,1.7953746,244,871.3640634999999,499712,0.0054652314,1097.0670454502106,8.528135,473,0.6704116463661194,0.06977539
501760,1407.08,-0.0022637558,1.8031448,245,870.62748563,501760,0.0035694458,1101.3946542739868,18.74057,469,0.636957049369812,0.03881836
503808,1387.75,-0.0053456537,1.8078022,246,859.3686464200001,503808,0.0053808047,1105.7567369937897,17.627728,458,0.5993365347385406,0.059423827
505856,1387.75,-0.0005095155,1.8087362,247,858.7220119800003,505856,0.006121016,1110.2195074558258,10.399687,466,0.5442841053009033,0.06704102
507904,1387.75,-0.0058344514,1.8315418,248,858.9189513500002,507904,0.006543291,1114.6139249801636,9.626621,477,0.72623610496521,0.07973633
509952,1405.43,-0.004130397,1.8492944,249,872.2512155500001,509952,0.005366889,1118.905117034912,8.381285,467,0.7142056226730347,0.06757812
512000,1350.54,-0.0011709745,1.8537624,250,835.33272043,512000,0.005002242,1123.2841627597809,36.53344,477,0.6100178062915802,0.058007814
514048,1350.54,-0.0019031229,1.8624353,251,835.58332366,514048,0.004935405,1127.577969789505,11.726773,474,0.5896341800689697,0.059765626
516096,1323.35,-0.00030535203,1.868749,252,816.9483202099999,516096,0.0030192477,1131.891752243042,11.362393,477,0.7838850319385529,0.03364258
518144,1340.37,-0.001279055,1.8640468,253,829.0739134999999,518144,0.0036524106,1136.1784093379974,10.817231,445,0.6814054846763611,0.037402343
520192,1321.8,-0.0034772356,1.8624666,254,816.8814982499997,520192,0.004838998,1140.78071475029,22.329336,477,0.6812746822834015,0.058691405
522240,1339.54,-0.00512267,1.8749529,255,824.9826213099998,522240,0.0047309627,1145.0749607086182,7.484759,470,0.8629342615604401,0.054736327
524288,1354.86,-0.0054257032,1.8838542,256,837.2275461799999,524288,0.006491346,1149.423900127411,8.32833,470,0.737168550491333,0.087841794
526336,1355.96,-0.002412033,1.8908899,257,838.02141261,526336,0.0067071915,1153.7750248908997,6.401961,468,0.8686675578355789,0.07836914
528384,1319.91,-0.0020772864,1.8963759,258,823.4818775099999,528384,0.0045244936,1158.1468529701233,41.136086,490,0.6372855305671692,0.053027343
530432,1319.91,-0.0020911726,1.8853819,259,827.2103606799999,530432,0.007373661,1162.3205080032349,9.310203,446,0.5627810955047607,0.089501955
532480,1335.08,-0.0027594655,1.8767601,260,837.59191705,532480,0.0055522243,1166.9126677513123,11.236025,459,0.49761366844177246,0.05708008
534528,1316.73,-0.0037480742,1.889499,261,829.34342155,534528,0.0059882486,1171.3671069145203,5.402592,442,0.7995414733886719,0.060253907
536576,1332.22,-0.0038964816,1.8990347,262,839.8031397399999,536576,0.008744235,1175.999841451645,10.664877,451,0.557124137878418,0.109033205
538624,1324.56,-0.00030458128,1.8992732,263,835.7581138399999,538624,0.00469765,1180.5406334400177,14.532974,473,0.6672903895378113,0.054052733
540672,1262.48,-0.0023357288,1.908211,264,800.27695275,540672,0.00402989,1184.8693313598633,44.55485,493,0.5969803631305695,0.040234376
542720,1191.17,-0.00529594,1.9130923,265,754.3979759499999,542720,0.0038746488,1189.016295671463,30.236155,486,0.7052257061004639,0.03852539
544768,1191.15,-0.0039695255,1.9183655,266,753.71963894,544768,0.005392215,1193.2225284576416,15.610117,442,0.6251128613948822,0.062451173
546816,1174.4,-0.0034167129,1.9135444,267,741.7237688799999,546816,0.004724579,1197.8469533920288,0.7997402,466,0.9579961858689785,0.05620117
548864,1175.9,-0.0038727503,1.9156723,268,742.76809903,548864,0.004554274,1202.239483833313,7.165418,463,0.8279948830604553,0.054785155
550912,1104.37,-0.0076714517,1.9318969,269,693.41720366,550912,0.0044812886,1206.6574640274048,40.47888,485,0.5729844868183136,0.052490234
552960,1094.89,-0.0045685763,1.9420977,270,687.5623150200001,552960,0.004734691,1210.87353348732,13.534421,492,0.8347398191690445,0.055126954
555008,1059.34,-0.001804088,1.9369719,271,664.4358543999999,555008,0.0033475333,1215.0288038253784,17.960108,478,0.7354073226451874,0.037109375
557056,1041.7,-0.0015802592,1.9358088,272,651.74633814,557056,0.0037628636,1219.3096237182617,5.6650114,477,0.8339500427246094,0.039746094
559104,1024.8,-0.002050848,1.941548,273,639.3682311900001,559104,0.004432936,1223.594928741455,14.014175,484,0.7290160655975342,0.051074218
561152,1024.8,-0.0006091576,1.9382534,274,639.55185075,561152,0.0039192485,1227.8225400447845,11.849559,486,0.6561762094497681,0.04091797
563200,1019.83,-0.00066533807,1.9309142,275,635.79902309,563200,0.005358917,1232.0317668914795,1.4301131,465,0.9563621394336224,0.06113281
565248,984.28,-0.0020553875,1.9332927,276,612.1517552399999,565248,0.0024194377,1236.4337344169617,36.138523,489,0.6500669717788696,0.025244141
567296,961.51,-0.0042657107,1.9366621,277,596.09048171,567296,0.004241045,1240.6160876750946,11.266737,481,0.7769986093044281,0.046533205
569344,947.46,-0.005661069,1.9461416,278,585.76829536,569344,0.0074356636,1244.8688175678253,13.388178,506,0.24329930543899536,0.08847656
571392,916.56,-0.003616738,1.9544632,279,561.05201527,571392,0.0033712469,1248.9094760417938,24.208567,469,0.7701714783906937,0.03666992
573440,879.23,-0.0052520805,1.9514061,280,539.1592526199998,573440,0.005215618,1253.2746732234955,20.25343,454,0.752411887049675,0.050927736
575488,860.22,-0.0020730256,1.9454012,281,528.7937803799999,575488,0.0055609797,1257.7806990146637,23.638042,477,0.6752744019031525,0.068554685
577536,824.26,-0.004220209,1.9491823,282,503.8896882199999,577536,0.011735193,1262.0737261772156,10.260257,458,0.8328733593225479,0.056152344
579584,772.6,2.4065992e-05,1.9570463,283,470.94965708,579584,0.0058404095,1266.5453007221222,38.023712,481,0.7018822133541107,0.052734375
581632,718.02,-0.003417197,1.9678942,284,432.97714349999995,581632,0.00436741,1270.7975566387177,13.249881,481,0.8491286635398865,0.047753908
583680,717.48,-0.0038523942,1.9763887,285,433.5376568099999,583680,0.004347929,1275.0537796020508,20.926044,486,0.7655743211507797,0.045703124
585728,734.12,-0.0016932345,1.9873378,286,445.1261368699999,585728,0.005732212,1279.266517162323,9.275182,471,0.6675998270511627,0.072314456
587776,751.86,-0.001205116,1.9952301,287,456.2619092999999,587776,0.004882208,1283.613202571869,7.9362526,494,0.8048350512981415,0.058154296
589824,768.98,-0.0047589755,2.0045924,288,467.3462776799999,589824,0.0056199804,1287.752138376236,12.073803,486,0.6936984956264496,0.06523438
591872,768.98,-0.0032702845,2.0093837,289,463.96070439999994,591872,0.0047672037,1291.9651548862457,13.067795,483,0.7674287110567093,0.058447264
593920,776.84,-6.094214e-06,2.011333,290,469.76108544999994,593920,0.0070724795,1296.197680234909,11.281206,458,0.5932676792144775,0.074560545
595968,760.63,-0.0026299204,2.011702,291,457.08050198000007,595968,0.005204897,1300.660651922226,28.925495,463,0.7362487018108368,0.046875
598016,760.63,-0.0027075964,2.0120063,292,461.7519498,598016,0.0060468605,1305.0825731754303,9.815875,470,0.7488503158092499,0.06723633
600064,760.63,-0.0011250731,2.004624,293,461.00897846,600064,0.0040293843,1309.4346520900726,9.184484,486,0.7555510997772217,0.047167968
602112,739.74,-0.0010789151,2.001751,294,448.86709011999994,602112,0.004863517,1313.6423506736755,12.763784,467,0.8589232414960861,0.048583984
604160,758.23,-0.0003744036,2.0029593,295,461.7232705099999,604160,0.0074547054,1318.023235321045,8.778304,453,0.6553953588008881,0.08300781
606208,775.88,-0.009691251,2.00075,296,473.05810957,606208,0.014247735,1322.54190659523,15.474419,460,0.708389401435852,0.10942383
608256,793.77,-0.0077806315,1.9987398,297,485.95082919999993,608256,0.00494042,1326.9887051582336,16.864784,466,0.6935148239135742,0.058447264
610304,810.7,-0.003721896,2.0072017,298,496.9747175299999,610304,0.008410154,1331.3807411193848,9.367103,451,0.6506953835487366,0.09311523
612352,792.75,-0.0022746776,2.0167823,299,486.16443401000004,612352,0.005436395,1335.9186265468597,13.38994,459,0.7331720292568207,0.067919925
614400,811.1,-0.00016811033,2.025512,300,498.12163107999993,614400,0.0050435727,1340.3770461082458,10.627951,446,0.5365375876426697,0.053369142
616448,793.81,-0.0010874526,2.0378804,301,487.95508108,616448,0.0041648606,1344.9633016586304,16.31433,471,0.6882407665252686,0.048876952
618496,805.49,-0.003921236,2.0420516,302,495.31103022,618496,0.005984166,1349.30646109581,3.049155,443,0.9066374376416206,0.07470703
620544,805.49,0.0005125864,2.0521748,303,494.43905889,620544,0.005326597,1353.9198505878448,11.083635,448,0.6178317368030548,0.064697266
622592,823.48,-0.0012901562,2.0523694,304,505.84925447000006,622592,0.0026256992,1358.4908163547516,22.0686,440,0.6514731049537659,0.02602539
624640,825.81,-0.0069074854,2.0479872,305,507.14768752,624640,0.008517998,1363.144638299942,6.675335,449,0.7821497470140457,0.085351564
626688,843.49,-0.0014371594,2.0461628,306,518.4627606900001,626688,0.004340592,1367.7053139209747,10.397818,474,0.5525609254837036,0.049609374
628736,861.37,-0.0024398835,2.0346131,307,530.14621452,628736,0.0052974555,1372.0221529006958,10.321177,467,0.6959318816661835,0.06503906
630784,876.24,-0.0025983748,2.0286117,308,540.9002047700001,630784,0.0036058698,1376.39923620224,13.742798,470,0.7573210597038269,0.04194336
632832,904.13,-0.0023682113,2.0321093,309,559.2795983000001,632832,0.0033178744,1380.7486984729767,16.731106,461,0.7321186065673828,0.03720703
634880,893.75,-0.0017457753,2.037289,310,551.95316582,634880,0.00292837,1385.1842346191406,13.157259,482,0.8133088797330856,0.029150391
636928,891.89,-6.064894e-05,2.0377467,311,549.9866803,636928,0.005483939,1389.4324414730072,22.126186,478,0.6830447614192963,0.054980468
638976,878.88,-0.0036910619,2.0272355,312,540.3735006999999,638976,0.004478543,1393.7105386257172,6.289523,461,0.8359043151140213,0.045703124
641024,908.44,-0.003911038,2.0245407,313,560.03719524,641024,0.0037290275,1398.1518478393555,22.408194,473,0.7151944935321808,0.04272461
643072,922.8,-0.002669316,2.0365264,314,568.77649032,643072,0.0041929656,1402.4819581508636,12.604513,494,0.6412841081619263,0.051220704
645120,922.87,-0.0014257134,2.0346515,315,567.58607517,645120,0.0036244267,1406.622747182846,7.3475227,472,0.8731133043766022,0.03857422
647168,939.63,-0.0031872834,2.0291572,316,579.25569135,647168,0.007881241,1410.9622781276703,9.823378,451,0.6779548525810242,0.09580078
649216,939.63,8.3481424e-08,2.0254838,317,577.74754366,649216,0.004868255,1415.4947440624237,10.282378,444,0.69569993019104,0.058935545
651264,962.0,-0.0027438167,2.0302558,318,592.4716102199999,651264,0.0047126305,1420.1024425029755,18.828129,464,0.6451744437217712,0.06040039
653312,948.97,-0.0006378447,2.0413322,319,582.05898279,653312,0.004341021,1424.5125126838684,12.930369,478,0.8048579692840576,0.04868164
655360,936.09,-0.0027489308,2.0457675,320,571.08900779,655360,0.0040520183,1428.7935450077057,15.110594,491,0.6681854724884033,0.044287108
657408,936.09,-0.00026278134,2.058785,321,568.8787956499999,657408,0.005218698,1432.9642429351807,11.945177,427,0.4429507851600647,0.06508789
659456,954.09,-0.003804072,2.065617,322,581.12278522,659456,0.0039418177,1437.753468990326,10.942504,483,0.6355547606945038,0.045996092
661504,972.17,-0.005762594,2.065092,323,593.09069734,661504,0.0036966023,1441.985500574112,12.78909,472,0.5535623729228973,0.04321289
663552,990.52,-0.0048669726,2.0712867,324,604.6964987200001,663552,0.006309019,1446.3221838474274,14.949305,415,0.5169410407543182,0.07460938
665600,1007.97,0.0006182083,2.0743408,325,615.40741896,665600,0.0053195218,1451.2491295337677,7.677939,422,0.5126015245914459,0.060791016
667648,1008.01,-0.0032692258,2.0666485,326,615.56263246,667648,0.005784885,1456.0945715904236,5.833314,475,0.8305606096982956,0.064013675
669696,1011.56,-0.003262072,2.0520456,327,617.80966841,669696,0.006163464,1460.4051229953766,9.210297,477,0.5836737751960754,0.06982422
671744,1030.78,-0.00085809454,2.0477602,328,630.3533675900001,671744,0.004249309,1464.694742679596,8.088544,452,0.7231374382972717,0.04863281
673792,1024.74,-0.0062451083,2.0611567,329,630.67011513,673792,0.014463479,1469.2192137241364,12.309651,451,0.750065267086029,0.08852539
675840,1042.44,-0.0022017818,2.073813,330,642.49394243,675840,0.0053662653,1473.7534065246582,9.567114,439,0.7136198878288269,0.0647461
677888,1059.88,-0.006108285,2.091666,331,654.57339766,677888,0.0063316314,1478.4136416912079,14.531252,517,0.4613311290740967,0.08408203
679936,1077.88,-0.0047452697,2.1121378,332,663.2509224199999,679936,0.0048716334,1482.3695216178894,6.584581,464,0.7607039362192154,0.05683594
681984,1095.14,-0.0032769758,2.1253924,333,674.5549562700002,681984,0.0059598414,1486.7788004875183,9.848277,455,0.6788817048072815,0.068603516
684032,1082.7,-0.0010624096,2.1248696,334,664.3549367400001,684032,0.0039208545,1491.2715888023376,28.660004,455,0.6019682884216309,0.038427733
686080,1100.21,-0.001237813,2.1145005,335,676.2009593700001,686080,0.0045940713,1495.7724816799164,8.304983,456,0.6253450512886047,0.052197266
688128,1119.65,-0.001438194,2.1086926,336,688.4605379200001,688128,0.006061972,1500.2560341358185,9.413227,452,0.6965026557445526,0.072705075
690176,1137.66,-0.0035746924,2.1105564,337,700.6746522100001,690176,0.007781437,1504.7841391563416,10.114955,463,0.5337879955768585,0.084667966
692224,1136.4,-0.0047813775,2.1143088,338,699.2413005999999,692224,0.0056158653,1509.2060124874115,16.38077,466,0.6625777184963226,0.06015625
694272,1150.79,-0.0016643796,2.11813,339,709.68270561,694272,0.0036344011,1513.5974628925323,17.61787,477,0.7595330774784088,0.038964845
696320,1168.98,-2.943572e-05,2.1120896,340,722.3565056900001,696320,0.005727818,1517.8899068832397,9.72778,464,0.6224636733531952,0.072070315
698368,1184.18,-0.005014228,2.1120744,341,732.73461012,698368,0.004518542,1522.2984972000122,10.1042,458,0.8316329270601273,0.049804688
700416,1204.66,-0.0042711813,2.1192985,342,746.0871466399999,700416,0.004646826,1526.7693481445312,15.05744,476,0.682476282119751,0.055859376
702464,1222.75,-0.0024170724,2.1261096,343,758.5221076799999,702464,0.00700741,1531.0715606212616,8.899732,487,0.7221060395240784,0.08120117
704512,1206.1,-0.0031925228,2.1218085,344,746.55091957,704512,0.004721972,1535.2775166034698,7.1702476,461,0.795880064368248,0.05317383
706560,1223.75,-0.0024714447,2.118219,345,757.9671952,706560,0.005315435,1539.7167494297028,10.13232,473,0.7591272741556168,0.062841795
708608,1241.88,-6.326768e-05,2.1097782,346,771.5307351299999,708608,0.005185751,1544.0432043075562,8.532292,472,0.7346475720405579,0.060009766
710656,1241.88,-0.0032139043,2.1012535,347,772.0905611200001,710656,0.005140246,1548.3816046714783,10.809669,463,0.6961352527141571,0.061328124
712704,1241.88,-0.00013526274,2.0973346,348,773.82332618,712704,0.0032993308,1552.8050410747528,11.870773,427,0.6031331717967987,0.032714844
714752,1241.88,-0.007533159,2.113274,349,774.79548731,714752,0.007272365,1557.6010706424713,9.501944,488,0.8192663341760635,0.08916016
716800,1241.88,-0.0025590553,2.1317956,350,775.94124901,716800,0.005697855,1561.7951011657715,7.1066484,480,0.8911466747522354,0.07172851
718848,1228.33,-0.0040978016,2.1240804,351,767.03117543,718848,0.006863321,1566.0601320266724,16.125948,466,0.6907759606838226,0.072949216
720896,1243.99,-0.0037975833,2.1338677,352,777.9800139199999,720896,0.0053970166,1570.4469499588013,13.530902,464,0.773468017578125,0.0574707
722944,1261.85,-0.001498733,2.1406121,353,789.7320787,722944,0.0054295617,1574.8531765937805,12.004618,459,0.5674194395542145,0.06708984
724992,1261.3,-0.0033389986,2.1394675,354,789.7216495799998,724992,0.004243499,1579.3090114593506,14.762779,471,0.7047199308872223,0.044628907
727040,1261.32,-0.005067201,2.151277,355,789.5651920799999,727040,0.0052556945,1583.6573050022125,13.137853,474,0.7814678698778152,0.06171875
729088,1277.94,0.0004672737,2.156644,356,802.0668498899998,729088,0.0051886803,1587.9752151966095,18.414228,466,0.7432903945446014,0.050390624
731136,1277.94,-0.008149923,2.1481693,357,801.6953115599999,731136,0.008500373,1592.368686914444,11.758972,464,0.6400033235549927,0.084179685
733184,1277.94,-0.002503439,2.1379793,358,802.29713223,733184,0.004124897,1596.7794182300568,11.912123,468,0.49638932943344116,0.043847658
735232,1295.91,-0.0027634508,2.1206203,359,815.31357285,735232,0.00526269,1601.1553461551666,11.021532,482,0.6855440139770508,0.06289063
737280,1295.91,-0.007798522,2.1189046,360,814.8905793900002,737280,0.0060688937,1605.4033796787262,10.139292,481,0.6681538224220276,0.0769043
739328,1296.59,-0.0026756485,2.1283698,361,816.23022861,739328,0.005585701,1609.6549162864685,17.298382,488,0.7289068698883057,0.066259764
741376,1280.48,-0.0027557302,2.1442995,362,804.9276900099999,741376,0.005056116,1613.8477210998535,4.970084,421,0.8883045464754105,0.059179686
743424,1298.43,-0.0012373229,2.1619058,363,817.9933607600001,743424,0.005993417,1618.7017481327057,9.522596,452,0.7718510180711746,0.06889649
745472,1298.43,-0.0032363036,2.183079,364,818.21102138,745472,0.00672556,1623.2243347167969,9.702612,481,0.7560476511716843,0.07929687
747520,1298.43,-0.002899507,2.1869414,365,818.7396601099999,747520,0.0033883024,1627.480592250824,10.724981,468,0.7691075056791306,0.036328126
749568,1315.72,-0.0025359036,2.194124,366,831.3699579699999,749568,0.0047874604,1631.8544523715973,13.18177,484,0.6928986608982086,0.053955078
751616,1323.48,-0.0029006128,2.199151,367,838.0315123899999,751616,0.005702794,1636.0846316814423,9.331982,466,0.7159102261066437,0.06342773
753664,1318.43,-0.0015791025,2.2059314,368,835.16252071,753664,0.0032619038,1640.4713406562805,24.329796,413,0.4161524772644043,0.03354492
755712,1334.92,-0.008682985,2.2160773,369,846.5593967499999,755712,0.009195888,1645.4266788959503,10.836868,455,0.6772201657295227,0.118652344
757760,1351.85,-0.0068946616,2.2218695,370,857.9442344499998,757760,0.0077643036,1649.9282894134521,10.256355,461,0.6830259263515472,0.08022461
759808,1368.77,-0.0058223465,2.2152615,371,870.0341808999998,759808,0.0074544004,1654.3680057525635,9.267282,480,0.7633264809846878,0.082177736
761856,1388.24,-0.0011510946,2.2154121,372,883.9387640399999,761856,0.0048664943,1658.6317839622498,11.280081,476,0.7011529505252838,0.057714842
763904,1355.39,-0.006793011,2.2197225,373,862.47918858,763904,0.00782021,1662.933640241623,12.650693,485,0.8262672424316406,0.06547852
765952,1355.39,-0.005428648,2.218844,374,863.1060812700001,765952,0.004407998,1667.155927181244,11.457745,457,0.7107278108596802,0.04848633
768000,1374.83,-0.0034312173,2.2217407,375,876.76685971,768000,0.006924116,1671.6328585147858,10.095604,471,0.7149580717086792,0.071582034
770048,1373.32,-0.0022360052,2.2241845,376,876.1132570499999,770048,0.0055801915,1675.9794766902924,6.725222,471,0.8430171757936478,0.06708984
772096,1374.8,-0.0049394406,2.2365901,377,879.3280730699998,772096,0.0056378134,1680.3200099468231,20.118252,467,0.6676900684833527,0.06196289
774144,1391.94,-0.0018381929,2.24515,378,891.6396482599998,774144,0.0051623695,1684.7030942440033,11.500292,475,0.6346687078475952,0.060058594
776192,1411.42,-0.0021437653,2.236815,379,905.24425978,776192,0.0056143953,1689.009141921997,10.526963,472,0.7456093728542328,0.06987305
778240,1411.42,-0.001654103,2.2355752,380,907.11047408,778240,0.005938681,1693.3413422107697,10.025668,470,0.7732411473989487,0.07216797
780288,1431.6,-0.005785222,2.230694,381,921.2778089699999,780288,0.005395317,1697.6934113502502,19.01829,461,0.7429176270961761,0.06342773
782336,1444.4,-0.0053529264,2.2208333,382,931.0206028199999,782336,0.0053141816,1702.1277544498444,16.754606,473,0.7354917526245117,0.06274414
784384,1444.4,-0.0045306575,2.2147458,383,929.2815909500001,784384,0.00812901,1706.4548938274384,11.761123,464,0.7225458025932312,0.091552734
786432,1445.62,-0.006316833,2.2214363,384,931.0840930100001,786432,0.0068163676,1710.8671743869781,8.668978,457,0.7237233519554138,0.08134766
788480,1465.05,-0.0045830924,2.2323804,385,944.1492633299998,788480,0.006944895,1715.347495317459,11.376823,464,0.6820002496242523,0.08867188
790528,1469.45,-0.0069199973,2.2471704,386,949.33493529,790528,0.006229019,1719.7534000873566,18.93433,466,0.6995138823986053,0.07626953
792576,1489.51,-0.0009031158,2.2567165,387,963.3060488399999,792576,0.0058239377,1724.1455087661743,9.504089,476,0.7058643102645874,0.06665039
794624,1500.66,-0.0041889185,2.253441,388,971.7705827800002,794624,0.007741443,1728.446079492569,10.103442,474,0.6663389205932617,0.08481445
796672,1516.16,-0.0025708254,2.2490792,389,982.3386418499999,796672,0.0035615924,1732.7611186504364,6.808857,476,0.8428964167833328,0.03745117
798720,1516.16,-0.0028186864,2.2533107,390,982.70781278,798720,0.005631716,1737.0642862319946,12.207316,481,0.6098008155822754,0.06635742
800768,1516.16,-0.0009037863,2.2539117,391,984.6176991699999,800768,0.003516268,1741.3154618740082,9.2146845,473,0.7118630409240723,0.037109375
802816,1516.16,-0.0041567357,2.2486339,392,985.3584403400001,802816,0.0049525863,1745.6375422477722,9.5799055,469,0.704344242811203,0.057666015
804864,1526.07,-0.0054480745,2.258222,393,994.0593510300001,804864,0.0058329375,1749.9975695610046,17.332169,462,0.7234058082103729,0.064648435
806912,1542.82,-0.0045771664,2.2656455,394,1005.4923336899999,806912,0.0063150963,1754.4272797107697,14.031145,488,0.8030509203672409,0.07084961
808960,1497.05,-0.0028655296,2.2642226,395,975.19427681,808960,0.0044072224,1758.6197731494904,26.45404,491,0.5806302428245544,0.053125
811008,1453.09,-0.0015035241,2.2756448,396,946.3572076000002,811008,0.0057456912,1762.7864933013916,22.063513,480,0.6197576522827148,0.060498048
813056,1411.32,-0.0025068824,2.2942836,397,916.49771159,813056,0.005681541,1767.0503253936768,31.377619,470,0.573332667350769,0.06557617
815104,1389.69,-0.0029874828,2.308073,398,899.57167598,815104,0.0049967067,1771.4015743732452,14.559851,476,0.5243906378746033,0.054248046
817152,1344.35,-0.0054359157,2.3111606,399,870.9941150700001,817152,0.0052750073,1775.7025544643402,16.616302,466,0.6995995938777924,0.06689453
