fps,explained_variance,total_timesteps,serial_timesteps,policy_loss,clipfrac,n_updates,time_elapsed,value_loss,approxkl,policy_entropy,ep_len_mean,ep_reward_mean
367,0.8869847059249878,792576,792576,-0.0025484,0.064892575,387,1897.8223633766174,19.902573,0.0055797542,5.418537,980.98,733.8744579599999
378,0.8521140217781067,794624,794624,-0.0025902553,0.054589845,388,1903.3977460861206,27.853388,0.004431899,5.409954,980.81,738.65244882
382,0.9023369178175926,796672,796672,-0.0016210375,0.03491211,389,1908.8046340942383,24.585138,0.0029540546,5.4179606,1002.47,759.0372450500003
368,0.8545910567045212,798720,798720,-0.00071883725,0.043164063,390,1914.1638462543488,20.220179,0.0039941976,5.425685,1002.47,758.8543067000002
378,0.8581538051366806,800768,800768,-0.0037079018,0.062451173,391,1919.7240600585938,21.455421,0.0051598856,5.431878,1020.44,773.8795132800001
347,0.8693272173404694,802816,802816,-0.0023531993,0.076416016,392,1925.136634349823,19.82181,0.0059484304,5.4358425,1037.81,790.8566579300001
409,0.6931483745574951,804864,804864,-0.0017522413,0.06459961,393,1931.0320641994476,14.603892,0.005277858,5.445771,1055.71,802.1934960499999
383,0.846895694732666,806912,806912,-0.0022547569,0.042822264,394,1936.0287072658539,19.972042,0.0036198865,5.451227,1073.71,819.2074986999999
400,0.823832094669342,808960,808960,-0.0036865722,0.05341797,395,1941.3639233112335,21.092205,0.0044350596,5.454086,1091.76,832.8131500200001
411,0.7239726781845093,811008,811008,-0.0031084246,0.043017577,396,1946.4819650650024,12.988162,0.0037985544,5.456142,1109.75,844.84585483
359,0.7811871469020844,813056,813056,-0.0013491203,0.07084961,397,1951.463790655136,20.457457,0.005651762,5.4519777,1109.75,845.25026318
313,0.832036018371582,815104,815104,-0.0024405345,0.04472656,398,1957.1637506484985,19.726206,0.0042642434,5.4409933,1127.62,863.0424095999999
376,0.9239128977060318,817152,817152,-0.0077824118,0.055908203,399,1963.7076103687286,17.43849,0.0056549516,5.437477,1114.51,855.11748649
383,0.8371865898370743,819200,819200,-0.0050176196,0.059228517,400,1969.1449241638184,20.926712,0.004879732,5.449128,1131.71,872.3440578300001
349,0.7752814441919327,821248,821248,-0.004372199,0.07338867,401,1974.488629579544,20.558804,0.0056845387,5.485303,1131.71,870.57299249
393,0.8604450821876526,823296,823296,-0.0015876405,0.0328125,402,1980.3451845645905,33.6262,0.0032133583,5.508206,1135.71,873.1495928699999
355,0.7491829991340637,825344,825344,-0.0029038822,0.07861328,403,1985.5497941970825,20.562931,0.006467901,5.5304894,1153.7,890.58140041
374,0.8380423933267593,827392,827392,-0.002963531,0.07099609,404,1991.3144617080688,20.394266,0.005528982,5.5432563,1171.68,908.6850095899999
348,0.9786957055330276,829440,829440,-0.005907179,0.061035156,405,1996.7809522151947,4.2525196,0.006548504,5.519019,1174.5,910.64440915
360,0.4735434651374817,831488,831488,-0.002902362,0.032080077,406,2002.6652631759644,20.76182,0.0029200867,5.511891,1174.5,909.12469748
373,0.9201995879411697,833536,833536,-0.0021658821,0.020654297,407,2008.351524591446,10.36418,0.0022480073,5.52945,1174.5,902.5038085399999
363,0.8776043057441711,835584,835584,-0.0016132744,0.04433594,408,2013.8423540592194,19.613583,0.004052994,5.530757,1191.95,919.51310214
379,0.8487135767936707,837632,837632,-0.0015084108,0.019482423,409,2019.480631828308,20.829319,0.0021991376,5.5246153,1209.99,936.02722053
358,0.7488503456115723,839680,839680,-0.00047833016,0.034472656,410,2024.8730630874634,20.188879,0.0030922987,5.533604,1227.13,950.4943014200003
340,0.8012968450784683,841728,841728,-0.0008660094,0.045800783,411,2030.583836555481,20.122463,0.0039216173,5.5379076,1245.18,968.6363456700003
380,0.7434411644935608,843776,843776,-0.0004990237,0.024121094,412,2036.5966019630432,20.167797,0.0022454415,5.53313,1245.18,969.2658414100002
409,0.8447145074605942,845824,845824,-0.0024036118,0.020117188,413,2041.9774386882782,30.455578,0.0023897458,5.530299,1228.74,960.1364970499999
374,0.8585226982831955,847872,847872,-0.0018726351,0.034423828,414,2046.9807229042053,21.35429,0.0032054451,5.523093,1246.73,976.6387575599999
332,0.8185855150222778,849920,849920,-0.0037352156,0.09726562,415,2052.446508169174,20.079561,0.0071574226,5.5187235,1262.15,991.24156578
395,0.8392222672700882,851968,851968,-0.0010344067,0.030322265,416,2058.6117355823517,20.345491,0.0030639758,5.519321,1262.15,997.5401804600001
363,0.8277676850557327,854016,854016,-0.004124737,0.062060546,417,2063.790673017502,20.0244,0.0051150424,5.5143175,1280.3,1012.4300452000002
377,0.866652250289917,856064,856064,-0.0016717569,0.025341798,418,2069.4207220077515,21.644299,0.0024734547,5.5126753,1280.3,1012.9461412300001
402,0.8170586079359055,858112,858112,-0.0052401563,0.068847656,419,2074.8429913520813,32.147316,0.0053682146,5.511458,1284.97,1014.7082902399999
380,0.8445841819047928,860160,860160,-0.0016569576,0.027246093,420,2079.9337520599365,21.757341,0.0026895008,5.505527,1284.97,1016.0591358899999
373,0.7802650332450867,862208,862208,-0.0029858772,0.08842774,421,2085.3145904541016,19.732765,0.0068476656,5.503996,1300.6,1030.793198
374,0.8487535566091537,864256,864256,-0.0021799293,0.033837892,422,2090.8034751415253,20.008768,0.0032111504,5.521986,1316.46,1047.62441809
371,0.8876028656959534,866304,866304,-0.0003770341,0.040722657,423,2096.272831916809,20.960335,0.0038126223,5.5312343,1332.57,1063.1493156999998
355,0.8988638147711754,868352,868352,-0.0019091154,0.027148437,424,2101.7895715236664,14.370018,0.0025261014,5.536276,1345.41,1071.39743061
331,0.8092193305492401,870400,870400,-0.00021544316,0.023339843,425,2107.55366563797,20.237812,0.0021560474,5.5541186,1345.41,1070.64794207
326,0.8270534723997116,872448,872448,-0.004449313,0.052734375,426,2113.729455947876,20.343725,0.004171236,5.56534,1363.34,1088.0927651099998
334,0.8125512003898621,874496,874496,-0.0044255154,0.078222655,427,2120.012187719345,20.68232,0.0060849073,5.5760293,1379.57,1104.39319118
334,0.8189377933740616,876544,876544,-0.003031831,0.084423825,428,2126.1348288059235,20.335133,0.0061386195,5.5740843,1379.57,1104.7257063200002
351,0.9071100652217865,878592,878592,-0.006002457,0.049365234,429,2132.258757829666,25.622158,0.0048801205,5.5742364,1402.07,1124.68064438
339,0.8887392207980156,880640,880640,-0.005225542,0.057910156,430,2138.082012653351,20.682056,0.0054919915,5.577602,1420.14,1140.02406358
332,0.8862241432070732,882688,882688,-0.0023332466,0.046875,431,2144.110697031021,20.175482,0.0039350963,5.5727243,1438.03,1155.60629596
387,0.7425028085708618,884736,884736,-0.006159314,0.038671874,432,2150.2737658023834,19.639141,0.0034372534,5.5750985,1449.77,1162.9689579199999
366,0.944080825895071,886784,886784,-0.005056836,0.033691406,433,2155.553807258606,8.618624,0.003464022,5.578682,1436.31,1148.96382877
343,0.8350126445293427,888832,888832,-0.0019750907,0.02602539,434,2161.149183034897,32.336143,0.0025815377,5.5836954,1459.03,1167.7751223799999
297,0.8512163311243057,890880,890880,-0.0054625096,0.06040039,435,2167.1061487197876,20.021917,0.004974838,5.5857267,1474.95,1184.01213686
313,0.8530924767255783,892928,892928,-0.0034372944,0.058300782,436,2173.991974592209,19.456158,0.0050025247,5.5810003,1474.95,1189.8548064800002
337,0.847816526889801,894976,894976,-0.005293816,0.10805664,437,2180.524663209915,20.235775,0.0078003434,5.5803022,1492.7,1206.90656762
358,0.707911491394043,897024,897024,-0.0015655335,0.034277342,438,2186.5865399837494,20.62083,0.0031242808,5.582877,1492.7,1202.4428739500001
328,0.7540927827358246,899072,899072,-0.00040394702,0.062207032,439,2192.297963142395,20.050459,0.005167504,5.5792418,1508.59,1218.3964209200003
339,0.8823084980249405,901120,901120,-0.0022542544,0.045800783,440,2198.531440258026,19.941246,0.0047587496,5.560663,1526.77,1236.49075693
342,0.8523721545934677,903168,903168,-0.0028388007,0.027050782,441,2204.5722782611847,20.762434,0.0027561346,5.5459356,1539.85,1248.95583975
348,0.8419962376356125,905216,905216,-0.0024221458,0.05493164,442,2210.548103094101,21.070858,0.0045949523,5.543021,1555.72,1264.4303691500002
343,0.7625464051961899,907264,907264,-0.0042838594,0.07832031,443,2216.4267871379852,17.618353,0.0062874183,5.554539,1573.92,1275.9851328700001
347,0.8603920042514801,909312,909312,-0.001925506,0.048583984,444,2222.384568452835,20.030996,0.0039776573,5.5776043,1592.07,1293.8828403000002
351,0.8637088686227798,911360,911360,-0.0016558757,0.05571289,445,2228.2836322784424,11.812728,0.0045537064,5.589637,1592.07,1288.83456163
340,0.8533601015806198,913408,913408,-0.0022306289,0.035351563,446,2234.1026775836945,20.770124,0.0033865725,5.5916867,1592.07,1290.1980671100002
332,0.8910812437534332,915456,915456,-0.0020254974,0.03691406,447,2240.109735250473,20.160109,0.0033347518,5.585842,1592.07,1289.3107483000001
325,0.8392412066459656,917504,917504,-0.0023138616,0.059570312,448,2246.2715034484863,20.694313,0.004503169,5.583855,1606.94,1302.69391264
337,0.8934224247932434,919552,919552,-0.00051643,0.030859375,449,2252.558925151825,19.921898,0.0027060923,5.591107,1606.94,1302.3006600299998
332,0.8397446572780609,921600,921600,-0.0032232008,0.06943359,450,2258.621697664261,32.13921,0.0052903295,5.5924597,1621.99,1316.5486586299999
353,0.8576041609048843,923648,923648,-0.0012615471,0.023632813,451,2264.7905082702637,20.669209,0.0024828936,5.593622,1637.78,1330.55817908
339,0.8636418581008911,925696,925696,-0.0024077538,0.022558594,452,2270.590009689331,20.25891,0.0023151233,5.5903254,1637.78,1329.10299562
345,0.8716921657323837,927744,927744,-0.0046043117,0.04736328,453,2276.6296639442444,20.455126,0.0042259223,5.584895,1637.78,1327.7225889299998
330,0.8706462383270264,929792,929792,-0.0021741888,0.04741211,454,2282.5562369823456,20.581776,0.00398147,5.5899687,1652.7,1342.03173177
349,0.8711409717798233,931840,931840,-0.0029313783,0.029345702,455,2288.7562067508698,21.019096,0.0028676654,5.5889397,1652.7,1342.52668881
335,0.8903083503246307,933888,933888,-0.0019658883,0.055322267,456,2294.6108219623566,20.06505,0.0048277844,5.591681,1665.56,1355.60458893
339,0.8653708696365356,935936,935936,-0.0024124368,0.04799805,457,2300.7146236896515,20.142767,0.0039076963,5.5999165,1665.56,1354.9700394999998
329,0.6622839868068695,937984,937984,-0.0009929216,0.03691406,458,2306.751670360565,13.375488,0.0034006857,5.59288,1683.34,1366.6655509099999
339,0.8399253785610199,940032,940032,-0.003230129,0.052197266,459,2312.9606182575226,20.122482,0.0043175253,5.5833473,1701.31,1383.8972333799998
357,0.9675778225064278,942080,942080,-0.00733574,0.040527344,460,2318.989763736725,5.3671293,0.0044172243,5.5820913,1704.35,1386.1688105399999
320,0.8533864915370941,944128,944128,-0.0029617115,0.06147461,461,2324.718316555023,19.993431,0.0049184393,5.5811224,1704.35,1385.7729737999998
362,0.8363943845033646,946176,946176,-0.005175361,0.06279297,462,2331.102073907852,32.068947,0.004743114,5.5720725,1690.06,1374.9820715499995
343,0.8318259567022324,948224,948224,-0.0041228347,0.060595702,463,2336.7489309310913,21.211857,0.0048872875,5.5760255,1690.06,1375.0137113599997
339,0.861298069357872,950272,950272,-0.0045639854,0.066992186,464,2342.703503847122,19.751255,0.0052792677,5.5762215,1690.06,1375.26188537
350,0.8572812974452972,952320,952320,-0.0019945998,0.023144532,465,2348.735507965088,27.855438,0.002531936,5.5651555,1711.35,1393.9507655300001
347,0.8351019471883774,954368,954368,-0.0020920224,0.023535157,466,2354.574772119522,20.343945,0.0027092097,5.5528803,1729.24,1410.9857588
372,0.6885865032672882,956416,956416,-0.00079269585,0.039111327,467,2360.469746351242,12.790183,0.0034689992,5.542741,1729.24,1405.14027162
346,0.8653093874454498,958464,958464,-0.0021099919,0.03339844,468,2365.9687292575836,20.046581,0.0030620536,5.5501037,1742.19,1419.02914655
368,0.6494801342487335,960512,960512,-0.001039685,0.034765624,469,2371.875601053238,13.865087,0.0032087609,5.5527563,1742.19,1419.3900513899998
346,0.7914579957723618,962560,962560,-0.0022889348,0.041992188,470,2377.433426141739,20.665304,0.0037811478,5.569846,1742.19,1419.4030723399999
349,0.864288717508316,964608,964608,-0.0013700734,0.03305664,471,2383.3414294719696,20.207253,0.0032028644,5.5803795,1760.45,1436.10680642
348,0.8392939269542694,966656,966656,-0.0021326584,0.060058594,472,2389.201227426529,19.910769,0.004836061,5.5738974,1772.8,1450.1888364
377,0.5805838406085968,968704,968704,-0.0030207415,0.06821289,473,2395.0840163230896,14.551619,0.0055157063,5.5684447,1772.8,1444.25670084
335,0.8327896147966385,970752,970752,-0.0037707754,0.11855469,474,2400.50359749794,19.997318,0.008794848,5.574121,1772.8,1445.7898022599998
329,0.8345676511526108,972800,972800,-0.0010108624,0.03125,475,2406.6021463871,19.796492,0.0029699993,5.572976,1790.93,1462.8801494599998
364,0.6094193458557129,974848,974848,-0.0030818146,0.05703125,476,2412.8244535923004,15.415243,0.0048803976,5.5756636,1790.93,1456.3737968199996
300,0.8284677416086197,976896,976896,-0.0025002477,0.024902344,477,2418.437513113022,21.080269,0.002555352,5.570411,1804.74,1469.61883691
333,0.8307837843894958,978944,978944,-0.0039432338,0.06269531,478,2425.2568261623383,19.837631,0.0062925615,5.562318,1804.74,1470.10040816
381,0.5792995393276215,980992,980992,-0.0011489606,0.062060546,479,2431.402562379837,14.043465,0.0053647296,5.561502,1804.74,1466.6491653100002
337,0.8401328325271606,983040,983040,-0.0025935436,0.05029297,480,2436.7735044956207,21.031862,0.0047372608,5.570464,1804.74,1465.92030614
337,0.8226617872714996,985088,985088,-0.0028010777,0.08979492,481,2442.8368129730225,20.612453,0.006949831,5.578265,1804.74,1472.24372242
332,0.850156307220459,987136,987136,-0.0013647041,0.027148437,482,2448.910327911377,20.284916,0.0028970889,5.59003,1804.74,1472.5677385099998
379,0.8569608330726624,989184,989184,-0.0029160595,0.03779297,483,2455.0726442337036,20.802402,0.003235712,5.588336,1804.74,1473.5547253899997
351,0.8716633766889572,991232,991232,-0.0028090444,0.064501956,484,2460.466864824295,20.845541,0.0049978467,5.587624,1804.74,1477.6773790199995
336,0.8410875201225281,993280,993280,-0.0015216863,0.036621094,485,2466.300186395645,20.070402,0.0031917137,5.5872526,1804.74,1476.7431187399998
335,0.8639810383319855,995328,995328,-0.0014639674,0.0484375,486,2472.3813741207123,20.228695,0.004267726,5.582094,1804.74,1475.1837503
331,0.7545993328094482,997376,997376,-0.0002110098,0.028027344,487,2478.484657764435,20.498442,0.0026649798,5.5667906,1821.3,1492.4934326700004
333,0.8265102356672287,999424,999424,-0.0058997436,0.07128906,488,2484.661254644394,21.126951,0.0058890213,5.551594,1835.85,1507.3043778600002
