n_updates,serial_timesteps,value_loss,explained_variance,fps,approxkl,total_timesteps,policy_loss,policy_entropy,clipfrac,time_elapsed,ep_reward_mean,ep_len_mean
380,778240,3.0826612,0.962828729301691,166,0.003145323,778240,-0.0057119625,3.4637876,0.03388672,4062.0606503486633,1091.2356400800002,1116.8
381,780288,19.76018,0.005060672760009766,149,0.0049148453,780288,-0.001444465,3.4588852,0.060546875,4074.362852573395,1109.5355209400002,1134.98
382,782336,19.893831,0.0043656229972839355,145,0.006101357,782336,-0.0005301995,3.4645088,0.078027345,4088.0423164367676,1124.29046254,1149.57
383,784384,20.02512,-0.026800155639648438,142,0.0038158062,784384,-0.0006677973,3.4574451,0.03984375,4102.097539424896,1140.57117323,1165.76
384,786432,19.812935,-0.0024123191833496094,139,0.0034734,786432,-0.0010054968,3.4492843,0.03701172,4116.503229379654,1158.29726094,1183.31
385,788480,19.748533,-0.0076634883880615234,148,0.006581202,788480,-0.00260676,3.4472313,0.08657227,4131.1534168720245,1158.34575203,1183.31
386,790528,33.739193,0.9202572256326675,289,0.0015370011,790528,-0.0022192453,3.440981,0.008007812,4144.978244781494,1157.65505869,1182.74
387,792576,19.712229,-0.00017464160919189453,141,0.002886497,792576,-0.00015609556,3.4454484,0.031640626,4152.05127453804,1157.86780454,1182.74
388,794624,19.739403,-0.003296494483947754,139,0.0038104088,794624,6.514014e-05,3.449384,0.04008789,4166.570202827454,1174.48048915,1199.16
389,796672,2.1192577,0.9818805754184723,165,0.0023573027,796672,-0.0006316281,3.455024,0.021337891,4181.284779310226,1176.3065811099998,1200.99
390,798720,23.29203,0.9129601940512657,203,0.0025020815,798720,-0.0026664517,3.4585252,0.026513672,4193.674435377121,1178.6115839400002,1203.33
391,800768,20.630213,0.8760566040873528,178,0.0036033778,800768,-0.0032332682,3.4526641,0.03720703,4203.736823558807,1179.8709400500002,1204.54
392,802816,0.7117802,0.9943629875779152,150,0.0025552192,802816,-0.004243746,3.4418812,0.02607422,4215.192768335342,1163.4566430300001,1188.35
393,804864,20.647694,0.8577300608158112,161,0.0017020793,804864,-0.00044255285,3.442042,0.013183594,4228.842764139175,1169.2739406599999,1193.9
394,806912,21.560125,0.916412964463234,178,0.00072391087,806912,-0.00094913004,3.4457803,0.0038085938,4241.518633842468,1183.6623954200002,1208.35
395,808960,21.463253,0.8505823463201523,145,0.0027451417,808960,-0.0017011464,3.4419613,0.028125,4252.985958814621,1183.3625610800002,1208.12
396,811008,19.77587,0.002670586109161377,159,0.0034204058,811008,-0.0011499107,3.4377594,0.038183592,4267.0235686302185,1183.47106293,1208.12
397,813056,2.2271466,0.9911634139716625,242,0.0024071415,813056,-0.00049557595,3.421519,0.020263672,4279.900902032852,1160.19284846,1184.63
398,815104,20.572239,0.8627068847417831,149,0.005513716,815104,-0.0026831576,3.4075081,0.068554685,4288.331736326218,1156.2557668299999,1180.63
399,817152,19.852585,-0.004619479179382324,140,0.0057776305,817152,-0.0025968424,3.4095833,0.07905273,4302.0299026966095,1156.79988538,1180.63
400,819200,19.550037,0.010822594165802002,107,0.009699647,819200,-0.0058624004,3.4171143,0.13823242,4316.6559715271,1169.5960609,1193.3
401,821248,22.521286,0.8424457907676697,137,0.00500996,821248,-0.0056859814,3.4126582,0.06074219,4335.793885469437,1180.4545253700003,1204.0
402,823296,19.753307,-0.005348801612854004,134,0.002267348,823296,0.00069636374,3.411522,0.02265625,4350.702325820923,1180.3576283000002,1204.0
403,825344,2.9674594,0.9740516562014818,149,0.00204006,825344,-0.0018504936,3.424559,0.017578125,4365.956109285355,1161.9401778700003,1185.77
404,827392,27.09166,0.927447035908699,185,0.002850817,827392,-0.0029060938,3.4358106,0.027148437,4379.65994477272,1152.29924132,1176.38
405,829440,30.061804,0.9452875591814518,233,0.0011671417,829440,-0.0013419513,3.4397538,0.0072265626,4390.6775958538055,1123.0590696400002,1146.78
406,831488,19.726543,0.001361846923828125,142,0.0064270487,831488,-0.0042366968,3.4414608,0.08701172,4399.438590288162,1138.49492966,1162.05
407,833536,2.4042516,0.9900630945339799,156,0.0019644937,833536,-0.0023444775,3.438353,0.012060547,4413.84866809845,1116.12604213,1139.92
408,835584,19.82436,-0.0018889904022216797,144,0.00089975435,835584,-4.2858803e-05,3.4285336,0.0052734376,4426.931782722473,1125.0705979200002,1148.52
409,837632,25.802221,0.950617041438818,274,0.0011777307,837632,-0.002131222,3.4183369,0.007861328,4441.112442731857,1092.08913481,1115.52
410,839680,19.586378,0.0036949515342712402,137,0.0033562724,839680,-0.0016916454,3.4111912,0.03354492,4448.568806648254,1108.78994255,1132.05
411,841728,19.758913,-0.005855917930603027,136,0.0030513662,841728,-0.0007181678,3.4112306,0.02841797,4463.500573396683,1118.3615475,1141.24
412,843776,1.3939642,0.9882780015468597,138,0.002279581,843776,-0.0037554316,3.4311974,0.024121094,4478.494695186615,1100.75611401,1123.81
413,845824,22.643791,0.8659870624542236,176,0.004675182,845824,-0.004311814,3.452106,0.058300782,4493.230922937393,1115.62975507,1138.49
414,847872,20.56963,0.6285634636878967,188,0.0041561374,847872,-0.0032826054,3.4521346,0.04575195,4504.862638473511,1115.7024032400002,1138.49
415,849920,5.3598127,0.981597688049078,378,0.004060819,849920,-0.005119574,3.4384067,0.040234376,4515.741782665253,1082.01208596,1105.17
416,851968,4.177453,0.9859350146725774,372,0.0026045227,851968,-0.0034453117,3.4306178,0.024853516,4521.148814439774,1076.11902287,1099.85
417,854016,1.9060215,0.9853108488023281,146,0.0019463865,854016,0.0007844707,3.4283967,0.016162109,4526.645077705383,1066.6747153299998,1090.9
418,856064,19.883265,-0.004430532455444336,139,0.007885026,856064,-0.0055570873,3.4159074,0.11049805,4540.660451412201,1066.7803083499998,1090.9
419,858112,19.888653,0.0005919933319091797,129,0.010887729,858112,-0.0034809813,3.4181416,0.14169922,4555.381401062012,1076.60327844,1100.32
420,860160,23.52128,0.9095837250351906,211,0.002333375,860160,-0.0015745943,3.4267929,0.024609376,4571.216988325119,1078.34735866,1102.27
421,862208,19.996128,0.5905277132987976,198,0.0027882531,862208,-0.0010948924,3.43389,0.031201173,4580.901448011398,1095.0352337200002,1118.95
422,864256,1.7827303,0.9837719537317753,154,0.001178937,864256,-0.0020316571,3.4151635,0.009423828,4591.208808422089,1084.8790185500002,1109.16
423,866304,19.86425,0.00027811527252197266,141,0.0029078037,866304,-0.00065905455,3.3933926,0.025830079,4604.5062482357025,1101.5935602,1125.69
424,868352,19.718552,0.00960773229598999,133,0.0065136775,868352,-0.0031118183,3.3891406,0.0831543,4618.981739521027,1116.69050164,1140.61
425,870400,19.98246,-0.052567362785339355,136,0.0027447804,870400,-0.00032575353,3.4083538,0.027050782,4634.321631193161,1125.85469225,1149.41
426,872448,19.497211,0.0068933963775634766,139,0.0025451349,872448,-0.0014494748,3.4268093,0.022753906,4649.373679161072,1136.0775118800002,1159.29
427,874496,19.543674,0.018531978130340576,132,0.0032615338,874496,-0.0015714107,3.4318008,0.03364258,4664.029005050659,1144.1438163199998,1166.95
428,876544,22.924698,0.8428037613630295,152,0.0033258707,876544,-0.002555044,3.4456902,0.03286133,4679.431195497513,1142.3954787,1165.29
429,878592,28.876736,0.9243238493800163,186,0.0018521311,878592,-0.0015684344,3.4502933,0.016845703,4692.897953033447,1150.03651749,1172.9
430,880640,22.490665,0.8521597981452942,151,0.0033615294,880640,-0.0022474418,3.4555664,0.037646484,4703.872247219086,1162.9737320899999,1185.77
431,882688,34.03331,0.8810028731822968,161,0.0025782983,882688,-0.0019389621,3.4552264,0.02470703,4717.384181022644,1142.13415732,1165.31
432,884736,4.252613,0.9840636271983385,170,0.0029066573,884736,-0.00273799,3.457301,0.02734375,4730.068076848984,1106.26939113,1129.73
433,886784,24.571413,0.9166972935199738,159,0.0020955387,886784,-0.0012382106,3.4713287,0.019824218,4742.1133551597595,1108.8914448299997,1132.19
434,888832,24.375767,0.9145856201648712,170,0.0013575734,888832,-0.0010589935,3.4839997,0.010302735,4754.918275594711,1093.01039059,1116.13
435,890880,25.68398,0.9337832480669022,168,0.0034506184,890880,-0.004470401,3.484653,0.034326173,4766.931714773178,1036.89180304,1060.5
436,892928,19.71937,0.0009034872055053711,134,0.0036579524,892928,-0.0017593823,3.4881,0.037744142,4779.073692560196,1036.84512661,1060.5
437,894976,19.838406,-0.0009895563125610352,144,0.001412659,894976,-0.000631848,3.4987779,0.011230469,4794.273077249527,1036.86813041,1060.5
438,897024,6.42498,0.9869452519342303,234,0.0027320748,897024,-0.0035041398,3.508781,0.025585938,4808.442698001862,1032.4239277400002,1056.24
439,899072,22.848875,0.9170865043997765,213,0.0026241275,899072,-0.0014308712,3.510347,0.025390625,4817.1786959171295,1015.59416137,1039.64
440,901120,9.807348,0.9824645332992077,231,0.0032179884,901120,-0.004562786,3.5156732,0.035595704,4826.783510684967,972.0938684200003,996.62
441,903168,21.234919,0.8673313707113266,179,0.00134953,903168,-0.0013639152,3.5231636,0.006298828,4835.644633293152,970.4214572,994.97
442,905216,0.44757074,0.9980372684076428,170,0.0061900876,905216,-0.0094017815,3.5157876,0.07910156,4847.040500640869,958.9261310500001,983.5
443,907264,19.942211,-0.009075522422790527,139,0.0044730576,907264,-0.0018596796,3.5156245,0.05317383,4859.029750585556,975.9297267400001,1000.38
444,909312,25.21268,0.9364987686276436,239,0.001902191,909312,-0.0019562724,3.5318336,0.021044921,4873.698561906815,960.4206440400002,985.08
445,911360,2.4598215,0.9931000312790275,189,0.0022767626,911360,-0.0037081991,3.5518322,0.024804687,4882.267349243164,932.259057,957.08
446,913408,21.098701,0.8682966232299805,141,0.003709557,913408,-0.0022856751,3.558366,0.043164063,4893.098084926605,931.0666420800002,956.04
447,915456,19.7915,0.0034537911415100098,138,0.004757153,915456,-0.0012765931,3.5494409,0.051953126,4907.560147285461,931.0788796100002,956.04
448,917504,19.883059,-0.010754108428955078,148,0.004119282,917504,-0.0026481457,3.5527446,0.050390624,4922.3037350177765,931.1116641900002,956.04
449,919552,20.330591,0.8704030215740204,169,0.0035955645,919552,-0.00096816977,3.5630481,0.043164063,4936.066980838776,934.0563431800001,959.0
450,921600,21.620525,0.8613875061273575,153,0.0042949165,921600,-0.0031378544,3.568894,0.05546875,4948.148610115051,934.25922654,959.1
451,923648,28.813772,0.8217180222272873,158,0.0046864105,923648,-0.0061266203,3.5689404,0.05708008,4961.530301332474,952.4495065400001,977.19
452,925696,9.773887,0.9880745457485318,195,0.003183438,925696,-0.0042432277,3.5683193,0.029638672,4974.440568685532,955.2409049799999,985.97
453,927744,22.430902,0.9153817221522331,211,0.0028188436,927744,-0.0028298856,3.5651321,0.026220703,4984.897411346436,959.2090939,989.87
454,929792,0.03859849,0.9995725368789863,130,0.0051568216,929792,-0.005203313,3.5495884,0.059912108,4994.591898441315,960.76908028,991.33
455,931840,23.771797,0.946265060454607,237,0.0025969972,931840,-0.0016657751,3.5414233,0.02470703,5010.256580114365,963.8855758,994.26
456,933888,21.434643,0.91497353464365,198,0.003943949,933888,-0.003883465,3.54707,0.047705077,5018.89267206192,965.3344586000001,995.73
457,935936,0.007658576,0.9996797288767993,140,0.0030561327,935936,-0.0021960617,3.5625434,0.03149414,5029.215478181839,948.0538522300001,978.64
458,937984,14.852831,-0.0018029212951660156,144,0.00517607,937984,-0.002870358,3.5651424,0.054882813,5043.816632032394,966.8374950100001,997.25
459,940032,18.731976,0.9320068284869194,178,0.0026767012,940032,-0.0035173546,3.5619328,0.024560547,5057.9965925216675,981.2586626499999,1011.38
460,942080,19.918995,0.0034881234169006348,146,0.004245121,942080,-0.0012457555,3.567924,0.046875,5069.470474481583,999.71334716,1029.67
461,944128,19.99266,-0.00544428825378418,145,0.001761375,944128,-0.0023468859,3.5697918,0.014990235,5083.473089933395,999.6533056499998,1029.67
462,946176,19.94911,-0.004726767539978027,137,0.0035886518,946176,-0.0015719458,3.58148,0.0390625,5097.553627490997,999.60431447,1029.67
463,948224,19.875248,-0.029656410217285156,124,0.003432287,948224,-0.002670674,3.5910792,0.038964845,5112.420650005341,1017.1643918099998,1047.1
464,950272,19.66738,-0.0037364959716796875,121,0.00239679,950272,0.0001308796,3.595496,0.022216797,5128.89453458786,1017.1115560399999,1047.1
465,952320,19.515297,0.008488893508911133,140,0.002519557,952320,-0.00029238794,3.6025708,0.025146484,5145.755592107773,1028.44315251,1058.18
466,954368,23.31355,0.9397408403456211,228,0.0026754518,954368,-0.0028036255,3.6074417,0.026171874,5160.300804376602,1022.4662423499998,1051.96
467,956416,19.762115,5.310773849487305e-05,126,0.0047017033,956416,-0.0027483925,3.6191986,0.05258789,5169.263825178146,1030.1711645099997,1059.14
468,958464,11.984577,0.9849286405369639,445,0.0042008283,958464,-0.010944674,3.6198401,0.050878905,5185.416373252869,1006.9106995599998,1042.05
469,960512,2.0635376,0.9841282330453396,230,0.0034968283,960512,-0.0029612633,3.615823,0.041552734,5190.018001317978,998.3896516899997,1033.76
470,962560,20.4556,0.8731682151556015,191,0.001882049,962560,-0.00065144047,3.619838,0.018310547,5198.888324260712,1000.4180170299999,1035.74
471,964608,12.231935,0.9700653329491615,216,0.0022924603,964608,-0.005802409,3.618855,0.024316406,5209.584874868393,958.19482896,993.82
472,966656,19.544922,0.004938662052154541,139,0.0041887686,966656,-0.0041910163,3.6190987,0.04941406,5219.030235528946,958.1116007100002,993.82
473,968704,19.503893,0.01459193229675293,143,0.0013645436,968704,-0.0016480414,3.611302,0.00834961,5233.686496973038,958.0777738,993.82
474,970752,19.86337,0.0005931854248046875,134,0.0048301714,970752,-0.0017837923,3.61157,0.0609375,5247.963356256485,958.14830769,993.82
475,972800,20.000265,-0.00709688663482666,140,0.006155082,972800,-0.003237818,3.6105962,0.080078125,5263.198441267014,958.1528365200002,993.82
476,974848,21.536736,0.86574886739254,176,0.0008633941,974848,-0.0001098494,3.6141334,0.0046875,5277.745033025742,959.83363417,995.47
477,976896,0.11483538,0.9988433301914483,138,0.00726067,976896,-0.006732358,3.617466,0.10551758,5289.329256534576,943.91330247,979.72
478,978944,19.726072,0.011905431747436523,130,0.0048849774,978944,-0.002995494,3.6231484,0.06328125,5304.063873291016,962.3394282500001,997.99
479,980992,21.36159,0.8649216145277023,185,0.0029710995,980992,-0.0024929834,3.619037,0.029296875,5319.719577550888,987.1391665499999,1022.63
480,983040,22.236126,0.8675598204135895,207,0.0027643873,983040,-0.0024434894,3.628156,0.028466797,5330.788663625717,988.4377302099998,1023.89
481,985088,0.016836306,0.9998468264966505,144,0.0058517964,985088,-0.0049952283,3.6404052,0.07734375,5340.65284371376,975.2765845199999,1010.89
482,987136,21.978134,0.9170286580920219,251,0.0027592257,987136,-0.0031252739,3.636496,0.027636718,5354.810393333435,1002.7692667400001,1038.18
483,989184,19.995995,0.0006008148193359375,130,0.0018632939,989184,-0.00083622464,3.6337883,0.0126953125,5362.958561420441,1020.8157551200001,1056.06
484,991232,20.283518,0.5857084095478058,151,0.0031093615,991232,-0.0014747705,3.6438382,0.034326173,5378.6209025383,1020.8678936599999,1056.06
485,993280,11.148672,0.9823577851057053,266,0.0041259727,993280,-0.007968452,3.6520844,0.04511719,5392.145475625992,1010.02114424,1046.31
486,995328,19.9401,-0.001384735107421875,115,0.0018323364,995328,-0.0011580774,3.670438,0.016015625,5399.831864356995,1010.05532649,1046.31
487,997376,19.946873,-0.006049513816833496,118,0.0058183377,997376,-0.0037654066,3.6818128,0.074072264,5417.595203638077,1028.41084956,1064.5
488,999424,20.566782,0.21862387657165527,152,0.0023849239,999424,-0.0011802692,3.6888452,0.021972656,5434.849801778793,1047.0359095,1083.01
