explained_variance,time_elapsed,value_loss,serial_timesteps,fps,policy_loss,total_timesteps,n_updates,approxkl,clipfrac,policy_entropy,ep_reward_mean,ep_len_mean
0.9448276050388813,81.98439049720764,10.147101,43008,501,-0.0017520788,43008,21,0.0021082123,0.019824218,6.13248,556.3012683461537,798.5384615384615
0.7017923891544342,86.06745219230652,15.563136,45056,516,-0.0018948918,45056,22,0.0018117031,0.017724609,6.1316967,574.7643575555555,829.6666666666666
0.8761290982365608,90.03307962417603,18.805307,47104,458,-0.0048370855,47104,23,0.0036444943,0.04033203,6.1445246,595.9931745636363,851.8363636363637
0.9211460426449776,94.49675965309143,14.170942,49152,476,-0.0023284045,49152,24,0.0017212133,0.016064454,6.157495,589.7055678392857,844.1428571428571
0.7868150323629379,98.79133152961731,20.1899,51200,472,-0.002618848,51200,25,0.002082588,0.019824218,6.152838,608.5051318947369,865.280701754386
0.8701493293046951,103.13269233703613,20.603804,53248,474,-0.0055123633,53248,26,0.00420018,0.0453125,6.14347,630.4398251206898,885.6896551724138
0.7067124843597412,107.44514560699463,20.003613,55296,438,-0.0025817421,55296,27,0.0027746917,0.027294923,6.1313963,647.6627304237289,905.4067796610169
0.8704088479280472,112.1158607006073,27.337744,57344,502,-0.0027127282,57344,28,0.0021479595,0.021386718,6.130166,666.1259687049183,924.7704918032787
0.8360274583101273,116.19522285461426,20.367716,59392,483,-0.0040521026,59392,29,0.0042440007,0.05239258,6.1388187,685.7353561451614,942.9032258064516
0.8214228749275208,120.42895150184631,19.966053,61440,475,-0.0015208161,61440,30,0.002614243,0.025683593,6.1317225,703.7841046349208,960.4603174603175
0.8179727643728256,124.73594856262207,20.13272,63488,481,-0.0027365447,63488,31,0.0011254607,0.010791016,6.113088,721.7153748593751,977.46875
0.8473294675350189,128.98714089393616,20.514238,65536,482,-0.002015669,65536,32,0.0025185917,0.025097657,6.104125,738.9328784923077,993.9538461538461
0.7962598502635956,133.233948469162,20.363678,67584,482,-0.0038479883,67584,33,0.004707547,0.054052733,6.11334,754.7955993333333,1009.939393939394
0.873868927359581,137.48044848442078,20.988007,69632,493,-0.0009492864,69632,34,0.0013256769,0.007861328,6.131387,771.5720358358209,1025.44776119403
0.7960498631000519,141.62826418876648,20.110138,71680,466,-0.0034514212,71680,35,0.0032887876,0.034960937,6.142844,785.6203426764705,1040.5
0.8444799780845642,146.0163860321045,21.199709,73728,492,-0.0016636299,73728,36,0.0028278332,0.028515626,6.161906,801.4861603333333,1055.1159420289855
0.7983696758747101,150.17653489112854,20.035915,75776,485,-0.00147386,75776,37,0.002842096,0.029541016,6.155757,815.6602531714286,1069.3142857142857
0.786055326461792,154.39501190185547,33.57609,77824,493,-0.0034933295,77824,38,0.0025737255,0.021923829,6.1461377,820.8010906805555,1072.0
0.7354253232479095,158.54924249649048,20.372982,79872,480,-0.001620623,79872,39,0.006410244,0.07353516,6.1357822,835.724823328767,1085.3835616438357
0.7878243625164032,162.81074619293213,19.893816,81920,485,-0.0005529167,81920,40,0.0006794789,0.004345703,6.133102,850.3556710945945,1098.4054054054054
0.8971020951867104,167.0290608406067,25.411709,83968,489,-0.005370124,83968,41,0.0030676539,0.033691406,6.1369452,856.3174855263157,1103.5394736842106
0.8001370877027512,171.21602153778076,20.1013,86016,481,-0.0012840874,86016,42,0.0035419643,0.04116211,6.144493,869.7905634935065,1115.8181818181818
0.8153214603662491,175.46669793128967,19.559776,88064,498,-0.0039024265,88064,43,0.0044945925,0.054785155,6.1483917,882.1878296923078,1127.7820512820513
0.9067296534776688,179.57739567756653,22.788307,90112,514,-0.0018860552,90112,44,0.0016306911,0.016113281,6.1496267,855.8073641604938,1097.7530864197531
0.78627148270607,183.55937385559082,20.476976,92160,481,-0.002601703,92160,45,0.0028768734,0.027050782,6.1440377,868.8576999512194,1109.3536585365853
0.8457076400518417,187.81360006332397,28.54469,94208,489,-0.0021027366,94208,46,0.0016179184,0.015136719,6.1353292,874.4081790357142,1113.9642857142858
0.7902754694223404,191.99726152420044,20.378994,96256,482,-0.005074922,96256,47,0.008478079,0.1071289,6.131501,886.318473035294,1124.964705882353
0.7174669802188873,196.2447509765625,19.79267,98304,478,-0.002310514,98304,48,0.003973535,0.047753908,6.1434093,897.633783744186,1135.7093023255813
0.778836265206337,200.52909755706787,19.845749,100352,479,-0.0013171196,100352,49,0.0025387087,0.025244141,6.150572,909.2608291264368,1146.2068965517242
