serial_timesteps,ep_len_mean,value_loss,fps,approxkl,clipfrac,ep_reward_mean,n_updates,policy_loss,total_timesteps,policy_entropy,explained_variance,time_elapsed
83968,1286.359375,9.169119,468,0.002548764,0.027050782,832.521108625,41,-0.0025061152,83968,3.7083125,0.9056791514158249,166.6201136112213
86016,1298.7878787878788,17.483612,476,0.0033839517,0.039013673,842.3163709090909,42,-0.00484592,86016,3.7010257,0.8667572736740112,170.98901653289795
88064,1309.9850746268658,11.214395,478,0.00508248,0.061767578,849.6780987462686,43,-0.0051044994,88064,3.6995816,0.8187003433704376,175.2887396812439
90112,1320.8529411764705,12.0316,499,0.0045115193,0.05419922,855.6272777794118,44,-0.0021277727,90112,3.698754,0.7439726293087006,179.57051420211792
92160,1331.4057971014493,10.671382,524,0.004941086,0.05756836,861.915797173913,45,-0.004453731,92160,3.6885273,0.7708261460065842,183.67125129699707
94208,1341.6571428571428,9.1619625,483,0.005847026,0.072705075,869.2750077,46,-0.002703427,94208,3.678971,0.8588142842054367,187.5744912624359
96256,1335.056338028169,10.611049,502,0.0028435192,0.029882813,864.9187630281689,47,-0.0033806681,96256,3.6793087,0.8441271185874939,191.8070352077484
98304,1344.9722222222222,11.26392,503,0.003357708,0.03779297,870.702111013889,48,-0.00047407942,98304,3.683963,0.7482779622077942,195.87937593460083
100352,1354.6164383561643,9.685244,519,0.005510846,0.067675784,876.2251835616438,49,-0.0027686225,100352,3.6887696,0.8150890171527863,199.94506573677063
102400,1364.0,12.426797,529,0.0048843413,0.06010742,881.7370967972973,50,-0.0055748513,102400,3.6852765,0.8037658184766769,203.88838481903076
104448,1369.5333333333333,5.0870733,516,0.007615312,0.087890625,886.6607376533334,51,-0.008336538,104448,3.685873,0.9449541382491589,207.76045751571655
106496,1375.4868421052631,6.780732,521,0.004811405,0.05078125,892.371783618421,52,-0.005565009,106496,3.6903358,0.9372296780347824,211.72323870658875
108544,1384.2337662337663,11.380537,500,0.004164152,0.047802735,900.1538084025974,53,-0.0033784625,108544,3.7024913,0.8364458829164505,215.65449857711792
110592,1392.7564102564102,10.443168,464,0.0056393687,0.067871094,906.3620051923077,54,-0.004492228,110592,3.7008424,0.9041120931506157,219.7439181804657
112640,1401.0632911392406,10.023136,483,0.009710589,0.10205078,913.2615053417721,55,-0.0046551856,112640,3.7013392,0.8087698221206665,224.15388417243958
114688,1409.1625,10.759651,488,0.004257683,0.05126953,918.7419060750001,56,-0.0018585812,114688,3.7099946,0.8124036937952042,228.3875756263733
116736,1417.0617283950617,13.460932,495,0.0035687885,0.038867187,923.7136401234568,57,-0.0016074737,116736,3.7140393,0.7423062920570374,232.57771015167236
118784,1424.7682926829268,16.95095,483,0.0018284351,0.01796875,928.1778589268293,58,-0.0024103038,118784,3.7196586,0.740094780921936,236.70779871940613
120832,1432.289156626506,12.793807,488,0.010322047,0.10361328,932.1651155903616,59,-0.007859376,120832,3.72726,0.8010858744382858,240.94577050209045
122880,1439.6309523809523,10.977955,481,0.0063272268,0.07841797,937.7798031190478,60,-0.006730602,122880,3.72565,0.8672482967376709,245.13979363441467
124928,1442.1860465116279,18.888332,463,0.006291367,0.0668457,941.046898127907,61,-0.0033961642,124928,3.7209725,0.8589290529489517,249.39719009399414
126976,1449.16091954023,13.409152,457,0.006597544,0.076855466,948.0769535287357,62,-0.002195081,126976,3.7139874,0.9041498526930809,253.81652998924255
129024,1455.9772727272727,12.628274,465,0.0041986043,0.04863281,953.9181311250002,63,-0.004472534,129024,3.7001355,0.8415174186229706,258.2968382835388
131072,1455.2444444444445,15.766249,459,0.003381289,0.03857422,953.9050947000001,64,-0.0032868378,131072,3.70247,0.8946877419948578,262.700980424881
133120,1452.4285714285713,6.065091,485,0.0036330945,0.038427733,952.1694760989012,65,-0.0028189854,133120,3.7064106,0.9366466403007507,267.1595561504364
135168,1458.9130434782608,12.001961,470,0.005354909,0.062109374,956.9862689673913,66,-0.005165632,135168,3.7062385,0.876076802611351,271.3787543773651
137216,1456.3510638297873,12.207633,457,0.004499671,0.05258789,956.1726921808512,67,-0.0028703164,137216,3.7039688,0.9138672053813934,275.73515701293945
139264,1462.2526315789473,6.405061,478,0.0030768425,0.034814455,960.7137942842106,68,-0.003877401,139264,3.7073135,0.8873820826411247,280.2124435901642
141312,1456.5360824742268,16.841862,474,0.004581804,0.04042969,956.8973350515464,69,-0.0054628504,141312,3.71646,0.8529833853244781,284.4903898239136
143360,1452.7448979591836,9.097513,475,0.0048493547,0.059570312,954.5261682857143,70,-0.0071826666,143360,3.720388,0.9246694967150688,288.80595302581787
145408,1447.48,12.482113,466,0.0031438596,0.0359375,952.00368761,71,-0.0020089603,145408,3.7254734,0.9100057110190392,293.117458820343
147456,1456.53,6.489885,483,0.005505863,0.06367187,959.63674671,72,-0.0051078843,147456,3.7250729,0.8965430930256844,297.5072431564331
149504,1474.56,14.334656,491,0.0028234632,0.029052734,972.4845731700001,73,-0.0026630678,149504,3.720361,0.8215703368186951,301.7402398586273
151552,1486.83,6.03671,488,0.0026575283,0.026416015,982.8701081199999,74,-0.0025185298,151552,3.7182572,0.940091211348772,305.90895199775696
153600,1492.25,15.935374,446,0.004575229,0.054492187,987.4124630299999,75,-0.003531692,153600,3.7052772,0.8600010275840759,310.1038966178894
155648,1501.54,7.4388795,460,0.0027735904,0.029736329,994.25932966,76,-0.0028076386,155648,3.6993663,0.9121891558170319,314.69750809669495
157696,1499.25,10.008429,481,0.0032562022,0.0362793,992.2099311500002,77,-0.004351229,157696,3.7021015,0.8992604985833168,319.1417284011841
159744,1498.78,12.999527,481,0.0068447688,0.07783203,991.1231295100001,78,-0.0053579747,159744,3.7256227,0.837789848446846,323.39230394363403
161792,1510.47,5.0526857,486,0.0037731726,0.044042967,999.77596305,79,-0.0056327754,161792,3.7328887,0.9322977438569069,327.64955282211304
163840,1518.19,18.31091,480,0.0033577501,0.03725586,1006.33641491,80,-0.0015365642,163840,3.7338936,0.8896439746022224,331.8614854812622
165888,1528.51,3.8170605,469,0.004347983,0.046679687,1014.20127843,81,-0.004638133,165888,3.7247424,0.9251501560211182,336.1211748123169
167936,1546.87,11.055727,487,0.0070520877,0.078710936,1026.26812434,82,-0.002931476,167936,3.7214177,0.7290619611740112,340.487282037735
169984,1565.0,9.326034,499,0.004632208,0.053515624,1038.2817509000001,83,-0.0021413534,169984,3.729398,0.7262294888496399,344.68455696105957
172032,1575.43,13.977231,490,0.0031395745,0.03491211,1047.6728209,84,-0.0027692893,172032,3.7285256,0.8856688663363457,348.7885537147522
174080,1573.76,5.9542475,504,0.0016708868,0.013769532,1047.8695962000002,85,-0.0034526512,174080,3.7243392,0.9176904112100601,352.96855092048645
176128,1573.76,10.2578335,510,0.0022252346,0.021142578,1048.28991842,86,-0.0022019243,176128,3.714562,0.7581214904785156,357.02715039253235
178176,1586.95,8.00734,481,0.0023935174,0.023925781,1058.90026381,87,-0.001321364,178176,3.7084947,0.9110418930649757,361.03913259506226
180224,1604.86,12.281918,496,0.0031637237,0.036816407,1071.0835455000001,88,-0.004440152,180224,3.7009883,0.7943400889635086,365.29153275489807
182272,1594.75,5.2089257,481,0.0037479778,0.039697267,1066.2897208200002,89,-0.0032410722,182272,3.6897895,0.9581140577793121,369.41795206069946
184320,1598.27,15.979233,462,0.0057355342,0.0647461,1069.11136145,90,-0.0037670326,184320,3.6729972,0.8440851420164108,373.6720497608185
186368,1587.34,13.99589,489,0.0042740786,0.04638672,1065.2242701300001,91,-0.0037595865,186368,3.6628773,0.8803378194570541,378.1010081768036
188416,1587.34,16.282001,476,0.004529468,0.049853515,1067.28925171,92,-0.0028525512,188416,3.663004,0.7852010577917099,382.2841742038727
190464,1587.34,16.549591,478,0.004551924,0.044433594,1067.8818677099998,93,-0.004809719,190464,3.6525168,0.6501190960407257,386.58392548561096
192512,1595.44,15.024434,489,0.00845521,0.08681641,1070.88233016,94,-0.005348729,192512,3.6450458,0.795892745256424,390.86125326156616
194560,1602.75,12.799596,490,0.0026738418,0.029101562,1076.115208,95,-0.0011983116,194560,3.6496415,0.7437366247177124,395.04446816444397
196608,1575.7,12.5644245,490,0.004270939,0.04916992,1056.7030509600002,96,-0.0042158766,196608,3.6534848,0.8103744089603424,399.2245490550995
198656,1575.7,15.444267,487,0.0031875633,0.03388672,1055.9310760800001,97,-0.0056259492,198656,3.660794,0.8116748631000519,403.39672803878784
200704,1593.87,10.538153,497,0.003954065,0.04741211,1067.61616115,98,-0.0032524685,200704,3.6660113,0.8495648354291916,407.5947034358978
202752,1579.55,11.523887,449,0.0065334328,0.07460938,1059.6292105300001,99,-0.0033385032,202752,3.690884,0.9292456284165382,411.71161127090454
204800,1583.41,13.014463,485,0.003688184,0.03803711,1062.1715976100002,100,-0.0019816344,204800,3.7035317,0.8258533775806427,416.2634587287903
206848,1583.41,9.879866,474,0.0068155997,0.08271484,1059.9926906700002,101,-0.001949021,206848,3.6899972,0.723463773727417,420.48620891571045
208896,1578.24,5.815534,471,0.0038833965,0.045996092,1057.77781477,102,-0.0032583221,208896,3.697567,0.9367839768528938,424.8015658855438
210944,1558.6,10.667844,464,0.0039287675,0.046240233,1045.24429453,103,-0.002134016,210944,3.7097466,0.9308964759111404,429.14943408966064
212992,1556.92,5.872916,478,0.0024323165,0.021972656,1042.80440254,104,-0.0018569952,212992,3.7145705,0.9198146089911461,433.56280398368835
215040,1575.0,18.240688,489,0.0026026354,0.025976563,1055.9161246400001,105,-0.0019943472,215040,3.717898,0.8152236789464951,437.8467938899994
217088,1592.96,16.400913,502,0.0036619299,0.03691406,1068.16596559,106,-0.0035094246,217088,3.718266,0.6576415002346039,442.0316505432129
219136,1602.85,11.269128,480,0.009868705,0.09926758,1073.87300058,107,-0.005039326,219136,3.7182364,0.86415696144104,446.1117537021637
221184,1595.83,4.0783978,473,0.0037769494,0.042578124,1070.7082506899999,108,-0.003433789,221184,3.735084,0.9691497962921858,450.375771522522
223232,1592.96,5.524128,487,0.00341568,0.03754883,1069.4276755399999,109,-0.0042028604,223232,3.7420185,0.9424471631646156,454.69816184043884
225280,1584.15,8.201984,479,0.0039237393,0.04399414,1059.4773059999998,110,-0.005117621,225280,3.7424169,0.9501317255198956,458.8959333896637
227328,1572.28,10.342028,511,0.004371333,0.05419922,1050.08951396,111,-0.0058481274,227328,3.7568145,0.8966098725795746,463.1635916233063
229376,1587.45,12.439405,508,0.0048972284,0.066503905,1060.6153187,112,-0.002817512,229376,3.7630544,0.7587125599384308,467.16558718681335
231424,1586.78,7.27699,467,0.004020542,0.04765625,1064.0082683300002,113,-0.0040454483,231424,3.7732975,0.9364136308431625,471.1970703601837
233472,1588.87,18.382175,485,0.0071439156,0.07260742,1065.34761175,114,-0.0063840435,233472,3.7807167,0.8315389305353165,475.57969546318054
235520,1584.84,3.2118778,498,0.002770756,0.029492188,1061.70896169,115,-0.0053742994,235520,3.787782,0.9583969712257385,479.80136799812317
237568,1585.91,23.43288,480,0.0050004437,0.059912108,1061.03360378,116,-0.004418902,237568,3.8006215,0.8634115606546402,483.91081190109253
239616,1585.91,10.760895,499,0.0035314928,0.038427733,1061.2368361600002,117,-0.002693676,239616,3.7990925,0.8149829059839249,488.1718707084656
241664,1571.86,14.357282,463,0.0042504594,0.04575195,1052.72900806,118,-0.0056319954,241664,3.8221118,0.9339528605341911,492.2711036205292
243712,1571.43,5.6679254,497,0.0029896002,0.03276367,1052.1562018799998,119,-0.003487253,243712,3.8344893,0.9213578328490257,496.68654775619507
245760,1537.79,11.583433,471,0.0034146695,0.037890624,1030.4158296599999,120,-0.005670286,245760,3.830275,0.9442269951105118,500.8008351325989
247808,1527.44,7.3813033,495,0.0031306706,0.030566406,1022.57681472,121,-0.003486763,247808,3.8424459,0.8978756666183472,505.14950585365295
249856,1526.27,4.243157,495,0.002332047,0.025585938,1022.7031008099999,122,-0.002795817,249856,3.8450634,0.936734139919281,509.28546500205994
251904,1516.88,7.6774635,484,0.0034395691,0.038867187,1017.6403775399999,123,-0.0043200245,251904,3.8454978,0.9038335010409355,513.416276216507
253952,1509.93,3.3008704,486,0.0045444355,0.05415039,1013.6658447899999,124,-0.00545263,253952,3.850212,0.9471282996237278,517.6430490016937
256000,1491.27,17.435427,481,0.0017852659,0.016210938,996.4120108699999,125,-0.0008908515,256000,3.8533409,0.8774644210934639,521.8527503013611
258048,1482.74,3.1736698,499,0.003771639,0.042382814,990.51700646,126,-0.00456601,258048,3.8537602,0.9708571378141642,526.1047775745392
260096,1448.69,12.902797,508,0.0045135273,0.049951173,966.4675064899999,127,-0.0018845188,260096,3.8491778,0.907548800110817,530.206601858139
262144,1437.86,6.829549,519,0.005174311,0.057421874,959.0115533100001,128,-0.005943234,262144,3.8460171,0.949738334864378,534.2383496761322
264192,1418.51,7.9980135,525,0.0024089473,0.022314453,947.10929584,129,-0.0036815181,264192,3.84313,0.9081796109676361,538.17973279953
266240,1418.51,12.37309,442,0.004148685,0.050830077,946.1435100499999,130,-0.0001083394,266240,3.8436408,0.8375703245401382,542.077868938446
268288,1416.82,15.362066,483,0.005278525,0.06430664,942.3654123400001,131,-0.0039870823,268288,3.8509812,0.8553537130355835,546.708536863327
270336,1407.72,3.2616458,491,0.0049941423,0.061328124,935.3864280000001,132,-0.0027962285,270336,3.8639038,0.9509311318397522,550.9427101612091
272384,1408.13,15.119898,501,0.0066263177,0.06772461,934.7317641999999,133,-0.002149117,272384,3.884318,0.8424903452396393,555.1133151054382
274432,1407.74,4.846563,421,0.0039494666,0.04453125,935.4790120299999,134,-0.0055138366,274432,3.9049637,0.9559649415314198,559.2011892795563
276480,1391.48,26.897701,451,0.00360961,0.04345703,923.24864103,135,-0.002952685,276480,3.9206688,0.8786523714661598,564.0606381893158
278528,1376.23,4.979675,517,0.006466631,0.05698242,911.5282287399999,136,-0.0046450375,278528,3.918466,0.9300946593284607,568.5951933860779
280576,1386.6,11.132485,505,0.0044869026,0.050878905,917.1248339099999,137,-0.0006147859,280576,3.9256356,0.7672574669122696,572.5565569400787
282624,1382.51,20.168894,504,0.0028798957,0.027685547,912.0404588699998,138,-0.0033993635,282624,3.936391,0.7890491485595703,576.6078860759735
284672,1381.86,17.975054,508,0.0025358433,0.026464844,908.74488657,139,-0.004160139,284672,3.9489765,0.7638219743967056,580.6707289218903
286720,1387.26,12.82121,473,0.004455653,0.050048828,911.94394355,140,-0.0018951982,286720,3.964044,0.7700096368789673,584.7023618221283
288768,1397.31,10.041478,471,0.006063604,0.07148437,918.25114109,141,-0.0031210415,288768,3.9668407,0.800164595246315,589.0291481018066
290816,1384.08,23.150654,413,0.0041494356,0.049951173,910.7599026700002,142,-0.002279818,290816,3.9787304,0.8712008148431778,593.3710277080536
292864,1394.23,8.712973,439,0.004450162,0.0515625,919.26892849,143,-0.0033924696,292864,3.9917285,0.9236510768532753,598.3198161125183
294912,1398.73,4.6114864,429,0.0046041636,0.051513672,923.3003801399999,144,-0.0047011813,294912,4.0098295,0.9554732628166676,602.9844305515289
296960,1392.76,4.5056496,456,0.002147455,0.02060547,918.3972810499998,145,-0.002148637,296960,4.0227537,0.9591322988271713,607.7565853595734
299008,1402.06,12.451383,425,0.0034508456,0.03730469,924.9905525099999,146,-0.0030371973,299008,4.0161943,0.908122755587101,612.246241569519
301056,1415.99,16.992428,476,0.0030282673,0.03364258,938.6144473300001,147,-0.0036290518,301056,4.016513,0.886802151799202,617.0599837303162
303104,1422.15,5.5208015,471,0.0024565607,0.023291016,942.59864711,148,-0.0027924113,303104,4.018841,0.9408558234572411,621.3563508987427
305152,1421.28,10.3715515,445,0.003467145,0.03461914,941.8043298400002,149,-0.0021512124,305152,4.0058017,0.9315844103693962,625.6973395347595
307200,1427.38,4.723035,469,0.0040382994,0.04633789,946.70261605,150,-0.0043511707,307200,3.9955707,0.9570184126496315,630.2982046604156
309248,1422.7,4.5611935,464,0.0057794238,0.066308595,944.5044515699999,151,-0.0082427375,309248,3.9936385,0.9624506197869778,634.6617910861969
311296,1409.14,5.9279933,463,0.004324033,0.04863281,938.8141595100001,152,-0.004601244,311296,4.0072746,0.9617221131920815,639.0697250366211
313344,1408.87,3.9583378,438,0.004472429,0.0496582,939.81871788,153,-0.004872722,313344,4.0140715,0.968765864148736,643.4882681369781
315392,1404.7,3.4687011,478,0.0019259067,0.018115234,938.2078860900001,154,-0.0021176406,315392,4.003527,0.974631680175662,648.164315700531
317440,1404.3,3.1496139,498,0.0047213146,0.0574707,939.4520988100002,155,0.00020103925,317440,3.9969876,0.9777926784008741,652.4479696750641
319488,1402.37,7.8254433,518,0.004376425,0.04477539,940.1993622700002,156,-0.0072681457,319488,3.9995964,0.937412291765213,656.5606379508972
321536,1397.68,6.132687,518,0.0051357024,0.05805664,936.2333114800002,157,-0.007938369,321536,4.015306,0.8947694376111031,660.5144250392914
323584,1397.68,12.123426,495,0.0031326488,0.03413086,933.4397667100001,158,-0.0028209111,323584,4.028861,0.8290572315454483,664.467885017395
325632,1398.88,21.462368,513,0.0028760857,0.02993164,934.50983214,159,-0.003105431,325632,4.025243,0.8650036156177521,668.6021053791046
327680,1384.78,7.786184,511,0.0041434355,0.046679687,922.6407175999998,160,-0.0018919215,327680,4.0304294,0.8204575031995773,672.587908744812
329728,1381.14,12.271009,518,0.003446897,0.03828125,921.4126468799998,161,-0.0030242342,329728,4.0505958,0.9061126783490181,676.5919704437256
331776,1391.92,9.606822,525,0.0048885406,0.060498048,927.8444003199999,162,-0.0031067766,331776,4.0562797,0.7842177003622055,680.541393995285
333824,1391.92,13.919202,512,0.0035712633,0.038720705,929.8324679299999,163,-0.0040749414,333824,4.0664454,0.8886254727840424,684.442791223526
335872,1397.83,6.3320637,508,0.0029234318,0.030615235,936.1136600599998,164,-0.0029905965,335872,4.0766697,0.9601660519838333,688.4432611465454
337920,1397.83,18.079308,530,0.0019795473,0.020751953,936.07601197,165,-0.0019398301,337920,4.0657973,0.8262108862400055,692.470002412796
339968,1396.55,4.1547723,531,0.0033471994,0.03852539,937.3535981299997,166,-0.0049690483,339968,4.051406,0.9557225406169891,696.3317277431488
342016,1391.17,9.214602,520,0.002952239,0.03388672,931.0882389699999,167,-0.0047102734,342016,4.039855,0.9246621206402779,700.1847422122955
344064,1388.88,1.7716076,525,0.00591406,0.0574707,930.98016248,168,-0.003910002,344064,4.02892,0.988322401419282,704.1194748878479
346112,1379.16,3.0672777,512,0.006615425,0.07138672,925.7558359099997,169,-0.0036033592,346112,4.013045,0.9801879916340113,708.0171709060669
348160,1374.52,4.380639,526,0.002710015,0.030029297,923.9618494899998,170,-0.0042488812,348160,4.007858,0.9694394394755363,712.0171654224396
350208,1391.73,2.8702536,548,0.002251374,0.019091796,936.34976291,171,-0.002166539,350208,3.9980245,0.9667134173214436,715.9045362472534
352256,1393.41,8.815193,541,0.0028794098,0.029394532,937.59007729,172,-0.0031982188,352256,3.9905505,0.9168059676885605,719.6401498317719
354304,1357.51,8.4600725,531,0.002926423,0.031689454,914.8501359699999,173,-0.0027083382,354304,3.992107,0.9506429396569729,723.4194610118866
356352,1352.09,4.152598,547,0.0032940973,0.037597656,909.0475334999999,174,-0.0032214574,356352,3.9944139,0.9576817192137241,727.2731313705444
358400,1345.46,6.557772,529,0.0047064465,0.058251955,904.0463158500002,175,-0.0033333604,358400,3.9939904,0.9596148543059826,731.0146911144257
360448,1339.87,7.607306,509,0.0043401374,0.042529296,900.16751793,176,-0.0038152493,360448,3.9789798,0.959714837372303,734.8864562511444
362496,1317.71,8.101773,510,0.0038785532,0.03730469,882.6508607400002,177,-0.0064158165,362496,3.9666893,0.962994460016489,738.9054410457611
364544,1317.71,11.02353,518,0.0094452165,0.067675784,881.7261863200001,178,-0.0022124287,364544,3.976712,0.7276271879673004,742.9205069541931
366592,1333.9,1.9559829,495,0.006094233,0.07290039,896.1591612300002,179,-0.005828719,366592,3.9777932,0.9895105212926865,746.8686237335205
368640,1340.03,3.3645134,558,0.0030360478,0.030371094,900.6825095500001,180,-0.0047136196,368640,3.9786892,0.9679513499140739,751.0040011405945
370688,1352.94,2.3349206,502,0.004620135,0.05180664,912.31867161,181,-0.0053160144,370688,3.9743397,0.9842278324067593,754.6688101291656
372736,1346.03,1.8132546,533,0.0046601547,0.057275392,907.6617981200001,182,-0.0040341173,372736,3.9734063,0.9602508507668972,758.7417097091675
374784,1340.87,17.432245,517,0.004146596,0.042578124,904.1066273199999,183,-0.0044542276,374784,3.9864383,0.9217853769659996,762.5826399326324
376832,1349.35,2.2957358,526,0.0027106004,0.029443359,912.95901581,184,-0.0036419523,376832,3.9943538,0.9824872631579638,766.5371923446655
378880,1363.23,3.9331253,536,0.0032363269,0.04145508,924.41291729,185,-0.0048577683,378880,3.990033,0.9529563412070274,770.4287767410278
380928,1370.71,10.510176,547,0.0031152978,0.033935547,928.26065898,186,-0.0015774404,380928,3.9888623,0.779827281832695,774.249871969223
382976,1374.59,11.058619,531,0.0032789675,0.035302736,929.0829865100001,187,-0.0028359084,382976,3.9866302,0.72880420088768,777.9891686439514
385024,1388.73,8.778513,508,0.0047919196,0.052978516,938.7451157600001,188,-0.0023895502,385024,3.9831738,0.9109074473381042,781.8409509658813
387072,1404.35,19.085037,449,0.0062101013,0.0730957,953.8258932499999,189,-0.0021546814,387072,3.9828064,0.8875323981046677,785.8728017807007
389120,1418.38,11.516214,496,0.0034539183,0.039941408,962.98956513,190,-0.005176541,389120,3.9851537,0.8085930496454239,790.4276468753815
391168,1426.46,15.417231,494,0.0023091454,0.02446289,968.6291972199999,191,-0.003116493,391168,3.9858265,0.8312844336032867,794.5516088008881
393216,1387.78,20.1783,491,0.0034304303,0.038378906,942.01598312,192,-0.0038325947,393216,3.9859192,0.8039723038673401,798.6932816505432
395264,1395.91,19.003128,504,0.0028724014,0.029199218,948.9875440100001,193,-0.0022525797,395264,3.9865482,0.8564956933259964,802.8570635318756
