total_timesteps,approxkl,explained_variance,clipfrac,policy_entropy,n_updates,fps,value_loss,policy_loss,time_elapsed,serial_timesteps,ep_len_mean,ep_reward_mean
393216,0.0039157504,0.9042619988322258,0.03696289,3.9900937,192,467,13.682274,-0.0035996954,802.8007593154907,393216,1211.15,790.3329580699999
395264,0.0030961863,0.8413806855678558,0.031591795,3.97506,193,475,13.202011,-0.0037804868,807.1794364452362,395264,1225.88,801.5835809499999
397312,0.0031621642,0.9170704707503319,0.03754883,3.971056,194,489,8.986708,-0.004224147,811.4878027439117,397312,1217.21,794.64779591
399360,0.0060303705,0.7772490382194519,0.061572265,3.969277,195,476,10.945155,-0.0022808718,815.6740086078644,399360,1217.21,792.1164934199999
401408,0.0030466146,0.8819354549050331,0.028027344,3.9623344,196,482,15.309758,-0.004525154,819.9727845191956,401408,1230.68,801.6992003199999
403456,0.0034717626,0.9099364131689072,0.03857422,3.9609313,197,478,5.9342356,-0.005083118,824.2158510684967,403456,1242.39,810.8634426299999
405504,0.0027142814,0.8715956211090088,0.027929688,3.962689,198,469,14.264506,-0.0046103294,828.4969058036804,405504,1237.31,806.16408687
407552,0.0034491695,0.8900637403130531,0.039160155,3.967258,199,487,13.424624,-0.0046800533,832.85840010643,407552,1180.44,765.17853846
409600,0.004811501,0.783559575676918,0.056152344,3.9604084,200,432,11.71181,-0.0037429943,837.0602865219116,409600,1180.44,764.2599586700001
411648,0.0029886414,0.896938182413578,0.033984374,3.9578502,201,469,11.995111,-0.0037600123,841.7952206134796,411648,1147.31,737.91777201
413696,0.006175424,0.7317985594272614,0.069042966,3.9583821,202,468,11.183896,-0.0051612193,846.1577100753784,413696,1165.34,749.8953947599999
415744,0.003255568,0.8442000299692154,0.03955078,3.9587047,203,459,13.654767,-0.0027267903,850.5282146930695,415744,1167.63,750.1875172499998
417792,0.004293373,0.8520700037479401,0.04448242,3.95817,204,480,9.183798,-0.0008108261,854.9814929962158,417792,1176.69,755.3176505799998
419840,0.004279659,0.860879123210907,0.0484375,3.9616616,205,477,17.595112,-0.0037160465,859.2414572238922,419840,1175.25,756.9355520399997
421888,0.0027980958,0.8918313756585121,0.033203125,3.9683375,206,480,7.2983446,-0.0043498855,863.5281975269318,421888,1186.74,765.6442935099999
423936,0.0061926665,0.7575819790363312,0.072753906,3.9666862,207,470,13.109201,-0.0049451166,867.7898461818695,423936,1204.87,777.3794792599999
425984,0.0036172322,0.984969443641603,0.044140626,3.9648309,208,466,1.4803959,-0.0068804533,872.1428308486938,425984,1198.41,773.17506669
428032,0.0040426846,0.8700065463781357,0.04633789,3.9683156,209,469,5.947592,-0.0039109164,876.5323767662048,428032,1198.41,772.4451042
430080,0.0030695146,0.8752716034650803,0.03354492,3.9699962,210,476,11.932326,-0.0036616349,880.8936071395874,430080,1201.59,773.33037473
432128,0.0035260934,0.8680863976478577,0.039111327,3.9658172,211,513,19.432833,-0.004517914,885.1953463554382,432128,1220.84,787.62092673
434176,0.0038993433,0.9701877124607563,0.04272461,3.9697278,212,495,3.4748433,-0.004602081,889.1865236759186,434176,1216.28,786.70881969
436224,0.0035575454,0.8771175220608711,0.043017577,3.9734988,213,462,11.233988,-0.0036867536,893.319696187973,436224,1218.19,789.50371988
438272,0.0039068395,0.7468888163566589,0.050390624,3.9777126,214,490,11.942951,-0.00209761,897.7506403923035,438272,1225.56,793.7471769800001
440320,0.0024467374,0.9221234694123268,0.02470703,3.9779916,215,465,9.048586,-0.0039225887,901.9281761646271,440320,1216.42,787.0319642
442368,0.0032118068,0.7639100402593613,0.036328126,3.985672,216,469,23.230711,-0.0064010248,906.328863620758,442368,1205.23,778.8841125800001
444416,0.004469736,0.9388666823506355,0.05053711,3.9862666,217,475,6.1682453,-0.009808555,910.6886162757874,444416,1216.64,788.09575837
446464,0.004666607,0.8267365097999573,0.052978516,3.9785533,218,476,17.773079,-0.0035643626,914.9946618080139,446464,1218.12,788.6191453199999
448512,0.0033038754,0.8225715905427933,0.037402343,3.9809966,219,477,14.20994,-0.0020796545,919.2904031276703,448512,1218.12,788.2579900700001
450560,0.0041384874,0.873039036989212,0.047851562,3.9942756,220,480,12.187143,-0.0024153723,923.5755941867828,450560,1220.44,789.4368806099999
452608,0.00430574,0.9106077998876572,0.04951172,3.9993262,221,484,7.0146904,-0.0049798684,927.8377690315247,452608,1222.23,791.0952864400001
454656,0.0035645342,0.8671800792217255,0.03803711,4.011878,222,468,14.90656,-0.004779414,932.0635764598846,454656,1207.15,777.5564513800001
456704,0.004627117,0.8985645771026611,0.053955078,4.029379,223,472,13.671229,-0.003462211,936.4363121986389,456704,1195.25,767.1882085500001
458752,0.0035611652,0.8145942687988281,0.04116211,4.0412955,224,463,16.643309,-0.0035561328,940.768678188324,458752,1195.25,769.2318106400002
460800,0.004841564,0.6985648274421692,0.05102539,4.0408993,225,469,12.417671,-0.00207774,945.1896729469299,460800,1195.25,768.8943540500001
462848,0.0045426553,0.875084325671196,0.055664062,4.043412,226,493,9.294928,-0.0035945787,949.5575199127197,462848,1210.61,780.60432935
464896,0.0031727399,0.8931441977620125,0.031591795,4.0433297,227,481,16.549078,-0.0048481785,953.709591627121,464896,1180.57,758.7682897899999
466944,0.0056132614,0.8469512760639191,0.05214844,4.0482683,228,499,16.344055,-0.0055996263,957.964183807373,466944,1176.04,754.2357376
468992,0.0020543714,0.9172261506319046,0.020996094,4.0648646,229,469,10.110038,-0.002742634,962.0672852993011,468992,1148.81,730.51055368
471040,0.0035182652,0.9511369913816452,0.03803711,4.0721636,230,478,6.4114137,-0.0032290462,966.4269802570343,471040,1142.38,723.95190589
473088,0.0032444666,0.7452273070812225,0.032568358,4.0721383,231,493,32.365646,-0.0042265537,970.7091834545135,473088,1115.17,704.7499775599999
475136,0.0046254424,0.8149154186248779,0.04873047,4.0795546,232,484,10.115771,-0.004466845,974.8630263805389,475136,1124.7,710.5876086400001
477184,0.004611146,0.8998105451464653,0.05292969,4.0912366,233,476,11.895467,-0.0054767756,979.0891003608704,477184,1124.7,713.0006566899999
479232,0.00368333,0.9417730309069157,0.042919923,4.1045103,234,477,5.458345,-0.005483611,983.3887386322021,479232,1114.26,706.7954512599999
481280,0.004660076,0.8471392244100571,0.058300782,4.1227264,235,465,13.185873,-0.004872007,987.6740317344666,481280,1128.49,719.1997453299998
483328,0.004736844,0.7840287387371063,0.053125,4.1351852,236,448,24.82924,-0.0060237283,992.0744018554688,483328,1132.67,720.4799609200002
485376,0.0020083957,0.9132031053304672,0.019238282,4.1459913,237,429,11.964663,-0.0020107874,996.637113571167,485376,1147.92,733.89988247
487424,0.0024140754,0.7051558792591095,0.025097657,4.1527615,238,482,25.672256,-0.0056131664,1001.4015009403229,487424,1133.54,723.7411220199999
489472,0.0029394475,0.847147524356842,0.02993164,4.164923,239,467,19.698908,-0.0028522783,1005.6478161811829,489472,1133.84,724.3546304099999
491520,0.0023463806,0.8545038104057312,0.02084961,4.1658754,240,479,16.87473,-0.0047170944,1010.0333037376404,491520,1142.11,730.90079718
493568,0.009078726,0.6726514995098114,0.08222656,4.1752043,241,479,14.710608,-0.0052367253,1014.3089716434479,493568,1157.83,741.39519822
495616,0.0022416897,0.8927145153284073,0.023779297,4.204831,242,472,14.656116,-0.004181496,1018.5823624134064,495616,1153.99,738.89651132
497664,0.0031757844,0.9268573522567749,0.036865234,4.2260094,243,489,14.959688,-0.004702429,1022.9190156459808,497664,1145.95,733.2737669700001
499712,0.0055061216,0.8982937559485435,0.07001953,4.23358,244,493,10.003058,-0.0057297684,1027.1049206256866,499712,1152.87,738.5352754400001
