n_updates,total_timesteps,policy_entropy,clipfrac,time_elapsed,approxkl,explained_variance,policy_loss,serial_timesteps,fps,value_loss,ep_len_mean,ep_reward_mean
390,798720,4.813794,0.03779297,1474.6647679805756,0.003325072,0.8645849823951721,-0.002489791,798720,545,19.74149,1525.35,1251.65795701
391,800768,4.812646,0.032080077,1478.4186646938324,0.0030309448,0.8661789745092392,-0.0006716667,800768,540,19.584429,1543.1,1268.81187386
392,802816,4.8082533,0.033837892,1482.2116236686707,0.0030292463,0.8750990033149719,-0.0027869935,802816,543,19.629381,1543.1,1269.34497781
393,804864,4.797121,0.044873048,1485.9827527999878,0.0037143375,0.8699107617139816,0.00020903148,804864,532,19.527292,1560.82,1286.52915171
394,806912,4.788786,0.023974609,1489.8338253498077,0.0024314465,0.8806017488241196,-0.0021478373,806912,543,19.4508,1578.49,1302.85643232
395,808960,4.789579,0.038134765,1493.6038844585419,0.0036896043,0.9639827348291874,-0.0036405534,808960,570,6.7043524,1564.26,1288.74756945
396,811008,4.798682,0.07172851,1497.1952188014984,0.0057619037,0.8662326484918594,-0.0008905559,811008,543,19.63792,1581.96,1305.13308282
397,813056,4.808311,0.02993164,1500.9627873897552,0.0027492838,0.8792803585529327,-0.0014450762,813056,547,28.945332,1583.13,1306.4853236400002
398,815104,4.810737,0.03017578,1504.7064023017883,0.002743014,0.8687994033098221,-0.0017459143,815104,533,19.546154,1583.13,1307.21008963
399,817152,4.8005724,0.032910157,1508.5426647663116,0.0034748546,0.8662781417369843,-0.0019683812,817152,532,20.064528,1583.13,1307.6880787100004
400,819200,4.788713,0.06977539,1512.3898396492004,0.005193292,0.8624343574047089,-0.0024640101,819200,551,19.664368,1597.07,1322.3713968400002
401,821248,4.7929144,0.052978516,1516.1050689220428,0.004369547,0.8630549013614655,-0.002459704,821248,547,19.450663,1612.46,1338.0373419200002
402,823296,4.797343,0.032666016,1519.844098329544,0.0033707167,0.8927063494920731,-0.0038428693,823296,568,25.970364,1628.53,1354.2469673300002
403,825344,4.800186,0.038769532,1523.4492785930634,0.0037324864,0.872862309217453,-0.0011066201,825344,543,19.866371,1646.27,1371.4696067800003
404,827392,4.805916,0.034375,1527.215481519699,0.0029964403,0.8612525165081024,-0.0022634533,827392,550,19.98915,1664.01,1388.2281440000004
405,829440,4.8073816,0.030810546,1530.9397866725922,0.0030280636,0.8756828308105469,-0.0028501074,829440,551,20.212578,1664.01,1388.3745186000003
406,831488,4.8070745,0.05546875,1534.651466369629,0.0050689788,0.9560647644102573,-0.006437882,831488,412,5.9430346,1663.98,1388.5089914700002
407,833536,4.791648,0.030078124,1539.6175401210785,0.0029939413,0.915910080075264,-0.0028969592,833536,486,11.603003,1681.73,1405.7760397899997
408,835584,4.775777,0.021777343,1543.829417705536,0.0023873842,0.9108076021075249,-0.0010302499,835584,518,12.652834,1681.73,1405.91128972
409,837632,4.763107,0.026953125,1547.780582666397,0.0026833438,0.9029107838869095,-0.0024024523,837632,527,13.21464,1681.73,1406.5512029299998
410,839680,4.757493,0.046240233,1551.6656820774078,0.004303596,0.8975280821323395,-0.0035885882,839680,534,14.19901,1681.73,1407.5762590000002
411,841728,4.752953,0.035791017,1555.4973495006561,0.0041314405,0.9006361290812492,-0.0047981115,841728,537,15.088165,1681.73,1407.75001431
412,843776,4.7534256,0.01821289,1559.3097395896912,0.001833812,0.8268413543701172,-0.0027602245,843776,541,35.101616,1652.87,1379.9153356000002
413,845824,4.739236,0.018603515,1563.0936992168427,0.002134007,0.8619146794080734,-0.001956782,845824,529,38.202255,1637.94,1365.8091424799998
414,847872,4.724269,0.080322266,1566.9636726379395,0.0061505255,0.8609417229890823,-0.0032196878,847872,529,20.052582,1637.94,1366.78559924
415,849920,4.729157,0.030078124,1570.830249786377,0.0027250685,0.9683560021221638,-0.0046677613,849920,552,7.073845,1622.57,1352.16039653
416,851968,4.74195,0.039160155,1574.5368173122406,0.003393266,0.8196159601211548,-0.0028408174,851968,573,39.8133,1622.3,1353.1227105500002
417,854016,4.745656,0.03286133,1578.1088545322418,0.0031994581,0.9168503507971764,-0.003161632,854016,524,13.87749,1608.27,1339.05843887
418,856064,4.760942,0.06254883,1582.018499135971,0.0049114665,0.8656442612409592,-0.0035138237,856064,540,19.85986,1620.96,1352.8247170299999
419,858112,4.774461,0.039794922,1585.8103449344635,0.0035923715,0.8679210245609283,-0.0040866616,858112,544,30.937424,1604.66,1339.6823919999997
420,860160,4.77118,0.016259765,1589.5742816925049,0.0018080093,0.8891000002622604,-0.00019075528,860160,561,26.516428,1602.67,1338.6292023099998
421,862208,4.773263,0.027685547,1593.2265663146973,0.0029865613,0.913877584040165,-0.0034139086,862208,533,22.83182,1588.09,1326.4824974
422,864256,4.777466,0.046826173,1597.066383600235,0.004550444,0.9734155088663101,-0.010400014,864256,542,5.146664,1585.75,1324.69744237
423,866304,4.7823486,0.09648438,1600.8389341831207,0.0073042028,0.8628273755311966,-0.0048947562,866304,527,19.786951,1601.4,1339.7632788600001
424,868352,4.7942233,0.018994141,1604.7237038612366,0.0018052371,0.8601249903440475,-0.001991921,868352,584,25.202183,1589.08,1329.6680264000001
425,870400,4.798887,0.03330078,1608.2301099300385,0.0035542692,0.9777202159166336,-0.0038809546,870400,549,4.3854246,1578.37,1317.63456174
426,872448,4.800786,0.048046876,1611.958551645279,0.0042092344,0.8715080618858337,-0.0032834255,872448,574,27.684696,1574.51,1312.65585425
427,874496,4.804176,0.036865234,1615.5274307727814,0.0049430323,0.9675982445478439,-0.0049055414,874496,570,6.0406785,1562.96,1301.2627133299998
428,876544,4.8015943,0.03354492,1619.11980509758,0.0031164668,0.8699614107608795,-0.0014526828,876544,547,20.126657,1562.96,1300.04564942
429,878592,4.798131,0.05620117,1622.8631269931793,0.0045759073,0.8719674646854401,-0.0015837522,878592,531,20.039669,1562.96,1299.77732253
430,880640,4.804121,0.025146484,1626.7143082618713,0.0025346642,0.901716060936451,-0.0026327881,880640,564,24.453505,1551.59,1287.9612505300001
431,882688,4.7992244,0.04140625,1630.3462507724762,0.0037665188,0.8782680630683899,-0.0051447875,882688,529,26.695347,1550.57,1286.8283390699999
432,884736,4.7957187,0.042871095,1634.212206363678,0.0046775416,0.9727899767458439,-0.006344738,884736,561,5.396793,1537.66,1272.93062496
433,886784,4.795317,0.03803711,1637.8584399223328,0.003504557,0.8697390407323837,-0.003903114,886784,549,19.877329,1537.66,1271.91587312
434,888832,4.7937613,0.017919922,1641.5878903865814,0.0019377951,0.8636610954999924,0.00065091054,888832,518,20.051348,1553.06,1287.01732594
435,890880,4.7888384,0.028125,1645.5379271507263,0.002683248,0.9042641595005989,-0.0032191891,890880,538,27.673803,1522.13,1256.00618919
436,892928,4.797591,0.06347656,1649.3412601947784,0.004927292,0.8650621026754379,-0.0024811141,892928,539,19.725185,1522.13,1257.2520597100001
437,894976,4.79777,0.057617188,1653.1417615413666,0.00508656,0.8655730187892914,-0.00089042896,894976,533,19.914158,1533.74,1270.65217923
438,897024,4.783841,0.042529296,1656.9779314994812,0.0037861462,0.8610825836658478,-0.0007699047,897024,521,19.616491,1533.74,1270.7536637199998
439,899072,4.7718782,0.023583984,1660.9065110683441,0.0026746688,0.8623509109020233,-0.0011262168,899072,531,19.553371,1533.74,1271.2765347199997
440,901120,4.7746153,0.058642577,1664.7607080936432,0.00501481,0.8608387410640717,-0.0037964273,901120,536,19.856958,1533.74,1271.3294695
441,903168,4.8082995,0.035253905,1668.5794842243195,0.003479305,0.9822204355150461,-0.00442575,903168,508,3.1593595,1517.44,1255.09541164
442,905216,4.830171,0.06821289,1672.608662366867,0.0055668335,0.8673557788133621,-0.0034535944,905216,548,19.773813,1517.44,1257.06018988
443,907264,4.8277917,0.030957032,1676.3455793857574,0.0027681636,0.8555355966091156,-0.0015973414,907264,570,32.267815,1518.63,1257.3011135299998
444,909312,4.82253,0.036572266,1679.9381091594696,0.0035573791,0.8588415086269379,-0.0015866801,909312,544,19.849098,1533.53,1272.10795757
445,911360,4.8145657,0.04243164,1683.701657295227,0.0037937448,0.8577018827199936,-0.0025087616,911360,543,19.614206,1533.53,1272.40462949
446,913408,4.814873,0.029443359,1687.4698498249054,0.0026321094,0.8741202503442764,-0.0022035951,913408,549,29.388132,1517.09,1257.1381945800001
447,915456,4.820978,0.034716796,1691.1976511478424,0.0036534742,0.8959070593118668,-0.0029587713,915456,549,25.58942,1502.5,1241.6210639600001
448,917504,4.8300877,0.025634766,1694.928878545761,0.0025952377,0.8959428295493126,-0.0017109566,917504,539,14.381754,1486.13,1225.9425057400001
449,919552,4.8350935,0.04345703,1698.7230360507965,0.0040008435,0.863600879907608,-0.004395504,919552,579,28.464275,1474.36,1213.2543457600002
450,921600,4.8304725,0.038964845,1702.257033586502,0.0040823733,0.8940460160374641,-0.003430856,921600,555,25.348991,1478.76,1217.43297571
451,923648,4.822819,0.04448242,1705.949696779251,0.003649908,0.7406630516052246,-0.0062491205,923648,613,24.158792,1447.01,1188.3246759
452,925696,4.8210955,0.029101562,1709.2879450321198,0.0027606203,0.7261701822280884,-0.0031678267,925696,605,22.305183,1452.95,1191.97797912
453,927744,4.8226633,0.03769531,1712.671422958374,0.003602589,0.9061613008379936,-0.003450811,927744,558,14.649382,1457.84,1195.3637371600003
454,929792,4.8192506,0.12407227,1716.3390662670135,0.009028325,0.8547841012477875,-0.009239883,929792,554,20.195223,1457.84,1195.7919151300002
455,931840,4.8178387,0.041894533,1720.030375957489,0.0035489039,0.8765116855502129,-0.002206026,931840,548,29.361704,1441.46,1179.52160706
456,933888,4.822343,0.032080077,1723.7651495933533,0.0028240264,0.8972637057304382,-0.005098029,933888,562,24.944035,1440.11,1178.94030033
457,935936,4.8229384,0.1038086,1727.4064116477966,0.008294732,0.8680183291435242,-0.0047387057,935936,541,19.825468,1455.26,1194.1407473299998
458,937984,4.827429,0.059277344,1731.1924788951874,0.0053393645,0.880497045814991,-0.0041878046,937984,551,19.717495,1455.26,1194.44038308
459,940032,4.8412123,0.070654295,1734.9066908359528,0.0056987526,0.8751513510942459,-0.0061419904,940032,553,19.719826,1455.26,1194.61792456
460,942080,4.8595533,0.033251952,1738.6055839061737,0.0031811264,0.8557710647583008,-0.0024990905,942080,523,31.490713,1455.35,1193.95203973
461,944128,4.881818,0.026708985,1742.5176787376404,0.0025923422,0.8867305815219879,-0.0024588567,944128,473,19.58175,1455.35,1193.4012959700003
462,946176,4.8938036,0.018798828,1746.8457627296448,0.001984426,0.8839734345674515,-0.0014744786,946176,532,19.794363,1455.35,1192.1876945600002
463,948224,4.892904,0.057617188,1750.6930058002472,0.0048249764,0.8705957233905792,-0.0034794144,948224,529,19.7823,1455.35,1192.4778143500002
464,950272,4.8957925,0.021582032,1754.5600850582123,0.002081379,0.840038925409317,-0.0020850175,950272,599,17.964865,1425.13,1161.86945144
465,952320,4.897971,0.041259766,1757.9769549369812,0.0037761629,0.8653973788022995,-0.00029577973,952320,511,19.6458,1425.13,1162.43652953
466,954368,4.89702,0.05078125,1761.9844868183136,0.004239404,0.9126877039670944,-0.0041813864,954368,541,15.130748,1411.18,1148.22221019
467,956416,4.8947725,0.019433593,1765.76913189888,0.0021043844,0.8000539988279343,-0.001901684,956416,595,35.774994,1399.01,1134.41808943
468,958464,4.8924375,0.025732422,1769.2072763442993,0.0024457434,0.8976738154888153,-0.0012116074,958464,555,24.0323,1383.3,1118.10680688
469,960512,4.889839,0.04790039,1772.8948924541473,0.004335423,0.8692751526832581,-0.00088056095,960512,542,19.338482,1383.3,1118.1455636899998
470,962560,4.883396,0.030029297,1776.6736054420471,0.0029206262,0.8775453194975853,-0.002022662,962560,561,20.350485,1397.1,1130.9558359599998
471,964608,4.8767486,0.046435546,1780.3214602470398,0.004066171,0.8917888626456261,-0.0024083238,964608,542,20.29713,1397.1,1129.19636996
472,966656,4.8622947,0.065625,1784.0946311950684,0.0071055107,0.9712198562920094,-0.008799406,966656,543,6.650656,1381.41,1113.7530616099998
473,968704,4.860673,0.044042967,1787.8615534305573,0.003406013,0.8253133594989777,-0.0030836354,968704,567,32.238197,1385.04,1114.81223215
474,970752,4.8623066,0.027392577,1791.4702513217926,0.0028696458,0.909078411757946,-0.0033683465,970752,606,13.770048,1366.34,1091.33723325
475,972800,4.8636785,0.041259766,1794.8451669216156,0.0042139934,0.9003222659230232,-0.0027480437,972800,549,25.216516,1351.28,1075.81132886
476,974848,4.870299,0.08461914,1798.5745475292206,0.0071520135,0.8891456574201584,-0.0043506813,974848,545,20.295727,1351.28,1075.29756503
477,976896,4.8675275,0.0828125,1802.3315615653992,0.006658528,0.8681400418281555,-0.006632543,976896,520,19.919043,1351.28,1075.4974813299998
478,978944,4.869998,0.0875,1806.2693305015564,0.006825564,0.8726668059825897,-0.0030422027,978944,547,19.635859,1365.42,1089.5843047399999
479,980992,4.886353,0.015234375,1810.008446931839,0.0016547546,0.9431422911584377,-0.0031067692,980992,601,9.950312,1350.67,1074.76099479
480,983040,4.8793364,0.05722656,1813.4152963161469,0.0047527687,0.9010147005319595,-0.002573758,983040,560,21.129908,1367.09,1089.5816156600001
481,985088,4.880485,0.062353514,1817.0739328861237,0.0051168664,0.8720386773347855,-0.00119225,985088,551,20.01411,1383.56,1103.4776025800002
482,987136,4.8926287,0.026953125,1820.788820028305,0.0027695133,0.9489305466413498,-0.00396863,987136,577,14.122696,1381.08,1099.51235925
483,989184,4.8984632,0.05629883,1824.3378829956055,0.004841423,0.8798062652349472,-0.0030060078,989184,537,19.78217,1381.08,1099.4694552299998
484,991232,4.8982606,0.050341796,1828.1498062610626,0.0045150286,0.8809006661176682,-0.0028484913,991232,503,19.816202,1394.98,1113.4194636399998
485,993280,4.911546,0.066992186,1832.2201697826385,0.0055864747,0.8939788118004799,-0.004771598,993280,551,20.603521,1409.67,1127.6961542199997
486,995328,4.9330072,0.057128906,1835.9344890117645,0.0047840695,0.9028478935360909,-0.0056248205,995328,554,26.334677,1409.22,1125.3111784999999
487,997376,4.9452477,0.025585938,1839.6297342777252,0.0022897045,0.906738743185997,-0.0026224216,997376,572,15.444519,1396.09,1110.39426895
488,999424,4.9504905,0.023046875,1843.2091844081879,0.0022477088,0.6634341776371002,-0.0035230317,999424,445,46.415565,1374.77,1087.0715545499997
