total_timesteps,policy_entropy,time_elapsed,explained_variance,ep_len_mean,serial_timesteps,value_loss,ep_reward_mean,approxkl,fps,n_updates,policy_loss,clipfrac
800768,1.8351446,2414.0541248321533,0.7959588468074799,866.87,800768,11.0306015,548.5277634700001,0.005070439,281,391,-0.0018744553,0.05625
802816,1.8396431,2421.3274760246277,0.7974714934825897,845.16,802816,12.3065815,532.89440907,0.004564778,283,392,-0.0062397085,0.05180664
804864,1.8534807,2428.5565836429596,0.7883213311433792,819.9,804864,12.417594,515.50908888,0.00708571,278,393,-0.006296315,0.07163086
806912,1.846311,2435.9238204956055,0.7335002422332764,804.54,806912,14.312549,503.99800427,0.0044941166,280,394,-0.0032875468,0.04863281
808960,1.8393495,2443.2271559238434,0.7431023120880127,804.54,808960,10.117383,505.31932248,0.0069139386,286,395,-0.0026240307,0.083300784
811008,1.8436978,2450.3737378120422,0.8035516738891602,804.54,811008,8.473455,505.79589412,0.0052940925,284,396,-0.000732667,0.059521485
813056,1.8481458,2457.578132390976,0.800931304693222,804.54,813056,8.5890465,505.92078888000003,0.0042353934,283,397,-0.0019526479,0.049902342
815104,1.8706661,2464.804356575012,0.7120724022388458,804.54,815104,10.783123,507.17601119,0.003332438,277,398,-0.00049947144,0.035498045
817152,1.875494,2472.172564268112,0.7278518676757812,804.54,817152,10.724982,507.38362261000003,0.0061945627,283,399,-0.0030313043,0.06870117
819200,1.8723116,2479.3857760429382,0.7385787963867188,784.57,819200,15.82296,494.6395432,0.0042835847,291,400,-0.0032391124,0.045214843
821248,1.8719695,2486.410984516144,0.7595866024494171,784.57,821248,12.070164,494.9583358799999,0.0052816705,286,401,-0.0029199687,0.06328125
823296,1.868022,2493.5696246623993,0.7304342687129974,784.57,823296,9.465868,494.60318377999994,0.0070423447,291,402,-0.0028452976,0.07348633
825344,1.8643758,2500.6007273197174,0.7666023075580597,804.39,825344,9.56093,508.22043211999994,0.0033195205,293,403,-0.0018854387,0.035986327
827392,1.8720694,2507.569060087204,0.6578818559646606,804.39,827392,11.771639,507.81265994999995,0.0034012734,290,404,-0.0006616182,0.035205077
829440,1.8742015,2514.6120512485504,0.704125165939331,824.27,829440,11.56129,521.3597966699999,0.005670024,288,405,-0.0051152087,0.063964844
831488,1.8781687,2521.7099742889404,0.8709303736686707,814.09,831488,6.346199,513.7053742,0.005835184,287,406,-0.0057637016,0.07036133
833536,1.8823341,2528.8444578647614,0.6939163506031036,814.09,833536,11.253147,514.4199079,0.006281848,292,407,-0.003100686,0.076416016
835584,1.8772656,2535.845807313919,0.7369365990161896,814.09,835584,10.60757,514.1387954100001,0.0065537402,283,408,-0.0040218895,0.075683594
837632,1.8876266,2543.0748307704926,0.7304520606994629,834.05,837632,9.733235,526.919887,0.0058060745,281,409,-2.9758772e-05,0.06723633
839680,1.8946466,2550.3629398345947,0.6667794585227966,834.05,839680,12.739655,527.2742102699999,0.0069403974,289,410,-0.0040643737,0.08774414
841728,1.8923683,2557.4329974651337,0.7211470007896423,854.01,841728,11.3077545,540.63573428,0.009248825,287,411,-0.002841324,0.11391602
843776,1.8831718,2564.55535697937,0.7573696672916412,873.89,843776,8.597152,554.58046421,0.0046954313,292,412,-0.0025420242,0.049609374
845824,1.8801674,2571.5648322105408,0.6733031272888184,873.89,845824,11.71003,554.4705130899999,0.004800628,291,413,-0.0011652412,0.05053711
847872,1.8815893,2578.5929024219513,0.7979783862829208,873.89,847872,8.884572,555.22363051,0.004627006,291,414,-0.0009429478,0.055371094
849920,1.8793341,2585.6250410079956,0.8005877882242203,899.33,849920,15.643466,572.25464152,0.0033644463,292,415,-0.0022551708,0.034570314
851968,1.878751,2592.6218287944794,0.7183805406093597,899.33,851968,10.947566,573.16016583,0.0036819552,286,416,-0.0021140843,0.04086914
854016,1.8778366,2599.7592883110046,0.7280394732952118,903.43,854016,16.702862,575.5037031200001,0.006796588,293,417,-0.0056265765,0.07197265
856064,1.8865904,2606.745308160782,0.6437454521656036,923.28,856064,10.050814,588.41748064,0.0073771896,287,418,-0.0036487444,0.09277344
858112,1.8899648,2613.87867808342,0.6540248394012451,943.22,858112,11.895528,601.82633381,0.005607451,289,419,-0.001498892,0.06318359
860160,1.8899479,2620.962218761444,0.6647099852561951,963.14,860160,11.011861,615.2693496899999,0.0056301546,289,420,-0.0019117579,0.06723633
862208,1.8861116,2628.0471148490906,0.7839111685752869,983.88,862208,14.427213,628.9413597099999,0.0038187157,293,421,-0.0037256465,0.039013673
864256,1.8825992,2635.0285527706146,0.8138467818498611,1002.61,864256,12.998248,641.49467855,0.0045695608,291,422,-0.002876665,0.053222656
866304,1.8826311,2642.0492753982544,0.764580249786377,1022.52,866304,9.253331,655.35341418,0.0039599882,288,423,-0.0019706902,0.046044923
868352,1.8723977,2649.160609483719,0.6226783096790314,1022.52,868352,11.636046,656.1440464899999,0.0049680094,291,424,-0.0025875082,0.054296874
870400,1.8728588,2656.187251806259,0.8328108638525009,1035.97,870400,11.987146,665.22301267,0.0043127052,292,425,-0.0029323162,0.04941406
872448,1.8699977,2663.1825652122498,0.7829408347606659,1059.51,872448,14.004033,681.4967721500001,0.003778999,286,426,-0.00156642,0.041894533
874496,1.8813432,2670.344174146652,0.8595840334892273,1046.55,874496,9.237154,672.19057844,0.004510589,287,427,-0.003184611,0.054345705
876544,1.8937473,2677.4586505889893,0.721917986869812,1069.84,876544,17.0979,687.5454770900001,0.006473401,291,428,-0.0040492625,0.084033206
878592,1.9010544,2684.482123851776,0.8649526089429855,1098.1,878592,9.450785,707.20469546,0.0042894636,288,429,-0.0026170032,0.04506836
880640,1.9218632,2691.582707643509,0.9086158648133278,1101.77,880640,3.1434577,709.4579277999999,0.0059742536,285,430,-0.004540208,0.0637207
882688,1.9397379,2698.7664301395416,0.7169060111045837,1130.49,882688,26.148575,727.83444989,0.0033886246,292,431,-0.0026310976,0.037158202
884736,1.944071,2705.7641966342926,0.8039582371711731,1150.37,884736,6.88984,741.8808432000001,0.0029653995,294,432,-0.0007554664,0.03017578
886784,1.9639308,2712.7153148651123,0.8080348670482635,1172.64,886784,19.46214,755.6766972800001,0.0030444718,300,433,-0.0048579597,0.0340332
888832,1.9807847,2719.5274538993835,0.8933965489268303,1187.31,888832,4.999045,765.94929843,0.0020050902,299,434,-0.0022174367,0.018115234
890880,1.9833009,2726.3702692985535,0.826540157198906,1191.23,890880,14.751268,767.67778971,0.0030065184,296,435,-0.002734822,0.030712891
892928,1.9891342,2733.267502784729,0.8207309544086456,1184.91,892928,11.7670765,763.9105970899999,0.0029101677,293,436,-0.004964685,0.030761719
894976,1.9951155,2740.256657600403,0.8821580931544304,1188.02,894976,9.876257,765.68036697,0.0034603304,287,437,-0.007894876,0.035986327
897024,2.0092182,2747.3799953460693,0.6502663493156433,1203.23,897024,12.651262,777.41038199,0.0063397787,285,438,-0.002874962,0.07124023
899072,2.0156732,2754.550431251526,0.714408665895462,1223.15,899072,9.647139,791.03867711,0.0053215725,288,439,-0.00080034835,0.064013675
901120,2.0171347,2761.6556491851807,0.7814763933420181,1237.07,901120,13.68508,801.5895651300001,0.0033558179,294,440,-0.0017880168,0.039941408
903168,2.0118518,2768.598918914795,0.6569627225399017,1237.07,903168,12.9284315,802.38808393,0.0048722746,286,441,-0.0020622069,0.04741211
905216,2.01263,2775.7409896850586,0.6114451289176941,1252.78,905216,13.9344225,813.7564808500001,0.0057582683,283,442,-0.0018217147,0.06894531
907264,2.0132005,2782.973999977112,0.7947081625461578,1266.86,907264,9.027726,824.6939400599999,0.004823995,290,443,-0.0020541719,0.05805664
909312,2.009006,2790.036390542984,0.8718794733285904,1265.76,909312,5.264893,824.0335268099999,0.0044221235,287,444,-0.0039095692,0.046777345
911360,2.0108185,2797.1591968536377,0.6693908274173737,1282.26,911360,12.581109,835.73796011,0.0043586134,289,445,-0.00088651606,0.04897461
913408,2.0019279,2804.229725599289,0.755242183804512,1302.2,913408,11.485584,849.28021704,0.0047789738,282,446,-0.0004706652,0.054052733
915456,1.9912096,2811.48037815094,0.7812732607126236,1322.08,915456,9.572448,863.50432037,0.0065859547,268,447,-0.0044276146,0.07895508
917504,1.9837625,2819.111939430237,0.6579060554504395,1337.85,917504,9.218542,875.28257515,0.007831039,248,448,-0.0016557059,0.08984375
919552,1.9853567,2827.367275953293,0.7439508736133575,1357.72,919552,9.774551,887.69677205,0.0069822744,271,449,-0.004209803,0.083740234
921600,1.9968598,2834.908008337021,0.5387166738510132,1357.72,921600,11.731962,887.8543542799999,0.0065378943,269,450,-0.0025345213,0.06948242
923648,2.00887,2842.50568652153,0.7410049438476562,1357.72,923648,10.7838745,886.90264883,0.0036118794,241,451,-0.0047433036,0.04477539
925696,2.016067,2850.998763561249,0.7471713423728943,1355.87,925696,17.806608,885.5987162900002,0.0037410532,239,452,-0.00605511,0.040380858
927744,2.0276618,2859.5347752571106,0.7710921764373779,1345.86,927744,17.972843,877.5071882999999,0.004412792,247,453,-0.0036981017,0.054248046
929792,2.0329273,2867.8114473819733,0.7812139540910721,1362.18,929792,11.250597,890.65823041,0.003272339,222,454,-0.0009804673,0.034960937
931840,2.0252907,2877.0047776699066,0.6821030974388123,1378.38,931840,11.985778,902.1301613399999,0.0028322495,273,455,-0.00055859116,0.027929688
933888,2.0348656,2884.5002171993256,0.9105727151036263,1377.22,933888,3.8563237,901.7924720999998,0.0061062984,263,456,-0.0044771084,0.07172851
935936,2.0512097,2892.2801134586334,0.7571509033441544,1400.7,935936,18.726898,917.10432401,0.00457951,278,457,-0.0070245555,0.057275392
937984,2.0515466,2899.6469469070435,0.7054657936096191,1405.09,937984,16.716747,919.39973741,0.005497136,269,458,-0.0014410119,0.06367187
940032,2.050506,2907.2427303791046,0.6401641666889191,1420.48,940032,11.12861,929.9942008699999,0.0057874136,266,459,-0.0023370427,0.07104492
942080,2.070601,2914.9314918518066,0.8124500066041946,1418.58,942080,7.1902122,928.5595830499999,0.0050367303,275,460,-0.0021052735,0.056005858
944128,2.0738094,2922.376588821411,0.7752159833908081,1418.58,944128,10.247921,928.10314813,0.0036661893,266,461,-0.0037088725,0.041503906
946176,2.068341,2930.0749690532684,0.6585771143436432,1375.02,946176,43.302555,901.40668295,0.0033132196,275,462,-0.0042234184,0.03569336
948224,2.0702522,2937.498911380768,0.8699798285961151,1353.95,948224,9.210884,886.2899609,0.0032378554,279,463,-0.0043996586,0.031689454
950272,2.0800824,2944.8398988246918,0.7167646288871765,1333.93,950272,13.985074,872.82359185,0.0054989764,275,464,-0.0077356733,0.048876952
952320,2.0900407,2952.2807364463806,0.8576466590166092,1326.59,952320,11.192488,867.3410390199999,0.0034349537,270,465,-0.0031567954,0.03466797
954368,2.1019979,2959.8449296951294,0.6603195369243622,1326.59,954368,12.354513,867.90953471,0.004542415,262,466,-0.0039587095,0.043847658
956416,2.1076808,2967.645928144455,0.7290170192718506,1312.63,956416,16.658325,858.8596543,0.004301677,255,467,-0.0016395412,0.04873047
958464,2.1142411,2975.654243707657,0.657577395439148,1312.63,958464,9.501909,858.66615689,0.008041948,265,468,-0.004220313,0.09716797
960512,2.120909,2983.3717198371887,0.808700680732727,1274.61,960512,15.583742,832.2779189399998,0.003808211,281,469,-0.0052622976,0.041308593
962560,2.115149,2990.6482219696045,0.6806820333003998,1274.61,962560,9.805519,831.34323614,0.0050640097,272,470,-0.0021176403,0.06147461
964608,2.1074543,2998.150803565979,0.8586852848529816,1252.19,964608,9.462807,816.76636129,0.0028580609,274,471,-0.0023433669,0.027636718
966656,2.103755,3005.613610267639,0.7285622954368591,1234.68,966656,17.530157,804.60546321,0.004269465,277,472,-0.0049027447,0.0519043
968704,2.1113312,3013.003888607025,0.6827341020107269,1234.68,968704,10.337965,805.3720593199998,0.004806635,276,473,-0.003287347,0.056103516
970752,2.1057372,3020.402936935425,0.7358283698558807,1234.68,970752,11.7884865,806.2217423399999,0.00744242,269,474,-0.0029527445,0.07944336
972800,2.1056063,3028.0112714767456,0.7621459811925888,1215.35,972800,21.170933,792.8348637599998,0.0030389929,278,475,-0.0043505384,0.03261719
974848,2.1008575,3035.3715331554413,0.8282788544893265,1212.78,974848,7.6846566,791.93066469,0.0051244935,281,476,-0.0055777584,0.05913086
976896,2.0886514,3042.653089761734,0.6968708336353302,1228.61,976896,12.383757,804.2556464699999,0.0038982898,278,477,-0.0011105898,0.042285156
978944,2.0850966,3050.001472711563,0.7727744281291962,1199.89,978944,14.759275,784.8009834499999,0.0030625626,282,478,-0.0018320564,0.03305664
980992,2.0968442,3057.259889602661,0.7690840512514114,1189.09,980992,19.301146,777.83930535,0.0067325905,278,479,-0.0043399082,0.083544925
983040,2.110721,3064.6175968647003,0.9303308799862862,1189.05,983040,3.7299724,777.76804527,0.0073007406,277,480,-0.011337688,0.083496094
985088,2.1046567,3072.003182888031,0.6615779995918274,1194.01,985088,13.09068,781.3991365,0.004397629,272,481,-0.00037893775,0.05419922
987136,2.0934968,3079.513222694397,0.7180888950824738,1194.01,987136,9.179554,781.8439155299999,0.0088097835,289,482,-0.0042183674,0.107373044
989184,2.0965044,3086.5839607715607,0.7382982075214386,1193.76,989184,17.750189,782.0177593699998,0.004942662,289,483,-0.0013349046,0.060009766
991232,2.1096299,3093.6571497917175,0.787597119808197,1190.66,991232,14.501193,779.39211341,0.0028961343,290,484,-0.0005855549,0.027050782
993280,2.1145744,3100.7069993019104,0.8820151537656784,1201.98,993280,9.097541,787.9143749899999,0.0029815256,293,485,-0.0013366819,0.034179688
995328,2.121554,3107.691730260849,0.854133352637291,1193.07,995328,15.079364,781.8311818200001,0.0033166073,294,486,-0.0008268392,0.03564453
997376,2.1242201,3114.653917312622,0.7480647563934326,1198.55,997376,9.745089,786.4055598399999,0.0041136974,286,487,-0.0019401766,0.048535157
999424,2.1290388,3121.8073999881744,0.7496130764484406,1203.33,999424,10.496794,789.59026136,0.0032925115,287,488,-0.0040566376,0.03515625
1001472,2.1235538,3128.932447195053,0.775540366768837,1219.69,1001472,9.482531,802.2300123299999,0.0041659726,289,489,-0.0033877634,0.04711914
1003520,2.1241972,3136.011013507843,0.8052328824996948,1218.78,1003520,14.831019,803.2333169999999,0.002767532,291,490,-0.0011443287,0.032324217
1005568,2.126854,3143.0333063602448,0.7795362174510956,1201.12,1005568,24.245914,790.4562318000001,0.002820644,286,491,-0.0019584126,0.02841797
1007616,2.1241632,3150.184715986252,0.7398428916931152,1217.72,1007616,11.063002,802.8362566100001,0.0045671496,290,492,-0.0029653565,0.04951172
1009664,2.1189375,3157.24608707428,0.9336071535944939,1215.72,1009664,4.2293253,801.6323780099999,0.004936242,288,493,-0.005105921,0.05493164
1011712,2.1153555,3164.345541715622,0.8112303614616394,1216.02,1011712,18.875654,803.1333902699998,0.004327604,294,494,-0.0054647066,0.05053711
1013760,2.1163263,3171.303167104721,0.8556342422962189,1216.99,1013760,15.4695835,804.6291923699999,0.004164056,294,495,-0.004540506,0.038720705
1015808,2.1036465,3178.266149044037,0.671098381280899,1233.57,1015808,14.421751,817.7985368700001,0.0055417875,286,496,-0.0021129183,0.06357422
1017856,2.0999248,3185.425710439682,0.8321535289287567,1182.49,1017856,23.373577,782.02516404,0.0063253827,300,497,-0.007289986,0.0769043
1019904,2.1043189,3192.246016263962,0.8060750067234039,1170.69,1019904,9.314497,773.58600132,0.005153823,284,498,-0.002146829,0.056933593
1021952,2.1094196,3199.445296764374,0.8207894414663315,1143.2,1021952,22.081133,754.8175254,0.002672886,295,499,-0.0020934655,0.026806641
1024000,2.1159809,3206.3828961849213,0.6894159317016602,1143.2,1024000,14.451126,756.1713593699999,0.004250624,282,500,-0.0019996339,0.03984375
1026048,2.1226063,3213.635340452194,0.9249622002243996,1125.55,1026048,4.0103235,743.86214201,0.0073610544,289,501,-0.0035027727,0.070654295
1028096,2.122524,3220.7115392684937,0.796960175037384,1090.98,1028096,24.82535,719.9905522999999,0.0031014436,291,502,-0.002419054,0.032714844
1030144,2.1271691,3227.7399430274963,0.7983205914497375,1056.67,1030144,20.985401,699.0907141099998,0.0056293523,293,503,-0.0054216497,0.06342773
1032192,2.12833,3234.7124264240265,0.9612465687096119,1059.42,1032192,2.5399933,701.6334016000001,0.004894617,291,504,-0.0029939986,0.05678711
1034240,2.137936,3241.7279925346375,0.7221794426441193,1059.42,1034240,9.984827,702.7568693100001,0.0038904168,294,505,-0.0017017307,0.046582032
1036288,2.1466298,3248.6931796073914,0.8403284102678299,1065.73,1036288,17.28481,707.3146592699999,0.0040518036,293,506,-0.0035827034,0.045166016
1038336,2.1655054,3255.6796412467957,0.8123166263103485,1065.73,1038336,6.215265,707.3243955199998,0.0055961306,283,507,-0.0039304495,0.06391601
1040384,2.1695936,3262.9153718948364,0.8538245111703873,1048.87,1040384,13.750752,695.98165619,0.004365836,290,508,-0.0052128383,0.05126953
1042432,2.1691709,3269.9599149227142,0.8272707462310791,1047.32,1042432,15.162074,696.7715246399999,0.0044456087,291,509,-0.002959927,0.0515625
1044480,2.1766675,3276.994654417038,0.881559781730175,1055.3,1044480,5.966352,703.0411171599999,0.003691007,290,510,-0.004458207,0.04399414
1046528,2.1812036,3284.0481922626495,0.7592382878065109,1054.29,1046528,18.292622,703.8489778100001,0.003935345,286,511,-0.0038221101,0.046142578
1048576,2.194614,3291.2092809677124,0.7347823083400726,1054.29,1048576,10.469957,704.7152227400001,0.004054555,296,512,-0.0025404687,0.047167968
1050624,2.1939218,3298.1187908649445,0.7385740876197815,1054.29,1050624,10.332951,704.61228269,0.0061740563,289,513,-0.0003689952,0.06801758
1052672,2.2045066,3305.1969442367554,0.591273158788681,1074.18,1052672,13.823346,718.83562528,0.010293741,271,514,-0.0023392166,0.10600586
1054720,2.2178917,3312.728411436081,0.7579884827136993,1090.07,1054720,21.9971,730.3248484600001,0.003313604,287,515,-0.0040482352,0.035595704
1056768,2.2072256,3319.847292661667,0.9238375797867775,1099.4,1056768,4.1606236,737.50460555,0.0032161684,289,516,-0.0051625217,0.035205077
1058816,2.208109,3326.914319753647,0.7702011317014694,1106.13,1058816,22.290844,742.6164400700001,0.003914741,286,517,-0.0024765173,0.04433594
1060864,2.2199178,3334.054110765457,0.9266640394926071,1095.88,1060864,3.893993,735.85060802,0.008505261,299,518,-0.010655849,0.0836914
1062912,2.2303717,3340.89696764946,0.9704327005892992,1107.32,1062912,1.2198428,743.5067740899999,0.0043249778,290,519,-0.004225805,0.049804688
1064960,2.2254472,3347.95792222023,0.6699298620223999,1117.9,1064960,11.958809,751.1075405299997,0.004844422,287,520,-0.00093543465,0.05332031
1067008,2.2179585,3355.071938753128,0.7770127356052399,1134.63,1067008,10.69277,763.6339985699998,0.004750124,288,521,-0.0034682043,0.059228517
1069056,2.216635,3362.1662464141846,0.7695187330245972,1119.59,1069056,19.646528,753.85067663,0.0030263967,297,522,-0.003146832,0.033154298
1071104,2.213106,3369.0597121715546,0.7979027628898621,1115.7,1071104,14.156004,752.0282727299999,0.006416702,295,523,-0.0029539685,0.0753418
1073152,2.2060063,3376.00266122818,0.7510337382555008,1133.06,1073152,9.808817,765.2910951399999,0.005033086,286,524,-0.00070337637,0.056347657
1075200,2.1963062,3383.156584262848,0.6410722434520721,1150.59,1075200,14.724724,778.3887147599999,0.003523841,279,525,-0.0016365133,0.03720703
1077248,2.1888237,3390.494971513748,0.8379315435886383,1115.17,1077248,19.827063,753.9679599299999,0.0035089664,294,526,-0.0039053406,0.036376953
1079296,2.1834595,3397.4436841011047,0.7793674767017365,1132.68,1079296,10.201007,767.5887479799999,0.0032406773,287,527,-0.0013090617,0.03696289
1081344,2.1933775,3404.5766870975494,0.8961975127458572,1110.71,1081344,10.327331,752.17557254,0.004248646,283,528,-0.004577591,0.04897461
1083392,2.2092624,3411.79874420166,0.8051065802574158,1110.71,1083392,9.78359,753.3392832299999,0.0065383827,284,529,-0.0013988719,0.07993164
1085440,2.2150106,3418.986849784851,0.9064037799835205,1121.52,1085440,8.141123,761.41817206,0.0042976746,290,530,-0.0040441104,0.04848633
1087488,2.2207932,3426.0397448539734,0.7406920790672302,1105.92,1087488,18.687866,749.8564583500001,0.0033613865,285,531,-0.0020035848,0.03540039
1089536,2.223899,3433.213683128357,0.9218175038695335,1107.57,1089536,3.5138817,751.4422351500001,0.0076804645,283,532,-0.001686931,0.084472656
1091584,2.2361603,3440.4348685741425,0.8330262303352356,1106.58,1091584,16.602587,750.0548900300001,0.005728549,290,533,-0.008359099,0.07109375
1093632,2.2375755,3447.486508369446,0.8797928541898727,1076.04,1093632,16.247541,728.2746201200002,0.003966359,292,534,-0.0052495496,0.043408204
1095680,2.2304187,3454.4872512817383,0.8629786372184753,1046.76,1095680,15.6575165,706.86670118,0.0043713357,291,535,-0.0064092823,0.05024414
1097728,2.2314935,3461.521738052368,0.8936552926898003,1036.31,1097728,11.008614,699.2805911600001,0.0048462762,298,536,-0.008675684,0.059277344
1099776,2.2357373,3468.3882369995117,0.8218045681715012,970.2,1099776,25.203732,649.9147873200001,0.0047599073,289,537,-0.0014432931,0.054492187
1101824,2.236666,3475.4569861888885,0.8728908449411392,963.76,1101824,10.98049,644.71668875,0.0031467553,289,538,-0.004098538,0.032666016
1103872,2.234593,3482.527846813202,0.8538568317890167,984.29,1103872,12.260802,660.6245733600001,0.005570554,286,539,-0.005511365,0.069726564
1105920,2.240059,3489.671494245529,0.8859175816178322,979.09,1105920,9.457073,656.67019955,0.004373588,289,540,-0.0044120876,0.04951172
1107968,2.2497323,3496.7418673038483,0.7441211640834808,996.51,1107968,10.104044,669.2806065799999,0.0076098368,286,541,-0.005480916,0.095458984
1110016,2.2463481,3503.8991520404816,0.9195916578173637,984.08,1110016,4.374823,659.3358921899999,0.00405497,285,542,-0.0041668075,0.043164063
1112064,2.2405086,3511.060827732086,0.7057554721832275,1001.59,1112064,12.183848,671.94734139,0.00300838,289,543,-0.0009562729,0.028955078
1114112,2.239799,3518.133306980133,0.8065141141414642,1000.93,1114112,14.469465,670.58080681,0.0057256175,293,544,-0.0058851554,0.06586914
1116160,2.252079,3525.123610973358,0.9408143535256386,1009.13,1116160,2.8041177,676.0162536800001,0.0071924813,287,545,-0.0054258914,0.08935547
1118208,2.263136,3532.2455320358276,0.7328276038169861,1026.5,1118208,12.584875,687.50366346,0.004484609,284,546,-0.002874729,0.050341796
1120256,2.2739444,3539.434732198715,0.8248524218797684,1028.66,1120256,13.304113,687.7826571099998,0.0073388494,288,547,-0.0060052956,0.08647461
1122304,2.2840884,3546.5423798561096,0.8212442398071289,1048.27,1122304,13.227368,701.9826573299999,0.0056941644,290,548,-0.0035325051,0.055761717
1124352,2.2864323,3553.602396249771,0.9425492398440838,1052.03,1124352,5.3153586,704.2363258400002,0.0046713655,292,549,-0.0035814599,0.055664062
1126400,2.304969,3560.6091458797455,0.7247639000415802,1069.79,1126400,12.050946,717.43211466,0.0051638777,287,550,-0.006455271,0.0652832
1128448,2.3088362,3567.744431257248,0.7887615412473679,1071.26,1128448,18.703442,718.0778940700002,0.0037638065,286,551,-0.002825473,0.039208986
1130496,2.3036826,3574.8859581947327,0.7759306579828262,1079.09,1130496,10.183636,723.6049182000002,0.0059449906,292,552,-0.0033763486,0.071826175
1132544,2.3015804,3581.8915672302246,0.7452039420604706,1079.09,1132544,12.046567,723.51536285,0.003939208,292,553,-0.00435623,0.04350586
1134592,2.2922502,3588.90358376503,0.8186673074960709,1096.74,1134592,9.577406,737.28053577,0.0037585455,286,554,-0.0019811508,0.039697267
1136640,2.2846599,3596.0422060489655,0.8150961250066757,1096.74,1136640,10.87335,737.9285275000001,0.0035964358,286,555,-0.0021389837,0.037158202
1138688,2.2821436,3603.197204351425,0.6679072082042694,1114.42,1138688,15.404238,751.39234442,0.0064005656,284,556,-0.00524297,0.061865233
1140736,2.280154,3610.4053361415863,0.7502268999814987,1131.31,1140736,9.863828,763.6767797100001,0.007533442,281,557,-0.0033281646,0.08139648
1142784,2.277696,3617.6931669712067,0.6257195472717285,1131.31,1142784,13.072327,760.8083709800002,0.0058324216,272,558,-0.0014956028,0.06889649
1144832,2.2720346,3625.2219817638397,0.7395170331001282,1151.66,1144832,19.950367,776.4686018100001,0.0043972405,282,559,-0.0025074456,0.05214844
1146880,2.262567,3632.4768352508545,0.8773261159658432,1150.49,1146880,6.999617,775.2851857500002,0.004274573,290,560,-0.003992975,0.045458984
1148928,2.2719579,3639.5351893901825,0.7454071640968323,1142.14,1148928,18.294695,768.3076027,0.004248141,285,561,-0.00737512,0.052490234
1150976,2.2734666,3646.7026319503784,0.949288971722126,1145.39,1150976,5.488828,770.5959009500001,0.0035558133,288,562,-0.002505005,0.03881836
1153024,2.2683825,3653.7922909259796,0.9092545434832573,1134.94,1153024,7.833309,763.4875848600002,0.0053441143,289,563,-0.0069079474,0.06416015
1155072,2.2726932,3660.872392654419,0.8188766092061996,1145.43,1155072,7.7167816,771.2767827600001,0.0075059137,277,564,-0.0048480295,0.09194336
1157120,2.2958617,3668.2604768276215,0.7487531900405884,1162.05,1157120,10.69767,781.9243862800001,0.0076399883,283,565,0.0010209795,0.077783205
1159168,2.318128,3675.487325191498,0.6972052752971649,1162.05,1159168,13.69502,781.82477324,0.005066592,287,566,-0.0058110193,0.0659668
1161216,2.3219113,3682.6118524074554,0.7715601474046707,1179.3,1161216,10.315097,794.2575734300001,0.004136222,285,567,-0.0017072845,0.04711914
1163264,2.3342705,3689.7759189605713,0.7963644117116928,1186.86,1163264,9.8748865,800.8181819800001,0.0052561034,284,568,-0.0036295336,0.061523438
1165312,2.3495057,3696.9679503440857,0.8210625350475311,1171.52,1165312,20.138878,789.4631624199999,0.0042507136,290,569,-0.0050778342,0.04916992
1167360,2.3634949,3704.021430015564,0.6255573928356171,1171.52,1167360,11.7315035,788.46034954,0.006342154,283,570,-0.00035817656,0.073632814
1169408,2.3623412,3711.2584462165833,0.8639268428087234,1159.04,1169408,6.3526087,779.2536828799999,0.0051069343,283,571,-0.0075410632,0.06411133
1171456,2.3561478,3718.47123003006,0.8600466847419739,1171.13,1171456,13.12586,788.8653535200001,0.0032989855,284,572,-0.0033810157,0.036474608
1173504,2.351381,3725.6808853149414,0.9425514861941338,1175.57,1173504,4.096918,792.24230667,0.0048060943,293,573,-0.0016111538,0.05620117
1175552,2.3511126,3732.6638612747192,0.926969975233078,1163.68,1175552,9.049151,783.4968378200001,0.0046700053,299,574,-0.006078747,0.05317383
1177600,2.3487446,3739.4914383888245,0.8462011516094208,1174.02,1177600,12.787772,791.1463453700001,0.0029235077,286,575,-0.003944524,0.03237305
1179648,2.3509154,3746.6399998664856,0.960437223315239,1164.77,1179648,4.00576,784.31992505,0.003651568,283,576,-0.0076361983,0.041894533
1181696,2.355581,3753.87695980072,0.7721704393625259,1164.77,1181696,13.190692,785.2361341199999,0.005242894,286,577,-0.002839039,0.06391601
1183744,2.3577902,3761.0334804058075,0.9740155953913927,1161.08,1183744,1.8481354,782.1461263699999,0.0039166217,288,578,-0.0055973786,0.04560547
1185792,2.375973,3768.1311073303223,0.914132259786129,1146.03,1185792,10.755424,771.3858904699998,0.0057610823,294,579,-0.0052104844,0.06948242
1187840,2.393698,3775.0921909809113,0.7780078947544098,1130.13,1187840,22.102179,758.3996737000001,0.0048937765,285,580,-0.0023925155,0.058398437
1189888,2.4050934,3782.2577373981476,0.9220122992992401,1129.19,1189888,4.7369814,757.35572176,0.005504916,284,581,-0.002289071,0.06499024
1191936,2.4056764,3789.446768283844,0.7277821004390717,1146.02,1191936,13.009979,770.15536454,0.005602563,286,582,-0.0037303492,0.07055664
1193984,2.4240918,3796.601463317871,0.6596177816390991,1162.04,1193984,18.351248,781.0889774999999,0.004505763,300,583,-0.0044420203,0.049804688
1196032,2.4331067,3803.4283196926117,0.8120821714401245,1162.04,1196032,9.110003,779.7297173499999,0.006049625,292,584,-0.006136784,0.061279297
