total_timesteps,policy_entropy,time_elapsed,explained_variance,ep_len_mean,serial_timesteps,value_loss,ep_reward_mean,approxkl,fps,n_updates,policy_loss,clipfrac
1591296,2.9542649,5183.54395532608,0.9314480423927307,1136.37,1591296,3.5323822,784.75372558,0.0047995835,279,777,-0.006533311,0.054248046
1593344,2.9417121,5190.872989177704,0.8654038906097412,1134.97,1593344,12.771177,786.3491788699998,0.0043471875,289,778,-0.0039046523,0.050878905
1595392,2.937664,5197.944613933563,0.7901183664798737,1118.39,1595392,17.607273,774.56998961,0.0043874616,287,779,-0.005174713,0.05332031
1597440,2.938566,5205.074919223785,0.7630545496940613,1118.39,1597440,16.883856,773.6527726300001,0.005482691,274,780,-0.0022728448,0.06547852
1599488,2.9331386,5212.543319225311,0.776067703962326,1138.25,1599488,15.370799,789.8162620700001,0.008536441,279,781,-0.0019232433,0.11186524
1601536,2.930523,5219.8709354400635,0.8671105057001114,1134.68,1601536,9.906306,787.8014097800002,0.005000111,276,782,-0.004178482,0.05571289
1603584,2.9325233,5227.268557071686,0.7752045542001724,1134.68,1603584,11.486265,788.4627872700001,0.0033078964,282,783,-0.0037827299,0.034228515
1605632,2.9355783,5234.512703895569,0.580987960100174,1150.81,1605632,33.545803,797.7235735,0.005047775,290,784,-0.005382578,0.063769534
1607680,2.9269462,5241.555725336075,0.7457214593887329,1167.24,1607680,17.112911,811.98594321,0.006520237,273,785,-0.0040190904,0.079882815
1609728,2.9220378,5249.042486906052,0.5400328636169434,1172.47,1609728,11.8261595,815.3740545799999,0.0039695096,276,786,-0.0019595176,0.046435546
1611776,2.9277492,5256.442013978958,0.6221535205841064,1188.97,1611776,11.414672,826.3810895900001,0.0044548325,274,787,-0.003375658,0.050732423
1613824,2.9380019,5263.895032167435,0.8545143157243729,1190.99,1613824,16.947731,828.6219625900001,0.005449458,279,788,-0.0053597535,0.066503905
1615872,2.9480402,5271.215270280838,0.7802529036998749,1210.89,1615872,12.051076,844.53779461,0.0042521395,279,789,-0.0026657064,0.048291016
1617920,2.952416,5278.531702280045,0.7962382882833481,1226.19,1617920,12.277868,853.8734590600001,0.010187367,272,790,-0.004309491,0.11259766
1619968,2.962031,5286.059310913086,0.7814641892910004,1242.25,1619968,18.064863,868.3294275200001,0.004412622,273,791,-0.00091263495,0.05341797
1622016,2.9738371,5293.537498950958,0.839688628911972,1247.18,1622016,12.119886,875.09832463,0.0054256893,273,792,-0.0056125084,0.06933594
1624064,2.9797602,5301.018435716629,0.8877321779727936,1255.45,1624064,13.320257,882.9396566899999,0.0059000584,267,793,-0.005543454,0.064501956
1626112,2.987144,5308.668464899063,0.8266714364290237,1263.19,1626112,15.364566,888.8987740099999,0.0041165566,270,794,-0.0041899686,0.045703124
1628160,3.0054524,5316.243202209473,0.854257732629776,1251.77,1628160,16.06324,880.5807131800002,0.0030531809,279,795,-0.0032188534,0.03334961
1630208,3.0126276,5323.580973863602,0.9374913349747658,1260.8,1630208,5.7827816,888.7975178,0.004726265,274,796,-0.0048811757,0.055859376
1632256,3.0099301,5331.032271385193,0.8025446236133575,1250.55,1632256,24.608814,880.5566230499999,0.0032704398,284,797,-0.0036759214,0.0362793
1634304,3.0057037,5338.23389005661,0.8564238250255585,1218.33,1634304,14.69196,854.0818505899999,0.0031726863,292,798,-0.004011705,0.03701172
1636352,3.0025995,5345.242441415787,0.8732712268829346,1207.98,1636352,17.309574,849.42455663,0.0036930055,273,799,-0.0013992912,0.039160155
1638400,3.001995,5352.7183973789215,0.8478151112794876,1213.71,1638400,14.286679,853.9819768000001,0.0031413573,283,800,-0.003289878,0.032714844
1640448,3.0076754,5359.933833599091,0.8752587363123894,1207.66,1640448,19.07496,851.8439686500001,0.0055138804,280,801,-0.00716048,0.067919925
1642496,3.0143507,5367.224447965622,0.9313063845038414,1215.4,1642496,4.406103,856.9161395,0.0024679028,280,802,-0.002232426,0.022802735
1644544,3.0018854,5374.516007184982,0.9043401181697845,1221.9,1644544,8.644925,862.61304329,0.0031603388,279,803,-0.002412532,0.032958984
1646592,3.0021815,5381.840579032898,0.9624386690557003,1232.6,1646592,2.9738796,872.26820973,0.0058377096,275,804,-0.0077226944,0.06967773
1648640,3.0160973,5389.2708423137665,0.876092366874218,1234.98,1648640,12.772637,871.7990000900002,0.005603698,281,805,-0.0049783722,0.064892575
1650688,3.0279574,5396.5403661727905,0.9742641784250736,1248.11,1650688,2.8570764,882.1181217400001,0.0037296272,279,806,-0.003806591,0.043896485
1652736,3.0347435,5403.857264518738,0.9210149198770523,1252.33,1652736,8.709877,886.91187328,0.003922178,270,807,-0.0049801166,0.04111328
1654784,3.0468998,5411.435503721237,0.8156038373708725,1254.91,1654784,22.772617,893.1531757399998,0.0049596373,268,808,-0.002730858,0.04790039
1656832,3.060852,5419.053326129913,0.8441832214593887,1270.87,1656832,12.296368,903.6761354799997,0.0038096004,279,809,-0.004651247,0.0440918
1658880,3.076018,5426.391939878464,0.8835978880524635,1260.37,1658880,27.868206,899.6069269799998,0.0037735205,268,810,-0.0029609299,0.04458008
1660928,3.0950532,5434.024220943451,0.7679783403873444,1266.39,1660928,18.659466,905.26517443,0.0032514683,276,811,-0.0033887152,0.036865234
1662976,3.0998182,5441.4398624897,0.7007841169834137,1272.66,1662976,17.708828,910.09096139,0.0026335593,284,812,-0.005862982,0.027490234
1665024,3.0982702,5448.630887031555,0.7870693057775497,1272.66,1665024,12.656788,908.4759314000001,0.0038395568,276,813,-0.0029014284,0.044921875
1667072,3.0952144,5456.04671049118,0.957463726401329,1271.46,1667072,4.3854303,907.5862682000001,0.0027312108,285,814,-0.0028307464,0.029785156
1669120,3.0937753,5463.209647655487,0.8504934161901474,1288.19,1669120,13.114919,920.51009909,0.0030274466,277,815,-0.0030520437,0.035107423
1671168,3.09874,5470.596486568451,0.7408753931522369,1288.19,1671168,12.466824,919.76568171,0.0050861975,282,816,-0.005124279,0.056884766
1673216,3.101322,5477.854350328445,0.7315447926521301,1284.82,1673216,25.539326,915.38318267,0.0047642835,295,817,-0.007341951,0.05205078
1675264,3.0945039,5484.785450458527,0.9728290531784296,1272.58,1675264,4.770692,905.76253063,0.004566139,285,818,-0.0063954294,0.053710938
1677312,3.086876,5491.961262226105,0.9277266934514046,1258.01,1677312,6.885315,894.51381205,0.0033866968,286,819,-0.004804664,0.039794922
1679360,3.091044,5499.102853536606,0.9339268878102303,1261.2,1679360,12.463609,895.4332410299999,0.0038725412,287,820,-0.009945089,0.046728514
1681408,3.109008,5506.2387936115265,0.8746977299451828,1246.21,1681408,11.856895,882.36483968,0.0041925944,296,821,-0.008801713,0.05024414
1683456,3.1238043,5513.1426837444305,0.8935171961784363,1244.32,1683456,20.926037,882.1077042100001,0.0050204676,270,822,-0.0033558507,0.05805664
1685504,3.1178012,5520.706437110901,0.985276029445231,1237.76,1685504,1.9988196,878.3913787299998,0.0056503536,278,823,-0.006946766,0.067871094
1687552,3.109827,5528.055858850479,0.8576392233371735,1257.59,1687552,14.109906,894.23267305,0.0050339107,279,824,-0.0051553166,0.060498048
1689600,3.113604,5535.389201879501,0.9224986582994461,1271.1,1689600,10.028429,904.9746525600001,0.0026520374,292,825,-0.0019303111,0.025537109
1691648,3.1203237,5542.400891304016,0.9110032245516777,1283.44,1691648,9.096914,915.3824351200002,0.0030348976,275,826,-0.0037799291,0.035351563
1693696,3.1153092,5549.8285093307495,0.6632776260375977,1283.44,1693696,10.589182,913.0063897000001,0.0053587696,278,827,-0.00759503,0.06381836
1695744,3.1026382,5557.181544542313,0.726940780878067,1303.31,1695744,20.4426,926.4744034800001,0.006136508,284,828,-0.005241287,0.07490234
1697792,3.1020048,5564.3820905685425,0.9099279716610909,1291.83,1697792,11.719607,918.8589741800001,0.0042796675,290,829,-0.0056906873,0.054736327
1699840,3.108446,5571.443415641785,0.9306794330477715,1289.73,1699840,8.747253,920.1891556,0.0035718333,278,830,-0.0031590522,0.040625
1701888,3.1199594,5578.7926704883575,0.9781700167804956,1276.43,1701888,4.004477,907.96203848,0.0054221135,276,831,-0.005100607,0.06303711
1703936,3.133605,5586.208153247833,0.8222589492797852,1273.97,1703936,23.181042,906.3477161300002,0.004178782,274,832,-0.004624835,0.05078125
1705984,3.1363785,5593.670916795731,0.9822067879140377,1271.6,1705984,2.402018,905.8637743200001,0.00371279,283,833,-0.0036171172,0.043066405
1708032,3.1338923,5600.905187368393,0.9234213083982468,1266.74,1708032,13.488421,906.2332154400001,0.0032523037,273,834,-0.0017097738,0.035302736
1710080,3.1352506,5608.402885437012,0.9814558755606413,1259.65,1710080,2.7759871,899.8851443200001,0.0058400943,278,835,-0.0064830096,0.07197265
1712128,3.1364715,5615.763105869293,0.8255964368581772,1259.65,1712128,19.924183,900.93269438,0.0038578555,265,836,-0.0019815324,0.04790039
1714176,3.1337712,5623.482404708862,0.8418508321046829,1273.0,1714176,19.2045,911.7547331700001,0.0042374036,279,837,-0.0024928555,0.050390624
1716224,3.138541,5630.8027238845825,0.8833458870649338,1268.01,1716224,23.058384,910.62168578,0.003154405,273,838,-0.003176288,0.035205077
1718272,3.1385262,5638.29038310051,0.9075871929526329,1256.88,1718272,15.6073,900.2284726499998,0.0038177203,291,839,-0.003950362,0.043701172
1720320,3.1637638,5645.325640439987,0.9781589563935995,1259.75,1720320,2.9397836,904.6898943399999,0.008613086,267,840,-0.012432895,0.087695315
1722368,3.2006576,5652.971660614014,0.951003909111023,1241.75,1722368,10.005122,891.0729827499999,0.0039955224,280,841,-0.0057309875,0.047070313
1724416,3.2180958,5660.286398649216,0.9271500930190086,1221.18,1724416,9.8634615,872.8167564099999,0.0019467988,283,842,-0.0023536286,0.018798828
1726464,3.220555,5667.52250623703,0.8936141729354858,1203.6,1726464,19.784065,860.9494380799999,0.0012709417,287,843,-0.00078470027,0.009277344
1728512,3.2211196,5674.634473085403,0.9624161869287491,1158.44,1728512,10.003853,828.9497946800001,0.0064256825,282,844,-0.0070674517,0.060546875
1730560,3.2242122,5681.894529342651,0.7470332384109497,1147.4,1730560,16.515993,817.8637132100001,0.0033100503,293,845,-0.0043533924,0.035253905
1732608,3.2258973,5688.877373218536,0.9279473796486855,1143.26,1732608,8.969123,815.2338105900001,0.0023294105,283,846,-0.0063017,0.022802735
1734656,3.2258651,5696.106999635696,0.8357549011707306,1143.26,1734656,18.97043,815.57134737,0.0073019154,264,847,-0.0034828887,0.09213867
1736704,3.226432,5703.858973503113,0.9150304794311523,1143.26,1736704,10.45812,814.3328654300001,0.0043530334,269,848,-0.0063589267,0.048339844
1738752,3.232462,5711.446179866791,0.944885365664959,1145.98,1738752,7.3703203,816.0751394,0.001432656,276,849,-0.0028658335,0.014355469
1740800,3.2310753,5718.855255365372,0.9305669888854027,1141.26,1740800,8.407912,813.4462099000001,0.0046657138,274,850,-0.0048440783,0.056591798
1742848,3.22189,5726.322944641113,0.78426294028759,1148.36,1742848,17.128399,820.54807415,0.0027610785,278,851,-0.003958809,0.02631836
1744896,3.2279153,5733.674151420593,0.9500340558588505,1152.89,1744896,7.6806135,822.13920818,0.0058424436,273,852,-0.00675773,0.057275392
1746944,3.2319674,5741.157176971436,0.789820060133934,1160.91,1746944,22.487268,830.7475516,0.003607735,275,853,-0.003949565,0.036865234
1748992,3.2200286,5748.600837469101,0.7151573002338409,1170.16,1748992,15.619769,836.3056828499998,0.0048841974,279,854,-0.0040280465,0.057666015
1751040,3.2230694,5755.9369764328,0.8576984107494354,1187.65,1751040,12.707453,848.4409121100001,0.002538265,275,855,-0.0024612062,0.027050782
1753088,3.222129,5763.360748291016,0.8192069679498672,1194.45,1753088,17.198946,855.06861201,0.0056387535,276,856,-0.005180507,0.07460938
1755136,3.2098536,5770.761873006821,0.8172501176595688,1208.62,1755136,18.949657,868.07220734,0.007378207,256,857,-0.003373603,0.09169922
1757184,3.200355,5778.734844207764,0.9534782506525517,1224.57,1757184,3.3602703,883.1661471399999,0.0031688306,278,858,-0.0058525954,0.03691406
1759232,3.196649,5786.094433307648,0.6157861351966858,1241.17,1759232,15.730237,894.5523901899999,0.003504293,269,859,-0.0055490388,0.03691406
1761280,3.2059357,5793.696006774902,0.8717348873615265,1251.63,1761280,11.54897,900.6038972399999,0.0075327223,268,860,-0.0053690854,0.08500977
1763328,3.216104,5801.320441484451,0.8683523535728455,1261.29,1763328,14.085675,909.85344741,0.0054989867,265,861,-0.0046193125,0.06547852
1765376,3.1906412,5809.045703887939,0.8382869213819504,1273.31,1765376,17.746506,920.5688501699999,0.0057904096,260,862,-8.189946e-06,0.06342773
1767424,3.1829274,5816.904620885849,0.7694064825773239,1281.1,1767424,21.219501,930.6900422700002,0.004979697,274,863,-0.0041997684,0.058496095
1769472,3.2120023,5824.361336231232,0.8961600214242935,1279.22,1769472,19.259266,926.3642345200001,0.0036571112,262,864,-0.008090364,0.04243164
1771520,3.2280755,5832.171591997147,0.8596373200416565,1295.86,1771520,21.430182,943.0968428300001,0.0047611133,271,865,-0.004133803,0.05859375
1773568,3.2243123,5839.709368944168,0.857490673661232,1261.34,1773568,31.44553,919.3687796500001,0.0032101902,281,866,-0.0058611142,0.034863282
1775616,3.2246838,5846.98397564888,0.9495394565165043,1263.61,1775616,3.2276578,919.95303071,0.0021025569,281,867,-0.0051655844,0.020117188
1777664,3.2178605,5854.265143632889,0.8753273710608482,1266.92,1777664,12.155573,920.8428520100001,0.004161659,270,868,-0.0060686106,0.042138673
1779712,3.2092586,5861.84508728981,0.911508098244667,1268.61,1779712,8.18116,922.9825623999999,0.0030514845,273,869,-0.004567129,0.029882813
1781760,3.2005672,5869.32638835907,0.7413551807403564,1268.61,1781760,22.40961,922.5107596999999,0.006034342,278,870,-0.007580028,0.07070313
1783808,3.1944556,5876.691937923431,0.8431519269943237,1264.16,1783808,14.862483,919.9483491400001,0.0033782995,284,871,-0.005514209,0.038183592
1785856,3.1954503,5883.89271402359,0.8503334224224091,1264.16,1785856,15.923796,917.33541383,0.006456061,263,872,-0.0042590303,0.08520508
1787904,3.1929364,5891.6712872982025,0.8097413182258606,1279.12,1787904,8.293228,931.2854217,0.004225593,274,873,-0.003514486,0.047607422
1789952,3.1928487,5899.133777856827,0.8538233488798141,1295.29,1789952,21.916069,942.55789819,0.0052452907,276,874,-0.0035916925,0.06098633
1792000,3.183679,5906.528872013092,0.7651775628328323,1295.29,1792000,19.264717,943.2034634899999,0.007939135,253,875,-0.0043800804,0.091992185
1794048,3.1775656,5914.599694013596,0.7940835654735565,1294.9,1794048,6.715991,946.09284093,0.004755694,274,876,-0.0037190286,0.057519533
1796096,3.1873653,5922.0515015125275,0.9053684175014496,1294.9,1796096,13.432699,945.6964304299999,0.003656394,273,877,-0.0049441652,0.041552734
1798144,3.2014382,5929.553734779358,0.8125598132610321,1304.79,1798144,25.548872,957.1050562799999,0.004459994,267,878,-0.0030958545,0.051416017
1800192,3.2058976,5937.199662208557,0.9246721714735031,1296.89,1800192,6.794741,951.4614228999999,0.0043335017,273,879,-0.0039320313,0.050195314
1802240,3.218188,5944.697748422623,0.8326044380664825,1296.89,1802240,18.285019,953.3816064199999,0.0076360255,257,880,-0.0047375667,0.09667969
1804288,3.226109,5952.637954711914,0.8572519570589066,1314.73,1804288,18.287697,970.78964767,0.0070872456,263,881,-0.0053455946,0.08125
1806336,3.2300515,5960.399593830109,0.816049113869667,1329.15,1806336,20.818615,984.41976106,0.0032124862,263,882,-0.002664656,0.036083985
1808384,3.2280116,5968.178889989853,0.967645563185215,1338.89,1808384,4.2900314,993.5793468899999,0.009025331,259,883,-0.009516126,0.100097656
1810432,3.2168171,5976.063977479935,0.8705741763114929,1356.74,1810432,12.475789,1010.86947342,0.0084746815,268,884,-0.0046675215,0.11254883
1812480,3.2033951,5983.697914838791,0.8493817150592804,1359.28,1812480,33.784904,1015.9891601899998,0.0055293255,276,885,-0.00603852,0.07143555
1814528,3.2057629,5991.118892908096,0.8997271656990051,1366.24,1814528,19.704266,1026.68274936,0.0025667646,273,886,-0.0028405697,0.027148437
1816576,3.2015686,5998.602593898773,0.8462414443492889,1384.3,1816576,14.9815035,1044.02654676,0.005900714,260,887,-0.0041797133,0.07080078
1818624,3.1991663,6006.475631475449,0.787947490811348,1391.01,1818624,20.25204,1052.5541782,0.0056116106,264,888,-0.0018742208,0.07011719
1820672,3.194373,6014.233885526657,0.8514357805252075,1373.25,1820672,17.63381,1038.16593137,0.0021135886,296,889,-0.0033856307,0.019384766
1822720,3.1861944,6021.146932840347,0.8281935602426529,1391.24,1822720,21.048393,1053.84738902,0.0032131106,261,890,-0.0026737028,0.03701172
1824768,3.1752458,6028.971202373505,0.7877030819654465,1397.8,1824768,19.586067,1061.2892027899998,0.0073297196,261,891,-0.004019526,0.10063477
1826816,3.1640167,6036.791604042053,0.8064224272966385,1397.8,1826816,19.988775,1064.1821416599998,0.008948019,258,892,-0.01019295,0.11611328
1828864,3.165688,6044.723325967789,0.9739635307341814,1406.18,1828864,3.7356586,1073.5929076799998,0.004553222,262,893,-0.0050961636,0.053466797
1830912,3.1727724,6052.536089420319,0.7420044839382172,1414.38,1830912,18.536745,1082.20898184,0.005223536,272,894,-0.002521242,0.06459961
1832960,3.1703572,6060.04111623764,0.8263171315193176,1418.39,1832960,18.752556,1088.56188063,0.0050334926,262,895,-0.0037223063,0.059570312
1835008,3.1729293,6067.84449338913,0.9196586459875107,1388.41,1835008,14.243034,1068.1044372800002,0.0030115831,270,896,-0.00271376,0.03378906
1837056,3.180948,6075.402981519699,0.8600569814443588,1392.23,1837056,24.551243,1073.48356435,0.0039596623,265,897,-0.004998016,0.046240233
1839104,3.2000766,6083.128494501114,0.9719000086188316,1387.41,1839104,6.7590837,1070.75425471,0.0028081434,274,898,-0.006679601,0.032324217
1841152,3.2072265,6090.592933654785,0.8196946680545807,1391.15,1841152,20.195473,1076.58511456,0.007218843,269,899,-0.0020265752,0.09086914
1843200,3.2040775,6098.201860904694,0.8739975988864899,1382.93,1843200,22.805689,1071.54051629,0.0033204574,275,900,-0.0066854334,0.038183592
1845248,3.1957822,6105.6270616054535,0.7827134877443314,1402.72,1845248,19.559477,1089.55534176,0.0042096176,262,901,-0.0012818397,0.049121093
1847296,3.1949213,6113.415717840195,0.8469572812318802,1393.97,1847296,26.807709,1083.34742927,0.0035093364,267,902,-0.0037156984,0.040722657
1849344,3.1982374,6121.0780255794525,0.8688834756612778,1410.41,1849344,16.9355,1099.2718688499997,0.00431216,265,903,-0.003772643,0.054541014
1851392,3.1940963,6128.80064368248,0.8632551282644272,1401.02,1851392,26.393494,1091.64688315,0.0029779964,259,904,-0.0023906983,0.03251953
1853440,3.2009358,6136.683226823807,0.8319444805383682,1401.02,1853440,16.749943,1093.98284938,0.0058587836,260,905,-0.0038273775,0.07216797
1855488,3.2070622,6144.535879135132,0.8727322816848755,1401.02,1855488,14.997525,1094.2261607899998,0.002959088,258,906,-0.0030393607,0.027880859
1857536,3.2105248,6152.468731641769,0.8139839172363281,1414.56,1857536,28.942392,1107.6442408,0.0048044478,262,907,-0.004143732,0.05986328
1859584,3.2161775,6160.276678085327,0.8035861849784851,1426.46,1859584,19.72153,1121.39685505,0.004355604,257,908,-0.0020251048,0.049609374
1861632,3.226313,6168.220296859741,0.967827245593071,1426.11,1861632,5.9433517,1120.93124831,0.0017973849,263,909,-0.0009612931,0.018994141
1863680,3.2184951,6176.006281852722,0.765985831618309,1426.43,1863680,20.082623,1122.35594748,0.004541704,248,910,-0.0027528529,0.049951173
1865728,3.2154632,6184.253587961197,0.8317907899618149,1433.97,1865728,21.060091,1130.9834881299998,0.0046339515,255,911,-0.0005828924,0.05288086
1867776,3.2220135,6192.262094974518,0.8403690010309219,1450.87,1867776,20.52866,1147.61914589,0.0063535296,260,912,-0.00414824,0.08623047
1869824,3.2143886,6200.119153499603,0.8090757876634598,1457.82,1869824,20.600128,1154.83194659,0.004992844,270,913,-0.0028337599,0.05595703
1871872,3.1997225,6207.684818267822,0.8005648553371429,1467.82,1871872,20.25696,1165.4850854400001,0.0067143207,262,914,-0.004240485,0.086523436
1873920,3.198233,6215.485577106476,0.8584415167570114,1484.72,1873920,28.25118,1181.98947569,0.0024382537,276,915,-0.0028130952,0.025537109
1875968,3.2041645,6222.906615972519,0.908159464597702,1500.27,1875968,27.403172,1198.79187241,0.0055273785,258,916,-0.006134918,0.05756836
1878016,3.2147355,6230.818442583084,0.8192750513553619,1505.61,1878016,20.481054,1204.8336835199998,0.0063415146,253,917,-0.004664392,0.07836914
1880064,3.222281,6238.8894135952,0.8397487699985504,1522.62,1880064,20.770184,1220.6720390599999,0.0047447076,262,918,-0.0030597388,0.05356445
1882112,3.2204795,6246.6843729019165,0.5664139688014984,1540.6,1882112,19.728886,1233.33929464,0.004988737,274,919,-0.0054686903,0.06137695
1884160,3.2196116,6254.147766113281,0.7566309720277786,1483.18,1884160,27.652317,1190.01474717,0.0034987056,300,920,-0.006207122,0.03745117
1886208,3.2260044,6260.97386598587,0.876176044344902,1485.96,1886208,20.286709,1193.47672896,0.0054229074,255,921,-0.0017472832,0.058496095
1888256,3.2320085,6268.986871004105,0.8837647959589958,1387.95,1888256,18.721659,1116.78873518,0.0038941042,294,922,-0.0057181986,0.048583984
1890304,3.2383206,6275.9358558654785,0.8004515469074249,1325.52,1890304,20.004578,1064.0929569300001,0.001509009,294,923,-0.002264037,0.0140625
1892352,3.2499385,6282.892743110657,0.9851863458752632,1308.59,1892352,2.588106,1053.1183656399999,0.0027285307,264,924,-0.0055912407,0.029882813
1894400,3.2701511,6290.630551815033,0.850183755159378,1263.94,1894400,31.171223,1015.2358150799998,0.0011049404,284,925,-0.002538824,0.009082031
1896448,3.2679677,6297.838242053986,0.9821289591491222,1269.3,1896448,3.2953172,1018.4507648399999,0.0030391614,264,926,-0.0054536373,0.030957032
1898496,3.2621734,6305.586559534073,0.8239372372627258,1269.3,1898496,20.201864,1018.20363393,0.0035226163,254,927,-0.0026196532,0.041503906
1900544,3.259191,6313.635343551636,0.9229612201452255,1270.16,1900544,23.751495,1020.4870187500002,0.004334895,259,928,-0.0026868377,0.04863281
1902592,3.2626567,6321.524281263351,0.8288182616233826,1284.19,1902592,20.863964,1035.3786599,0.0037677058,251,929,-0.003014856,0.046923827
1904640,3.2700787,6329.665199756622,0.8420322686433792,1293.24,1904640,20.199045,1046.2924671,0.0046791667,259,930,-0.003751897,0.06147461
1906688,3.2743893,6337.569962501526,0.796402245759964,1293.24,1906688,19.621754,1050.5917364200002,0.005760612,258,931,-0.003418573,0.074365236
1908736,3.2772202,6345.491384267807,0.8580805510282516,1296.76,1908736,20.778133,1055.11602161,0.0021165884,263,932,-0.001285244,0.019921875
1910784,3.2712867,6353.2695870399475,0.8397466242313385,1296.76,1910784,20.387575,1056.81136324,0.0074061044,262,933,-0.0039699883,0.07744141
1912832,3.2628295,6361.0824818611145,0.9029410481452942,1296.76,1912832,12.0157795,1055.59689393,0.002083993,271,934,-0.0033525378,0.022216797
1914880,3.2760348,6368.615349054337,0.841664269566536,1314.79,1914880,19.422512,1073.06434155,0.0060818037,259,935,-0.005249429,0.07841797
1916928,3.298245,6376.494134187698,0.7337997853755951,1304.26,1916928,24.704746,1060.6313060500001,0.0028424421,281,936,-0.004224548,0.03100586
1918976,3.306312,6383.762748003006,0.9614738151431084,1285.66,1918976,9.121109,1047.08453341,0.0023175555,270,937,-0.004429074,0.025634766
1921024,3.309538,6391.344438076019,0.825938493013382,1286.05,1921024,18.432026,1048.1420246799998,0.008458896,259,938,-0.0069554383,0.095458984
1923072,3.3250434,6399.237932682037,0.7854921072721481,1286.05,1923072,20.206314,1053.3565341,0.008943973,253,939,-0.006391564,0.111767575
1925120,3.352588,6407.326286554337,0.8096785843372345,1286.05,1925120,21.690178,1054.0369974,0.0056073857,260,940,-0.0040728417,0.06953125
1927168,3.3744512,6415.187184333801,0.8018899708986282,1181.42,1927168,26.77088,960.3909350100001,0.0051376307,293,941,-0.007672039,0.05356445
1929216,3.397723,6422.167188167572,0.9409912377595901,1164.8,1929216,7.3860235,944.14943784,0.0026842714,259,942,-0.002556628,0.030566406
1931264,3.4088967,6430.052239894867,0.830477312207222,1181.46,1931264,22.79764,961.0605509700002,0.003341426,264,943,-0.0034441587,0.038916014
1933312,3.40834,6437.806480646133,0.8723143190145493,1176.79,1933312,32.911674,955.26998555,0.0029437437,275,944,-0.0022706832,0.031054687
1935360,3.4141872,6445.244095087051,0.804718479514122,1156.86,1935360,24.867258,936.3396952600001,0.009496309,263,945,-0.0072695725,0.1270996
1937408,3.4150853,6453.027267217636,0.7917462140321732,1172.42,1937408,19.24724,951.88474681,0.0059534987,262,946,-0.002634873,0.07050781
1939456,3.4005814,6460.820297241211,0.8522308021783829,1188.96,1939456,21.355154,968.8024512300002,0.004554429,264,947,-0.0025295177,0.05341797
1941504,3.4016094,6468.568943738937,0.9258970841765404,1205.5,1941504,11.805571,979.5496818400003,0.00484856,265,948,-0.0012136599,0.054980468
1943552,3.395677,6476.282982587814,0.7874280363321304,1220.08,1943552,20.170021,995.1141975300001,0.005114063,250,949,-0.0028933377,0.06069336
1945600,3.3917606,6484.474501371384,0.8319545239210129,1205.25,1945600,31.2598,982.15216634,0.0025994135,265,950,-0.0032769167,0.02626953
1947648,3.3977761,6492.194469451904,0.7976077198982239,1189.08,1947648,17.045773,961.2175704499999,0.0032632253,273,951,-0.0027356306,0.035302736
1949696,3.4098911,6499.693814277649,0.8774905055761337,1171.21,1949696,23.745419,944.93899198,0.0028188652,259,952,-0.001134006,0.029003907
1951744,3.4199505,6507.59587931633,0.7139071226119995,1186.9,1951744,20.44289,960.5275764899999,0.0060581886,245,953,-0.0048707635,0.078125
1953792,3.4321723,6515.941215991974,0.7638729065656662,1116.39,1953792,39.105537,895.86230936,0.0013913612,287,954,-0.004672273,0.01303711
1955840,3.431808,6523.06533741951,0.5073085725307465,1116.39,1955840,13.093466,890.2249598100002,0.003080904,273,955,-0.0023213571,0.031591795
1957888,3.4372067,6530.542794704437,0.7825856953859329,1113.34,1957888,25.269007,889.0023457499999,0.009715933,251,956,-0.0052090767,0.07558594
1959936,3.4429843,6538.681036949158,0.7678991705179214,1113.34,1959936,19.835365,889.9370741199999,0.00447358,256,957,-0.002040846,0.05444336
1961984,3.4491067,6546.677948951721,0.8942911028862,904.57,1961984,62.358757,705.9711617800001,0.0032305778,268,958,-0.005158785,0.036621094
1964032,3.467893,6554.303815364838,0.836826965212822,767.85,1964032,99.209015,599.545564,0.0023881835,277,959,-0.0043956535,0.025292968
1966080,3.4827073,6561.690957069397,0.6396351158618927,642.16,1966080,86.073555,499.16518183,0.002251701,290,960,-0.0048697433,0.025878906
1968128,3.4885395,6568.733884334564,0.7023823857307434,419.29,1968128,66.806946,310.01670188,0.0027252038,297,961,-0.0038123974,0.029296875
1970176,3.4922416,6575.6080956459045,0.8116134852170944,359.52,1970176,35.907997,257.38391822,0.0008250885,304,962,-0.0022011488,0.00625
1972224,3.496514,6582.337079048157,0.8197650015354156,266.24,1972224,24.794392,171.52224195999995,0.0009129512,288,963,-0.0007973796,0.008984375
1974272,3.497593,6589.432894945145,0.5900490283966064,247.03,1974272,32.708122,152.7676147,0.0012051101,277,964,-0.0013789427,0.008740234
1976320,3.4939742,6596.82603263855,0.7140801846981049,229.29,1976320,22.992338,135.73497102,0.0069156126,279,965,-0.0057527074,0.06318359
1978368,3.490701,6604.147452116013,0.9474082887172699,247.29,1978368,9.221162,147.33415542,0.0032555957,260,966,-0.00010269991,0.030761719
1980416,3.4775074,6612.017966032028,0.8389808684587479,265.18,1980416,35.804348,165.02626694000003,0.005751224,270,967,-0.0034331772,0.070166014
1982464,3.4649978,6619.5976684093475,0.9089316055178642,280.53,1982464,18.419024,174.78734006000002,0.0013175781,271,968,-0.003276873,0.009472656
