clipfrac,policy_loss,value_loss,ep_reward_mean,total_timesteps,policy_entropy,n_updates,explained_variance,fps,time_elapsed,serial_timesteps,approxkl,ep_len_mean
0.01694336,-0.0015061216,7.6460214,298.71956482999997,77824,1.4389497,38,0.6328338086605072,474,154.2573413848877,77824,0.0021158508,715.5
0.051220704,-0.0026708562,5.0755434,299.56288665000005,79872,1.4201125,39,0.66264408826828,478,158.57665276527405,79872,0.0045478903,720.98
0.032177735,-0.0017713442,4.559247,300.69410404000007,81920,1.4042785,40,0.6788253784179688,464,162.85555028915405,81920,0.003240078,729.93
0.02421875,-0.0023813709,4.0848794,303.70848923000005,83968,1.4059675,41,0.7038492262363434,487,167.26121950149536,83968,0.0024556057,743.31
0.026953125,-0.0017116197,3.692723,308.05384820000006,86016,1.4118571,42,0.6661424338817596,492,171.46600198745728,86016,0.0026601478,760.92
0.025390625,-0.0012172627,4.467215,313.15542572000004,88064,1.4053997,43,0.6987400352954865,484,175.62257504463196,88064,0.0026814663,779.4
0.018066406,-0.00034622275,3.5305042,318.31079787000004,90112,1.4004731,44,0.7368196547031403,489,179.84786224365234,90112,0.0024226424,797.89
0.025097657,-0.0015494658,4.1275454,322.94523219,92160,1.40457,45,0.7760438919067383,462,184.0347785949707,92160,0.002820733,816.28
0.033203125,-0.0014339408,4.1787214,327.83839871000004,94208,1.4099414,46,0.7500268667936325,475,188.46701455116272,94208,0.0029846241,834.61
0.014892578,-0.0015732262,3.7824712,333.00864645,96256,1.4132265,47,0.7594951838254929,489,192.77072930335999,96256,0.0019048445,852.92
0.034228515,-0.0037808563,3.1758547,338.32160023000006,98304,1.4149058,48,0.7652815133333206,477,196.95527744293213,98304,0.0032672132,871.51
0.06479492,-0.0033387323,3.0864704,343.34554734,100352,1.4158586,49,0.7594982236623764,487,201.2411081790924,100352,0.0050433907,890.13
0.06875,-0.0029502292,3.5857022,348.55695247000006,102400,1.4204587,50,0.8001532256603241,483,205.44424438476562,102400,0.0053946194,908.9
0.06518555,-0.0039373203,3.4426498,353.52067647,104448,1.4200041,51,0.7980127036571503,471,209.67924451828003,104448,0.00513917,927.23
0.06196289,-0.002859266,3.393116,358.70962478,106496,1.4092214,52,0.7769764214754105,462,214.019127368927,106496,0.005039531,945.63
0.042138673,-0.001826638,3.3995903,363.91258032999997,108544,1.4086527,53,0.7401755154132843,451,218.44488668441772,108544,0.0037893609,963.93
0.06069336,-0.0028539225,8.650489,370.21047262,110592,1.4163517,54,0.6042083203792572,460,222.9859766960144,110592,0.004918425,982.93
0.031835936,-0.0015145545,3.945087,374.91358878000005,112640,1.4232624,55,0.7329383194446564,458,227.4321756362915,112640,0.0032888644,998.75
