ep_reward_mean,ep_len_mean,clipfrac,n_updates,total_timesteps,approxkl,fps,value_loss,policy_entropy,explained_variance,policy_loss,serial_timesteps,time_elapsed
1077.0486953900001,1463.04,0.06040039,147,301056,0.0050771697,542,19.848133,5.1892223,0.8767518550157547,-0.0047608004,301056,546.2335832118988
1081.3955589900002,1463.04,0.059423827,148,303104,0.0054040966,546,19.338589,5.2006245,0.8834860399365425,-0.0033517368,303104,550.0102617740631
1082.57796891,1464.66,0.02841797,149,305152,0.00369054,540,7.755081,5.191161,0.9653128013014793,-0.0054550236,305152,553.7573912143707
1100.1793986300002,1483.53,0.023925781,150,307200,0.0026384108,525,21.55207,5.179677,0.8084862232208252,-0.0018556647,307200,557.5475976467133
1110.70409968,1498.82,0.050146483,151,309248,0.0047171046,544,14.252441,5.1832566,0.7016302347183228,-0.0035283957,309248,561.4498517513275
1121.0821866899998,1514.23,0.05317383,152,311296,0.0052623088,559,10.513372,5.186521,0.9381451085209846,-0.008778642,311296,565.2102835178375
1122.11920102,1514.23,0.05229492,153,313344,0.0040925415,575,20.979404,5.191924,0.8604782968759537,-0.0045049624,313344,568.8724548816681
1121.8816505,1514.23,0.08896484,154,315392,0.007018278,530,20.06023,5.201845,0.8753025755286217,-0.004474103,315392,572.4342429637909
1136.540461,1528.72,0.057177734,155,317440,0.004749121,549,20.386053,5.2042437,0.8722693920135498,-0.0043281885,317440,576.2939682006836
1134.82868206,1528.72,0.032666016,156,319488,0.0029446795,521,20.30767,5.2242174,0.8683914989233017,-0.004109784,319488,580.0252923965454
1153.6203067799997,1548.23,0.034521483,157,321536,0.0032289252,538,29.339737,5.244201,0.8273786753416061,-0.004841049,321536,583.9533748626709
1167.9196964199998,1564.94,0.058691405,158,323584,0.0047718054,519,20.557041,5.247448,0.8747716844081879,-0.0035718705,323584,587.7603316307068
1171.53754967,1568.66,0.023291016,159,325632,0.0028908853,535,30.428095,5.2553697,0.8852897509932518,-0.0030171354,325632,591.7044773101807
1158.2624573800001,1554.98,0.024316406,160,327680,0.002596133,540,8.450079,5.2501774,0.9544983804225922,-0.0017481772,327680,595.5316355228424
1144.7155922700001,1539.9,0.017822266,161,329728,0.0020023226,539,29.909735,5.24314,0.8253922164440155,-0.0026551115,329728,599.3235726356506
1154.98522127,1555.16,0.04638672,162,331776,0.0047252206,540,11.732686,5.2457805,0.9258668199181557,-0.0058845677,331776,603.1174213886261
1170.50801088,1570.35,0.044189453,163,333824,0.00378199,536,19.933239,5.2644687,0.8868245556950569,-0.0042561446,333824,606.9102258682251
1173.4707981200002,1575.18,0.04399414,164,335872,0.0039914483,555,26.055822,5.2772737,0.9021074324846268,-0.005606351,335872,610.7272827625275
1157.6955735,1559.57,0.029541016,165,337920,0.0026043097,577,26.75495,5.278128,0.7081692516803741,-0.0028724384,337920,614.4125294685364
1132.68974254,1529.25,0.025878906,166,339968,0.0025916416,572,21.634066,5.285919,0.8884718865156174,-0.0050049187,339968,617.9603185653687
1133.80742084,1531.2,0.05493164,167,342016,0.0043254867,534,25.214205,5.297768,0.9143339022994041,-0.0039863028,342016,621.5390017032623
1134.89764025,1533.22,0.01665039,168,344064,0.0020629584,548,3.9374366,5.3037786,0.9799366481602192,-0.0023805744,344064,625.3703370094299
1133.1056613199999,1533.22,0.046679687,169,346112,0.004253269,545,20.512686,5.300351,0.8797598853707314,-0.001556869,346112,629.1048741340637
1132.9888488699999,1533.22,0.022851562,170,348160,0.0022040398,553,22.293573,5.293018,0.8023010492324829,-0.003227525,348160,632.8641829490662
1145.62859778,1551.97,0.030664062,171,350208,0.0028272758,557,10.956717,5.290482,0.8881100192666054,-0.0011416111,350208,636.5622353553772
1140.83833365,1550.01,0.034082033,172,352256,0.0031199332,573,35.00203,5.2930293,0.852738618850708,-0.0045003453,352256,640.235592842102
1131.97221298,1535.58,0.027050782,173,354304,0.0029072766,527,24.037477,5.3033266,0.9154349341988564,-0.0031519711,354304,643.810290813446
1137.02928221,1535.58,0.02861328,174,356352,0.0026102767,526,19.980946,5.31833,0.8915677815675735,-0.0027182044,356352,647.6918904781342
1141.1572252199999,1535.58,0.019433593,175,358400,0.0020385534,518,20.597815,5.322567,0.8961871415376663,-0.003351959,358400,651.583253622055
1146.5288923699998,1535.58,0.026806641,176,360448,0.0029058869,505,19.944225,5.3186493,0.8889406695961952,-0.0024650623,360448,655.5341989994049
1146.4489844299999,1535.58,0.021240234,177,362496,0.0024386705,500,19.97302,5.3045855,0.8922114744782448,-0.0008085733,362496,659.5834016799927
1151.5234365999997,1535.58,0.020996094,178,364544,0.0021948807,523,20.024485,5.308609,0.8764687106013298,-0.0004887026,364544,663.6750078201294
1141.8599883799998,1520.53,0.024414062,179,366592,0.0022734152,547,6.804698,5.307411,0.8674894422292709,-0.0029048654,366592,667.5911340713501
1136.8584172799997,1520.53,0.03413086,180,368640,0.0038359407,507,12.700168,5.3098373,0.9310762733221054,-0.003126815,368640,671.3351166248322
1130.0551297,1502.4,0.05126953,181,370688,0.0043694354,486,23.889015,5.3160677,0.9129316806793213,-0.0016659818,370688,675.371191740036
1108.37092042,1473.51,0.047705077,182,372736,0.0045278743,560,31.109991,5.3251815,0.8907036632299423,-0.005419005,372736,679.5804378986359
1122.72448577,1487.52,0.057763673,183,374784,0.00458802,518,19.494389,5.3264413,0.8834196552634239,-0.0038948362,374784,683.2323875427246
1137.0915149599998,1501.75,0.048779298,184,376832,0.0041166684,532,19.65673,5.3221006,0.8921398669481277,-0.0035040241,376832,687.1863551139832
1135.52647302,1500.02,0.04765625,185,378880,0.004591847,528,7.541902,5.3144126,0.965196032077074,-0.008076446,378880,691.0363926887512
1149.3865393,1514.25,0.07441406,186,380928,0.005602766,527,20.16117,5.3135653,0.8962716162204742,-0.0043653124,380928,694.9148428440094
1150.27427419,1514.25,0.016357422,187,382976,0.001930003,514,19.709171,5.306554,0.8943626582622528,-0.0012855476,382976,698.8014233112335
1123.22066354,1486.66,0.014208985,188,385024,0.0016324082,574,10.364932,5.288766,0.9511285945773125,-0.0033024885,385024,702.7851734161377
1138.2763331400001,1502.11,0.0296875,189,387072,0.0027452554,511,19.669708,5.2772875,0.8889558464288712,-0.00032756611,387072,706.3492383956909
1133.12089505,1486.92,0.028320312,190,389120,0.0027067142,511,25.34851,5.2776346,0.9078744128346443,-0.002285019,389120,710.3522613048553
1118.12263657,1471.1,0.03720703,191,391168,0.003663079,513,21.336655,5.2855415,0.9254789650440216,-0.0039399387,391168,714.353682756424
1118.00256077,1471.1,0.06254883,192,393216,0.0048664687,544,16.189215,5.2947664,0.9078017473220825,-0.0054690475,393216,718.3443219661713
