policy_loss,n_updates,time_elapsed,policy_entropy,clipfrac,explained_variance,total_timesteps,value_loss,serial_timesteps,fps,approxkl,ep_len_mean,ep_reward_mean
-0.004330294,232,1004.0086994171143,3.1744995,0.04453125,0.8177945911884308,475136,9.894861,475136,485,0.003816016,1346.84,876.7031581999998
-0.0008004714,233,1008.2237250804901,3.1773286,0.053027343,0.7977604568004608,477184,9.754542,477184,445,0.0047393315,1356.9,883.7805302699999
-0.0015850834,234,1012.8211815357208,3.1841512,0.031933594,0.7901095300912857,479232,13.728658,479232,443,0.002901616,1364.56,890.1436976799997
-0.005527729,235,1017.4386513233185,3.1821055,0.08017578,0.8319413512945175,481280,11.5389805,481280,467,0.007104198,1364.56,890.5474400799999
-0.0052050296,236,1021.824348449707,3.1750047,0.04321289,0.9039027392864227,483328,6.373045,483328,474,0.0037923374,1364.56,891.1106846899997
-0.0016099757,237,1026.141837835312,3.1732125,0.05332031,0.8713160902261734,485376,9.501263,485376,445,0.004649537,1381.28,903.2823744599998
-0.0033045046,238,1030.7413756847382,3.1778803,0.05307617,0.7963375449180603,487424,13.546623,487424,456,0.004512855,1394.89,913.7502737899999
-0.0019555876,239,1035.2282207012177,3.1856203,0.06328125,0.7709571868181229,489472,13.485166,489472,453,0.0054198955,1394.89,913.5387784599999
-0.002913216,240,1039.7425255775452,3.1906743,0.037988283,0.8553473204374313,491520,16.941437,491520,432,0.003356594,1381.62,904.30944709
-0.0035509884,241,1044.4740841388702,3.1939218,0.06289063,0.7548018395900726,493568,14.475734,493568,440,0.005714294,1381.62,904.8416192
-0.0035210275,242,1049.1217966079712,3.2014318,0.057617188,0.7430400848388672,495616,14.685887,495616,461,0.004797099,1381.62,904.3941742699999
-0.0056378082,243,1053.564207315445,3.2012799,0.07075195,0.7709645926952362,497664,11.731907,497664,455,0.006211356,1381.62,904.3510995299999
-0.0041481415,244,1058.0584375858307,3.1961436,0.03720703,0.8051146119832993,499712,12.376169,499712,447,0.0032088228,1381.62,904.57053493
