policy_entropy,n_updates,approxkl,value_loss,total_timesteps,serial_timesteps,ep_len_mean,explained_variance,clipfrac,ep_reward_mean,time_elapsed,fps,policy_loss
2.4750314,410,0.0030896466,12.450072,839680,839680,1424.29,0.8779584467411041,0.03339844,949.3319312700002,2630.878657102585,297,-0.0012627864
2.485388,411,0.004968921,18.743908,841728,841728,1365.1,0.8112077116966248,0.060595702,913.3544681799999,2637.769370317459,301,-0.003054138
2.4839318,412,0.0033336743,9.431319,843776,843776,1335.71,0.872230738401413,0.03881836,890.8222356800001,2644.568423986435,291,-0.0043319957
2.4799266,413,0.0051008523,4.302415,845824,845824,1332.66,0.9147157445549965,0.0574707,890.9546625700001,2651.5876047611237,279,-0.0063592293
2.4832656,414,0.0064767613,23.22629,847872,847872,1319.11,0.7630713880062103,0.07695313,884.61187953,2658.906753063202,297,-0.00061607664
2.4863198,415,0.005379767,14.055181,849920,849920,1314.35,0.7758484333753586,0.058496095,881.78209477,2665.79510140419,283,-0.0013798065
2.4950173,416,0.0051665436,4.076319,851968,851968,1298.39,0.9082588478922844,0.05595703,869.8828216200001,2673.0230169296265,288,-0.007080996
2.4939327,417,0.004221049,10.723772,854016,854016,1316.4,0.7756837457418442,0.04921875,882.6657370600001,2680.1251373291016,287,-0.0005840562
2.5073519,418,0.0050510005,12.845418,856064,856064,1316.4,0.44030511379241943,0.06357422,883.0520671400002,2687.260158777237,276,-0.0026749906
2.5331533,419,0.0049001887,18.553663,858112,858112,1285.01,0.7638262957334518,0.05908203,857.9466701100001,2694.672691822052,296,-0.0045667207
2.545362,420,0.004811921,8.8738575,860160,860160,1302.61,0.6691068112850189,0.056396484,870.3341970700001,2701.5723838806152,280,-0.0049424423
2.5559,421,0.0040474143,13.216708,862208,862208,1302.61,0.6219209432601929,0.046777345,870.2728969199999,2708.8851068019867,284,-0.0017845327
2.5507765,422,0.0038157043,14.3924465,864256,864256,1304.66,0.7788687944412231,0.04091797,871.4183133999999,2716.077645778656,286,-0.0054584667
2.5445678,423,0.00681075,10.77085,866304,866304,1304.66,0.7466890513896942,0.08203125,871.25537094,2723.220967769623,288,-0.006234229
2.5387988,424,0.0036741823,12.6586485,868352,868352,1324.65,0.6276401281356812,0.04350586,884.7944446599998,2730.327927827835,285,-0.0038148402
