value_loss,time_elapsed,policy_entropy,total_timesteps,serial_timesteps,fps,explained_variance,policy_loss,clipfrac,approxkl,n_updates,ep_len_mean,ep_reward_mean
6.843698,494.33698081970215,4.5390716,231424,231424,457,0.9187358990311623,-0.004864917,0.046142578,0.0038361202,113,1272.99,943.82369434
28.92688,498.8175413608551,4.551393,233472,233472,472,0.6851155757904053,-0.005044503,0.03461914,0.003042172,114,1254.66,929.6096650899999
11.4051485,503.1535277366638,4.565217,235520,235520,484,0.8172431886196136,-0.003409221,0.035791017,0.0033768457,115,1273.51,943.4557856199999
6.1859517,507.38001799583435,4.5575805,237568,237568,452,0.9370516985654831,-0.0059962682,0.046191406,0.004076119,116,1266.87,940.39523249
26.550488,511.90942549705505,4.5635996,239616,239616,461,0.7281545996665955,-0.0052289963,0.041748047,0.0035510822,117,1252.25,929.6135013200001
15.106923,516.3453576564789,4.5754285,241664,241664,437,0.7230603992938995,-0.0030424087,0.03461914,0.0032896572,118,1270.67,945.02558432
21.663933,521.0243771076202,4.5738316,243712,243712,443,0.8219126015901566,-0.002755321,0.022265624,0.002184432,119,1234.03,916.8176418000002
17.263393,525.6403923034668,4.5903845,245760,245760,434,0.8161139488220215,-0.0046791,0.06567383,0.005222247,120,1234.03,919.5187203199999
16.012491,530.3516447544098,4.6078153,247808,247808,463,0.796374961733818,-0.0020821013,0.026367188,0.0026807652,121,1234.03,920.9873116300001
12.321896,534.7733533382416,4.620667,249856,249856,436,0.9208143427968025,-0.0056070504,0.042919923,0.0042611486,122,1208.36,899.9410935700001
7.325457,539.4685826301575,4.635181,251904,251904,438,0.9241395443677902,-0.0055221273,0.025634766,0.0025168469,123,1214.05,905.1080493699999
15.082362,544.1413788795471,4.624383,253952,253952,428,0.8321303725242615,-0.0052641286,0.04838867,0.0042940686,124,1214.05,900.7448934800002
11.967672,548.9189755916595,4.615678,256000,256000,480,0.8549946844577789,-0.0049095536,0.037402343,0.0034573146,125,1229.39,913.40562404
10.73261,553.1813051700592,4.6141915,258048,258048,464,0.8613354712724686,-0.0050656693,0.030566406,0.0027551726,126,1238.8,919.1007553500001
18.46201,557.5909101963043,4.6216936,260096,260096,435,0.7561424225568771,-0.0035767374,0.057275392,0.004918838,127,1238.8,919.8731217000001
8.787332,562.293986082077,4.632127,262144,262144,470,0.858289510011673,-0.0035939633,0.03618164,0.003134853,128,1236.62,918.2400791199999
25.297476,566.6500203609467,4.6461754,264192,264192,451,0.7346145808696747,-0.00432738,0.07382812,0.005993587,129,1263.31,941.9602930799999
10.343108,571.1910049915314,4.666089,266240,266240,452,0.8223156780004501,-0.0058106217,0.0375,0.0032672335,130,1259.76,938.8171598500002
15.615305,575.7193167209625,4.664559,268288,268288,480,0.7673510313034058,-0.0033896614,0.03466797,0.0032864723,131,1259.76,939.4358379099999
13.937085,579.9846489429474,4.666194,270336,270336,473,0.8429462611675262,-0.0023114304,0.010791016,0.0012326188,132,1259.66,936.5054081999999
26.569529,584.3146548271179,4.6571054,272384,272384,436,0.7952613830566406,-0.003822239,0.04321289,0.004096538,133,1263.23,940.3600799499998
24.575014,589.0051107406616,4.6431484,274432,274432,477,0.8277184665203094,0.00085119903,0.021044921,0.0022059723,134,1193.38,888.64073231
16.892673,593.2909595966339,4.6408625,276480,276480,475,0.8278762698173523,-0.0010344919,0.014111328,0.0018032178,135,1182.89,878.91290108
12.169062,597.5987913608551,4.638991,278528,278528,452,0.8536895364522934,-0.0026930142,0.039257813,0.0037802712,136,1182.89,878.0802837
10.039209,602.1209676265717,4.631405,280576,280576,472,0.8419995754957199,-0.0033996515,0.02475586,0.0025207861,137,1196.7,889.0254676
25.709377,606.4518120288849,4.6380696,282624,282624,451,0.8112508207559586,-0.0064102723,0.060595702,0.005297451,138,1175.84,874.7920094199998
15.995648,610.98362159729,4.650229,284672,284672,473,0.8923944607377052,-0.0025896376,0.023583984,0.0024920914,139,1154.94,858.9111532799999
29.089832,615.3070528507233,4.648188,286720,286720,471,0.8101474195718765,-0.0033971749,0.03125,0.0030199878,140,1120.91,831.9046205199999
17.790075,619.6479284763336,4.6407213,288768,288768,455,0.7385555505752563,-0.0027776724,0.049951173,0.0042610033,141,1133.39,842.2745375999999
28.613916,624.1486709117889,4.648258,290816,290816,469,0.8334249407052994,-0.006995678,0.041748047,0.0036371734,142,1100.45,817.5334924399998
9.349325,628.515867471695,4.655856,292864,292864,467,0.8966005444526672,-0.002770989,0.028271485,0.0025324754,143,1083.32,802.6508397199998
24.723005,632.8940029144287,4.6542068,294912,294912,456,0.7491203844547272,-0.00428841,0.024804687,0.0023444402,144,1084.24,801.6052076699998
13.640856,637.376012802124,4.6486397,296960,296960,441,0.8489008247852325,-0.0023691494,0.029785156,0.0029419402,145,1095.08,809.2173505699998
17.122301,642.0138034820557,4.631961,299008,299008,443,0.7730783075094223,-0.0016629037,0.055029295,0.004970884,146,1111.52,826.03860562
24.982323,646.6328587532043,4.64551,301056,301056,445,0.8061508983373642,-0.0041215005,0.054003906,0.0044690217,147,1078.38,800.3403545999998
26.255665,651.2265746593475,4.664907,303104,303104,442,0.7869310230016708,-0.0025295648,0.030322265,0.002784706,148,1055.44,787.43963909
15.729123,655.8602674007416,4.6668835,305152,305152,427,0.8169942647218704,-0.0017179325,0.033740234,0.003146552,149,1058.77,792.2925517599999
15.520505,660.64990401268,4.665625,307200,307200,458,0.8826925233006477,-0.0032443902,0.027832031,0.0026972347,150,1029.25,769.8250577199999
6.8262687,665.1207084655762,4.659725,309248,309248,457,0.9517879597842693,-0.0045710453,0.045800783,0.0040456895,151,992.12,737.9233961200001
37.64804,669.600471496582,4.6511793,311296,311296,468,0.6967549324035645,-0.0039752442,0.030615235,0.0026398012,152,1005.34,747.9905501
12.828682,673.971431016922,4.6546273,313344,313344,471,0.9011145010590553,-0.0029730997,0.021923829,0.0020830738,153,1014.15,754.9740715
11.903019,678.3152992725372,4.6587043,315392,315392,461,0.8340970128774643,-0.00546865,0.049804688,0.0040664063,154,1016.37,756.5148042200001
26.496561,682.7539978027344,4.6633487,317440,317440,449,0.7766833305358887,-0.002367721,0.024951171,0.0024640746,155,1013.79,756.3196336599999
16.05095,687.3120410442352,4.668922,319488,319488,453,0.8038673996925354,-0.00022490656,0.043652344,0.003836824,156,1025.16,767.0170861599998
35.706703,691.8301827907562,4.6768084,321536,321536,421,0.840102881193161,-0.0013313614,0.021484375,0.002248433,157,1029.88,774.7596693200001
30.833065,696.6917064189911,4.672947,323584,323584,451,0.8368751704692841,-0.0025207144,0.017480468,0.0016157659,158,1024.56,773.0770082299999
20.46638,701.230386018753,4.680222,325632,325632,429,0.7400025725364685,0.00042382657,0.041308593,0.0035148647,159,1029.64,781.00550956
16.791674,705.998908996582,4.693362,327680,327680,422,0.7639026194810867,-0.0056787715,0.054882813,0.0043880222,160,1034.96,788.0392507399998
16.422852,710.8497290611267,4.70749,329728,329728,452,0.7323247194290161,-0.0035585347,0.064404294,0.004994792,161,1034.96,789.3288147099998
13.462671,715.3716251850128,4.7068744,331776,331776,434,0.9191946089267731,-0.002506143,0.027636718,0.0026876414,162,1023.84,782.38791709
17.137775,720.0850279331207,4.6960707,333824,333824,451,0.744103193283081,-0.004893916,0.0421875,0.0039502634,163,1038.93,798.1694789
24.695482,724.6224262714386,4.6981516,335872,335872,426,0.8232145458459854,-0.0048575476,0.055615235,0.0048319185,164,1050.89,812.2621032899999
27.931843,729.4287202358246,4.7116575,337920,337920,448,0.8575413078069687,-0.0023510607,0.013623047,0.0014603753,165,1029.83,800.5144480700002
4.345913,733.9907393455505,4.72033,339968,339968,475,0.9592150822281837,-0.0008686874,0.032910157,0.0030029118,166,1017.74,791.1566339100001
33.58143,738.3027606010437,4.7294407,342016,342016,479,0.7514909952878952,-0.0037701293,0.0340332,0.0029560016,167,1008.24,784.5098829200002
24.383537,742.5724732875824,4.7355785,344064,344064,501,0.8869736194610596,-0.0032491288,0.018017579,0.0022006547,168,980.16,760.5068853999998
21.728504,746.6571741104126,4.7367373,346112,346112,484,0.8372208923101425,-0.004090923,0.019238282,0.0029244893,169,969.69,755.1529677599999
14.157282,750.8878886699677,4.736352,348160,348160,469,0.8825498521327972,-0.002883213,0.022802735,0.0024767793,170,968.21,754.8036904400001
45.85035,755.2518005371094,4.7431684,350208,350208,481,0.8548943400382996,-0.0032648686,0.01796875,0.0018260533,171,878.78,688.3080048800001
20.217443,759.5096459388733,4.7478743,352256,352256,454,0.6955912113189697,-0.0016546112,0.050097656,0.0042579197,172,880.2,691.33646886
31.096874,764.0176753997803,4.739546,354304,354304,503,0.8817126899957657,-0.0020386423,0.027490234,0.0026555439,173,816.49,642.21799017
37.332138,768.0818748474121,4.741784,356352,356352,514,0.8277852386236191,-0.0028386915,0.031054687,0.00286888,174,741.1,580.2191401000001
9.110894,772.0630965232849,4.751395,358400,358400,480,0.8707325756549835,-0.0017406162,0.03022461,0.002849574,175,754.86,592.73185104
26.165909,776.3277852535248,4.7672706,360448,360448,495,0.8625249862670898,-0.0056315884,0.058886718,0.0048495736,176,745.24,585.55966644
9.989397,780.4646937847137,4.769589,362496,362496,479,0.8957308977842331,-0.0029045905,0.025732422,0.002681779,177,757.15,593.02955875
17.384989,784.7328555583954,4.7641964,364544,364544,498,0.8958731666207314,-0.0029180353,0.010498047,0.0012816349,178,751.25,585.6272859
17.596807,788.840530872345,4.7552896,366592,366592,487,0.8646303415298462,-0.0021021424,0.026611328,0.0026242787,179,769.95,600.9757021099999
9.264984,793.0412108898163,4.745848,368640,368640,481,0.9182867258787155,-0.0026943604,0.029492188,0.0029385393,180,772.52,604.10542617
8.343008,797.29629945755,4.748622,370688,370688,465,0.8597268611192703,-0.004679759,0.05366211,0.0045120837,181,783.07,614.0421466399999
22.555332,801.6958236694336,4.755019,372736,372736,469,0.8438531458377838,-0.0026126185,0.031152343,0.003011718,182,782.77,617.6230820699999
28.356491,806.061089515686,4.7613373,374784,374784,451,0.7137682735919952,-0.0028906316,0.031396486,0.0035164368,183,763.36,602.40403936
13.325861,810.6012382507324,4.7692404,376832,376832,472,0.810117781162262,-0.001594454,0.015576172,0.001806543,184,765.72,604.08075826
11.317179,814.9319996833801,4.765881,378880,378880,430,0.9196920171380043,-0.0049794735,0.029394532,0.002827356,185,776.02,613.60423638
18.485119,819.6872434616089,4.7626348,380928,380928,469,0.7310738861560822,-0.0045488244,0.06020508,0.0053123543,186,792.04,628.78820077
20.29601,824.0488820075989,4.7714767,382976,382976,456,0.7590981274843216,-0.002762587,0.048339844,0.004221451,187,808.67,643.2914027700001
3.7571778,828.5309851169586,4.783417,385024,385024,484,0.9664595387876034,-0.004900154,0.022607422,0.002541167,188,808.78,642.84986732
