policy_loss,n_updates,serial_timesteps,explained_variance,clipfrac,policy_entropy,fps,total_timesteps,time_elapsed,value_loss,approxkl,ep_reward_mean,ep_len_mean
-0.005296754,19,38912,0.8538052290678024,0.03691406,4.668002,443,38912,86.50077819824219,21.675049,0.00323394,780.558120352941,1112.4117647058824
-0.0048812167,20,40960,0.9836378358304501,0.046142578,4.6687484,402,40960,91.11652970314026,3.1048222,0.0042523486,778.8363299142857,1113.1142857142856
-0.0019764933,21,43008,0.8930084258317947,0.091796875,4.679637,411,43008,96.20985341072083,19.124105,0.0070492714,806.0631563611109,1139.111111111111
-0.0034289479,22,45056,0.8004730343818665,0.03017578,4.6766577,453,45056,101.19152593612671,37.517902,0.0027947305,782.43780355,1106.475
-0.0032646873,23,47104,0.908191405236721,0.051074218,4.6788797,427,47104,105.70980548858643,19.818584,0.003942311,805.4225150243902,1129.4634146341464
-0.0036501489,24,49152,0.88298749178648,0.03779297,4.6873584,417,49152,110.50557041168213,30.115353,0.0035208121,815.9063002558139,1141.860465116279
-0.0055822087,25,51200,0.9688595999032259,0.025830079,4.691538,424,51200,115.41654396057129,7.493006,0.002539247,801.8747737272727,1125.7272727272727
-0.0032319378,26,53248,0.8827522248029709,0.05756836,4.677684,424,53248,120.255606174469,20.239178,0.004660844,825.1866856666667,1146.2444444444445
-0.0038008397,27,55296,0.892285980284214,0.02060547,4.667329,441,55296,125.08435082435608,28.539087,0.0017923281,823.8696616041667,1140.6458333333333
-0.0042461376,28,57344,0.9161199927330017,0.04194336,4.6725793,412,57344,129.7233691215515,23.848103,0.003718904,830.2880831400001,1144.28
-0.0014327199,29,59392,0.8870800286531448,0.030908203,4.6763926,430,59392,134.68689846992493,19.967045,0.002776273,849.050931764706,1162.0196078431372
-0.003989846,30,61440,0.6671739518642426,0.058154296,4.672203,425,61440,139.44715023040771,11.011418,0.005116162,855.6804612307692,1179.076923076923
-0.00239019,31,63488,0.7031843960285187,0.029248048,4.6672816,402,63488,144.26596355438232,13.612866,0.0027759664,862.2507701509434,1195.4905660377358
-0.00087152293,32,65536,0.8872909024357796,0.017041016,4.6598577,427,65536,149.353413105011,20.269718,0.0017745227,879.5566616851852,1211.2962962962963
-0.0024247128,33,67584,0.8861852064728737,0.03227539,4.6472178,417,67584,154.14563536643982,20.082718,0.0033320822,896.1784064,1226.5272727272727
-0.0008463274,34,69632,0.8866982832551003,0.025097657,4.6441236,410,69632,159.0476758480072,20.194456,0.0023398579,912.2363880178572,1241.2142857142858
-0.003935615,35,71680,0.9685445539653301,0.033251952,4.6636424,417,71680,164.03392791748047,6.878928,0.0031579584,898.1707391403509,1224.3859649122808
-0.0026841867,36,73728,0.6474705934524536,0.030859375,4.6864405,404,73728,168.93745851516724,22.621168,0.002796058,913.4932714827585,1238.603448275862
-0.006710501,37,75776,0.9553295262157917,0.02993164,4.680934,420,75776,174.00640439987183,8.913865,0.0032944393,917.4519702711864,1251.6610169491526
-0.0052286335,38,77824,0.904282234609127,0.062646486,4.6785307,437,77824,178.87279391288757,26.455044,0.004898516,919.985425409836,1251.327868852459
-0.0037282463,39,79872,0.8712360262870789,0.04609375,4.6688204,413,79872,183.55751872062683,20.125393,0.0041989884,934.7067376612903,1264.1935483870968
-0.0040114988,40,81920,0.8976143300533295,0.023095703,4.6649046,436,81920,188.50681328773499,26.719381,0.00232779,935.761538109375,1261.0
-0.0060881986,41,83968,0.9362340494990349,0.039111327,4.6725893,402,83968,193.19840455055237,11.537279,0.0036586453,941.8575520923077,1273.123076923077
-0.004244056,42,86016,0.8967224061489105,0.038134765,4.680013,418,86016,198.28656888008118,26.504505,0.0035299212,941.7705127313433,1269.7313432835822
-0.0033190884,43,88064,0.728167861700058,0.056103516,4.682289,396,88064,203.1773247718811,10.089115,0.0046854587,944.8881375147058,1281.1911764705883
-0.002700957,44,90112,0.7448021769523621,0.043066405,4.6941,415,90112,208.34179258346558,21.029594,0.003484292,924.2224110704226,1263.1408450704225
-0.005352902,45,92160,0.8789122328162193,0.06357422,4.7138824,429,92160,213.2658257484436,19.842602,0.0051110135,935.8371963750001,1274.0555555555557
-0.0037969295,46,94208,0.9439761526882648,0.023925781,4.7204022,431,94208,218.03505086898804,10.871828,0.0028768308,946.6701929726029,1284.6712328767123
-0.006981472,47,96256,0.9605791382491589,0.022558594,4.728086,430,96256,222.7815704345703,11.301725,0.0026456006,926.4116001866669,1261.24
-0.0035423245,48,98304,0.8894667997956276,0.035888672,4.74072,437,98304,227.5418839454651,19.860727,0.0032154764,937.5015301842108,1271.6052631578948
