fps,approxkl,serial_timesteps,policy_loss,value_loss,clipfrac,total_timesteps,n_updates,time_elapsed,policy_entropy,explained_variance,ep_reward_mean,ep_len_mean
403,0.0010876373,40960,-0.00022050718,20.15923,0.008154297,40960,20,96.3774631023407,7.3768234,-0.004055976867675781,1849.3049905714283,1856.952380952381
419,0.002778884,43008,0.00062179135,20.079634,0.03491211,43008,21,101.45886039733887,7.391777,0.0012462735176086426,1858.1099836363637,1865.6818181818182
421,0.0044803293,45056,-0.002495269,19.99325,0.062060546,45056,22,106.340993642807,7.3969345,0.0030601024627685547,1866.1509843043477,1873.6521739130435
406,0.0037289679,47104,-0.0013475354,20.162674,0.046044923,47104,23,111.20467281341553,7.4066763,-0.02021777629852295,1873.41131075,1880.9583333333333
418,0.000826076,49152,-0.00046536373,19.982004,0.0034179688,49152,24,116.2403416633606,7.4083724,0.0022478103637695312,1880.15704624,1887.68
434,0.00200172,51200,-0.0018091021,19.968546,0.021875,51200,25,121.13735365867615,7.399306,0.003328561782836914,1886.3141636538462,1893.8846153846155
427,0.0034121603,53248,-0.00074956845,19.798298,0.042773437,53248,26,125.86459159851074,7.3953805,0.012550413608551025,1891.9616281851852,1899.6296296296296
428,0.0011202936,55296,0.0003174578,20.086975,0.0076171877,55296,27,130.6543390750885,7.402584,0.005186975002288818,1897.3439366785715,1904.9642857142858
411,0.004591576,57344,-0.0017579958,20.236666,0.0625,57344,28,135.4373595714569,7.4017286,-0.010354042053222656,1902.3594535172413,1909.9310344827586
422,0.0024919987,59392,-0.001756095,19.901846,0.030371094,59392,29,140.41975212097168,7.398121,0.022641777992248535,1907.0741932333333,1914.5666666666666
432,0.002128462,61440,-0.00040281558,20.351261,0.01977539,61440,30,145.262109041214,7.3921127,-0.003930211067199707,1911.5012593870968,1918.9032258064517
411,0.0013574699,63488,0.0005706436,20.38972,0.010205078,63488,31,149.99628567695618,7.4023943,-0.005154967308044434,1915.682340375,1922.96875
442,0.0033076156,65536,-0.0024641138,20.284052,0.043701172,65536,32,154.97852754592896,7.4185877,-0.0029870271682739258,1919.5516104242424,1926.7878787878788
418,0.003081226,67584,-0.0017889731,20.02045,0.031054687,67584,33,159.61207485198975,7.428533,0.015979647636413574,1923.0982084705884,1930.3823529411766
428,0.0036804248,69632,-0.001707318,20.26756,0.041552734,69632,34,164.5053300857544,7.4383683,-0.001298666000366211,1926.5674910000002,1933.7714285714285
429,0.0037055225,71680,-0.002503937,20.347237,0.044970702,71680,35,169.2845528125763,7.4586267,-0.0009905099868774414,1929.7990831666668,1936.9722222222222
430,0.0006228234,73728,-0.00091022736,27.696573,0.0037109375,73728,36,174.05509853363037,7.4722037,0.45542627573013306,1882.7226690789473,1889.657894736842
438,0.0021194906,75776,-0.0009572132,20.189705,0.020751953,75776,37,178.80805015563965,7.4749985,0.0010766386985778809,1886.774583974359,1893.7435897435898
424,0.0041523622,77824,-0.0012849268,20.271193,0.05214844,77824,38,183.47699522972107,7.473535,-0.0024493932723999023,1890.727242025,1897.625
428,0.0027122214,79872,-0.0009722311,20.276096,0.02866211,79872,39,188.30120253562927,7.4714026,-0.002470731735229492,1894.466223804878,1901.3170731707316
424,0.0014067292,81920,-0.0005548708,20.221333,0.013427734,81920,40,193.08162784576416,7.4699545,-0.00164031982421875,1898.0352959285713,1904.8333333333333
411,0.0008191584,83968,0.0004907136,20.062298,0.004736328,83968,41,197.9020049571991,7.46993,0.004516422748565674,1901.4157653023256,1908.1860465116279
420,0.0019486761,86016,-0.0017897906,25.025297,0.019580077,86016,42,202.88010096549988,7.4658904,0.6077464520931244,1862.9428385777778,1869.5333333333333
421,0.0034823634,88064,-0.0011331198,20.087866,0.042236328,88064,43,207.75291228294373,7.4501634,0.0038312673568725586,1866.8642652173914,1873.4347826086957
441,0.0012032685,90112,0.000110916364,20.246246,0.0105957035,90112,44,212.60805988311768,7.4442725,-0.00923776626586914,1870.6344867234043,1877.1702127659576
424,0.0013995206,92160,-0.00066741806,19.92101,0.010107422,92160,45,217.2505042552948,7.4496856,0.019557476043701172,1874.2817430208331,1880.75
421,0.0020058958,94208,-0.0016389361,24.28107,0.017285157,94208,46,222.0778148174286,7.4496017,0.6762934029102325,1840.8957563399997,1847.2
425,0.0041803117,96256,-0.0015260817,20.112667,0.054833986,96256,47,226.9388644695282,7.446795,0.0013607144355773926,1844.9100214117645,1851.1568627450981
422,0.0013801929,98304,-0.00057638914,20.028332,0.011328125,98304,48,231.7533769607544,7.4473176,0.0007112622261047363,1848.776073326923,1854.9615384615386
435,0.0035793055,100352,-0.00029129517,20.195522,0.044287108,100352,49,236.5993528366089,7.447538,-0.0067549943923950195,1852.4561183773585,1858.622641509434
427,0.003219929,102400,-0.0011167333,20.06034,0.035351563,102400,50,241.30515718460083,7.4582586,-0.0015976428985595703,1856.0064965185186,1862.148148148148
444,0.0037142604,104448,-0.0005288917,20.00699,0.046679687,104448,51,246.0979402065277,7.4729934,-0.0016493797302246094,1859.4460459454547,1865.5454545454545
436,0.0039106905,106496,-0.00020685086,20.06735,0.047070313,106496,52,250.70863699913025,7.487092,-0.003571152687072754,1862.739488285714,1868.8214285714287
420,0.0024678488,108544,-0.000448272,20.040472,0.026416015,108544,53,255.40122079849243,7.5081625,-0.00289309024810791,1865.913827350877,1871.982456140351
419,0.0027797592,110592,-0.0015659822,20.075855,0.030029297,110592,54,260.2771849632263,7.517236,-0.0020753145217895508,1868.967593724138,1875.0344827586207
428,0.0038713093,112640,-0.0014321858,20.148848,0.04560547,112640,55,265.1547508239746,7.5226197,-0.011331558227539062,1871.8997702881354,1877.9830508474577
420,0.0025194,114688,-0.0017800971,20.191305,0.029882813,114688,56,269.929340839386,7.5265427,-0.005867481231689453,1874.7965442999998,1880.8333333333333
393,0.0016978824,116736,-0.00057916204,20.119932,0.01694336,116736,57,274.8058087825775,7.5233397,-0.0008265972137451172,1877.5818830819671,1883.5901639344263
410,0.001515021,118784,0.00011011446,20.042377,0.015966797,118784,58,280.0063133239746,7.5170264,0.0004999041557312012,1880.2472211129032,1886.258064516129
438,0.0013640843,120832,-0.0016189391,20.085695,0.015625,120832,59,284.99087619781494,7.5107384,0.0022636055946350098,1882.751059063492,1888.8412698412699
424,0.0011006863,122880,-0.0003745199,20.04449,0.0087890625,122880,60,289.66218614578247,7.5074477,0.0016227364540100098,1885.200164828125,1891.34375
419,0.003693603,124928,-0.0019794984,20.092115,0.047802735,124928,61,294.4846189022064,7.506612,0.0005814433097839355,1887.6424835692308,1893.7692307692307
426,0.004468841,126976,-0.0015206365,19.992876,0.058740236,126976,62,299.36934995651245,7.50971,0.005947232246398926,1890.0319080454544,1896.121212121212
428,0.002891252,129024,-0.00054738304,20.109695,0.033203125,129024,63,304.1711392402649,7.5126944,-0.0009034872055053711,1892.321357522388,1898.402985074627
425,0.0020173204,131072,-0.00085489266,20.118248,0.02060547,131072,64,308.945561170578,7.513654,0.003267526626586914,1894.5434350588237,1900.6176470588234
404,0.0008560236,133120,-0.00021610437,20.207928,0.009472656,133120,65,313.7591369152069,7.5108223,-0.004656434059143066,1896.6813412753622,1902.768115942029
422,0.00076524017,135168,-0.0008727204,20.11998,0.0068359375,135168,66,318.8194122314453,7.50961,0.00021255016326904297,1898.7300484428572,1904.857142857143
434,0.0017976144,137216,-0.0005940273,20.222118,0.016113281,137216,67,323.6671693325043,7.509465,-0.004132390022277832,1900.7543571971835,1906.887323943662
421,0.008728324,139264,-0.0049922504,20.163229,0.09736328,139264,68,328.3823537826538,7.5004907,-0.0003625154495239258,1902.6806000694446,1908.861111111111
424,0.003396197,141312,-0.0009828436,20.13795,0.041259766,141312,69,333.2438781261444,7.5015807,-0.002752542495727539,1904.51399120548,1910.7808219178082
425,0.0011634212,143360,-0.0002084388,24.833157,0.01303711,143360,70,338.06566405296326,7.506856,0.6595842838287354,1881.3256695733335,1887.6266666666668
417,0.0010894007,145408,0.00031066808,19.924038,0.009179687,145408,71,342.8802492618561,7.5107536,0.007937133312225342,1883.3078468157898,1889.75
394,0.00056691247,147456,-8.1874176e-05,19.867971,0.0032226562,147456,72,347.79132747650146,7.512839,0.009598016738891602,1885.2457491298705,1891.8181818181818
405,0.0016740145,149504,-0.000984801,19.861166,0.017724609,149504,73,352.9806315898895,7.5102377,0.014247298240661621,1887.1075926025644,1893.8333333333333
389,0.0028023967,151552,-0.0018733705,24.128521,0.034521483,151552,74,358.0351023674011,7.510798,0.6555801033973694,1865.7506306875002,1872.5
404,0.00095627096,153600,-0.00020506757,19.997055,0.0068359375,153600,75,363.29457545280457,7.5089226,0.007824361324310303,1867.831433358025,1874.679012345679
420,0.00048256735,155648,0.0002657726,19.662987,0.0024902343,155648,76,368.3652400970459,7.508433,0.017822265625,1869.8659801707317,1876.8048780487804
397,0.0023800791,157696,-0.0026013278,19.739517,0.026660156,157696,77,373.24136233329773,7.515994,0.011716663837432861,1871.834461072289,1878.879518072289
408,0.0012434794,159744,-0.00018218599,19.312716,0.012158203,159744,78,378.39762020111084,7.5212502,0.03426980972290039,1873.7277168690475,1880.904761904762
408,0.0010645542,161792,-0.001071689,19.511438,0.009960937,161792,79,383.4060184955597,7.5171485,0.03125208616256714,1875.5448685058825,1882.8823529411766
400,0.0043872944,163840,-0.0013436081,19.562126,0.05317383,163840,80,388.42167472839355,7.520035,0.02141469717025757,1877.3521135465116,1884.8139534883721
405,0.0022524463,165888,-0.0020437837,19.689465,0.023828125,165888,81,393.53608083724976,7.5268145,0.02377074956893921,1879.1070390229884,1886.7011494252874
410,0.0020122794,167936,-0.00043312964,19.818768,0.021191407,167936,82,398.5912311077118,7.5330796,0.0063384175300598145,1880.860886534091,1888.5454545454545
416,0.005199229,169984,-0.0022782225,19.649773,0.04477539,169984,83,403.581246137619,7.5284476,0.021437883377075195,1882.5674471235955,1890.3483146067415
410,0.0031781024,172032,-0.0014860493,19.75406,0.041064452,172032,84,408.50476837158203,7.5318284,1.4722347259521484e-05,1884.2535297555555,1892.111111111111
408,0.0020542683,174080,-7.0257796e-05,19.673733,0.02080078,174080,85,413.4913160800934,7.544388,-0.009952306747436523,1885.886504923077,1893.8351648351647
408,0.0016638637,176128,-0.0005183506,19.45325,0.018554688,176128,86,418.50002574920654,7.554611,0.015946805477142334,1887.4419041956521,1895.5217391304348
412,0.0010730156,178176,-0.00011379799,19.202778,0.012304688,178176,87,423.5109119415283,7.570974,0.029623448848724365,1888.9570948817202,1897.1720430107528
401,0.0018867906,180224,-0.0014305369,19.308678,0.020654297,180224,88,428.47829127311707,7.5937757,0.025843799114227295,1890.4268687021274,1898.787234042553
416,0.0021967134,182272,-0.0025219664,26.430622,0.0234375,182272,89,433.57887744903564,7.6106095,0.530763179063797,1872.66907121875,1881.125
420,0.0014616123,184320,-0.0008472342,19.532612,0.014013672,184320,90,438.50090312957764,7.6248083,0.015432357788085938,1874.2889972680414,1882.8556701030927
413,0.0012064104,186368,-0.0003767012,19.364506,0.013476563,186368,91,443.3732199668884,7.6353645,0.014070332050323486,1875.8865710000002,1884.5510204081634
410,0.0020724793,188416,-0.001047654,19.433075,0.023925781,188416,92,448.3214433193207,7.6309576,0.010725736618041992,1877.4306435050507,1886.2121212121212
386,0.00083843444,190464,-0.00019651132,19.6838,0.008056641,190464,93,453.3097491264343,7.635392,0.009579837322235107,1878.9586271600003,1887.84
368,0.0014136804,192512,-0.0006129099,20.004482,0.016015625,192512,94,458.60931491851807,7.6449075,-0.0288316011428833,1878.9799659300002,1887.84
425,0.00085762114,194560,-0.0011163178,19.523817,0.007861328,194560,95,464.16221475601196,7.6460724,0.014189839363098145,1878.9728612000001,1887.84
406,0.0012913086,196608,-0.000119709504,19.472567,0.014550781,196608,96,468.98112964630127,7.656699,0.015837252140045166,1878.9856518899999,1887.84
413,0.0009863398,198656,-1.19153465e-05,19.747639,0.00913086,198656,97,474.0229868888855,7.655755,-0.011377453804016113,1878.84118131,1887.84
406,0.0017517436,200704,-0.0017128515,19.435102,0.02211914,200704,98,478.97211050987244,7.663762,0.014069557189941406,1878.7181496200003,1887.84
422,0.0020460573,202752,-0.0016551962,19.375698,0.023095703,202752,99,484.00525975227356,7.6684637,0.022561967372894287,1878.5368962000002,1887.84
413,0.0013984324,204800,0.00032437118,19.673838,0.014355469,204800,100,488.85604524612427,7.6771584,0.00571131706237793,1878.3567609400006,1887.84
425,0.0014989569,206848,-0.0002070661,19.217936,0.017480468,206848,101,493.8126940727234,7.6851397,0.038454413414001465,1878.1512677,1887.84
412,0.001705934,208896,-0.0013297192,19.22383,0.019482423,208896,102,498.6269142627716,7.7045302,0.06353962421417236,1877.94417373,1887.84
407,0.0016274067,210944,-0.002697157,25.253609,0.018066406,210944,103,503.5934565067291,7.712844,0.5638306140899658,1857.69392365,1867.8
410,0.001709275,212992,-0.0012173711,19.532562,0.020947266,212992,104,508.6152000427246,7.710467,0.009836018085479736,1857.5346251999997,1867.8
402,0.00085207477,215040,8.78742e-05,19.572786,0.007958984,215040,105,513.6096255779266,7.709684,-0.0053986310958862305,1857.29928305,1867.8
392,0.0009985181,217088,-0.00073286344,19.44201,0.0077636717,217088,106,518.7023990154266,7.7083077,0.014365851879119873,1877.2495097100002,1887.99
432,0.00160473,219136,-0.001784971,19.257359,0.01640625,219136,107,523.9239559173584,7.689612,0.030976414680480957,1897.0709325199996,1908.13
411,0.00075375114,221184,0.000411578,19.647703,0.00625,221184,108,528.6599261760712,7.677026,0.015612304210662842,1896.8301027899997,1908.13
431,0.00093986077,223232,-0.0015877197,19.792635,0.011865234,223232,109,533.6314170360565,7.6821594,0.046750664710998535,1896.58147803,1908.13
409,0.0014791065,225280,-0.00057735934,19.622677,0.015380859,225280,110,538.3790590763092,7.689902,0.0034669041633605957,1896.2712922,1908.13
408,0.002585412,227328,-0.0021044943,19.618052,0.032714844,227328,111,543.3867611885071,7.692407,0.00774151086807251,1896.05508184,1908.13
415,0.001411988,229376,-0.0015405107,19.345493,0.015917968,229376,112,548.4004986286163,7.696509,0.04014456272125244,1895.87900284,1908.13
418,0.0009002276,231424,-0.00020878219,19.44186,0.009277344,231424,113,553.3264305591583,7.7070227,0.033133625984191895,1895.67629473,1908.13
426,0.00059282413,233472,-0.00048660155,19.37893,0.0045410157,233472,114,558.2247347831726,7.714498,0.015364408493041992,1895.42598976,1908.13
411,0.0014032463,235520,-0.0011451168,19.306345,0.0140625,235520,115,563.026264667511,7.7094703,0.08568036556243896,1895.17929069,1908.13
423,0.0007501502,237568,0.00037842596,18.024052,0.0073242188,237568,116,568.0053241252899,7.701111,0.1578924059867859,1894.7416538400005,1908.13
438,0.0011879748,239616,-0.00021328995,19.329365,0.01118164,239616,117,572.8387424945831,7.7067313,0.0437617301940918,1894.5330118800002,1908.13
419,0.0026646869,241664,-0.0013048575,19.798634,0.030273438,241664,118,577.5064473152161,7.707784,0.034616291522979736,1894.3407214700003,1908.13
413,0.0024090733,243712,-0.0017030423,19.635109,0.027392577,243712,119,582.3849835395813,7.7044044,0.02814507484436035,1894.1696419600005,1908.13
427,0.00044798758,245760,-0.00032489313,20.08301,0.003857422,245760,120,587.3398723602295,7.711014,-0.010631322860717773,1893.9786617,1908.13
419,0.0005622435,247808,-0.00039939937,20.247408,0.004931641,247808,121,592.1310608386993,7.720024,-0.021340370178222656,1893.8605309000004,1908.13
399,0.0011722336,249856,-0.001704688,35.244057,0.014404297,249856,122,597.0161790847778,7.7213197,0.5091164708137512,1873.9659515500002,1888.48
430,0.00071699655,251904,-0.0004064411,19.723944,0.005419922,251904,123,602.1497664451599,7.7229795,0.027856528759002686,1873.8875650100003,1888.48
428,0.0010721742,253952,-0.00015223499,20.166916,0.009863282,253952,124,606.9119553565979,7.7359276,-0.004639744758605957,1873.7285726800005,1888.48
409,0.002577508,256000,-0.0012149077,19.961784,0.03666992,256000,125,611.692645072937,7.7462096,0.006796896457672119,1873.7084375300005,1888.48
398,0.00072479027,258048,-0.00032391647,20.012983,0.0063964846,258048,126,616.6901888847351,7.75333,0.017364799976348877,1873.5207675700005,1888.48
395,0.0018588584,260096,-0.00055544055,20.195194,0.022753906,260096,127,621.8310489654541,7.7598977,-0.006647229194641113,1873.5238599700003,1888.48
426,0.0003779187,262144,7.67688e-05,20.075758,0.0024902343,262144,128,627.0130391120911,7.7583213,-0.00047016143798828125,1873.3749913000004,1888.48
402,0.0010696629,264192,-0.0012739362,19.910198,0.010546875,264192,129,631.8168592453003,7.7500105,0.02044820785522461,1893.5015596100002,1908.7
412,0.0011589646,266240,-0.0010933687,19.69691,0.00834961,266240,130,636.9073367118835,7.741042,0.038795530796051025,1893.4396382600003,1908.7
419,0.0011543226,268288,-0.0025774704,18.643913,0.011328125,268288,131,641.8752055168152,7.740077,0.15013760328292847,1893.24283254,1908.7
426,0.002465242,270336,-0.0019799287,20.146603,0.030322265,270336,132,646.7583394050598,7.7288704,0.0031899213790893555,1893.1848634199998,1908.7
400,0.0008790322,272384,-0.0030820563,26.743494,0.009472656,272384,133,651.5644962787628,7.7274055,0.5614785850048065,1873.2076742399995,1888.74
418,0.0005033014,274432,-0.00019366496,20.133291,0.0032714843,274432,134,656.6730825901031,7.738977,0.0071111321449279785,1873.12658558,1888.74
422,0.0030990762,276480,-0.00033262736,19.980167,0.033496093,276480,135,661.5688579082489,7.738576,0.009372055530548096,1893.25773151,1908.95
429,0.0018597072,278528,-0.0018762595,20.138792,0.022216797,278528,136,666.4133002758026,7.737973,-0.013609886169433594,1893.1940341999998,1908.95
423,0.00076902204,280576,-0.00018488521,20.256132,0.009179687,280576,137,671.1873481273651,7.7379875,-0.02381312847137451,1892.90504495,1908.95
426,0.00095264555,282624,-0.0012549699,19.90833,0.010107422,282624,138,676.0272555351257,7.747593,0.02337789535522461,1892.7129261700002,1908.95
421,0.0005461686,284672,7.4087584e-06,20.151142,0.0030273437,284672,139,680.8333847522736,7.7591505,-0.0039386749267578125,1892.6242379199998,1908.95
426,0.0023795448,286720,-0.0007909636,19.859829,0.029052734,286720,140,685.6940839290619,7.7581863,0.02252572774887085,1912.6396218099999,1929.09
405,0.0018536594,288768,-0.0030626203,20.226887,0.022607422,288768,141,690.4952993392944,7.7536135,-0.0050008296966552734,1912.5605644299999,1929.09
414,0.0013968218,290816,-2.3667793e-05,20.078062,0.014746094,290816,142,695.5472455024719,7.756265,-0.006247162818908691,1912.48642326,1929.09
400,0.0031757627,292864,-0.002167731,19.88556,0.046484374,292864,143,700.4862525463104,7.7608337,0.017476975917816162,1912.3623516699997,1929.09
419,0.000539716,294912,0.00011858584,20.24465,0.0028808594,294912,144,705.5986666679382,7.760741,-0.005281686782836914,1912.3119115499999,1929.09
418,0.0014085068,296960,-0.00064800767,20.151484,0.017138671,296960,145,710.4831120967865,7.763406,-0.0030858516693115234,1912.23941729,1929.09
429,0.0011718901,299008,2.6270513e-06,20.084011,0.009570313,299008,146,715.378509759903,7.7607703,0.0014262795448303223,1912.13403041,1929.09
420,0.00085256604,301056,-0.00022335602,20.140425,0.0059082033,301056,147,720.1526279449463,7.760807,0.004093825817108154,1912.1016136099997,1929.09
418,0.00077441905,303104,1.4970568e-05,20.06585,0.008105469,303104,148,725.0243079662323,7.770072,-0.0055969953536987305,1911.9903097199997,1929.09
419,0.00073529175,305152,-0.00034723175,19.96048,0.0056152344,305152,149,729.9241530895233,7.7811837,-0.0045844316482543945,1911.9059541499996,1929.09
419,0.0010927281,307200,-0.00084260525,19.68844,0.009277344,307200,150,734.8083231449127,7.7735853,0.03582268953323364,1911.85874369,1929.09
418,0.0011272666,309248,-0.00044560913,20.01417,0.010302735,309248,151,739.6923990249634,7.7661605,-0.00022590160369873047,1911.7907047899996,1929.09
420,0.0036622384,311296,-0.0024212683,20.011307,0.0418457,311296,152,744.5818109512329,7.760009,0.0023990869522094727,1911.76514501,1929.09
415,0.00094299595,313344,-0.0027687002,5.067671,0.0040527345,313344,153,749.4498064517975,7.760512,0.9334239065647125,1907.2299411099998,1924.8
403,0.0017161572,315392,-0.0018173974,19.833181,0.018847656,315392,154,754.3846502304077,7.7732964,0.015518367290496826,1907.1371374999999,1924.8
410,0.0016642811,317440,-0.001099955,20.117567,0.016308594,317440,155,759.4578678607941,7.772911,-0.00017344951629638672,1907.0749968799998,1924.8
418,0.00047405227,319488,-0.001180934,20.029171,0.0018554687,319488,156,764.4475002288818,7.7595315,0.00454026460647583,1906.9431648399998,1924.8
431,0.00050031714,321536,0.00053804927,20.092066,0.0022949218,321536,157,769.3425912857056,7.747992,-0.00030934810638427734,1906.8410775900002,1924.8
412,0.0014082085,323584,-0.00088632,20.030788,0.013916016,323584,158,774.0917837619781,7.7436895,-0.003610968589782715,1906.7619404499999,1924.8
412,0.0015753176,325632,-0.0011773113,19.957973,0.018847656,325632,159,779.0604114532471,7.7398653,0.0009214282035827637,1906.66865503,1924.8
435,0.0015022613,327680,-0.0020665922,19.829891,0.0125488285,327680,160,784.022394657135,7.7129097,0.0161094069480896,1906.61355617,1924.8
406,0.0020348332,329728,-0.00045071496,19.757038,0.022802735,329728,161,788.7257657051086,7.6839294,0.010335683822631836,1906.57195839,1924.8
400,0.0018911753,331776,0.00023007233,19.891327,0.021533202,331776,162,793.7605857849121,7.6690927,0.005789756774902344,1906.53371732,1924.8
400,0.001506374,333824,0.0001972618,20.129826,0.016992187,333824,163,798.8744623661041,7.664666,-0.0016344785690307617,1906.5645955400003,1924.8
409,0.0009273208,335872,-0.00077967084,20.223946,0.010449219,335872,164,803.9884281158447,7.666995,-0.010421156883239746,1906.6439181500004,1924.8
412,0.0014868627,337920,-0.00032252033,20.040718,0.014355469,337920,165,808.9855906963348,7.662219,0.004941582679748535,1926.7246173900003,1944.93
408,0.0010480097,339968,1.7959032e-05,20.006561,0.0105957035,339968,166,813.9563140869141,7.6581864,0.008320868015289307,1926.83574635,1944.93
425,0.0031793085,342016,-0.0012349918,19.963463,0.04135742,342016,167,818.9663572311401,7.6596384,0.014439761638641357,1926.95286644,1944.93
404,0.0027315714,344064,-0.0004940602,20.087269,0.030273438,344064,168,823.7848334312439,7.654685,0.01585322618484497,1927.11020635,1944.93
416,0.001179152,346112,-0.00020974928,20.018326,0.009277344,346112,169,828.8545506000519,7.65783,0.025623440742492676,1927.1804782799998,1944.93
431,0.0027108183,348160,-0.0011303528,20.511848,0.034423828,348160,170,833.7741031646729,7.6637344,-0.010431766510009766,1947.29532207,1965.1
401,0.0023858077,350208,-0.0010645005,20.43558,0.030322265,350208,171,838.52601313591,7.659719,-0.001806020736694336,1947.3439111599998,1965.1
420,0.0018691116,352256,-0.0002338177,20.44405,0.021630859,352256,172,843.6211998462677,7.6586266,-0.014053702354431152,1947.33568316,1965.1
417,0.00069979223,354304,0.00048435092,19.827223,0.00546875,354304,173,848.4981510639191,7.652669,0.033856749534606934,1947.37866175,1965.1
407,0.0016615961,356352,-0.0004198104,20.278372,0.017236328,356352,174,853.4083714485168,7.652026,0.0049094557762146,1947.46040324,1965.1
411,0.00044420344,358400,0.00017065344,20.295584,0.0017089844,358400,175,858.4329354763031,7.653895,0.002027451992034912,1947.5234241399999,1965.1
406,0.002250615,360448,-0.002195584,20.276203,0.030517578,360448,176,863.4119210243225,7.6585135,-0.004813551902770996,1947.5906423699998,1965.1
400,0.0033849827,362496,-0.0029742508,20.168697,0.04248047,362496,177,868.451423406601,7.6491156,-0.0009682178497314453,1947.64121564,1965.1
403,0.0034620115,364544,-0.0025746569,20.132359,0.039697267,364544,178,873.5649790763855,7.630374,-0.008869528770446777,1947.6959085300002,1965.1
381,0.0018523752,366592,-0.0016012496,24.244457,0.02265625,366592,179,878.6451332569122,7.6324606,0.6040717363357544,1927.5646324800005,1944.88
424,0.0022376836,368640,-0.0006963932,20.142223,0.0234375,368640,180,884.0196824073792,7.6437654,-0.0067064762115478516,1927.6412244200003,1944.88
401,0.0043471656,370688,0.00018705928,20.060833,0.057519533,370688,181,888.8413934707642,7.645501,0.003600895404815674,1927.7480024500003,1944.88
429,0.00096947345,372736,-0.0003772438,20.080805,0.0087890625,372736,182,893.9455847740173,7.6391234,-0.003959536552429199,1927.89588675,1944.88
400,0.002710162,374784,-0.0018667752,19.976887,0.034863282,374784,183,898.7169933319092,7.6289268,-0.003199934959411621,1928.00235136,1944.88
419,0.0017370932,376832,-0.00014686065,19.977983,0.020263672,376832,184,903.8364918231964,7.6181726,0.0007901787757873535,1928.12115164,1944.88
427,0.001640728,378880,-0.0015652468,19.808062,0.019726563,378880,185,908.7172608375549,7.621373,0.004516541957855225,1947.9569763700001,1964.84
410,0.0019171294,380928,-0.0004744945,19.711796,0.018896485,380928,186,913.5122046470642,7.616893,0.012338876724243164,1947.9534255,1964.84
410,0.0009898859,382976,8.754225e-05,19.984318,0.008984375,382976,187,918.5075311660767,7.6111917,-0.008368611335754395,1947.99847495,1964.84
