total_timesteps,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps,time_elapsed,explained_variance,clipfrac,fps,value_loss,ep_len_mean,ep_reward_mean
69632,4.2175345,-0.002682558,0.0024947159,34,69632,175.7777132987976,0.9527365937829018,0.02319336,456,7.7938323,731.4731182795699,463.36634506451605
71680,4.209779,-0.0029450064,0.0034585788,35,71680,180.2671661376953,0.8091007024049759,0.04140625,427,19.984886,745.4893617021277,476.0526370851063
73728,4.2033343,-0.0031115976,0.0036297012,36,73728,185.05904126167297,0.852214589715004,0.043066405,446,13.460795,759.2105263157895,484.9125872736841
75776,4.201187,-0.0048017115,0.0036622784,37,75776,189.64339065551758,0.8753476366400719,0.0421875,440,28.261557,767.5408163265306,490.73925212244893
77824,4.195678,-0.002629835,0.0031799756,38,77824,194.293550491333,0.8825849965214729,0.03286133,426,20.282629,780.4848484848485,502.06958471717167
79872,4.1990957,-0.003857125,0.004433062,39,79872,199.0986180305481,0.8844351023435593,0.051123045,421,19.966934,793.17,513.9500948399999
81920,4.2156453,-0.0055944687,0.004264855,40,81920,203.96381855010986,0.9680538102984428,0.047949217,408,4.3383145,778.43,504.67499978
83968,4.213161,-0.0068346895,0.0040572006,41,83968,208.97456789016724,0.9430789761245251,0.039941408,400,10.998851,796.3,519.90043317
86016,4.2140393,-0.0016574876,0.003360695,42,86016,214.08715438842773,0.8882183656096458,0.042333983,416,18.456886,815.26,536.4114358400001
88064,4.205169,-0.002453401,0.0028834373,43,88064,219.00430417060852,0.886176623404026,0.025585938,418,18.389162,834.16,552.62278542
90112,4.1975374,-0.0023391885,0.002593995,44,90112,223.8946452140808,0.8897801414132118,0.027490234,421,18.23513,852.06,569.4118401199999
92160,4.1945376,-0.004565024,0.0046821674,45,92160,228.7579643726349,0.8618182986974716,0.055761717,439,20.02229,869.74,585.7031007999999
94208,4.191834,-0.006383761,0.0059393463,46,94208,233.41368508338928,0.8957564383745193,0.069970705,436,19.092218,888.72,600.38003385
96256,4.1884317,-0.0027622036,0.0012028295,47,96256,238.1021866798401,0.7745220214128494,0.009667968,475,25.074558,918.14,624.6446870599999
98304,4.190845,-0.004075157,0.003638689,48,98304,242.40707874298096,0.8457011133432388,0.044189453,430,20.646732,935.75,638.6652052
100352,4.194744,-0.006519635,0.0034212836,49,100352,247.1653437614441,0.8761961236596107,0.04082031,462,16.705341,950.23,650.77455107
102400,4.1978655,-0.0023851295,0.0015456111,50,102400,251.59007143974304,0.9569664373993874,0.015771484,455,3.9250607,951.57,652.10913919
104448,4.201898,-0.0027492195,0.0021419576,51,104448,256.08796191215515,0.8735444843769073,0.021240234,468,16.17741,980.84,671.6916373299999
106496,4.2115135,-0.0032058526,0.0031902336,52,106496,260.45694398880005,0.8654155135154724,0.036132812,444,18.666286,980.84,674.97407591
108544,4.2115464,0.0014254006,0.004801794,53,108544,265.0615472793579,0.8339669406414032,0.04926758,458,13.226698,998.66,687.3561521299998
110592,4.213334,-0.0019343033,0.0027461655,54,110592,269.5248866081238,0.8838901072740555,0.023486327,416,19.309246,1016.27,703.6875132199999
112640,4.2098217,-0.0031145082,0.0047797286,55,112640,274.4391984939575,0.9621406011283398,0.05029297,432,7.706229,1018.67,704.9064136100001
114688,4.212281,-0.0036117644,0.005675898,56,114688,279.1751754283905,0.8906132653355598,0.071826175,437,19.215569,1037.52,721.4047474100001
116736,4.2086396,-0.0049853115,0.0030608685,57,116736,283.8570809364319,0.8305866569280624,0.032177735,455,26.38877,1060.16,740.7955084700002
118784,4.201701,-0.0016836657,0.003800505,58,118784,288.3577616214752,0.8977009057998657,0.042041015,444,13.152799,1077.82,752.2090486800001
120832,4.1856084,-0.0044445535,0.005529046,59,120832,292.96813702583313,0.8837285712361336,0.05620117,427,20.077131,1095.49,768.60442435
122880,4.1710043,-0.0062319334,0.00473504,60,122880,297.76454067230225,0.7942795604467392,0.054541014,456,12.929585,1113.35,781.4463950700001
124928,4.163824,-0.0041431277,0.0043363348,61,124928,302.2562391757965,0.8909899741411209,0.054052733,460,8.591186,1130.46,793.73434962
126976,4.1578226,-0.005182077,0.0046576643,62,126976,306.7020626068115,0.8804671987891197,0.059912108,457,25.563616,1130.68,793.87204704
129024,4.1688046,-0.0046497607,0.0038406767,63,129024,311.1774055957794,0.8807052969932556,0.046582032,426,19.710161,1148.22,810.0493410799999
131072,4.179854,-0.0013547891,0.0022908563,64,131072,315.97701954841614,0.8843304887413979,0.022265624,424,20.080574,1164.69,824.5831873599999
133120,4.197145,-0.0028520655,0.004766188,65,133120,320.7974033355713,0.8801469504833221,0.05493164,428,19.60012,1182.37,841.0500096400001
135168,4.207244,-0.0015748555,0.0023534782,66,135168,325.5805993080139,0.8393043577671051,0.022509765,449,20.546627,1197.22,853.0592506499997
137216,4.2100477,-0.0028269598,0.0033655558,67,137216,330.1385111808777,0.9072710946202278,0.029101562,419,25.352024,1204.18,859.4792642199999
139264,4.223183,-0.0011654278,0.0031503767,68,139264,335.0259189605713,0.6600385904312134,0.0359375,445,15.311853,1219.56,869.9161196399998
141312,4.217282,-0.0028786303,0.0035008832,69,141312,339.62307119369507,0.881062425673008,0.039404295,432,19.708267,1219.56,870.5360070399998
143360,4.2098455,-0.0028243458,0.005523325,70,143360,344.36223125457764,0.8889459297060966,0.06733398,420,19.049973,1238.2,887.5124436099999
145408,4.2100434,-0.001112788,0.003361915,71,145408,349.23277950286865,0.8853636384010315,0.033691406,426,18.903307,1255.74,903.3703062200001
147456,4.217373,-0.003000568,0.0033584125,72,147456,354.03020882606506,0.9477532468736172,0.03730469,436,8.838889,1259.67,905.9357881199999
149504,4.2187686,-0.0056945346,0.0037033693,73,149504,358.7200744152069,0.8979354500770569,0.041015625,428,26.02352,1260.93,910.9846997599999
151552,4.221711,-0.004395784,0.0028418493,74,151552,363.49718832969666,0.8913377597928047,0.031640626,433,25.299946,1262.16,916.34882373
153600,4.233068,-0.0031116933,0.0031808182,75,153600,368.221727848053,0.8891297057271004,0.038476564,445,19.545084,1276.26,929.2708387499999
155648,4.2337084,-0.0014522794,0.0021362603,76,155648,372.82573318481445,0.8441635221242905,0.018115234,455,14.345029,1293.87,941.8603299199999
157696,4.222778,-0.005146601,0.0047491165,77,157696,377.31850242614746,0.8500949591398239,0.054345705,425,21.263662,1308.68,954.21433687
159744,4.2151766,-0.006084892,0.003946943,78,159744,382.13508582115173,0.877495564520359,0.049609374,407,19.2112,1326.33,970.57664928
161792,4.2158713,-0.0010058809,0.0031267647,79,161792,387.1649866104126,0.883204810321331,0.029003907,423,19.533987,1341.82,985.9913104799999
163840,4.210749,-0.0032559908,0.0027302462,80,163840,392.002277135849,0.9321232661604881,0.029394532,471,7.998397,1349.21,990.6768579599999
165888,4.200913,-0.0022045723,0.0037730385,81,165888,396.34505915641785,0.8545617312192917,0.042626955,442,19.96658,1349.21,987.99760182
167936,4.1962194,-0.0033418448,0.0040180916,82,167936,400.9761006832123,0.8888465911149979,0.04790039,422,19.039196,1366.99,1002.06768988
169984,4.1875763,-0.0028245284,0.0038830328,83,169984,405.8200559616089,0.8563903421163559,0.039208986,435,26.054432,1401.08,1032.52337554
172032,4.168832,-0.0043926747,0.003134279,84,172032,410.52467107772827,0.9589204825460911,0.032177735,402,7.341883,1411.61,1042.4699171999998
174080,4.1616735,-0.005441193,0.0052628843,85,174080,415.616144657135,0.9082600697875023,0.06669922,382,12.565211,1429.24,1058.03843042
176128,4.1573095,-0.0037048436,0.004947665,86,176128,420.9772229194641,0.9012536033987999,0.06479492,396,15.796541,1442.58,1072.04396685
178176,4.153084,-0.006207991,0.0047692116,87,178176,426.1429178714752,0.7650975435972214,0.059472658,456,13.445612,1442.58,1070.51662826
180224,4.148535,-0.0020437278,0.0044729975,88,180224,430.6345753669739,0.8769161775708199,0.047851562,423,17.824444,1460.12,1086.4031627
182272,4.1526213,-0.0066505023,0.006416132,89,182272,435.4749982357025,0.7262615859508514,0.076416016,465,14.381787,1460.12,1081.41241623
184320,4.165038,-0.0077908626,0.0054380335,90,184320,439.8708484172821,0.8875686377286911,0.06147461,447,6.2747345,1462.34,1083.30216217
186368,4.1717014,-0.006220746,0.006488805,91,186368,444.4470272064209,0.7501083463430405,0.08041992,450,10.56363,1480.12,1094.5998124299997
188416,4.1743007,-0.0041572675,0.0029088778,92,188416,448.9929714202881,0.9323613792657852,0.02866211,440,11.281046,1489.35,1099.6419352399998
190464,4.1782613,-0.0023420523,0.0016732614,93,190464,453.64510130882263,0.7114174664020538,0.016796876,462,42.23272,1502.76,1112.08731588
192512,4.187163,-0.0043452973,0.001961134,94,192512,458.07552003860474,0.9477622099220753,0.020654297,419,8.867751,1510.01,1116.86365676
194560,4.1912484,-0.00172944,0.0027927405,95,194560,462.9616768360138,0.8757522106170654,0.027978515,415,18.530518,1510.01,1119.2493562900002
196608,4.199242,-0.0022500348,0.004873204,96,196608,467.89361667633057,0.8910034671425819,0.058789063,417,16.36278,1510.01,1118.5158858200002
198656,4.210998,-0.0048189317,0.0026041362,97,198656,472.7946808338165,0.8916983306407928,0.024560547,439,23.646902,1526.79,1134.58256438
200704,4.2219667,-0.0066983635,0.005136039,98,200704,477.4589385986328,0.8898147344589233,0.068408206,444,24.588394,1528.72,1135.45877538
202752,4.2476287,-0.004803636,0.005612223,99,202752,482.07143568992615,0.895605280995369,0.058691405,416,27.005932,1548.96,1152.94694458
204800,4.257389,-0.0010953755,0.0017251646,100,204800,486.9922592639923,0.9713042844086885,0.014355469,449,6.173421,1549.34,1153.62519917
206848,4.2631044,-0.0050415336,0.002854016,101,206848,491.54696321487427,0.8680379539728165,0.032714844,447,29.632732,1550.75,1156.7406506
208896,4.2720346,-0.0029909655,0.003872912,102,208896,496.1247253417969,0.9243549257516861,0.044384766,424,24.096195,1550.51,1155.1997017800002
210944,4.2706375,-0.00090848265,0.0008565394,103,210944,500.94983172416687,0.8264704346656799,0.004199219,445,18.419117,1531.53,1139.85400078
212992,4.2647023,-0.0019239911,0.0018273245,104,212992,505.54312348365784,0.8353948891162872,0.017431641,461,11.48393,1545.89,1149.9695966900001
215040,4.258986,-0.0034067924,0.003898782,105,215040,509.9776666164398,0.9704169444739819,0.040283203,429,6.7258654,1530.69,1135.48146727
217088,4.277428,-0.006046752,0.0031051796,106,217088,514.7495863437653,0.907890684902668,0.034863282,434,25.1999,1549.54,1152.4850216700002
219136,4.287338,-0.0032013454,0.004311538,107,219136,519.4616537094116,0.8842185288667679,0.05253906,423,19.676874,1560.11,1163.15895363
221184,4.2755013,-0.0026397104,0.003149366,108,221184,524.2942128181458,0.8831966444849968,0.03364258,428,19.92504,1560.11,1163.2124388900002
223232,4.2668824,-0.0019133659,0.0020279814,109,223232,529.0721461772919,0.8906215876340866,0.017578125,448,26.798412,1560.98,1163.30012452
225280,4.26962,-0.0036373932,0.0028396212,110,225280,533.6419274806976,0.9764352105557919,0.028515626,423,4.8598957,1560.83,1163.19038262
227328,4.2860837,-0.0049402,0.0053345426,111,227328,538.4798774719238,0.5675672888755798,0.06669922,430,20.882818,1573.4,1176.0590472100002
229376,4.2858973,-0.0075769424,0.00354847,112,229376,543.2350087165833,0.9403015747666359,0.040136717,431,10.468702,1573.4,1171.9572449000002
231424,4.2908797,-0.0008142848,0.003165406,113,231424,547.9774117469788,0.8913539350032806,0.035595704,419,19.317814,1573.4,1175.9946333200003
233472,4.303517,-0.002754637,0.004527235,114,233472,552.857812166214,0.5722079277038574,0.051855467,441,20.156101,1573.4,1178.2341806800002
235520,4.3137774,-0.0034903567,0.003317186,115,235520,557.5010211467743,0.9355088025331497,0.03730469,439,11.142511,1590.97,1189.56759207
237568,4.3166976,-0.0029407481,0.0015421801,116,237568,562.164911031723,0.8534541428089142,0.016113281,444,26.81542,1590.04,1189.76145648
239616,4.3078284,-0.004169865,0.0033796343,117,239616,566.7691509723663,0.8873288184404373,0.036816407,432,19.099339,1590.04,1189.19272307
241664,4.298448,-0.0074424976,0.008373161,118,241664,571.5050363540649,0.8893217891454697,0.10981445,418,19.220463,1604.78,1203.03634746
243712,4.310746,-0.0034680304,0.0032725525,119,243712,576.3969841003418,0.8749703764915466,0.03652344,443,20.299572,1604.78,1204.6635344800002
245760,4.311631,-0.0029836183,0.0023471178,120,245760,581.0175251960754,0.8011574149131775,0.022998046,464,42.911278,1556.11,1155.76433915
247808,4.3013577,-0.005556259,0.008319923,121,247808,585.424674987793,0.8862961009144783,0.111816406,422,19.561794,1556.11,1157.6212084000001
249856,4.2909822,-0.0024032008,0.0024212806,122,249856,590.2689919471741,0.7056319415569305,0.023828125,469,24.685213,1518.96,1125.34775639
251904,4.2859983,-0.00455959,0.002581378,123,251904,594.6340742111206,0.9441693052649498,0.023925781,449,11.88809,1504.47,1112.5210191600002
253952,4.300366,-0.0039523775,0.0040739616,124,253952,599.1923053264618,0.8901830464601517,0.045166016,421,19.574919,1518.42,1126.1513277600002
256000,4.307154,-0.00191491,0.0031735108,125,256000,604.0543076992035,0.881581649184227,0.036132812,440,20.527437,1518.42,1128.68935777
258048,4.303523,-0.0042205504,0.004090862,126,258048,608.7080557346344,0.8892704248428345,0.047705077,434,19.740559,1527.01,1137.9428148200002
260096,4.3141828,-0.0053316047,0.003915459,127,260096,613.4227993488312,0.8912881687283516,0.043847658,463,28.735199,1513.24,1129.1986528899997
262144,4.3157964,-0.0034465133,0.0040038778,128,262144,617.8463613986969,0.9086462333798409,0.04472656,443,19.101162,1513.24,1128.14540706
264192,4.3203435,-0.006425745,0.0061629904,129,264192,622.4677345752716,0.895112156867981,0.08427735,441,20.059086,1528.73,1142.86767224
266240,4.3143015,-0.0029467582,0.0035127117,130,266240,627.1121881008148,0.8999225571751595,0.033203125,434,20.321678,1528.73,1141.99683167
268288,4.2996583,-0.0018400054,0.003989368,131,268288,631.828361749649,0.8859377130866051,0.046484374,428,20.057041,1528.73,1141.8565724100001
270336,4.2975802,-0.0060511646,0.006040565,132,270336,636.6052434444427,0.7714407444000244,0.07055664,440,10.193364,1542.59,1150.59635257
272384,4.289875,-0.0034880606,0.0040860223,133,272384,641.250360250473,0.8859817311167717,0.046679687,436,19.677996,1542.59,1155.03568502
274432,4.27383,-0.003070069,0.0038142584,134,274432,645.9462504386902,0.8918194100260735,0.046875,422,18.300354,1542.59,1154.94876119
276480,4.2689,-0.004032725,0.004107856,135,276480,650.7940127849579,0.8969506695866585,0.04951172,435,20.159763,1542.59,1157.8164999
278528,4.2726526,-0.0047370214,0.0033965502,136,278528,655.499941110611,0.9747378583997488,0.035742186,446,5.518352,1527.54,1146.72970381
280576,4.2777023,-0.0017275689,0.004214386,137,280576,660.0903706550598,0.8784269466996193,0.04926758,429,20.09005,1527.54,1149.26082256
282624,4.281783,-0.0014304469,0.001531701,138,282624,664.861236333847,0.7042880952358246,0.016015625,458,32.811737,1502.38,1124.09193541
284672,4.2887197,-0.0035627272,0.0026303206,139,284672,669.3258647918701,0.7315508425235748,0.02993164,472,18.763111,1475.3,1099.41506642
286720,4.2866797,-0.0022415973,0.002128127,140,286720,673.6586916446686,0.9653932824730873,0.017626952,441,6.7426176,1481.72,1103.75539259
288768,4.283937,-0.0070936093,0.00535426,141,288768,678.2930090427399,0.9196623414754868,0.06523438,426,12.85409,1481.72,1107.74039092
290816,4.281232,-0.002716554,0.002252011,142,290816,683.0989298820496,0.9090861156582832,0.024316406,433,19.877367,1464.08,1090.3629106800001
292864,4.2806654,-0.0028869784,0.0025418533,143,292864,687.8216717243195,0.8835793659090996,0.026611328,441,19.7409,1464.08,1089.85711468
294912,4.2819023,-0.0034869988,0.004267721,144,294912,692.4617040157318,0.8913442865014076,0.046826173,427,20.028423,1477.73,1103.0138102
296960,4.278363,-0.00466314,0.003429499,145,296960,697.2566149234772,0.8808633089065552,0.0421875,441,25.217863,1484.23,1108.42504811
299008,4.2869596,-0.0056086956,0.004396549,146,299008,701.8966202735901,0.886955089867115,0.05390625,433,22.48155,1483.12,1108.16807243
301056,4.289361,-0.003978157,0.002406793,147,301056,706.6240000724792,0.8386135399341583,0.025097657,458,21.66698,1435.53,1069.93425886
303104,4.2919188,-0.00418624,0.005489818,148,303104,711.0915122032166,0.9450559169054031,0.066308595,425,8.480386,1428.3,1062.35249672
305152,4.28834,-0.0027696113,0.002735224,149,305152,715.907589673996,0.8790794834494591,0.029248048,443,17.720112,1421.12,1058.0031073999999
307200,4.29232,-0.002746849,0.0011472016,150,307200,720.521892786026,0.8563555181026459,0.009960937,467,11.692766,1421.12,1056.27222042
309248,4.296703,-0.005422077,0.0051642573,151,309248,724.9097940921783,0.8924868255853653,0.061523438,421,19.847311,1421.12,1057.5481486899998
311296,4.2954187,-0.0009676639,0.0030097621,152,311296,729.7714598178864,0.8844894468784332,0.032958984,426,19.130146,1421.12,1057.6088842
313344,4.2982554,-0.002077821,0.0031721145,153,313344,734.5751032829285,0.8044622391462326,0.03618164,449,15.184944,1414.11,1046.55490536
315392,4.307327,-0.0030875793,0.004908475,154,315392,739.1346316337585,0.7886711806058884,0.058154296,434,16.227406,1395.31,1025.35958767
317440,4.318019,-0.0023522594,0.0042948667,155,317440,743.8449470996857,0.880125917494297,0.052734375,437,19.889624,1395.31,1029.1519295500002
319488,4.320269,-0.003119656,0.0054483702,156,319488,748.5273432731628,0.7916525453329086,0.064892575,447,9.874438,1395.31,1024.7898263700001
321536,4.3180375,-0.0046316236,0.0037666925,157,321536,753.1083557605743,0.866215169429779,0.04375,433,20.333973,1395.31,1028.3806853
323584,4.3116913,-0.0061978316,0.0031761199,158,323584,757.8335990905762,0.9825083445757627,0.03227539,439,2.9766483,1394.98,1028.29528654
325632,4.3200316,-0.00259611,0.0023850584,159,325632,762.4963784217834,0.8893746957182884,0.024023438,455,29.067343,1361.71,1008.9101282099999
327680,4.310329,-0.0038092837,0.002619715,160,327680,766.9899725914001,0.8769892528653145,0.026416015,434,19.340328,1379.47,1025.50456802
329728,4.2995696,-0.0032339222,0.0037893713,161,329728,771.7032668590546,0.8857747092843056,0.040771484,402,19.324265,1395.94,1041.64571269
331776,4.3011737,-0.0021183488,0.005336453,162,331776,776.7934648990631,0.8927994221448898,0.06074219,431,11.637278,1410.46,1051.0928922199998
333824,4.29218,-0.0036493547,0.005367947,163,333824,781.5442752838135,0.8543342798948288,0.06137695,415,20.039698,1429.21,1067.7836615200001
335872,4.294301,-0.0012598154,0.0032456932,164,335872,786.4769310951233,0.8799892961978912,0.036230467,414,19.740585,1440.93,1080.7079597900001
337920,4.2995825,-0.0031889796,0.0041072452,165,337920,791.4177451133728,0.8842990919947624,0.049902342,434,19.465534,1440.93,1079.2138425900002
339968,4.308394,-0.003868987,0.004947356,166,339968,796.1304466724396,0.8960535004734993,0.059912108,437,19.384388,1440.93,1080.14907975
342016,4.320731,-0.0056699705,0.0032383532,167,342016,800.8079860210419,0.8990879580378532,0.03305664,429,26.318623,1440.95,1078.7762795299998
344064,4.331232,-0.005673903,0.003812673,168,344064,805.577244758606,0.9062473773956299,0.04018555,422,30.980042,1418.16,1060.3589802899999
346112,4.3371167,-0.0014211244,0.0054055913,169,346112,810.4247281551361,0.7303173840045929,0.06147461,452,12.691463,1433.36,1070.66693771
348160,4.3423543,-0.005492772,0.005100495,170,348160,814.9500114917755,0.899754673242569,0.06357422,430,20.018696,1448.35,1084.59608793
350208,4.344263,-0.001160582,0.0029640847,171,350208,819.703910112381,0.8831167742609978,0.031884767,421,20.148546,1448.35,1085.9425494500001
352256,4.3483076,-0.0007778515,0.0036893927,172,352256,824.5636451244354,0.8855434730648994,0.042675782,419,19.927166,1461.34,1099.4132794700001
354304,4.3489456,-0.005811871,0.004198345,173,354304,829.4423778057098,0.956491019576788,0.04506836,442,8.224852,1447.15,1086.49306608
356352,4.346387,-0.0019359093,0.0021347331,174,356352,834.0681006908417,0.8607885092496872,0.021191407,459,27.477188,1453.42,1095.48788385
358400,4.345397,-0.0027326557,0.0050906027,175,358400,838.5234506130219,0.885392501950264,0.065136716,432,19.81857,1472.4,1112.18536575
360448,4.342245,-0.0031341966,0.0045399433,176,360448,843.2630929946899,0.8542604893445969,0.05229492,450,20.81696,1472.4,1113.4497987200002
362496,4.3366175,-0.008971435,0.004835424,177,362496,847.8049228191376,0.9385249949991703,0.050878905,436,16.035625,1456.76,1098.63648739
364544,4.337854,-0.001718636,0.0026464986,178,364544,852.4958417415619,0.886291615664959,0.02368164,425,20.082363,1473.19,1114.83482129
366592,4.3244524,-0.0042051706,0.005276998,179,366592,857.3090481758118,0.8667567074298859,0.06074219,457,29.72813,1459.24,1101.1732322799999
368640,4.311958,-0.0010079996,0.0028343506,180,368640,861.7855467796326,0.8749775141477585,0.030078124,421,19.98039,1459.24,1100.48292721
370688,4.310874,-0.0041125435,0.0034583274,181,370688,866.6497106552124,0.8896350786089897,0.03618164,428,28.21751,1471.81,1114.42461587
372736,4.322263,-0.004510736,0.006683491,182,372736,871.427561044693,0.879982627928257,0.08681641,409,19.94299,1471.81,1114.67360364
374784,4.328608,-0.0037598617,0.0052189217,183,374784,876.4274394512177,0.8894254639744759,0.067919925,437,20.418993,1471.81,1119.75851786
376832,4.326461,-0.0019016645,0.0020571526,184,376832,881.1118862628937,0.9602969363331795,0.019433593,450,8.793506,1458.41,1106.1897878099999
378880,4.3271265,-0.0030475769,0.0037243299,185,378880,885.6615381240845,0.9097341671586037,0.038427733,444,25.228563,1442.91,1096.5137489899998
380928,4.3399,-0.002623115,0.0033381383,186,380928,890.26557970047,0.8963153585791588,0.037060548,417,20.338623,1442.91,1096.77842604
382976,4.353559,-0.0037527115,0.0039990093,187,382976,895.1723372936249,0.8878689929842949,0.04633789,414,20.180614,1456.8,1109.93593137
385024,4.3704696,-0.0019263768,0.004967661,188,385024,900.1179964542389,0.8860169872641563,0.052783202,404,20.227888,1456.8,1111.35972351
387072,4.3861413,-0.0031687797,0.004097536,189,387072,905.1826174259186,0.7618898302316666,0.046923827,457,10.095011,1456.8,1107.04236184
389120,4.391984,-0.0028600264,0.0020907298,190,389120,909.66046833992,0.6984246373176575,0.021142578,498,13.194328,1456.8,1102.0276709700001
391168,4.3990836,-0.004760875,0.0051723993,191,391168,913.769125699997,0.7411988377571106,0.061669923,468,17.558483,1456.91,1100.9564083599998
393216,4.4021153,-0.0014251948,0.0025670952,192,393216,918.1373932361603,0.9669478014111519,0.028173828,441,6.7451835,1464.13,1105.64120922
395264,4.3976774,-0.0030197587,0.005380386,193,395264,922.7728946208954,0.8899090886116028,0.065136716,435,20.271296,1479.76,1121.03020354
397312,4.3984346,-0.0018421384,0.0023115335,194,397312,927.4779262542725,0.8778306767344475,0.023632813,448,29.949564,1477.57,1120.41453484
399360,4.405717,-0.0015927025,0.0015911169,195,399360,932.0410227775574,0.8598518967628479,0.01430664,469,9.940336,1483.59,1125.07380913
