total_timesteps,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps,time_elapsed,explained_variance,clipfrac,fps,value_loss,ep_len_mean,ep_reward_mean
800768,4.649761,-0.004391167,0.0030647167,391,800768,1874.585868358612,0.7956466674804688,0.035449218,377,8.264427,1336.1,979.03585911
802816,4.654107,-0.0022364068,0.0020606394,392,802816,1880.0061905384064,0.9292830377817154,0.019628907,374,13.258161,1324.88,967.4635117599998
804864,4.642873,-0.0013287358,0.0019419242,393,804864,1885.477462530136,0.8740668296813965,0.015673827,369,20.092987,1324.88,967.45572924
806912,4.635659,-0.0036777537,0.0021200823,394,806912,1891.0220921039581,0.8572200387716293,0.019873047,353,27.401829,1330.64,971.9552249799999
808960,4.666047,-0.0011383867,0.0035983392,395,808960,1896.8171772956848,0.8624321073293686,0.041015625,344,19.773624,1346.36,987.5794452
811008,4.6821375,-0.003912607,0.0013417964,396,811008,1902.7559132575989,0.9473523572087288,0.011767578,380,7.704137,1350.64,991.1148662700001
813056,4.691435,-0.004421956,0.0030176984,397,813056,1908.13627409935,0.8731317669153214,0.033740234,394,25.137396,1355.42,992.2764976300001
815104,4.700647,-0.0029566712,0.004032341,398,815104,1913.3287196159363,0.8877956718206406,0.047851562,417,19.276972,1355.42,995.6365792500001
817152,4.700859,-0.003055367,0.0016802745,399,817152,1918.239605665207,0.9534714668989182,0.014990235,447,9.0832405,1343.16,981.87849464
819200,4.691992,-0.0061506806,0.004519606,400,819200,1922.8158130645752,0.8597430884838104,0.046777345,414,20.463915,1358.45,996.91727594
821248,4.683823,-0.0058404664,0.0024832883,401,821248,1927.7559523582458,0.8819733634591103,0.024609376,387,28.69757,1345.35,984.3837256599999
823296,4.663659,-0.006698466,0.005902781,402,823296,1933.0356187820435,0.9670094326138496,0.05805664,350,6.2159324,1346.34,984.9261620799999
825344,4.649698,-0.0022945148,0.0021853538,403,825344,1938.8736064434052,0.8780863434076309,0.023535157,375,20.5256,1358.72,998.06320673
827392,4.6490345,-0.0014170973,0.003521828,404,827392,1944.3221700191498,0.867480605840683,0.04140625,357,20.631636,1358.72,996.5427608900001
829440,4.641879,-0.0022564717,0.004087067,405,829440,1950.0510506629944,0.891740009188652,0.052246094,364,20.312,1358.72,996.4414083999999
831488,4.6384974,-0.00046179537,0.002824944,406,831488,1955.6762590408325,0.8868789300322533,0.02993164,422,19.742115,1372.79,1010.43301257
833536,4.6351633,-0.0033173028,0.004401517,407,833536,1960.5201215744019,0.8843710497021675,0.05024414,396,19.91328,1386.82,1025.14528401
835584,4.630726,-0.0012889412,0.0033326857,408,835584,1965.6901667118073,0.889033854007721,0.03730469,399,19.90067,1402.25,1040.27718507
837632,4.615703,-0.0021604665,0.0012953542,409,837632,1970.822009563446,0.7500051558017731,0.010644531,438,28.333593,1427.79,1062.43133312
839680,4.612157,-0.0016732251,0.0020356155,410,839680,1975.4880201816559,0.8816637396812439,0.021435548,341,19.750223,1427.79,1064.9751029200002
841728,4.6171923,-0.0047348505,0.0056484076,411,841728,1981.4806311130524,0.8770038709044456,0.070166014,411,20.60187,1445.95,1081.0508112300001
843776,4.6253943,-0.00671117,0.002691491,412,843776,1986.4603288173676,0.9489018879830837,0.027734375,354,9.197382,1450.56,1084.33504607
845824,4.6284943,-0.0012228449,0.002845658,413,845824,1992.2414283752441,0.8858671858906746,0.030517578,395,19.489222,1450.56,1083.61732496
847872,4.6223187,-0.0006132956,0.001329472,414,847872,1997.4228909015656,0.8907862827181816,0.010791016,420,19.986523,1464.37,1097.6616278299998
849920,4.627287,-0.005770055,0.0025016465,415,849920,2002.2961931228638,0.8390776664018631,0.02451172,355,20.54707,1478.16,1110.3517938899997
851968,4.631033,-0.0035475842,0.0022719111,416,851968,2008.0502202510834,0.863544225692749,0.022998046,418,20.35465,1493.78,1122.4784591799998
854016,4.6295257,-0.0018826209,0.0027163145,417,854016,2012.9447753429413,0.9024365320801735,0.02866211,358,23.947498,1478.16,1109.3114966800001
856064,4.6328096,-0.0042247577,0.0041550803,418,856064,2018.6633610725403,0.8923320770263672,0.049609374,330,19.864994,1489.57,1121.0305522300002
858112,4.638604,-0.003757703,0.0034507755,419,858112,2024.86048579216,0.8886425346136093,0.037402343,360,28.940807,1506.66,1136.8865010100003
860160,4.6381235,-0.0014197704,0.0041482644,420,860160,2030.537475347519,0.8698447942733765,0.04633789,386,19.967335,1506.66,1137.71481607
862208,4.6225424,-0.0072658816,0.0046485346,421,862208,2035.8337080478668,0.8810624480247498,0.049121093,403,19.548027,1522.05,1153.62170884
864256,4.609351,-0.0055889036,0.003263035,422,864256,2040.9114651679993,0.9187981486320496,0.036132812,442,22.30569,1524.85,1156.29408701
866304,4.6059146,-0.0010330642,0.0027413138,423,866304,2045.535672903061,0.875961996614933,0.025976563,403,19.880732,1524.85,1157.31496298
868352,4.605296,-0.0044176085,0.0022365102,424,868352,2050.615622520447,0.9574129916727543,0.02368164,441,8.584489,1527.44,1158.76924446
870400,4.6160088,-0.0032528904,0.004013605,425,870400,2055.2582647800446,0.8782171905040741,0.04926758,406,19.833567,1545.28,1175.24330868
872448,4.6172748,-0.0021875598,0.0021824273,426,872448,2060.3060007095337,0.8671835362911224,0.022509765,433,25.328377,1561.42,1191.2230121300001
874496,4.6125636,-0.0018650374,0.0021102356,427,874496,2065.032595872879,0.8935820981860161,0.022705078,425,18.00938,1561.42,1193.5250032600002
876544,4.607528,-0.003253809,0.0047431495,428,876544,2069.8427217006683,0.869167372584343,0.059326172,392,19.965267,1561.42,1195.74350729
878592,4.617871,-0.0019493662,0.0022325763,429,878592,2075.057294845581,0.8773701339960098,0.025,424,19.612165,1568.75,1205.86927056
880640,4.640299,-0.0034107205,0.002723767,430,880640,2079.8863427639008,0.8727492988109589,0.027978515,432,30.272177,1586.46,1223.1461704399999
882688,4.6678452,-0.003430271,0.0044938265,431,882688,2084.618723630905,0.9044418856501579,0.049951173,425,25.6748,1578.64,1218.9273624
884736,4.67881,-0.0031598776,0.0016524054,432,884736,2089.433746099472,0.8772709965705872,0.017285157,442,20.860737,1567.18,1208.9664984
886784,4.687898,-0.0047386107,0.003629107,433,886784,2094.0634887218475,0.8901059627532959,0.04116211,420,20.47162,1582.64,1224.34886716
888832,4.689861,-0.0003118674,0.0033325772,434,888832,2098.9392964839935,0.8820020630955696,0.035839844,409,20.105595,1596.93,1238.6196466099998
890880,4.7124157,-0.0065339454,0.002875565,435,890880,2103.9369966983795,0.9130561873316765,0.03388672,413,25.629776,1597.3,1239.95493894
892928,4.737464,-0.00347178,0.004174901,436,892928,2108.8961963653564,0.8969298601150513,0.047607422,424,20.297434,1612.83,1254.41871859
894976,4.7354517,-0.0018146748,0.0007295332,437,894976,2113.7193858623505,0.828124538064003,0.0061035156,459,16.759228,1597.12,1241.00321896
897024,4.7422576,-0.0041852593,0.004750382,438,897024,2118.178094625473,0.8844626098871231,0.05605469,414,19.978392,1610.75,1253.65193351
899072,4.735856,-0.0027856086,0.002051535,439,899072,2123.115761756897,0.8942238539457321,0.015380859,407,20.38308,1610.75,1256.64828254
901120,4.7204957,-0.0019924561,0.0018180993,440,901120,2128.1479811668396,0.9040173664689064,0.017041016,419,26.73431,1627.78,1273.2587468400002
903168,4.724846,-0.003295583,0.0048973495,441,903168,2133.028110265732,0.8800937756896019,0.06323242,415,20.190891,1644.67,1289.4423490400002
905216,4.731831,-0.002549008,0.0034412972,442,905216,2137.9620232582092,0.8874819129705429,0.043359376,416,19.930143,1644.67,1290.25405954
907264,4.741969,-0.002479318,0.0029005453,443,907264,2142.874870300293,0.6580680906772614,0.03125,417,18.264057,1661.09,1301.19672363
909312,4.749681,-0.010411604,0.0043246346,444,909312,2147.7850427627563,0.9434663951396942,0.041503906,369,11.040976,1658.26,1300.2288448900001
911360,4.766018,-0.0044081225,0.0038325717,445,911360,2153.33078289032,0.8714912533760071,0.045556642,360,20.763308,1658.26,1304.95569089
913408,4.7709193,-0.0032108966,0.0039742403,446,913408,2159.015365600586,0.8902390673756599,0.046191406,375,20.577835,1658.26,1304.11232649
915456,4.7711277,-0.0019571874,0.0023088937,447,915456,2164.468516588211,0.8591587394475937,0.02475586,429,30.561535,1640.58,1285.75243603
917504,4.7664976,-0.0048560067,0.0038591803,448,917504,2169.239887714386,0.8697103559970856,0.041992188,425,25.745184,1624.94,1272.09802662
919552,4.763876,-0.0043709488,0.003633886,449,919552,2174.049355983734,0.8632804155349731,0.039257813,427,19.458576,1624.94,1269.5857621399998
921600,4.757431,-0.00400141,0.005816888,450,921600,2178.844491004944,0.8765596225857735,0.080517575,397,20.16312,1624.94,1270.6105476899997
923648,4.757602,-0.008464834,0.008924844,451,923648,2183.995043039322,0.8846730068325996,0.059814453,428,27.781855,1621.06,1269.81859973
925696,4.7639737,-0.0034336713,0.0062416364,452,925696,2188.770268201828,0.8790657669305801,0.07851563,413,20.30931,1635.96,1284.21512794
927744,4.762922,-0.002226653,0.0033962703,453,927744,2193.728220462799,0.9077363535761833,0.036083985,401,20.23507,1635.96,1287.85434567
929792,4.7604685,-0.0037575862,0.0040149023,454,929792,2198.835839986801,0.7110428512096405,0.03857422,458,26.311642,1608.71,1261.78276789
931840,4.752588,-0.00168736,0.0024712724,455,931840,2203.2997686862946,0.8811051771044731,0.025732422,426,20.467035,1608.71,1262.38965975
933888,4.7532263,-0.004316617,0.0018861681,456,933888,2208.100826025009,0.9602837711572647,0.020019531,440,7.642659,1594.68,1248.31458234
935936,4.747878,-0.005270992,0.0046423837,457,935936,2212.7461161613464,0.8835927248001099,0.053271484,433,20.936354,1608.56,1261.74959363
937984,4.741417,-0.0032930903,0.0030654245,458,937984,2217.4757056236267,0.8816490024328232,0.033203125,412,20.54904,1608.56,1263.00176558
940032,4.723676,-0.0036294751,0.0033623804,459,940032,2222.445660829544,0.8815384656190872,0.038964845,411,19.737072,1612.01,1269.4853900699998
942080,4.711625,-0.0011488948,0.003678585,460,942080,2227.4259464740753,0.867683619260788,0.040771484,411,20.203617,1622.12,1281.52889209
944128,4.70662,-0.0036531328,0.0030879823,461,944128,2232.403958797455,0.8709143698215485,0.032177735,412,20.42482,1622.12,1283.52504556
946176,4.706315,-0.003146096,0.0029216218,462,946176,2237.3704056739807,0.8847643882036209,0.031884767,429,19.930288,1622.12,1284.98214136
948224,4.706382,-0.002816687,0.0025185626,463,948224,2242.1363611221313,0.8891343623399734,0.025488282,412,25.75587,1606.47,1269.5069033099999
950272,4.721847,-0.006032857,0.003516404,464,950272,2247.1027460098267,0.9136152863502502,0.039208986,430,25.279514,1590.8,1256.3944310799998
952320,4.735022,-0.005283471,0.0033859282,465,952320,2251.8558115959167,0.9166156277060509,0.03339844,398,24.73409,1575.2,1246.19204639
954368,4.737427,-0.004235009,0.0041209175,466,954368,2256.991793870926,0.9762585144490004,0.046484374,434,5.1497955,1559.49,1232.93414942
956416,4.7292714,-0.0030565094,0.0025418873,467,956416,2261.703001499176,0.7955354005098343,0.02446289,445,20.720467,1559.49,1232.7170955
958464,4.7220697,-0.005396423,0.0027614837,468,958464,2266.3012430667877,0.6785345673561096,0.029394532,460,27.12914,1566.01,1236.56407281
960512,4.718726,-0.0021907445,0.002143344,469,960512,2270.7510249614716,0.9756596088409424,0.021240234,418,5.6254554,1551.19,1221.39960088
962560,4.7107286,-0.002150767,0.003996719,470,962560,2275.6474764347076,0.8826674893498421,0.04272461,409,20.157946,1551.19,1222.09056097
964608,4.7033453,-0.0024593922,0.0030422292,471,964608,2280.6500380039215,0.8919762596487999,0.032958984,410,20.366484,1560.88,1233.0660255399998
966656,4.697874,-0.0024438202,0.0012895676,472,966656,2285.6361598968506,0.8314147889614105,0.013183594,449,21.153986,1560.88,1232.5305740200001
968704,4.6933045,-0.0037980936,0.002983562,473,968704,2290.195963382721,0.8421470671892166,0.02993164,452,32.47464,1556.18,1227.37931672
970752,4.685211,-0.003928975,0.0029049707,474,970752,2294.725930452347,0.8819698840379715,0.02866211,430,28.68934,1551.82,1225.10135522
972800,4.680495,-0.004125558,0.0023452768,475,972800,2299.4863364696503,0.8687996119260788,0.027050782,433,20.456268,1564.08,1236.2012937200002
974848,4.6877794,-0.0026127386,0.00292385,476,974848,2304.2183361053467,0.9432293027639389,0.033251952,450,15.4933195,1528.91,1204.38538785
976896,4.697199,-0.004787074,0.0055598803,477,976896,2308.7656230926514,0.8800227865576744,0.061767578,414,20.206593,1543.16,1218.6619976499999
978944,4.7025805,-0.0014962865,0.0035572362,478,978944,2313.708691596985,0.8794064372777939,0.039257813,408,20.044079,1543.16,1218.7626751799999
980992,4.703205,-0.0065376395,0.0025103367,479,980992,2318.719188451767,0.8738880753517151,0.02998047,422,20.302933,1543.16,1220.78376421
983040,4.6966896,-0.0020751539,0.0055565415,480,983040,2323.568864107132,0.8891178071498871,0.043945312,436,17.298944,1543.16,1215.83803466
985088,4.691475,-0.0022530202,0.0025827496,481,985088,2328.2597472667694,0.8943932801485062,0.02758789,412,20.860275,1543.16,1216.35885062
987136,4.6922827,-0.00084427383,0.0030404322,482,987136,2333.2304787635803,0.88478684425354,0.032421876,425,20.08183,1543.16,1214.89507136
989184,4.699674,-0.0034200787,0.0039898627,483,989184,2338.0389235019684,0.8721126168966293,0.04741211,407,20.027521,1543.16,1215.30484478
991232,4.6974435,-0.0029401672,0.0028783919,484,991232,2343.0614948272705,0.8735299110412598,0.02998047,419,20.761633,1543.16,1215.8715653599997
993280,4.694236,-0.00408963,0.0062911534,485,993280,2347.9417514801025,0.8778522685170174,0.080029294,397,19.935875,1550.91,1225.85985844
995328,4.6893196,-0.0028982947,0.0036992624,486,995328,2353.0915892124176,0.8711868673563004,0.037597656,424,20.069382,1550.91,1226.2649166
997376,4.6825805,-0.004226423,0.005075797,487,997376,2357.9212436676025,0.8740570992231369,0.06665039,413,20.13659,1550.91,1227.5196146100002
999424,4.700092,-0.0071148514,0.004870294,488,999424,2362.8724043369293,0.8926079943776131,0.046923827,420,27.686666,1545.38,1224.23185809
